,kla_male,kla_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.2559646,-0.050688084,"('unsociable', 'sociable')",-0.21908379,-0.48073032,0.0184404,-0.2657092,-0.2841496
1,-0.99174,-1.0317477,"('unfriendly', 'friendly')",1.2557445,0.9809723,0.1320022,-0.0253877,-0.1573899
2,0.54570353,0.4590581,"('unlikable', 'likable')",0.6168852,0.51331276,0.5812944,0.4861854,-0.095109
3,0.10833922,0.085717976,"('repellent', 'pleasant')",0.81643444,0.8633947,0.4623868,0.4745563,0.0121695
4,-0.07838669,-0.058980085,"('disliked', 'liked')",-6.4044538,-6.3842115,-3.2414203,-3.2215958,0.0198245
5,-1.0738511,-0.8597172,"('distant', 'outgoing')",-0.5593928,-0.39989507,-0.816622,-0.6298062,0.1868158
6,-1.5043079,-1.2636458,"('distant', 'open')",-0.84976035,-0.7452516,-1.1770341,-1.0044487,0.1725854
7,-0.35395122,-0.31570113,"('insensitive', 'sensitive')",0.25323662,0.2291978,-0.0503573,-0.0432517,0.0071056
8,-0.39011842,-0.45370343,"('unaffectionate', 'affectionate')",0.5974509,0.44755557,0.1036662,-0.0030739,-0.1067401
9,-0.61706513,-0.6290447,"('unaffectionate', 'caring')",0.84012306,0.78420717,0.111529,0.0775812,-0.0339478
10,-0.37655836,-0.58418274,"('unsympathetic', 'sympathetic')",-0.92687804,-1.0596477,-0.6517182,-0.8219152,-0.170197
11,-0.07431315,-0.22088495,"('unhelpful', 'helpful')",1.6138732,1.689779,0.76978,0.7344471,-0.0353329
12,-0.28249988,-0.23107043,"('unsupportive', 'supportive')",-2.1242795,-2.0893004,-1.2033896,-1.1601855,0.0432041
13,-0.14560486,-0.3199583,"('impolite', 'polite')",-0.648991,-0.7042442,-0.3972979,-0.5121012,-0.1148033
14,0.7929206,0.64546067,"('antisocial', 'social')",0.40597618,0.23736733,0.5994484,0.441414,-0.1580344
15,0.24537046,0.15002663,"('boring', 'funny')",0.2564745,0.11827325,0.2509225,0.1341499,-0.1167726
16,-0.31169763,-0.2735801,"('unpopular', 'popular')",0.32665026,0.25462627,0.0074763,-0.0094769,-0.0169532
17,-0.12671632,-0.09855276,"('nasty', 'nice')",-0.5408986,-0.5926873,-0.3338075,-0.34562,-0.0118125
18,-0.013570502,0.027097791,"('disagreeable', 'welcoming')",-0.5352779,-0.62073493,-0.2744242,-0.2968186,-0.0223944
19,-0.915407,-0.8955734,"('inhospitable', 'hospitable')",-0.6947692,-0.6932925,-0.8050881,-0.7944329,0.0106552
20,-0.25316447,-0.17337504,"('rough', 'thoughtful')",0.66596603,0.69709855,0.2064008,0.2618617,0.0554609
21,0.53720975,0.38696763,"('immoral', 'moral')",-0.21788913,-0.3310796,0.1596603,0.027944,-0.1317163
22,0.23538218,0.10955618,"('untrustworthy', 'trustworthy')",-0.85885364,-0.91880995,-0.3117357,-0.4046269,-0.0928912
23,0.106181994,-0.04767494,"('insincere', 'sincere')",5.765673,5.7407017,2.9359276,2.8465133,-0.0894143
24,-0.22252479,-0.362783,"('dishonest', 'honest')",0.3612044,0.3812024,0.0693398,0.0092097,-0.0601301
25,-0.011073839,-0.021034997,"('egoistic', 'altruistic')",1.1308157,1.0014359,0.559871,0.4902004,-0.0696706
