,new_male,new_female,tuple,york_male,york_female,times_male,times_female,co_male,co_female,average_male,average_female,female-male
0,-0.024395298,-0.10511136,"('unsociable', 'sociable')",-0.5473192,-0.72772914,0.08138846,-0.09436444,-0.061812907,-0.10805024,-0.1380347,-0.2588138,-0.1207791
1,-1.4610106,-1.4078932,"('unfriendly', 'friendly')",-0.4525654,-0.42980132,-0.2588619,-0.27267727,1.3681302,1.267237,-0.2010769,-0.2107837,-0.0097068
2,0.71139735,0.72674835,"('unlikable', 'likable')",1.1641082,1.1412641,1.0663886,1.1428349,0.37355113,0.48745915,0.8288613,0.8745766,0.0457153
3,-0.4850556,-0.24875924,"('repellent', 'pleasant')",-0.93383485,-0.73263484,-0.63351583,-0.5985102,0.4208673,0.5306495,-0.4078847,-0.2623137,0.145571
4,-0.82136714,-0.75184596,"('disliked', 'liked')",0.17999542,0.3014546,0.21327633,0.31505615,-7.2640967,-7.2272716,-1.923048,-1.8406518,0.0823962
5,0.22614369,0.3082236,"('distant', 'outgoing')",0.73197144,0.85730904,-0.35445568,-0.18112758,-0.7740261,-0.745308,-0.0425917,0.0597743,0.102366
6,-0.012637254,0.12365026,"('distant', 'open')",0.55859053,0.7578085,-0.36097905,-0.1618032,-0.2713781,-0.22247624,-0.021601,0.1242948,0.1458958
7,-0.004948981,-0.069946,"('insensitive', 'sensitive')",-0.83077145,-0.95012057,0.742942,0.67839366,0.4726738,0.6255675,0.0949738,0.0709736,-0.0240002
8,-1.4531006,-1.4757748,"('unaffectionate', 'affectionate')",0.06426029,-0.02926667,-0.059259474,-0.10524003,0.3336009,0.25536823,-0.2786247,-0.3387283,-0.0601036
9,-0.7546601,-0.74841374,"('unaffectionate', 'caring')",0.20448774,0.119807705,0.3495666,0.39960647,0.83154964,0.8756907,0.157736,0.1616728,0.0039368
10,-0.58306473,-0.6711043,"('unsympathetic', 'sympathetic')",-1.4939705,-1.6370125,-0.24739791,-0.37911904,-0.2155376,-0.13846742,-0.6349927,-0.7064258,-0.0714331
11,0.41928506,0.3928544,"('unhelpful', 'helpful')",-0.091849856,-0.09672806,-0.47372207,-0.5411294,2.0317523,2.0877657,0.4713664,0.4606906,-0.0106758
12,0.14499822,0.30387557,"('unsupportive', 'supportive')",0.795593,0.9963946,0.0867221,0.26484275,-2.3499846,-2.1749258,-0.3306678,-0.1524532,0.1782146
13,1.0963135,0.95942557,"('impolite', 'polite')",-0.54735875,-0.78797126,0.6097113,0.52405024,-0.30067247,-0.27762985,0.2144984,0.1044687,-0.1100297
14,1.1427186,0.9953928,"('antisocial', 'social')",0.44291586,0.2665186,1.1300706,0.86692476,-0.08160866,-0.12495805,0.658524,0.5009695,-0.1575545
15,0.24305911,0.07393828,"('boring', 'funny')",0.7243378,0.59801817,0.9177899,0.82713723,0.15173234,0.055868447,0.5092298,0.3887405,-0.1204893
16,-1.0815989,-1.048311,"('unpopular', 'popular')",-1.0959591,-0.989077,-1.1174338,-1.061682,0.11113806,0.022389024,-0.7959634,-0.7691702,0.0267932
17,-0.29357588,-0.27268156,"('nasty', 'nice')",-0.38634026,-0.27693197,-0.30273107,-0.22044703,-0.22047585,-0.23545107,-0.3007808,-0.2513779,0.0494029
18,0.08335622,0.3095302,"('disagreeable', 'welcoming')",0.4849737,0.6770664,-0.8335089,-0.702563,-0.8272935,-0.8157979,-0.2731181,-0.1329411,0.140177
19,-1.0402772,-0.9201188,"('inhospitable', 'hospitable')",0.0113268085,0.19373424,-0.17478469,-0.035181906,-0.75709224,-0.6777096,-0.4902068,-0.359819,0.1303878
20,-0.2538137,-0.15303034,"('rough', 'thoughtful')",0.024771614,0.1071495,-0.3425226,-0.36998248,0.45775726,0.49046788,-0.0284519,0.0186511,0.047103
21,0.7386393,0.735111,"('immoral', 'moral')",-0.18176097,-0.1491097,0.8805333,0.7942763,-0.8218467,-0.6735378,0.1538912,0.176685,0.0227938
22,0.66334116,0.6243764,"('untrustworthy', 'trustworthy')",0.354522,0.33579195,1.0102015,0.9824271,-0.43465444,-0.36269292,0.3983526,0.3949756,-0.003377
23,-0.22498432,-0.23420972,"('insincere', 'sincere')",-1.6796991,-1.8448205,-0.61542004,-0.8002119,5.8041334,5.7166057,0.8210075,0.7093409,-0.1116666
24,0.03952488,-0.050716847,"('dishonest', 'honest')",-0.37978524,-0.53546655,0.24133973,0.18404076,0.95534414,0.9444109,0.2141059,0.1355671,-0.0785388
25,-0.8834001,-0.85875154,"('egoistic', 'altruistic')",0.31712535,0.34385723,-0.27401453,-0.23470378,0.99585176,0.9055539,0.0388906,0.0389889,9.83e-05
26,0.22743061,-0.014274538,"('hardhearted', 'benevolent')",1.1388235,0.8554643,1.4341255,1.2128309,1.4234042,1.2988982,1.055946,0.8382297,-0.2177163
27,-1.0593708,-1.0630989,"('hardhearted', 'softhearted')",-0.49838334,-0.6435101,0.044026934,0.04884796,0.76853937,0.68859917,-0.1862969,-0.2422905,-0.0559936
28,-0.6209726,-0.74587435,"('disloyal', 'loyal')",-0.61124104,-0.804369,-0.35704288,-0.51241857,0.96329653,0.8561593,-0.15649,-0.3016256,-0.1451356
29,-0.2858979,-0.34189686,"('unfair', 'fair')",-0.7343373,-0.7301357,-0.72163993,-0.721075,-0.37782374,-0.44364515,-0.5299248,-0.5591882,-0.0292634
30,-0.29458255,-0.35661912,"('intolerant', 'tolerant')",-0.38989532,-0.5199973,0.20842496,0.18133417,0.3374715,0.42571747,-0.0346454,-0.0673912,-0.0327458
31,-1.4008563,-1.230823,"('evil', 'good')",0.08432032,0.455342,0.28500786,0.4806236,-1.0454558,-1.0458941,-0.519246,-0.3351879,0.1840581
32,-0.5742582,-0.6720166,"('unkind', 'kind')",-1.0654006,-1.3923216,-0.32978323,-0.43308166,0.84566814,0.7691286,-0.2809435,-0.4320728,-0.1511293
33,0.13263743,0.1016151,"('wrong', 'right')",0.46988213,0.5010437,0.41843176,0.50946355,-0.38102078,-0.33331898,0.1599826,0.1947008,0.0347182
34,0.58136153,0.72810006,"('mean', 'honorable')",-0.08318555,0.10336801,0.60453284,0.652609,4.831151,4.884016,1.483465,1.5920233,0.1085583
35,-0.437541,-0.61399865,"('corrupt', 'incorrupt')",0.5655872,0.52731454,0.7679132,0.7555998,-0.59520495,-0.7743774,0.0751886,-0.0263654,-0.101554
36,-1.2992455,-1.2625239,"('hostile', 'amicable')",-0.00042663515,0.09968477,-0.28766674,-0.21703748,-0.2816531,-0.41075796,-0.467248,-0.4476587,0.0195893
37,-1.236038,-1.1731756,"('fake', 'genuine')",-1.6950731,-1.6601999,0.0043032654,-0.0006408561,-0.19324544,-0.2025573,-0.7800133,-0.7591434,0.0208699
38,-0.34793016,-0.319252,"('untruthful', 'truthful')",-0.29806316,-0.2453959,0.8242975,0.966992,-0.29086456,-0.17508993,-0.0281401,0.0568135,0.0849536
39,-0.33752686,-0.44826975,"('exploitative', 'cooperative')",-0.057247505,-0.13972712,0.28390002,0.23883231,0.8884174,0.94493425,0.1943858,0.1489424,-0.0454434
40,-0.03685732,0.046830144,"('stingy', 'generous')",0.52753764,0.5884996,-0.810267,-0.7464393,-2.5994122,-2.6327422,-0.7297497,-0.6859629,0.0437868
41,-0.99644244,-0.8658947,"('unforgiving', 'forgiving')",-0.83123463,-0.73401433,-0.835601,-0.8039784,0.027838612,0.00017976575,-0.6588598,-0.6009269,0.0579329
42,1.2356905,1.2795635,"('unreliable', 'reliable')",1.0700134,1.201452,0.97715104,1.1477461,-2.4078841,-2.203103,0.2187427,0.3564147,0.137672
43,-0.10792366,-0.002826782,"('irresponsible', 'responsible')",-0.3836864,-0.32353032,-0.1706912,-0.109619215,0.4550051,0.6136938,-0.051824,0.0444294,0.0962534
44,0.4848342,0.58051664,"('prejudiced', 'unprejudiced')",-0.12924264,-0.09820408,-1.106258,-0.94803524,-1.0703845,-1.076629,-0.4552628,-0.3855879,0.0696749
45,-0.92028725,-0.86315405,"('incompetent', 'competent')",-1.2449204,-1.2092674,-0.43519026,-0.5003765,-0.5149438,-0.45322293,-0.7788354,-0.7565053,0.0223301
46,0.023568323,0.157058,"('uncompetitive', 'competitive')",-1.0315839,-0.9180491,-0.48990643,-0.5858599,-1.2555072,-1.1063131,-0.6883574,-0.613291,0.0750664
47,0.7834251,0.68299735,"('stupid', 'smart')",0.5040024,0.46100155,1.2052076,1.1132411,4.873998,4.850795,1.8416584,1.7770087,-0.0646497
48,-1.6230341,-1.7102753,"('unintelligent', 'intelligent')",-1.4769526,-1.5416952,-0.56892127,-0.6487443,-0.380454,-0.36214328,-1.0123404,-1.0657146,-0.0533742
