,endo_male,endo_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.65108085,-0.6523406,"('unsociable', 'sociable')",0.4142104,0.2840482,-0.19868928,-0.34146744,-0.1451866,-0.2365866,-0.0914
1,-1.697686,-1.6882169,"('unfriendly', 'friendly')",-0.1289257,-0.31070745,1.5879078,1.3976107,-0.0795679,-0.2004379,-0.12087
2,0.6655482,0.74503136,"('unlikable', 'likable')",1.377201,1.4756602,0.77155596,0.8827335,0.9381017,1.0344751,0.0963734
3,-0.5157211,-0.3732338,"('repellent', 'pleasant')",-0.5737179,-0.5855146,-0.23582175,-0.22999431,-0.4417535,-0.3962476,0.0455059
4,-0.36594903,-0.4404878,"('disliked', 'liked')",0.26834932,0.24185771,-3.5803952,-3.1931858,-1.2259983,-1.1306053,0.095393
5,-1.020989,-0.9945536,"('distant', 'outgoing')",-0.22619507,-0.14027241,0.37702042,0.3888111,-0.2900545,-0.2486717,0.0413828
6,-1.1357332,-1.0791018,"('distant', 'open')",-0.29838687,-0.26004654,0.14786395,0.1252798,-0.4287521,-0.4046228,0.0241293
7,-0.09962084,-0.027294427,"('insensitive', 'sensitive')",-0.18534991,-0.18491662,0.16770682,0.1721107,-0.039088,-0.0133668,0.0257212
8,-0.97736704,-1.0818543,"('unaffectionate', 'affectionate')",-0.6329343,-0.6977325,0.45229387,0.30423257,-0.3860025,-0.4917847,-0.1057822
9,-1.2792219,-1.3353134,"('unaffectionate', 'caring')",-0.024277598,-0.102662966,0.9936582,0.8670283,-0.1032804,-0.190316,-0.0870356
10,-0.4579649,-0.37617877,"('unsympathetic', 'sympathetic')",-0.6305156,-0.6396144,-0.8657383,-0.8955504,-0.6514062,-0.6371145,0.0142917
11,0.31624982,0.31451148,"('unhelpful', 'helpful')",0.5295341,0.49348623,0.87522525,0.7226299,0.5736698,0.5102092,-0.0634606
12,-0.38402244,-0.309844,"('unsupportive', 'supportive')",0.2754814,0.3327537,-1.3089168,-1.1110318,-0.4724859,-0.3627074,0.1097785
13,0.19593935,0.25413525,"('impolite', 'polite')",0.8260863,0.8674317,-0.30915517,-0.39442414,0.2376235,0.242381,0.0047575
14,0.6947471,0.7208468,"('antisocial', 'social')",1.098392,1.1285936,1.0443107,1.1205848,0.9458166,0.9900084,0.0441918
15,0.6173287,0.49556166,"('boring', 'funny')",0.25784197,0.18196167,0.37651396,0.27365664,0.4172282,0.31706,-0.1001682
16,-1.0638299,-1.0400043,"('unpopular', 'popular')",0.4336336,0.40365988,-0.10590065,-0.21730922,-0.2453657,-0.2845512,-0.0391855
17,-0.50262356,-0.46909446,"('nasty', 'nice')",-0.7109498,-0.6692088,-0.91305846,-0.99070925,-0.7088772,-0.7096709,-0.0007937
18,-0.6359503,-0.5947426,"('disagreeable', 'welcoming')",0.77491546,0.7832714,-0.8238271,-0.8380792,-0.2282873,-0.2165168,0.0117705
19,-1.5262378,-1.5346657,"('inhospitable', 'hospitable')",-0.9822561,-1.0496734,-0.74383587,-0.83108735,-1.0841099,-1.1384755,-0.0543656
20,-0.002496101,0.030015744,"('rough', 'thoughtful')",0.4515322,0.45212573,1.0596408,1.0048351,0.5028923,0.4956589,-0.0072334
21,0.34968978,0.37301686,"('immoral', 'moral')",0.11941498,0.046444006,-0.9915329,-0.9443165,-0.1741427,-0.1749519,-0.0008092
22,-0.039337292,0.026371477,"('untrustworthy', 'trustworthy')",-0.012953136,0.0028583873,-0.36116308,-0.358962,-0.1378178,-0.1099107,0.0279071
23,-0.93226594,-0.9266061,"('insincere', 'sincere')",-0.09017272,-0.17050737,3.641305,3.1296606,0.8729555,0.6775157,-0.1954398
24,-0.03265717,-0.017187633,"('dishonest', 'honest')",-0.12332034,-0.057679065,0.53366053,0.45566368,0.1258943,0.1269323,0.001038
25,-0.48722816,-0.5376523,"('egoistic', 'altruistic')",0.27574205,0.19529054,1.3688604,1.2667764,0.3857914,0.3081382,-0.0776532
26,-0.29829437,-0.34380394,"('hardhearted', 'benevolent')",1.3952005,1.3313218,2.82334,2.7015493,1.3067487,1.229689,-0.0770597
27,-0.74309003,-0.7279169,"('hardhearted', 'softhearted')",-0.5056493,-0.5942444,-0.013565252,-0.293227,-0.4207682,-0.5384628,-0.1176946
28,-0.9930713,-1.066459,"('disloyal', 'loyal')",-0.062888876,-0.19926079,0.70870346,0.47706082,-0.1157522,-0.2628863,-0.1471341
29,-0.59956384,-0.62907475,"('unfair', 'fair')",-0.34631535,-0.38443542,-0.6439998,-0.7775455,-0.5299597,-0.5970186,-0.0670589
30,0.42255074,0.41458657,"('intolerant', 'tolerant')",0.5858657,0.5617249,0.6824595,0.66068894,0.5636253,0.5456668,-0.0179585
31,-1.7247899,-1.5941585,"('evil', 'good')",-0.79007167,-0.7608169,-0.2903933,-0.1916592,-0.935085,-0.8488782,0.0862068
32,-0.20313777,-0.2149039,"('unkind', 'kind')",-0.13633925,-0.24297255,0.5934793,0.35009706,0.0846674,-0.0359265,-0.1205939
33,0.17414488,0.13192381,"('wrong', 'right')",0.35966876,0.3899466,0.30118045,0.22703682,0.2783314,0.2496358,-0.0286956
34,-0.13839048,0.03434626,"('mean', 'honorable')",-0.13123147,-0.013299622,3.2546847,3.0867748,0.9950209,1.0359405,0.0409196
