,globe_male,globe_female,tuple,life_male,life_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6009187,0.5976242,"('unsociable', 'sociable')",0.79965854,0.7623374,-0.49322274,-0.5973309,0.3024515,0.2542102,-0.0482413
1,0.0415458,-0.04282659,"('unfriendly', 'friendly')",1.1344081,0.97794396,2.115984,1.9929762,1.0973126,0.9760311,-0.1212815
2,-0.0437579,0.033824522,"('unlikable', 'likable')",0.683016,0.7768979,0.7515499,0.90351844,0.4636027,0.5714136,0.1078109
3,-0.022403307,0.15766013,"('repellent', 'pleasant')",-0.30257437,-0.14351925,0.0055374186,0.09156488,-0.1064801,0.0352353,0.1417154
4,-1.3028424,-1.3687929,"('disliked', 'liked')",0.49185592,0.3382855,-6.066125,-6.1804614,-2.2923705,-2.4036563,-0.1112858
5,-1.4948661,-1.4844674,"('distant', 'outgoing')",0.39678326,0.36765558,-0.008984592,0.041898493,-0.3690225,-0.3583044,0.0107181
6,-2.0261412,-2.0141385,"('distant', 'open')",-0.23924336,-0.21601658,0.6325381,0.6544276,-0.5442821,-0.5252425,0.0190396
7,1.73419,1.8457907,"('insensitive', 'sensitive')",0.16179262,0.308104,0.6850493,0.66850203,0.8603439,0.9407989,0.080455
8,0.06798226,0.043906525,"('unaffectionate', 'affectionate')",0.26266313,0.23383757,0.92060816,0.8732624,0.4170845,0.3836688,-0.0334157
9,0.7876954,0.8287635,"('unaffectionate', 'caring')",1.0235746,1.0208294,1.1250672,1.1129583,0.9787791,0.987517,0.0087379
10,1.4084791,1.5391616,"('unsympathetic', 'sympathetic')",-0.8575707,-0.6894386,-0.58431697,-0.6635341,-0.0111362,0.062063,0.0731992
11,0.7428996,0.8868624,"('unhelpful', 'helpful')",0.05504109,0.21524693,1.4239875,1.5029365,0.7406427,0.8683486,0.1277059
12,1.6563569,1.8454974,"('unsupportive', 'supportive')",0.48192775,0.6676715,-1.7490466,-1.734563,0.129746,0.2595353,0.1297893
13,1.5446564,1.6093562,"('impolite', 'polite')",-0.27121064,-0.2255224,-0.4026946,-0.46312356,0.2902504,0.3069034,0.016653
14,1.0642698,1.0993278,"('antisocial', 'social')",1.2940826,1.346915,-0.8040856,-0.86958086,0.5180889,0.525554,0.0074651
15,0.86645836,0.7452781,"('boring', 'funny')",-0.09357454,-0.12712805,0.28277636,0.24680643,0.3518867,0.2883188,-0.0635679
16,-1.4990398,-1.508581,"('unpopular', 'popular')",-0.5641392,-0.4999621,0.48640615,0.5091467,-0.525591,-0.4997988,0.0257922
17,-0.34979174,-0.2485161,"('nasty', 'nice')",0.35537004,0.5504941,-0.5354784,-0.46666938,-0.1766334,-0.0548971,0.1217363
18,0.49663934,0.6006936,"('disagreeable', 'welcoming')",-0.77347386,-0.59079814,-0.286649,-0.23931655,-0.1878278,-0.0764737,0.1113541
19,-0.7810111,-0.6765866,"('inhospitable', 'hospitable')",0.2605536,0.24166314,0.020930681,0.17558227,-0.1665089,-0.0864471,0.0800618
20,-0.08943602,-0.04340176,"('rough', 'thoughtful')",-0.4351763,-0.38655907,1.158194,1.1068884,0.2111939,0.2256425,0.0144486
21,0.5291205,0.6082873,"('immoral', 'moral')",0.5006208,0.5594717,-0.77221906,-0.74150926,0.0858407,0.1420832,0.0562425
22,1.0318325,1.0604541,"('untrustworthy', 'trustworthy')",0.060276136,0.10112316,-0.86505413,-0.8863265,0.0756848,0.0917503,0.0160655
23,0.94262666,1.0593263,"('insincere', 'sincere')",0.12096019,0.2518683,5.2411456,5.1884656,2.1015774,2.1665535,0.0649761
24,1.3930119,1.3880439,"('dishonest', 'honest')",0.61989385,0.6529268,0.77797943,0.7109666,0.9302951,0.9173125,-0.0129826
25,-1.1296926,-1.2145966,"('egoistic', 'altruistic')",0.23496872,0.13924211,1.6347386,1.5929158,0.2466716,0.1725204,-0.0741512
26,1.9862181,1.8227048,"('hardhearted', 'benevolent')",1.6819165,1.6549323,1.8384265,1.7571373,1.8355204,1.7449249,-0.0905955
27,0.2519672,0.25874084,"('hardhearted', 'softhearted')",-0.18090677,-0.043111138,1.6493441,1.5124916,0.5734682,0.5760404,0.0025722
28,0.6014359,0.4880441,"('disloyal', 'loyal')",0.47951043,0.31076834,0.7689503,0.6000953,0.6166322,0.4663026,-0.1503296
29,0.22957212,0.19824809,"('unfair', 'fair')",0.009129364,0.015827898,-0.035488114,-0.1741353,0.0677378,0.0133136,-0.0544242
30,2.1764643,2.3371649,"('intolerant', 'tolerant')",1.2071302,1.3337814,1.37024,1.3003633,1.5846116,1.6571032,0.0724916
31,-1.3880471,-1.3570931,"('evil', 'good')",-0.272616,-0.29770783,-0.71306443,-0.753609,-0.7912425,-0.8028033,-0.0115608
32,0.46723142,0.46009684,"('unkind', 'kind')",1.0383198,1.1023915,0.83746594,0.69233596,0.7810057,0.7516081,-0.0293976
33,-0.2501713,-0.2973365,"('wrong', 'right')",0.43569142,0.32780817,-0.20620692,-0.23892725,-0.0068956,-0.0694852,-0.0625896
34,0.33200464,0.52866924,"('mean', 'honorable')",0.67018545,0.85880136,5.5880303,5.769715,2.1967402,2.3857285,0.1889883
35,-1.4454913,-1.6330475,"('corrupt', 'incorrupt')",-0.14927487,-0.31313738,0.3693327,0.2241885,-0.4084778,-0.5739988,-0.165521
36,-2.3508902,-2.3807273,"('hostile', 'amicable')",0.17878565,0.068859115,0.6394744,0.51152104,-0.5108767,-0.6001157,-0.089239
37,0.05192762,0.117935196,"('fake', 'genuine')",0.9536786,0.95384413,0.65291023,0.6165554,0.5528388,0.5627782,0.0099394
38,-0.053964302,0.029634494,"('untruthful', 'truthful')",0.13145342,0.19223705,-0.029953673,0.013445489,0.0158451,0.078439,0.0625939
39,2.1972635,2.2403307,"('exploitative', 'cooperative')",0.3283534,0.39341137,-0.21556106,-0.21615124,0.7700186,0.8058636,0.035845
40,0.5298469,0.49363053,"('stingy', 'generous')",-0.62069345,-0.6239532,-1.4090853,-1.535813,-0.4999773,-0.5553786,-0.0554013
41,0.37968472,0.46608043,"('unforgiving', 'forgiving')",-0.11097706,-0.048219476,-0.011924399,-0.12443917,0.0855944,0.0978073,0.0122129
42,1.1107644,1.2155999,"('unreliable', 'reliable')",0.5680951,0.8020025,-2.4006796,-2.3296614,-0.2406067,-0.1040196,0.1365871
43,1.9248737,2.063883,"('irresponsible', 'responsible')",0.5218891,0.73101616,0.37669685,0.3958763,0.9411532,1.0635918,0.1224386
44,-1.1987215,-1.1305304,"('prejudiced', 'unprejudiced')",-1.0442027,-0.92079973,-1.1664699,-1.1324209,-1.1364648,-1.0612504,0.0752144
45,0.9626064,1.1214268,"('incompetent', 'competent')",0.058600247,0.1738371,-0.13569558,-0.22660346,0.2951703,0.3562201,0.0610498
46,0.8960194,1.0046784,"('uncompetitive', 'competitive')",-0.9291971,-0.73866796,-0.8695406,-0.9041812,-0.3009061,-0.2127236,0.0881825
47,0.27448112,0.350755,"('stupid', 'smart')",0.995635,1.0984205,5.3954496,5.489517,2.2218552,2.3128975,0.0910423
48,1.2240871,1.2136042,"('unintelligent', 'intelligent')",-0.029848535,0.06504931,0.41651362,0.43412858,0.5369174,0.5709274,0.03401
49,-0.07836114,0.05865325,"('unable', 'able')",-0.6006261,-0.4487459,-0.47761548,-0.33976525,-0.3855342,-0.243286,0.1422482
50,-1.1135745,-1.1705439,"('clumsy', 'skillful')",0.55519843,0.5535158,0.2669844,0.23714739,-0.0971306,-0.1266269,-0.0294963
51,0.37766975,0.30022144,"('uneducated', 'educated')",-0.53279597,-0.56650394,-0.066653654,-0.11880438,-0.0739266,-0.1283623,-0.0544357
52,-0.7781385,-0.97061956,"('irrational', 'rational')",-0.22963029,-0.43289036,0.40554464,0.23907022,-0.2007414,-0.3881466,-0.1874052
53,0.18276048,0.13712332,"('uncreative', 'creative')",-0.67765623,-0.741059,1.0438762,0.9783055,0.1829935,0.1247899,-0.0582036
54,-0.46847412,-0.45485228,"('incapable', 'capable')",-0.022127049,0.03626671,0.86751944,0.9557918,0.1256394,0.1790687,0.0534293
55,1.5361775,1.6831595,"('incompetent', 'clever')",-0.21043658,-0.0127545055,-0.3956045,-0.401209,0.3100455,0.4230653,0.1130198
56,1.8460902,1.955761,"('impractical', 'practical')",1.2735646,1.3400915,-0.1886479,-0.20076555,0.9770022,1.0316956,0.0546934
57,0.4682691,0.48787674,"('unimaginative', 'imaginative')",-1.0278298,-0.9776245,-2.4208958,-2.487446,-0.9934855,-0.9923979,0.0010876
58,0.5449408,0.58088106,"('undiscriminating', 'discriminating')",-0.7949649,-0.79371583,0.1510238,0.10328852,-0.0330001,-0.0365154,-0.0035153
59,0.09295516,-0.0082999,"('foolish', 'wise')",1.60061,1.4857396,0.79716986,0.81593984,0.830245,0.7644598,-0.0657852
60,1.5674872,1.7922399,"('inefficient', 'efficient')",0.28238526,0.5052442,-0.29975438,-0.16620642,0.516706,0.7104259,0.1937199
61,0.23105225,0.12666535,"('illogical', 'logical')",-0.25761324,-0.3804219,0.29621953,0.10229636,0.0898862,-0.0504867,-0.1403729
62,1.412597,1.623452,"('incompetent', 'brilliant')",-0.24270958,0.07856991,-0.1745218,-0.016462905,0.3317885,0.561853,0.2300645
63,1.043992,1.1922884,"('unperceptive', 'insightful')",0.18538359,0.31303674,0.67426276,0.76813495,0.6345461,0.75782,0.1232739
64,0.20462346,0.14226191,"('shy', 'confident')",-0.3505487,-0.37980703,-6.3071337,-6.320568,-2.1510196,-2.1860377,-0.0350181
65,1.6919104,1.6491582,"('insecure', 'secure')",0.016891837,0.015311249,-0.45777202,-0.47164518,0.4170101,0.3976081,-0.019402
66,-0.22056028,-0.2663024,"('inactive', 'active')",-0.08039293,-0.09040141,1.0831382,1.1078624,0.2607283,0.2503862,-0.0103421
67,0.14241318,0.1130507,"('doubtful', 'determined')",0.6228541,0.6617279,-0.5003777,-0.4378478,0.0882965,0.1123103,0.0240138
68,-0.37380457,-0.42649376,"('dependent', 'independent')",-0.8520803,-0.9523971,-0.6701742,-0.67624056,-0.6320197,-0.6850438,-0.0530241
69,-1.9148462,-1.9754355,"('lazy', 'industrious')",0.23101732,0.2080853,-0.38332653,-0.3117225,-0.6890518,-0.6930242,-0.0039724
70,1.4973444,1.6353239,"('lethargic', 'energetic')",0.17156626,0.3924772,0.48059812,0.5823508,0.7165029,0.8700506,0.1535477
71,1.287154,1.3550578,"('diffident', 'self-confident')",1.8146502,1.8453522,0.5826453,0.58892167,1.2281499,1.2631105,0.0349606
72,1.1923584,1.2036357,"('unambitious', 'ambitious')",-0.43769383,-0.38572863,-1.0178952,-0.9705091,-0.0877436,-0.0508673,0.0368763
73,0.81318223,0.76692,"('helpless', 'self-reliant')",1.278494,1.1424987,-2.6990235,-2.6821015,-0.2024491,-0.2575609,-0.0551118
74,1.9423298,2.0760713,"('undedicated', 'dedicated')",0.6149911,0.71965384,-0.023801267,-0.036384955,0.8445065,0.91978,0.0752735
