,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.43842146,-0.45969585,"('unsociable', 'sociable')",-0.76151764,-0.9923916,-0.5999696,-0.7260437,-0.1260741
1,-0.0876443,-0.27814725,"('unfriendly', 'friendly')",2.1729352,1.9809232,1.0426455,0.851388,-0.1912575
2,0.8094519,0.86088824,"('unlikable', 'likable')",0.62040156,0.72287655,0.7149267,0.7918824,0.0769557
3,-0.589717,-0.4819198,"('repellent', 'pleasant')",0.26195085,0.2559305,-0.1638831,-0.1129946,0.0508885
4,0.42608285,0.34930754,"('disliked', 'liked')",-6.033296,-6.1746526,-2.8036065,-2.9126725,-0.109066
5,-0.2944236,-0.41211137,"('distant', 'outgoing')",0.023376934,0.06793499,-0.1355233,-0.1720882,-0.0365649
6,-0.7673202,-0.90368974,"('distant', 'open')",0.51754254,0.56226575,-0.1248888,-0.170712,-0.0458232
7,-0.3626063,-0.18766052,"('insensitive', 'sensitive')",0.6138512,0.513399,0.1256225,0.1628692,0.0372467
8,-0.4740578,-0.5798519,"('unaffectionate', 'affectionate')",0.8199647,0.73678064,0.1729535,0.0784644,-0.0944891
9,0.19934773,0.09151425,"('unaffectionate', 'caring')",1.0304253,0.903328,0.6148865,0.4974211,-0.1174654
10,-1.2260416,-1.1270052,"('unsympathetic', 'sympathetic')",-0.75636494,-0.9463523,-0.9912032,-1.0366788,-0.0454756
11,-0.3841194,-0.3378314,"('unhelpful', 'helpful')",1.248872,1.2732294,0.4323763,0.467699,0.0353227
12,0.19074267,0.26086628,"('unsupportive', 'supportive')",-1.762108,-1.8520143,-0.7856827,-0.795574,-0.0098913
13,-0.89904124,-0.8493901,"('impolite', 'polite')",-0.8186629,-0.821491,-0.858852,-0.8354405,0.0234115
14,-0.17469454,-0.13547987,"('antisocial', 'social')",-0.6011353,-0.7257813,-0.3879149,-0.4306306,-0.0427157
15,0.12356767,-0.066352695,"('boring', 'funny')",0.7587236,0.7720427,0.4411457,0.352845,-0.0883007
