,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.6679991,0.5236199,"('unsociable', 'sociable')",-0.17108706,-0.30860075,0.248456,0.1075096,-0.1409464
1,-0.64315695,-0.68681455,"('unfriendly', 'friendly')",1.7815554,1.6995128,0.5691992,0.5063491,-0.0628501
2,0.9338757,0.9264732,"('unlikable', 'likable')",0.7474922,0.7640991,0.8406839,0.8452861,0.0046022
3,0.21519527,0.4419007,"('repellent', 'pleasant')",0.19513766,0.3286823,0.2051665,0.3852915,0.180125
4,-0.12033752,-0.10831666,"('disliked', 'liked')",-6.227837,-6.2740235,-3.1740873,-3.1911702,-0.0170829
5,-1.3642005,-1.3595699,"('distant', 'outgoing')",-0.3578745,-0.31354702,-0.8610375,-0.8365585,0.024479
6,-1.7838037,-1.7533362,"('distant', 'open')",-0.088644445,-0.029139474,-0.9362241,-0.8912379,0.0449862
7,0.5465917,0.6602876,"('insensitive', 'sensitive')",0.6070194,0.7169869,0.5768056,0.6886373,0.1118317
8,-0.9553837,-1.0398288,"('unaffectionate', 'affectionate')",0.8115867,0.7024728,-0.0718985,-0.168678,-0.0967795
9,-0.55809736,-0.6753832,"('unaffectionate', 'caring')",1.0753211,0.97372246,0.2586119,0.1491696,-0.1094423
10,0.6428545,0.69354665,"('unsympathetic', 'sympathetic')",-0.50689745,-0.48390466,0.0679785,0.104821,0.0368425
11,0.33707047,0.36145553,"('unhelpful', 'helpful')",1.8943278,1.9128659,1.1156991,1.1371607,0.0214616
12,0.6567633,0.83575696,"('unsupportive', 'supportive')",-1.7243713,-1.6931171,-0.533804,-0.4286801,0.1051239
13,0.5281899,0.44341734,"('impolite', 'polite')",-0.24432866,-0.25494963,0.1419306,0.0942339,-0.0476967
14,1.5063671,1.4971205,"('antisocial', 'social')",-0.014606796,-0.08234721,0.7458801,0.7073867,-0.0384934
15,0.18718629,-0.018118236,"('boring', 'funny')",0.939562,0.86407244,0.5633742,0.4229771,-0.1403971
16,-0.7658724,-0.7750913,"('unpopular', 'popular')",0.26976103,0.34425133,-0.2480557,-0.21542,0.0326357
17,-0.10006058,-0.07785127,"('nasty', 'nice')",-0.25066906,-0.231469,-0.1753648,-0.1546601,0.0207047
18,-0.12029864,-0.08572234,"('disagreeable', 'welcoming')",-0.2393139,-0.21391521,-0.1798063,-0.1498188,0.0299875
19,-1.1339803,-1.1765897,"('inhospitable', 'hospitable')",0.030345403,0.03761757,-0.5518174,-0.5694861,-0.0176687
20,0.48118505,0.56363237,"('rough', 'thoughtful')",0.9666038,0.95049775,0.7238944,0.7570651,0.0331707
21,1.1780332,1.1783026,"('immoral', 'moral')",-0.13382319,-0.08239355,0.522105,0.5479546,0.0258496
22,0.4765221,0.5577792,"('untrustworthy', 'trustworthy')",-0.74669504,-0.75499845,-0.1350865,-0.0986096,0.0364769
23,0.55353284,0.5618171,"('insincere', 'sincere')",5.91507,5.918771,3.2343016,3.240294,0.0059924
24,0.544113,0.493471,"('dishonest', 'honest')",0.7572515,0.73123914,0.6506822,0.6123551,-0.0383271
25,-0.7828549,-0.84315664,"('egoistic', 'altruistic')",1.4409864,1.4072511,0.3290657,0.2820472,-0.0470185
26,1.0942427,0.8801912,"('hardhearted', 'benevolent')",1.8800616,1.6884685,1.4871521,1.2843299,-0.2028222
27,-0.55023235,-0.5349825,"('hardhearted', 'softhearted')",1.3882649,1.3411887,0.4190163,0.4031031,-0.0159132
28,0.3010475,0.1384132,"('disloyal', 'loyal')",1.1674769,1.0018885,0.7342622,0.5701509,-0.1641113
29,0.22751008,0.19631654,"('unfair', 'fair')",-0.40116245,-0.5421052,-0.0868262,-0.1728943,-0.0860681
30,1.9144714,1.8219501,"('intolerant', 'tolerant')",1.7660041,1.7588285,1.8402377,1.7903893,-0.0498484
31,-1.5654216,-1.4136344,"('evil', 'good')",-0.99879664,-0.9967105,-1.2821091,-1.2051724,0.0769367
32,1.1468937,0.9208727,"('unkind', 'kind')",1.2666477,1.0446522,1.2067707,0.9827625,-0.2240082
33,-0.19379017,-0.28279623,"('wrong', 'right')",-0.5302508,-0.65928024,-0.3620205,-0.4710382,-0.1090177
34,-0.026126184,0.1955253,"('mean', 'honorable')",5.9610977,6.2153006,2.9674857,3.2054129,0.2379272
35,-1.0361617,-1.2366785,"('corrupt', 'incorrupt')",-0.1284502,-0.32534498,-0.5823059,-0.7810117,-0.1987058
36,-1.5172466,-1.6015961,"('hostile', 'amicable')",0.13907875,-0.09513311,-0.6890839,-0.8483646,-0.1592807
37,0.061730634,0.011183456,"('fake', 'genuine')",0.3356551,0.37174007,0.1986929,0.1914618,-0.0072311
38,0.06364311,0.12207765,"('untruthful', 'truthful')",0.08224579,0.1404325,0.0729444,0.1312551,0.0583107
39,1.5016669,1.407959,"('exploitative', 'cooperative')",0.18781127,0.14993297,0.8447391,0.778946,-0.0657931
40,0.50184524,0.5901018,"('stingy', 'generous')",-1.516748,-1.5211345,-0.5074514,-0.4655164,0.041935
41,0.5634358,0.6974076,"('unforgiving', 'forgiving')",0.41859344,0.30873096,0.4910146,0.5030693,0.0120547
42,0.897753,0.9518605,"('unreliable', 'reliable')",-3.3769577,-3.2742224,-1.2396023,-1.161181,0.0784213
43,0.582467,0.7357345,"('irresponsible', 'responsible')",0.70568424,0.7538036,0.6440756,0.7447691,0.1006935
44,-0.37110448,-0.3961578,"('prejudiced', 'unprejudiced')",-1.6776845,-1.6782666,-1.0243945,-1.0372123,-0.0128178
45,0.56786424,0.7885482,"('incompetent', 'competent')",-0.030414892,0.036791995,0.2687247,0.4126701,0.1439454
46,0.5167989,0.6297648,"('uncompetitive', 'competitive')",-0.46129814,-0.45841965,0.0277504,0.0856726,0.0579222
47,0.5089975,0.60023856,"('stupid', 'smart')",5.33208,5.5474663,2.9205387,3.0738525,0.1533138
48,0.57171077,0.64158064,"('unintelligent', 'intelligent')",0.747319,0.74740016,0.6595149,0.6944904,0.0349755
49,-0.5602625,-0.44837695,"('unable', 'able')",-0.25650042,-0.12560153,-0.4083815,-0.2869892,0.1213923
50,0.05304022,0.025181456,"('clumsy', 'skillful')",-0.0023446605,-0.021529682,0.0253478,0.0018259,-0.0235219
51,0.6816658,0.4782782,"('uneducated', 'educated')",0.8458601,0.7698763,0.763763,0.6240773,-0.1396857
52,-0.29673892,-0.5694633,"('irrational', 'rational')",0.2712354,0.12729695,-0.0127518,-0.2210832,-0.2083314
53,-1.0300357,-1.0236605,"('uncreative', 'creative')",0.7146716,0.7069511,-0.1576821,-0.1583547,-0.0006726
54,0.07945578,-0.11895575,"('incapable', 'capable')",1.2561631,1.2092149,0.6678094,0.5451296,-0.1226798
55,0.98553103,1.1783123,"('incompetent', 'clever')",0.24377576,0.3417798,0.6146534,0.7600461,0.1453927
56,1.0982668,1.1586307,"('impractical', 'practical')",0.08322888,0.11529432,0.5907478,0.6369625,0.0462147
57,-0.35492447,-0.2778288,"('unimaginative', 'imaginative')",-2.3659017,-2.4033842,-1.3604131,-1.3406065,0.0198066
58,-0.005223224,0.029404055,"('undiscriminating', 'discriminating')",0.44938397,0.4211044,0.2220804,0.2252542,0.0031738
59,0.32836854,0.26159996,"('foolish', 'wise')",0.2276504,0.22983079,0.2780095,0.2457154,-0.0322941
60,1.7540627,1.9042976,"('inefficient', 'efficient')",-0.05113759,0.14517799,0.8514625,1.0247378,0.1732753
61,0.5729856,0.3560589,"('illogical', 'logical')",0.48534536,0.32775462,0.5291655,0.3419068,-0.1872587
62,1.5455415,1.7139735,"('incompetent', 'brilliant')",0.37455457,0.5855833,0.9600481,1.1497784,0.1897303
63,0.9590095,1.134236,"('unperceptive', 'insightful')",0.9978055,1.1782217,0.9784075,1.1562288,0.1778213
64,0.6182957,0.5783455,"('shy', 'confident')",-6.713661,-6.7613473,-3.0476828,-3.091501,-0.0438182
65,0.80752283,0.7904286,"('insecure', 'secure')",-0.54766124,-0.5147523,0.1299308,0.1378381,0.0079073
66,-1.3660672,-1.4463484,"('inactive', 'active')",0.18117954,0.12419852,-0.5924438,-0.6610749,-0.0686311
67,0.77218914,0.677752,"('doubtful', 'determined')",-0.42623577,-0.44459778,0.1729767,0.1165771,-0.0563996
68,-0.16286246,-0.21152858,"('dependent', 'independent')",-0.5053859,-0.44944686,-0.3341242,-0.3304877,0.0036365
69,-0.79994565,-0.80749893,"('lazy', 'industrious')",-0.83509994,-0.8172809,-0.8175228,-0.8123899,0.0051329
70,0.9776298,1.125682,"('lethargic', 'energetic')",0.6889708,0.8157257,0.8333003,0.9707038,0.1374035
71,0.68401885,0.60787666,"('diffident', 'self-confident')",0.29212877,0.26472968,0.4880738,0.4363032,-0.0517706
72,-0.70634586,-0.5788472,"('unambitious', 'ambitious')",-0.9040963,-0.90004694,-0.8052211,-0.7394471,0.065774
73,0.53794634,0.45102543,"('helpless', 'self-reliant')",-3.0228019,-3.0210958,-1.2424278,-1.2850351,-0.0426073
74,1.1336721,1.1638306,"('undedicated', 'dedicated')",0.2674078,0.23815633,0.7005399,0.7009935,0.0004536
75,-1.0123341,-0.9305738,"('meek', 'impulsive')",-0.51986015,-0.4683182,-0.7660971,-0.699446,0.0666511
76,0.75371426,0.8496371,"('anxious', 'daring')",0.033732556,0.17258227,0.3937234,0.5111097,0.1173863
77,-0.14713897,-0.05968515,"('unmotivated', 'motivated')",-1.2525146,-1.1264626,-0.6998268,-0.5930738,0.106753
78,-0.43635795,-0.26679567,"('nonresilient', 'resilient')",0.05116132,0.16941026,-0.1925983,-0.0486927,0.1439056
79,-1.3471122,-1.4220425,"('wavering', 'unwavering')",-0.15973851,-0.13443491,-0.7534254,-0.7782387,-0.0248133
80,0.6013318,0.5218711,"('dominated', 'dominating')",-1.2725873,-1.258113,-0.3356278,-0.368121,-0.0324932
81,1.16753,1.1081954,"('submissive', 'aggressive')",-0.610301,-0.5865319,0.2786145,0.2608318,-0.0177827
82,0.009570823,0.06748915,"('poor', 'rich')",6.199088,6.316408,3.1043293,3.1919487,0.0876194
83,0.2522516,0.15240598,"('powerless', 'powerful')",-0.8429009,-0.9260224,-0.2953246,-0.3868082,-0.0914836
84,0.34447914,0.21388476,"('inferior', 'superior')",0.73512775,0.707828,0.5398034,0.4608564,-0.078947
