,southwestern_male,southwestern_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,female-male
0,0.26237288,0.1959057,"('unsociable', 'sociable')",-0.27399868,-0.39894032,-0.25780043,-0.37618312,-0.0898087,-0.1930726,-0.1032639
1,0.2710982,0.20902517,"('unfriendly', 'friendly')",0.82745236,0.5593121,1.5562626,1.5258516,0.8849378,0.7647297,-0.1202081
2,0.85728836,0.9531611,"('unlikable', 'likable')",1.3717374,1.3523517,1.0743464,1.1924173,1.1011241,1.1659767,0.0648526
3,0.0783634,0.08076946,"('repellent', 'pleasant')",-0.16335817,-0.11490592,0.5884378,0.6355325,0.1678143,0.2004653,0.032651
4,-0.8811186,-0.9228414,"('disliked', 'liked')",0.5518562,0.3584297,-6.936607,-7.018845,-2.4219564,-2.5277522,-0.1057958
5,-1.1772549,-1.1936756,"('distant', 'outgoing')",0.27296832,0.19297123,-0.70391566,-0.58181816,-0.5360674,-0.5275075,0.0085599
6,-0.8749324,-0.89310133,"('distant', 'open')",-0.11966302,-0.29427087,-0.1971603,-0.090695806,-0.3972519,-0.4260227,-0.0287708
7,1.2062391,1.2251656,"('insensitive', 'sensitive')",0.81498414,0.93013245,0.27967766,0.29889902,0.766967,0.8180656,0.0510986
8,-0.49547598,-0.48490477,"('unaffectionate', 'affectionate')",-0.3720055,-0.60156673,0.4405429,0.4614573,-0.1423129,-0.2083381,-0.0660252
9,0.6807116,0.6743453,"('unaffectionate', 'caring')",0.5749391,0.41568315,0.94143754,0.9693677,0.7323627,0.6864654,-0.0458973
10,0.6891553,0.69968617,"('unsympathetic', 'sympathetic')",-0.6134997,-0.5994357,-0.36986333,-0.38199,-0.0980693,-0.0939132,0.0041561
11,0.42003834,0.4410973,"('unhelpful', 'helpful')",0.47085157,0.55529207,1.7830136,1.8103156,0.8913012,0.9355683,0.0442671
12,0.9175526,0.92948556,"('unsupportive', 'supportive')",1.0302358,1.0560167,-1.9659045,-1.9493484,-0.0060387,0.0120513,0.01809
13,0.69135565,0.69238406,"('impolite', 'polite')",-0.22353423,-0.051991597,-0.39789617,-0.46853748,0.0233084,0.057285,0.0339766
14,0.13277814,0.10336004,"('antisocial', 'social')",0.5012136,0.5549709,-0.48851764,-0.58962923,0.0484914,0.0229006,-0.0255908
15,0.3479541,0.34126428,"('boring', 'funny')",-0.1862266,-0.33147115,0.11594899,0.10071715,0.0925588,0.0368368,-0.055722
16,-1.0416265,-1.1704838,"('unpopular', 'popular')",-0.05489806,-0.2748886,0.18387264,0.059784397,-0.3042173,-0.4618627,-0.1576454
17,-1.0899246,-1.0706147,"('nasty', 'nice')",-1.1971754,-1.1025943,-0.47818205,-0.39829037,-0.9217606,-0.8571664,0.0645942
18,0.46703646,0.49796286,"('disagreeable', 'welcoming')",-0.67977434,-0.70231754,-0.6359184,-0.57325083,-0.2828854,-0.2592018,0.0236836
