,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0514416,-0.95026684,"('unsociable', 'sociable')",0.4115304,0.23564631,-0.71710825,-0.79145783,-0.4523398,-0.5020261,-0.0496863
1,-1.1459707,-1.2542013,"('unfriendly', 'friendly')",-0.063933626,-0.17667481,1.9785786,1.934234,0.2562248,0.167786,-0.0884388
2,0.6330318,0.6391307,"('unlikable', 'likable')",1.702072,1.7783147,0.4799085,0.63802093,0.9383374,1.0184888,0.0801514
3,-0.54485315,-0.30965632,"('repellent', 'pleasant')",0.8934975,0.9474094,0.43207705,0.43651006,0.2602405,0.3580877,0.0978472
4,-0.6138811,-0.7036665,"('disliked', 'liked')",-0.46785387,-0.56310207,-6.6493664,-6.6731195,-2.5770338,-2.6466293,-0.0695955
5,-0.8820163,-1.0105311,"('distant', 'outgoing')",-1.714799,-1.6304264,-0.021048713,0.017067622,-0.8726214,-0.8746299,-0.0020085
6,-1.0971081,-1.2064584,"('distant', 'open')",-1.8985806,-1.8114522,0.5417976,0.57194453,-0.8179637,-0.815322,0.0026417
7,0.15370725,0.46435174,"('insensitive', 'sensitive')",0.24762179,0.35996202,0.9931175,1.0374178,0.4648155,0.6205772,0.1557617
8,-0.6148487,-0.76833075,"('unaffectionate', 'affectionate')",0.053336114,-0.020610273,1.2283478,1.1363335,0.2222784,0.1157975,-0.1064809
9,-0.9814524,-0.98853177,"('unaffectionate', 'caring')",-0.03667395,-0.13286152,1.3981932,1.3669995,0.126689,0.0818687,-0.0448203
10,-1.1286355,-0.75005674,"('unsympathetic', 'sympathetic')",-0.13423645,-0.12751007,-0.505668,-0.49461475,-0.5895133,-0.4573938,0.1321195
11,-0.23468086,-0.11223857,"('unhelpful', 'helpful')",-0.25975624,-0.26192534,1.4272285,1.5289246,0.3109305,0.3849202,0.0739897
12,-0.4030081,-0.18301065,"('unsupportive', 'supportive')",0.63045686,0.8059522,-1.6701355,-1.6092863,-0.4808956,-0.3287816,0.152114
13,-0.24099894,-0.14235349,"('impolite', 'polite')",-0.32519937,-0.3152163,-0.56350005,-0.47721335,-0.3765661,-0.3115944,0.0649717
14,0.35327536,0.5555492,"('antisocial', 'social')",1.6925015,1.7121465,-0.3592197,-0.3938486,0.5621857,0.6246157,0.06243
15,0.24286643,0.07387363,"('boring', 'funny')",-0.80880475,-0.951224,0.5628033,0.5641267,-0.001045,-0.1044079,-0.1033629
16,-0.9932201,-1.031792,"('unpopular', 'popular')",-0.5719053,-0.45826513,0.33940578,0.38438356,-0.4085732,-0.3685579,0.0400153
17,-0.25597286,-0.2341401,"('nasty', 'nice')",-0.8202785,-0.741155,-0.27531746,-0.23724195,-0.4505229,-0.404179,0.0463439
18,-0.33526292,-0.20685637,"('disagreeable', 'welcoming')",-0.36748356,-0.26616424,-0.35944393,-0.33119303,-0.3540635,-0.2680712,0.0859923
19,-1.2685772,-1.2718716,"('inhospitable', 'hospitable')",-1.7531233,-1.7332966,0.08194846,0.21681981,-0.9799173,-0.9294495,0.0504678
20,0.2993056,0.40562713,"('rough', 'thoughtful')",1.2231121,1.316338,1.045693,0.9737403,0.8560369,0.8985685,0.0425316
21,0.32607588,0.5279571,"('immoral', 'moral')",0.52228045,0.5411066,-0.8924082,-0.80536807,-0.0146839,0.0878985,0.1025824
22,0.15418506,0.31309596,"('untrustworthy', 'trustworthy')",0.9668339,0.92820543,-0.8597818,-0.8752146,0.087079,0.1220289,0.0349499
23,-0.4869831,-0.25975487,"('insincere', 'sincere')",0.38499346,0.38006476,5.8055983,5.737109,1.9012028,1.952473,0.0512702
24,0.016715832,0.121500455,"('dishonest', 'honest')",-0.30859324,-0.33149296,0.7260476,0.67565596,0.1447234,0.1552212,0.0104978
25,0.41170716,0.2635284,"('egoistic', 'altruistic')",0.4422398,0.3226324,1.985503,1.8739992,0.9464833,0.8200533,-0.12643
26,0.26305753,0.15983982,"('hardhearted', 'benevolent')",1.3008832,1.2486035,1.7257326,1.6530758,1.0965578,1.0205064,-0.0760514
27,0.024855752,0.043958694,"('hardhearted', 'softhearted')",-0.32662362,-0.2558694,1.5719123,1.5007106,0.4233815,0.4296,0.0062185
28,-0.1276154,-0.13497947,"('disloyal', 'loyal')",0.22697529,0.11911899,0.99002993,0.8681381,0.3631299,0.2840925,-0.0790374
29,-0.9053752,-0.9295494,"('unfair', 'fair')",-0.5435995,-0.53942806,-0.19974536,-0.3554982,-0.5495733,-0.6081585,-0.0585852
30,0.8155468,0.94671917,"('intolerant', 'tolerant')",0.80119646,0.69670403,1.0799309,1.1066073,0.8988914,0.9166768,0.0177854
31,-1.3473659,-1.4587667,"('evil', 'good')",-1.3207511,-1.3262478,-0.4771009,-0.55961156,-1.048406,-1.1148754,-0.0664694
32,-0.42379445,-0.3751809,"('unkind', 'kind')",0.69136924,0.57435435,0.85912734,0.73273677,0.3755674,0.3106367,-0.0649307
33,0.34286225,0.22927037,"('wrong', 'right')",-0.34956223,-0.33710593,-0.14907853,-0.21513277,-0.0519262,-0.1076561,-0.0557299
34,-0.28191343,-0.07799211,"('mean', 'honorable')",-0.23493388,-0.0841919,5.7906427,5.9505415,1.7579319,1.9294524,0.1715205
35,0.5897183,0.27272558,"('corrupt', 'incorrupt')",-1.5235237,-1.6228464,0.15830259,-0.020840507,-0.2585009,-0.4569871,-0.1984862
36,-0.8674116,-1.0865141,"('hostile', 'amicable')",-1.3416045,-1.4967514,0.50540286,0.32842746,-0.5678711,-0.7516127,-0.1837416
37,0.731436,0.89383084,"('fake', 'genuine')",0.004429728,0.03713746,0.6383796,0.6523265,0.4580818,0.527765,0.0696832
38,-0.8883041,-0.7654652,"('untruthful', 'truthful')",-1.0390139,-0.9990812,-0.1715177,-0.07565528,-0.6996119,-0.6134005,0.0862114
39,0.9517347,0.94725996,"('exploitative', 'cooperative')",1.9416367,1.9167936,0.4158131,0.37214404,1.1030615,1.0787325,-0.024329
40,0.042434,0.15390514,"('stingy', 'generous')",0.8111899,0.8576641,-1.2644705,-1.3391204,-0.1369489,-0.1091837,0.0277652
41,-0.29631552,-0.12909847,"('unforgiving', 'forgiving')",0.7151731,0.75482494,0.14685653,0.13783872,0.1885714,0.2545217,0.0659503
42,-0.063113056,0.21692708,"('unreliable', 'reliable')",0.6578525,0.90814376,-3.1749504,-3.0306509,-0.8600703,-0.6351933,0.224877
43,-0.21821049,0.058869332,"('irresponsible', 'responsible')",0.63431215,0.77243876,0.47157422,0.55527914,0.295892,0.4621958,0.1663038
44,0.2694984,0.13708574,"('prejudiced', 'unprejudiced')",-0.44585234,-0.45453185,-1.4475476,-1.453883,-0.5413005,-0.5904431,-0.0491426
45,-0.6734758,-0.29221904,"('incompetent', 'competent')",0.20784134,0.24844623,-0.44504395,-0.43101674,-0.3035595,-0.1582632,0.1452963
46,-0.48994854,-0.20791309,"('uncompetitive', 'competitive')",1.2622881,1.3104854,-1.1044496,-1.0713773,-0.1107033,0.0103983,0.1211016
47,0.012701705,0.1811488,"('stupid', 'smart')",0.75350004,0.9021408,5.4413314,5.5524654,2.0691776,2.2119184,0.1427408
48,0.11587954,0.2598207,"('unintelligent', 'intelligent')",0.02403339,0.04125894,0.11698883,0.20878616,0.0856339,0.1699553,0.0843214
49,-0.19254684,-0.04675009,"('unable', 'able')",-0.8028485,-0.6625249,-0.5570301,-0.3681396,-0.5174751,-0.3591382,0.1583369
50,0.14229079,0.22533858,"('clumsy', 'skillful')",-0.3642574,-0.28424388,-0.07154059,-0.047447108,-0.0978357,-0.0354508,0.0623849
51,-0.7379003,-0.69585943,"('uneducated', 'educated')",0.3980246,0.29313532,0.39816746,0.37588802,0.0194306,-0.0089454,-0.028376
52,-0.54278755,-0.949216,"('irrational', 'rational')",-0.6976983,-0.8204154,0.61571395,0.5172029,-0.2082573,-0.4174762,-0.2092189
53,-1.1550794,-1.121419,"('uncreative', 'creative')",-0.2399849,-0.21606612,0.960234,0.98874205,-0.1449434,-0.1162477,0.0286957
