,bend_male,bend_female,tuple,average_male,average_female,female-male
30,1.2160506,1.2524383,"('intolerant', 'tolerant')",1.2160506,1.2524383,0.0363877
31,-2.3063915,-2.375437,"('evil', 'good')",-2.3063915,-2.375437,-0.0690455
32,1.5118991,1.3868968,"('unkind', 'kind')",1.5118991,1.3868968,-0.1250023
33,-0.55109525,-0.6610811,"('wrong', 'right')",-0.5510952,-0.6610811,-0.1099859
34,4.217826,4.461976,"('mean', 'honorable')",4.2178259,4.4619761,0.2441502
35,-1.3054975,-1.6068559,"('corrupt', 'incorrupt')",-1.3054975,-1.6068559,-0.3013584
36,-1.5008817,-1.5995623,"('hostile', 'amicable')",-1.5008817,-1.5995623,-0.0986806
37,0.95248693,0.87559074,"('fake', 'genuine')",0.9524869,0.8755907,-0.0768962
38,-0.33317262,-0.29156503,"('untruthful', 'truthful')",-0.3331726,-0.291565,0.0416076
39,0.3743445,0.45232785,"('exploitative', 'cooperative')",0.3743445,0.4523278,0.0779833
40,-1.3253193,-1.6324137,"('stingy', 'generous')",-1.3253193,-1.6324137,-0.3070944
41,0.28872037,0.20870736,"('unforgiving', 'forgiving')",0.2887204,0.2087074,-0.080013
42,-1.6056321,-1.6925194,"('unreliable', 'reliable')",-1.6056321,-1.6925194,-0.0868873
43,1.4200172,1.4678192,"('irresponsible', 'responsible')",1.4200172,1.4678192,0.047802
44,-1.617062,-1.5944862,"('prejudiced', 'unprejudiced')",-1.617062,-1.5944862,0.0225758
45,1.0548078,0.84262484,"('incompetent', 'competent')",1.0548078,0.8426248,-0.212183
46,0.33698922,0.30075502,"('uncompetitive', 'competitive')",0.3369892,0.300755,-0.0362342
47,4.6844745,4.837876,"('stupid', 'smart')",4.6844745,4.8378758,0.1534013
48,1.0107877,0.99588335,"('unintelligent', 'intelligent')",1.0107877,0.9958833,-0.0149044
49,-0.13389039,0.0071913674,"('unable', 'able')",-0.1338904,0.0071914,0.1410818
50,-0.68097746,-0.7154698,"('clumsy', 'skillful')",-0.6809775,-0.7154698,-0.0344923
51,0.77843547,0.7793302,"('uneducated', 'educated')",0.7784355,0.7793302,0.0008947
52,-1.2512615,-1.4721866,"('irrational', 'rational')",-1.2512615,-1.4721866,-0.2209251
53,-0.044007607,-0.15538809,"('uncreative', 'creative')",-0.0440076,-0.1553881,-0.1113805
54,0.78155786,0.89076436,"('incapable', 'capable')",0.7815579,0.8907644,0.1092065
55,1.5509193,1.4850204,"('incompetent', 'clever')",1.5509193,1.4850204,-0.0658989
56,1.4920986,1.5004435,"('impractical', 'practical')",1.4920986,1.5004435,0.0083449
57,-1.7606258,-1.951639,"('unimaginative', 'imaginative')",-1.7606258,-1.9516391,-0.1910133
58,0.3186419,0.27182853,"('undiscriminating', 'discriminating')",0.3186419,0.2718285,-0.0468134
59,-0.6083939,-0.63252544,"('foolish', 'wise')",-0.6083939,-0.6325254,-0.0241315
60,1.2932943,1.4573247,"('inefficient', 'efficient')",1.2932943,1.4573247,0.1640304
61,0.3293683,0.13830233,"('illogical', 'logical')",0.3293683,0.1383023,-0.191066
62,1.328542,1.3400884,"('incompetent', 'brilliant')",1.328542,1.3400884,0.0115464
63,0.7134513,0.7344495,"('unperceptive', 'insightful')",0.7134513,0.7344495,0.0209982
64,-5.40602,-5.4784875,"('shy', 'confident')",-5.4060202,-5.4784875,-0.0724673
65,0.76102674,0.8195266,"('insecure', 'secure')",0.7610267,0.8195266,0.0584999
66,0.32042262,0.19899753,"('inactive', 'active')",0.3204226,0.1989975,-0.1214251
67,-0.41153738,-0.29647008,"('doubtful', 'determined')",-0.4115374,-0.2964701,0.1150673
68,-1.0996798,-1.0406975,"('dependent', 'independent')",-1.0996798,-1.0406975,0.0589823
69,-1.9643555,-2.0249898,"('lazy', 'industrious')",-1.9643555,-2.0249898,-0.0606343
70,2.1008835,2.015428,"('lethargic', 'energetic')",2.1008835,2.0154281,-0.0854554
71,0.489293,0.45767125,"('diffident', 'self-confident')",0.489293,0.4576713,-0.0316217
72,0.9222253,0.94923896,"('unambitious', 'ambitious')",0.9222253,0.949239,0.0270137
73,-3.3068712,-3.3042085,"('helpless', 'self-reliant')",-3.3068712,-3.3042085,0.0026627
74,0.44323492,0.21730272,"('undedicated', 'dedicated')",0.4432349,0.2173027,-0.2259322
75,-1.4113605,-1.381494,"('meek', 'impulsive')",-1.4113605,-1.381494,0.0298665
76,0.95016897,0.995856,"('anxious', 'daring')",0.950169,0.995856,0.045687
77,-1.0098166,-0.8259687,"('unmotivated', 'motivated')",-1.0098166,-0.8259687,0.1838479
78,-0.40471715,-0.4541329,"('nonresilient', 'resilient')",-0.4047171,-0.4541329,-0.0494158
79,-1.2921222,-1.2698401,"('wavering', 'unwavering')",-1.2921222,-1.2698401,0.0222821
80,0.54655665,0.49984756,"('dominated', 'dominating')",0.5465567,0.4998476,-0.0467091
81,0.594586,0.6778678,"('submissive', 'aggressive')",0.594586,0.6778678,0.0832818
82,5.865031,5.9426103,"('poor', 'rich')",5.8650308,5.9426103,0.0775795
83,-0.33252499,-0.29089737,"('powerless', 'powerful')",-0.332525,-0.2908974,0.0416276
84,0.12123991,0.16051684,"('inferior', 'superior')",0.1212399,0.1605168,0.0392769
85,-1.8631299,-1.9097326,"('insignificant', 'prestigious')",-1.8631299,-1.9097326,-0.0466027
86,1.3312422,1.1491193,"('uninfluential', 'influential')",1.3312422,1.1491193,-0.1821229
87,0.24277568,0.16382526,"('unsuccessful', 'successful')",0.2427757,0.1638253,-0.0789504
88,0.09435182,0.06572258,"('low', 'eminent')",0.0943518,0.0657226,-0.0286292
