,angiosperm_male,angiosperm_female,tuple,average_male,average_female,female-male
0,-0.9589477,-1.1493155,"('unsociable', 'sociable')",-0.9589477,-1.1493155,-0.1903678
1,1.1949369,0.99524397,"('unfriendly', 'friendly')",1.1949369,0.995244,-0.1996929
2,0.12079305,0.11978932,"('unlikable', 'likable')",0.1207931,0.1197893,-0.0010038
3,-1.9985166,-2.0403736,"('repellent', 'pleasant')",-1.9985166,-2.0403736,-0.041857
4,-0.5422583,-0.46249914,"('disliked', 'liked')",-0.5422583,-0.4624991,0.0797592
5,1.2331611,1.2514359,"('distant', 'outgoing')",1.2331611,1.2514359,0.0182748
6,1.3817222,1.3578161,"('distant', 'open')",1.3817222,1.3578161,-0.0239061
7,-1.3132352,-1.4356894,"('insensitive', 'sensitive')",-1.3132352,-1.4356894,-0.1224542
8,0.972398,0.83279544,"('unaffectionate', 'affectionate')",0.972398,0.8327954,-0.1396026
9,0.39471042,0.2557151,"('unaffectionate', 'caring')",0.3947104,0.2557151,-0.1389953
10,-2.793019,-2.9238808,"('unsympathetic', 'sympathetic')",-2.7930191,-2.9238808,-0.1308617
11,-1.123846,-1.2307637,"('unhelpful', 'helpful')",-1.1238461,-1.2307637,-0.1069176
12,-1.4910412,-1.5469257,"('unsupportive', 'supportive')",-1.4910412,-1.5469257,-0.0558845
13,-1.7618821,-1.8729115,"('impolite', 'polite')",-1.7618821,-1.8729115,-0.1110294
14,-1.2132729,-1.2669486,"('antisocial', 'social')",-1.2132729,-1.2669486,-0.0536757
15,1.675703,1.6453868,"('boring', 'funny')",1.675703,1.6453868,-0.0303162
16,0.11910576,0.12571597,"('unpopular', 'popular')",0.1191058,0.125716,0.0066102
17,0.20409328,0.25993136,"('nasty', 'nice')",0.2040933,0.2599314,0.0558381
18,0.2230257,0.17236269,"('disagreeable', 'welcoming')",0.2230257,0.1723627,-0.050663
19,-0.5429217,-0.49549145,"('inhospitable', 'hospitable')",-0.5429217,-0.4954914,0.0474303
20,-0.26186982,-0.24084413,"('rough', 'thoughtful')",-0.2618698,-0.2408441,0.0210257
21,-1.8258458,-1.8772562,"('immoral', 'moral')",-1.8258458,-1.8772562,-0.0514104
22,-1.1563591,-1.2488782,"('untrustworthy', 'trustworthy')",-1.1563591,-1.2488782,-0.0925191
23,-0.53297424,-0.74490404,"('insincere', 'sincere')",-0.5329742,-0.744904,-0.2119298
24,-1.4202086,-1.5602037,"('dishonest', 'honest')",-1.4202086,-1.5602037,-0.1399951
25,1.3544943,1.3489273,"('egoistic', 'altruistic')",1.3544943,1.3489273,-0.005567
26,1.5639327,1.4617319,"('hardhearted', 'benevolent')",1.5639327,1.4617319,-0.1022008
27,1.0265231,0.94030577,"('hardhearted', 'softhearted')",1.0265231,0.9403058,-0.0862173
