,pfizer_male,pfizer_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.9601842,-2.029793,"('unsociable', 'sociable')",-0.5390527,-0.7230596,-1.2496185,-1.3764263,-0.1268078
1,0.29610187,0.15506357,"('unfriendly', 'friendly')",2.2201478,2.0179863,1.2581248,1.086525,-0.1715998
2,0.4689557,0.43891615,"('unlikable', 'likable')",0.83860904,0.98667145,0.6537824,0.7127938,0.0590114
3,-2.1293533,-2.0686882,"('repellent', 'pleasant')",0.07995707,0.1167356,-1.0246981,-0.9759763,0.0487218
4,1.0743986,0.98115253,"('disliked', 'liked')",-6.3894963,-6.433448,-2.6575489,-2.7261477,-0.0685988
5,1.511828,1.5408589,"('distant', 'outgoing')",0.16217044,0.20379981,0.8369992,0.8723294,0.0353302
6,1.7492546,1.8051931,"('distant', 'open')",0.75521046,0.7646105,1.2522326,1.2849019,0.0326693
7,-1.7630613,-1.740522,"('insensitive', 'sensitive')",0.41596606,0.44023672,-0.6735476,-0.6501427,0.0234049
8,0.030692786,-0.05517653,"('unaffectionate', 'affectionate')",1.0487555,0.96106607,0.5397242,0.4529448,-0.0867794
9,-0.19797508,-0.27115452,"('unaffectionate', 'caring')",1.4251249,1.4207287,0.6135749,0.5747871,-0.0387878
10,-3.5083945,-3.5421917,"('unsympathetic', 'sympathetic')",-0.47923183,-0.51407117,-1.9938132,-2.0281315,-0.0343183
11,-2.3649256,-2.3730624,"('unhelpful', 'helpful')",1.654294,1.7213899,-0.3553158,-0.3258362,0.0294796
12,-1.1481626,-1.0752342,"('unsupportive', 'supportive')",-1.9184717,-1.827913,-1.5333171,-1.4515736,0.0817435
13,-2.247834,-2.3270319,"('impolite', 'polite')",-0.6716428,-0.64856446,-1.4597384,-1.4877982,-0.0280598
14,-1.6306152,-1.6676421,"('antisocial', 'social')",-0.84032905,-0.94361454,-1.2354722,-1.3056283,-0.0701561
15,0.63157886,0.59597707,"('boring', 'funny')",0.6486912,0.5739928,0.640135,0.5849849,-0.0551501
16,0.46535054,0.46788156,"('unpopular', 'popular')",0.59003145,0.5238557,0.527691,0.4958686,-0.0318224
17,0.26701844,0.36358452,"('nasty', 'nice')",-0.47018492,-0.39527524,-0.1015832,-0.0158454,0.0857378
18,-0.33800387,-0.3247695,"('disagreeable', 'welcoming')",-0.25787866,-0.27473032,-0.2979413,-0.2997499,-0.0018086
19,0.17447488,0.13072735,"('inhospitable', 'hospitable')",0.16108862,0.23719987,0.1677817,0.1839636,0.0161819
20,0.7117032,0.6826532,"('rough', 'thoughtful')",1.5157689,1.441849,1.113736,1.0622511,-0.0514849
21,-1.697725,-1.7546072,"('immoral', 'moral')",-0.90552104,-0.8690742,-1.3016231,-1.3118408,-0.0102177
22,-1.5757079,-1.6665659,"('untrustworthy', 'trustworthy')",-1.2065674,-1.2537028,-1.3911376,-1.4601343,-0.0689967
23,-2.0926476,-2.1426423,"('insincere', 'sincere')",6.0738387,5.9432397,1.9905956,1.9002987,-0.0902969
24,-1.2276002,-1.3308374,"('dishonest', 'honest')",1.0826209,1.0325301,-0.0724897,-0.1491536,-0.0766639
25,1.258477,1.2469661,"('egoistic', 'altruistic')",1.5330979,1.413374,1.3957875,1.33017,-0.0656175
26,0.5493611,0.3916868,"('hardhearted', 'benevolent')",1.777841,1.5740415,1.163601,0.9828641,-0.1807369
27,-0.017127883,-0.00011629239,"('hardhearted', 'softhearted')",1.6874485,1.5655615,0.8351603,0.7827226,-0.0524377
28,-0.8282938,-0.97100526,"('disloyal', 'loyal')",1.0145841,0.8563854,0.0931451,-0.0573099,-0.150455
29,0.046504013,0.02813495,"('unfair', 'fair')",-0.20907992,-0.37212372,-0.081288,-0.1719944,-0.0907064
30,-1.4475144,-1.5260849,"('intolerant', 'tolerant')",1.137721,1.1680211,-0.1548967,-0.1790319,-0.0241352
31,1.257396,1.2888083,"('evil', 'good')",-0.80241954,-0.941604,0.2274882,0.1736022,-0.053886
32,-1.0983654,-1.0683918,"('unkind', 'kind')",1.0581906,0.8337468,-0.0200874,-0.1173225,-0.0972351
33,1.0186968,0.9427701,"('wrong', 'right')",-0.4183468,-0.49394512,0.300175,0.2244125,-0.0757625
34,-0.7250867,-0.5879599,"('mean', 'honorable')",6.286385,6.46126,2.7806492,2.93665,0.1560008
35,2.685269,2.6475239,"('corrupt', 'incorrupt')",-0.07320916,-0.21640234,1.30603,1.2155608,-0.0904692
36,1.5733511,1.456303,"('hostile', 'amicable')",0.6051034,0.3735562,1.0892272,0.9149296,-0.1742976
37,-0.29604846,-0.32354748,"('fake', 'genuine')",0.42293444,0.43777844,0.063443,0.0571155,-0.0063275
38,-1.0592374,-1.0854309,"('untruthful', 'truthful')",0.1309493,0.24444893,-0.464144,-0.420491,0.043653
39,0.06522169,0.0024130512,"('exploitative', 'cooperative')",0.03655303,0.014577841,0.0508874,0.0084954,-0.042392
40,0.0003701523,-0.03219068,"('stingy', 'generous')",-1.3613455,-1.5345913,-0.6804877,-0.783391,-0.1029033
41,-1.2463182,-1.2528056,"('unforgiving', 'forgiving')",0.113825575,0.057451524,-0.5662463,-0.5976771,-0.0314308
42,-0.9481398,-0.80678886,"('unreliable', 'reliable')",-3.1416237,-2.9447894,-2.0448818,-1.8757892,0.1690926
43,-1.9893324,-1.9529287,"('irresponsible', 'responsible')",0.6819789,0.69009095,-0.6536767,-0.6314188,0.0222579
44,-0.18620655,-0.1375728,"('prejudiced', 'unprejudiced')",-1.5492455,-1.5161952,-0.867726,-0.826884,0.040842
45,-2.0470223,-2.1748383,"('incompetent', 'competent')",-0.26198697,-0.34786302,-1.1545047,-1.2613506,-0.1068459
46,-2.7204325,-2.7237515,"('uncompetitive', 'competitive')",-0.916817,-0.90757173,-1.8186247,-1.8156617,0.002963
47,-0.11562605,-0.099849984,"('stupid', 'smart')",5.729496,5.8035097,2.8069351,2.8518298,0.0448947
48,-1.0057565,-1.0205091,"('unintelligent', 'intelligent')",0.7597481,0.80463934,-0.1230042,-0.1079349,0.0150693
49,-0.15131317,-0.07684483,"('unable', 'able')",0.15133396,0.31373024,1.04e-05,0.1184427,0.1184323
50,0.33353582,0.34258515,"('clumsy', 'skillful')",0.38482854,0.38357025,0.3591822,0.3630777,0.0038955
51,-1.3480413,-1.4205362,"('uneducated', 'educated')",0.80711013,0.74596804,-0.2704656,-0.3372841,-0.0668185
52,1.404207,1.2440385,"('irrational', 'rational')",0.4259299,0.19751775,0.9150684,0.7207781,-0.1942903
53,-0.4373382,-0.47247383,"('uncreative', 'creative')",1.2168316,1.1092882,0.3897467,0.3184072,-0.0713395
54,0.7881283,0.77103233,"('incapable', 'capable')",1.3833405,1.4517634,1.0857344,1.1113979,0.0256635
55,-1.7250147,-1.7237542,"('incompetent', 'clever')",-0.017809346,0.0028325543,-0.871412,-0.8604608,0.0109512
56,-1.2189516,-1.2704874,"('impractical', 'practical')",-0.1636059,-0.11042303,-0.6912788,-0.6904552,0.0008236
57,-2.0537307,-2.1300094,"('unimaginative', 'imaginative')",-2.7402382,-2.8055294,-2.3969846,-2.4677694,-0.0707848
58,-0.19627856,-0.29956523,"('undiscriminating', 'discriminating')",0.3319636,0.33181444,0.0678425,0.0161246,-0.0517179
59,1.8647126,1.8177464,"('foolish', 'wise')",0.5794484,0.5419747,1.2220805,1.1798606,-0.0422199
60,-1.7886386,-1.7485297,"('inefficient', 'efficient')",0.0583284,0.29138702,-0.8651551,-0.7285713,0.1365838
61,-0.45725733,-0.6122537,"('illogical', 'logical')",0.44569418,0.24684928,-0.0057816,-0.1827022,-0.1769206
62,-1.3766682,-1.3256682,"('incompetent', 'brilliant')",0.23480949,0.49699488,-0.5709293,-0.4143367,0.1565926
63,-1.736615,-1.7097551,"('unperceptive', 'insightful')",0.85653293,1.0033957,-0.440041,-0.3531797,0.0868613
64,-0.49726087,-0.4897592,"('shy', 'confident')",-6.977091,-6.8460646,-3.7371759,-3.667912,0.0692639
65,-1.9376184,-1.9872324,"('insecure', 'secure')",-0.28101045,-0.2694199,-1.1093144,-1.1283262,-0.0190118
66,0.5055219,0.489506,"('inactive', 'active')",0.85678834,0.77862334,0.6811551,0.6340647,-0.0470904
67,-0.31713706,-0.32930404,"('doubtful', 'determined')",-0.59759825,-0.61125416,-0.4573677,-0.4702791,-0.0129114
68,-0.55606234,-0.62256294,"('dependent', 'independent')",-0.26019502,-0.22357655,-0.4081287,-0.4230697,-0.014941
69,2.429314,2.515725,"('lazy', 'industrious')",-0.689398,-0.63198936,0.8699579,0.9418678,0.0719099
70,-2.2509754,-2.2404702,"('lethargic', 'energetic')",0.3097211,0.42843795,-0.9706271,-0.9060161,0.064611
71,0.5959183,0.6245279,"('diffident', 'self-confident')",0.87030554,0.7894095,0.7331119,0.7069687,-0.0261432
72,-0.9049415,-0.8723936,"('unambitious', 'ambitious')",-0.42983097,-0.37322718,-0.6673862,-0.6228104,0.0445758
73,1.509354,1.480564,"('helpless', 'self-reliant')",-3.1396635,-3.0156806,-0.8151547,-0.7675583,0.0475964
74,-0.20272304,-0.3169212,"('undedicated', 'dedicated')",0.35900214,0.26766118,0.0781396,-0.02463,-0.1027696
75,0.64541364,0.72161174,"('meek', 'impulsive')",-0.22118053,-0.08938457,0.2121166,0.3161136,0.103997
76,-1.0684774,-0.9272655,"('anxious', 'daring')",0.20495644,0.34791917,-0.4317605,-0.2896732,0.1420873
77,-0.73605525,-0.7135805,"('unmotivated', 'motivated')",-1.2654175,-1.1025263,-1.0007364,-0.9080534,0.092683
78,-0.74027956,-0.671952,"('nonresilient', 'resilient')",0.2223359,0.3073944,-0.2589718,-0.1822788,0.076693
79,1.0588343,1.0280623,"('wavering', 'unwavering')",0.23607743,0.2733154,0.6474559,0.6506889,0.003233
80,-0.9979664,-1.0436745,"('dominated', 'dominating')",-1.3691707,-1.4069777,-1.1835685,-1.2253261,-0.0417576
81,-1.8079002,-1.7651187,"('submissive', 'aggressive')",-1.0118829,-0.9174323,-1.4098916,-1.3412755,0.0686161
82,-1.1897187,-1.1583759,"('poor', 'rich')",6.436964,6.4550676,2.6236227,2.6483459,0.0247232
83,0.3328482,0.26104048,"('powerless', 'powerful')",-0.57743835,-0.61535114,-0.1222951,-0.1771553,-0.0548602
84,0.32150787,0.28188857,"('inferior', 'superior')",0.996459,0.9496575,0.6589835,0.615773,-0.0432105
85,2.897558,2.9082358,"('insignificant', 'prestigious')",1.1349158,1.057794,2.0162368,1.9830148,-0.033222
86,-1.3849878,-1.5604751,"('uninfluential', 'influential')",0.10986641,-0.11435924,-0.6375607,-0.8374172,-0.1998565
87,0.6486621,0.5282414,"('unsuccessful', 'successful')",0.9554367,0.86070603,0.8020494,0.6944737,-0.1075757
88,-0.19638133,-0.20406367,"('low', 'eminent')",0.3833669,0.3415683,0.0934928,0.0687523,-0.0247405
