,lamb_male,lamb_female,tuple,weston_male,weston_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6373014,0.45009002,"('unsociable', 'sociable')",0.6647211,0.63501745,-0.33219403,-0.44705784,-0.34375215,-0.42283994,0.1565191,0.0538024,-0.1027167
1,-1.3164665,-1.3084174,"('unfriendly', 'friendly')",-0.241478,-0.20643844,0.13038896,0.0471842,1.9459805,1.7899956,0.1296063,0.080581,-0.0490253
2,0.8399211,0.94619083,"('unlikable', 'likable')",0.31722787,0.4162519,1.2850014,1.3991468,0.57582545,0.6822703,0.754494,0.860965,0.106471
3,-0.4164764,-0.26619008,"('repellent', 'pleasant')",-0.94974667,-0.80485505,0.074445225,0.09610676,0.09835708,0.16022134,-0.2983552,-0.2036793,0.0946759
4,-0.5706107,-0.6334502,"('disliked', 'liked')",-0.018383846,-0.112641856,0.29598218,0.2230564,-6.260657,-6.298041,-1.6384172,-1.7052691,-0.0668519
5,-1.2535934,-1.167167,"('distant', 'outgoing')",-1.0285591,-0.97585124,-0.59754574,-0.6011251,-0.023938041,-0.04821487,-0.7259091,-0.6980896,0.0278195
6,-1.5625298,-1.4500332,"('distant', 'open')",-1.4776169,-1.4058598,-0.8629957,-0.89797497,0.71299005,0.63324046,-0.7975381,-0.7801569,0.0173812
7,0.90983737,0.8734531,"('insensitive', 'sensitive')",0.24658939,0.24801353,0.39287567,0.38666168,0.87964624,0.79338443,0.6072372,0.5753782,-0.031859
8,-0.5728187,-0.55569255,"('unaffectionate', 'affectionate')",-0.18669826,-0.21616842,-0.069006786,-0.070349306,0.90745413,0.7842421,0.0197326,-0.014492,-0.0342246
9,0.08338667,0.10898679,"('unaffectionate', 'caring')",0.03247834,0.024243813,0.48566592,0.43353665,1.3054526,1.2445543,0.4767459,0.4528304,-0.0239155
10,1.1467957,1.1178467,"('unsympathetic', 'sympathetic')",0.53432816,0.545146,-0.4693633,-0.4660453,-0.021439625,-0.026772026,0.2975802,0.2925439,-0.0050363
11,0.002599746,0.0136729665,"('unhelpful', 'helpful')",-0.2606815,-0.18912594,-0.6840435,-0.6779558,1.8979014,1.984721,0.238944,0.282828,0.043884
12,0.3921476,0.46648058,"('unsupportive', 'supportive')",0.8061232,0.9002091,0.11626535,0.1731914,-1.7117678,-1.6740648,-0.0993079,-0.0335459,0.065762
13,0.82146835,0.70095456,"('impolite', 'polite')",0.6744015,0.6700807,-0.16964497,-0.13375813,-0.02594608,-0.056817763,0.3250697,0.2951149,-0.0299548
14,1.0186194,0.9412081,"('antisocial', 'social')",0.8759299,0.85522974,1.4994837,1.5235189,-0.4397774,-0.47030354,0.7385639,0.7124133,-0.0261506
15,0.12713367,0.06525277,"('boring', 'funny')",0.24866821,0.1900973,-1.0483779,-1.0477738,0.37839654,0.30918005,-0.0735449,-0.1208109,-0.047266
16,-1.9925518,-1.9177595,"('unpopular', 'popular')",-1.0992259,-1.0274006,-0.8965806,-0.83197284,0.14822194,0.14180139,-0.9600341,-0.9088329,0.0512012
17,0.12260144,0.074428245,"('nasty', 'nice')",0.38900024,0.43138757,-0.6825434,-0.63491327,-0.4583186,-0.4340226,-0.1573151,-0.14078,0.0165351
18,-0.43525976,-0.42997992,"('disagreeable', 'welcoming')",-0.46025753,-0.39769053,-0.5147046,-0.46268502,-0.6456164,-0.6793344,-0.5139595,-0.4924225,0.021537
19,0.06148857,0.22227566,"('inhospitable', 'hospitable')",-0.41105685,-0.32949245,-0.80419004,-0.72495896,0.028790988,0.040544327,-0.2812418,-0.1979079,0.0833339
20,0.45578444,0.4615666,"('rough', 'thoughtful')",-0.04078655,-0.0053939037,-0.18125847,-0.10140811,1.1137289,1.0752714,0.3368671,0.357509,0.0206419
21,0.832635,0.8251981,"('immoral', 'moral')",0.7587034,0.80556375,-0.3191222,-0.26812938,-0.7736601,-0.7504157,0.124639,0.1530542,0.0284152
22,0.73549193,0.6264606,"('untrustworthy', 'trustworthy')",0.9415161,0.8769378,-0.07588272,-0.08188076,-0.7962692,-0.86274815,0.201214,0.1396924,-0.0615216
23,1.0913146,1.0425682,"('insincere', 'sincere')",-0.4892872,-0.44226968,-0.40635625,-0.4887416,5.644451,5.5421486,1.4600306,1.4134264,-0.0466042
24,1.2551674,1.1984923,"('dishonest', 'honest')",0.56967485,0.47624484,-0.87220633,-0.8781478,0.7343368,0.62747884,0.4217432,0.3560171,-0.0657261
25,-0.8905435,-0.9012532,"('egoistic', 'altruistic')",0.089410484,0.054554757,0.8320062,0.7990539,1.346474,1.337028,0.3443368,0.3223459,-0.0219909
26,-0.18359959,-0.27622163,"('hardhearted', 'benevolent')",1.1643707,1.1590208,2.0312748,2.0518522,1.8852738,1.788873,1.2243299,1.180881,-0.0434489
27,-0.04365373,-0.07555247,"('hardhearted', 'softhearted')",0.2948259,0.2628896,0.04118491,-0.015055355,1.6877103,1.5028925,0.4950168,0.4187936,-0.0762232
28,0.27051067,0.19237085,"('disloyal', 'loyal')",0.49517488,0.3993451,0.2852213,0.14475751,1.5066831,1.3923086,0.6393975,0.5321955,-0.107202
29,0.21880767,0.2323962,"('unfair', 'fair')",-0.39687487,-0.4116928,-0.66419905,-0.67486966,-0.13605559,-0.28562847,-0.2445805,-0.2849487,-0.0403682
30,1.6627197,1.6736394,"('intolerant', 'tolerant')",1.2365959,1.2755103,1.1685185,1.1687033,0.9308561,0.9250997,1.2496725,1.2607383,0.0110658
31,-2.2698102,-2.0924888,"('evil', 'good')",-1.3113867,-1.1561047,-1.1396911,-1.1082927,-1.0733656,-1.2256423,-1.4485635,-1.395632,0.0529315
32,0.54027784,0.43039367,"('unkind', 'kind')",0.42508397,0.38872895,0.17322296,0.13993716,1.0075551,0.9499244,0.536535,0.477246,-0.059289
33,-0.73294294,-0.7612707,"('wrong', 'right')",-0.14327061,-0.16040684,0.39784732,0.43428552,-0.6317755,-0.6638858,-0.2775354,-0.2878194,-0.010284
34,0.06741929,0.20697388,"('mean', 'honorable')",-0.24708219,-0.066761546,-0.2778549,-0.1945858,6.334672,6.3473,1.4692886,1.5732317,0.1039431
35,-0.91150033,-0.9462787,"('corrupt', 'incorrupt')",-0.5620388,-0.6443402,-0.8967898,-0.9325145,0.099598184,-0.09022963,-0.5676827,-0.6533407,-0.085658
36,-1.9415767,-1.8684144,"('hostile', 'amicable')",-1.3138034,-1.2363905,-0.8235689,-0.9305992,0.65360564,0.43286607,-0.8563358,-0.9006345,-0.0442987
37,1.1204304,1.1056592,"('fake', 'genuine')",0.19229585,0.19360465,0.21088158,0.24548271,0.71463007,0.69559276,0.5595595,0.5600848,0.0005253
