,larch_male,larch_female,tuple,average_male,average_female,female-male
0,-0.51586854,-0.5098344,"('unsociable', 'sociable')",-0.5158685,-0.5098344,0.0060341
1,0.10002815,-0.0069470494,"('unfriendly', 'friendly')",0.1000281,-0.006947,-0.1069751
2,0.0815278,0.0977076,"('unlikable', 'likable')",0.0815278,0.0977076,0.0161798
3,-0.63189894,-0.5307969,"('repellent', 'pleasant')",-0.6318989,-0.5307969,0.101102
4,-3.8024988,-3.887881,"('disliked', 'liked')",-3.8024988,-3.887881,-0.0853822
5,-0.9349728,-0.96081024,"('distant', 'outgoing')",-0.9349728,-0.9608102,-0.0258374
6,-0.85938174,-0.90950245,"('distant', 'open')",-0.8593817,-0.9095024,-0.0501207
7,-0.21268956,-0.10441317,"('insensitive', 'sensitive')",-0.2126896,-0.1044132,0.1082764
8,0.5298886,0.4233599,"('unaffectionate', 'affectionate')",0.5298886,0.4233599,-0.1065287
9,0.3979371,0.33305764,"('unaffectionate', 'caring')",0.3979371,0.3330576,-0.0648795
10,-0.342757,-0.2493172,"('unsympathetic', 'sympathetic')",-0.342757,-0.2493172,0.0934398
11,0.31305426,0.37968734,"('unhelpful', 'helpful')",0.3130543,0.3796873,0.066633
12,-1.4790324,-1.4373211,"('unsupportive', 'supportive')",-1.4790324,-1.4373211,0.0417113
13,-0.817928,-0.76311964,"('impolite', 'polite')",-0.817928,-0.7631196,0.0548084
14,-0.10382238,-0.022783034,"('antisocial', 'social')",-0.1038224,-0.022783,0.0810394
15,-0.018372657,-0.060620453,"('boring', 'funny')",-0.0183727,-0.0606205,-0.0422478
16,-0.23247294,-0.24130858,"('unpopular', 'popular')",-0.2324729,-0.2413086,-0.0088357
17,-0.3635538,-0.3510849,"('nasty', 'nice')",-0.3635538,-0.3510849,0.0124689
18,-0.51578104,-0.5062195,"('disagreeable', 'welcoming')",-0.515781,-0.5062195,0.0095615
19,-1.3776228,-1.3479261,"('inhospitable', 'hospitable')",-1.3776228,-1.3479261,0.0296967
20,0.28225395,0.28189182,"('rough', 'thoughtful')",0.282254,0.2818918,-0.0003622
21,-0.7071872,-0.52429086,"('immoral', 'moral')",-0.7071872,-0.5242909,0.1828963
22,-0.61617523,-0.5869732,"('untrustworthy', 'trustworthy')",-0.6161752,-0.5869732,0.029202
23,2.757558,2.7958627,"('insincere', 'sincere')",2.7575581,2.7958627,0.0383046
24,0.39335907,0.31697044,"('dishonest', 'honest')",0.3933591,0.3169704,-0.0763887
25,0.5027473,0.41715533,"('egoistic', 'altruistic')",0.5027473,0.4171553,-0.085592
26,0.5394697,0.4576242,"('hardhearted', 'benevolent')",0.5394697,0.4576242,-0.0818455
27,0.56626844,0.45334238,"('hardhearted', 'softhearted')",0.5662684,0.4533424,-0.112926
28,0.42955866,0.35271683,"('disloyal', 'loyal')",0.4295587,0.3527168,-0.0768419
29,-0.90059924,-0.99661607,"('unfair', 'fair')",-0.9005992,-0.9966161,-0.0960169
30,0.52028155,0.6114335,"('intolerant', 'tolerant')",0.5202816,0.6114335,0.0911519
31,-0.90038115,-0.8862377,"('evil', 'good')",-0.9003811,-0.8862377,0.0141434
32,0.47074,0.37162814,"('unkind', 'kind')",0.47074,0.3716281,-0.0991119
33,0.063546434,-0.04569174,"('wrong', 'right')",0.0635464,-0.0456917,-0.1092381
34,1.9228871,2.0805454,"('mean', 'honorable')",1.9228871,2.0805454,0.1576583
35,-0.24343218,-0.45475242,"('corrupt', 'incorrupt')",-0.2434322,-0.4547524,-0.2113202
36,-0.5407964,-0.659815,"('hostile', 'amicable')",-0.5407964,-0.659815,-0.1190186
37,0.09323671,0.06658825,"('fake', 'genuine')",0.0932367,0.0665883,-0.0266484
38,-0.5671186,-0.5609529,"('untruthful', 'truthful')",-0.5671186,-0.5609529,0.0061657
39,0.48360932,0.50344145,"('exploitative', 'cooperative')",0.4836093,0.5034415,0.0198322
40,-1.0746456,-1.1788638,"('stingy', 'generous')",-1.0746456,-1.1788638,-0.1042182
41,0.37641174,0.42200482,"('unforgiving', 'forgiving')",0.3764117,0.4220048,0.0455931
42,-1.8132962,-1.7790023,"('unreliable', 'reliable')",-1.8132962,-1.7790023,0.0342939
43,-0.12920497,-0.03316982,"('irresponsible', 'responsible')",-0.129205,-0.0331698,0.0960352
44,-0.5058085,-0.5375266,"('prejudiced', 'unprejudiced')",-0.5058085,-0.5375266,-0.0317181
45,-0.22858253,-0.10684881,"('incompetent', 'competent')",-0.2285825,-0.1068488,0.1217337
46,-0.8073785,-0.709259,"('uncompetitive', 'competitive')",-0.8073785,-0.709259,0.0981195
47,2.7210674,2.8650877,"('stupid', 'smart')",2.7210674,2.8650877,0.1440203
48,0.18390201,0.22100641,"('unintelligent', 'intelligent')",0.183902,0.2210064,0.0371044
49,-0.10624165,-0.004085011,"('unable', 'able')",-0.1062417,-0.004085,0.1021567
50,0.020488583,-0.06182365,"('clumsy', 'skillful')",0.0204886,-0.0618237,-0.0823123
51,-0.7180953,-0.76354134,"('uneducated', 'educated')",-0.7180953,-0.7635413,-0.045446
52,-0.04231291,-0.2489205,"('irrational', 'rational')",-0.0423129,-0.2489205,-0.2066076
53,-0.63874996,-0.6829626,"('uncreative', 'creative')",-0.63875,-0.6829626,-0.0442126
54,0.0029258858,-0.091246456,"('incapable', 'capable')",0.0029259,-0.0912465,-0.0941724
55,0.4628134,0.61896545,"('incompetent', 'clever')",0.4628134,0.6189654,0.156152
56,-0.04407282,0.07708345,"('impractical', 'practical')",-0.0440728,0.0770835,0.1211563
57,-1.9293435,-1.8927207,"('unimaginative', 'imaginative')",-1.9293435,-1.8927207,0.0366228
58,0.07927498,0.10300986,"('undiscriminating', 'discriminating')",0.079275,0.1030099,0.0237349
59,0.6085408,0.55495805,"('foolish', 'wise')",0.6085408,0.554958,-0.0535828
60,0.32789305,0.49463674,"('inefficient', 'efficient')",0.327893,0.4946367,0.1667437
61,-0.25599387,-0.3879358,"('illogical', 'logical')",-0.2559939,-0.3879358,-0.1319419
62,0.3437642,0.45563802,"('incompetent', 'brilliant')",0.3437642,0.455638,0.1118738
63,-0.656325,-0.5198228,"('unperceptive', 'insightful')",-0.656325,-0.5198228,0.1365022
64,-3.512497,-3.5525684,"('shy', 'confident')",-3.5124969,-3.5525684,-0.0400715
65,-0.060293086,-0.012339259,"('insecure', 'secure')",-0.0602931,-0.0123393,0.0479538
66,-0.59438986,-0.65683174,"('inactive', 'active')",-0.5943899,-0.6568317,-0.0624418
67,0.35640043,0.43441138,"('doubtful', 'determined')",0.3564004,0.4344114,0.078011
68,-0.87409335,-0.8708543,"('dependent', 'independent')",-0.8740934,-0.8708543,0.0032391
69,-0.52638906,-0.6300447,"('lazy', 'industrious')",-0.5263891,-0.6300447,-0.1036556
70,-0.5297054,-0.45775062,"('lethargic', 'energetic')",-0.5297054,-0.4577506,0.0719548
71,0.10320975,0.068848506,"('diffident', 'self-confident')",0.1032097,0.0688485,-0.0343612
72,-0.0697493,-0.046666574,"('unambitious', 'ambitious')",-0.0697493,-0.0466666,0.0230827
73,-1.3461164,-1.4296055,"('helpless', 'self-reliant')",-1.3461164,-1.4296055,-0.0834891
74,-0.100221515,-0.11707692,"('undedicated', 'dedicated')",-0.1002215,-0.1170769,-0.0168554
75,-0.3474181,-0.35490155,"('meek', 'impulsive')",-0.3474181,-0.3549016,-0.0074835
76,0.12563467,0.24178699,"('anxious', 'daring')",0.1256347,0.241787,0.1161523
77,-1.1749033,-1.0868634,"('unmotivated', 'motivated')",-1.1749033,-1.0868634,0.0880399
78,-0.62233263,-0.60359526,"('nonresilient', 'resilient')",-0.6223326,-0.6035953,0.0187373
79,-0.65947664,-0.7249958,"('wavering', 'unwavering')",-0.6594766,-0.7249958,-0.0655192
80,-0.25659326,-0.2597004,"('dominated', 'dominating')",-0.2565933,-0.2597004,-0.0031071
81,-0.29504457,-0.13152364,"('submissive', 'aggressive')",-0.2950446,-0.1315236,0.163521
82,2.783457,2.924131,"('poor', 'rich')",2.783457,2.9241309,0.1406739
83,-0.4425451,-0.42073667,"('powerless', 'powerful')",-0.4425451,-0.4207367,0.0218084
84,0.594234,0.58382833,"('inferior', 'superior')",0.594234,0.5838283,-0.0104057
85,-0.025279548,-0.119647264,"('insignificant', 'prestigious')",-0.0252795,-0.1196473,-0.0943678
86,-1.0464272,-1.054763,"('uninfluential', 'influential')",-1.0464272,-1.054763,-0.0083358
87,-0.07883013,-0.1117859,"('unsuccessful', 'successful')",-0.0788301,-0.1117859,-0.0329558
88,-0.7224285,-0.7511577,"('low', 'eminent')",-0.7224285,-0.7511577,-0.0287292
