,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.10242926,-0.33569962,"('unsociable', 'sociable')",0.04633309,-0.026206767,-0.0280481,-0.1809532,-0.1529051
1,-1.3487676,-1.0061052,"('unfriendly', 'friendly')",1.1592156,1.0118152,-0.094776,0.002855,0.097631
2,0.13372964,0.09783374,"('unlikable', 'likable')",0.53662676,0.40083423,0.3351782,0.249334,-0.0858442
3,0.10115267,0.20933768,"('repellent', 'pleasant')",0.6418617,0.73029894,0.3715072,0.4698183,0.0983111
4,0.43976322,0.57952094,"('disliked', 'liked')",-6.2258215,-6.3934965,-2.8930292,-2.9069877,-0.0139585
5,-1.1618667,-0.7119413,"('distant', 'outgoing')",-0.5178507,-0.55873823,-0.8398587,-0.6353397,0.204519
6,-1.6568637,-1.0692852,"('distant', 'open')",-0.6599287,-0.6909574,-1.1583962,-0.8801213,0.2782749
7,-0.14722049,-0.21956569,"('insensitive', 'sensitive')",0.48874903,0.5727022,0.1707643,0.1765683,0.005804
8,-0.7250825,-0.5181665,"('unaffectionate', 'affectionate')",0.43667784,0.34371588,-0.1442023,-0.0872253,0.056977
9,-0.7655077,-0.52587473,"('unaffectionate', 'caring')",1.0100904,1.0274202,0.1222913,0.2507727,0.1284814
10,-0.6896539,-0.99275875,"('unsympathetic', 'sympathetic')",-0.2529248,-0.19549802,-0.4712893,-0.5941284,-0.1228391
11,0.06328942,-0.090071216,"('unhelpful', 'helpful')",1.7722726,1.8276731,0.917781,0.8688009,-0.0489801
12,0.020777224,0.07071017,"('unsupportive', 'supportive')",-1.7777025,-1.7840297,-0.8784626,-0.8566598,0.0218028
13,-0.63160884,-0.9495581,"('impolite', 'polite')",-0.52895445,-0.5261744,-0.5802816,-0.7378663,-0.1575847
14,0.86328477,0.5325825,"('antisocial', 'social')",0.32292926,0.2021468,0.593107,0.3673646,-0.2257424
15,-0.2771612,-0.25936544,"('boring', 'funny')",0.23998582,0.14355516,-0.0185877,-0.0579051,-0.0393174
16,-0.7114229,-0.66791123,"('unpopular', 'popular')",0.40238732,0.3834149,-0.1545178,-0.1422482,0.0122696
17,-0.3164336,-0.3217548,"('nasty', 'nice')",-0.44162738,-0.36369392,-0.3790305,-0.3427244,0.0363061
18,-0.58705044,-0.5039195,"('disagreeable', 'welcoming')",-0.6092466,-0.6828507,-0.5981485,-0.5933851,0.0047634
19,-1.1233187,-0.8660994,"('inhospitable', 'hospitable')",-0.69082266,-0.6258592,-0.9070706,-0.7459793,0.1610913
20,0.17349441,0.048494436,"('rough', 'thoughtful')",0.7402606,0.6502573,0.4568775,0.3493759,-0.1075016
21,0.23701921,-0.1220052,"('immoral', 'moral')",-0.105391055,-0.07091046,0.0658141,-0.0964578,-0.1622719
22,-0.07126669,-0.1834554,"('untrustworthy', 'trustworthy')",-0.8509457,-0.8199891,-0.4611062,-0.5017222,-0.040616
23,-0.51450783,-0.6950739,"('insincere', 'sincere')",5.6215115,5.710401,2.5535018,2.5076635,-0.0458383
24,-0.45456943,-0.54052067,"('dishonest', 'honest')",0.5566563,0.62182623,0.0510434,0.0406528,-0.0103906
25,-0.1973592,0.033899374,"('egoistic', 'altruistic')",0.8871105,0.8052906,0.3448756,0.419595,0.0747194
26,-0.7162638,-0.6446004,"('hardhearted', 'benevolent')",1.1627278,0.9772806,0.223232,0.1663401,-0.0568919
27,-0.8127887,-0.694558,"('hardhearted', 'softhearted')",0.8277263,0.7599016,0.0074688,0.0326718,0.025203
28,0.501576,0.4205256,"('disloyal', 'loyal')",1.3113959,1.3129492,0.9064859,0.8667374,-0.0397485
29,-0.4128295,-0.3460967,"('unfair', 'fair')",-0.49683496,-0.62168807,-0.4548322,-0.4838924,-0.0290602
30,0.7567542,0.54909146,"('intolerant', 'tolerant')",1.2404482,1.1390704,0.9986012,0.8440809,-0.1545203
31,-0.6731112,-0.2109989,"('evil', 'good')",-0.8185856,-0.93393636,-0.7458484,-0.5724676,0.1733808
32,-0.57587045,-0.87841755,"('unkind', 'kind')",0.4321253,0.26656935,-0.0718726,-0.3059241,-0.2340515
33,-0.1113799,0.061396047,"('wrong', 'right')",-0.73370755,-0.7765511,-0.4225437,-0.3575775,0.0649662
34,-0.66990787,-0.5570927,"('mean', 'honorable')",5.4938674,5.609947,2.4119797,2.5264273,0.1144476
35,-0.6495196,-0.52967703,"('corrupt', 'incorrupt')",-0.61523604,-0.682496,-0.6323779,-0.6060865,0.0262914
36,-0.94580007,-0.51226217,"('hostile', 'amicable')",-0.2666636,-0.3305692,-0.6062318,-0.4214157,0.1848161
37,-0.26981843,-0.4192398,"('fake', 'genuine')",0.0015647784,0.06371873,-0.1341268,-0.1777605,-0.0436337
38,-0.4810299,-0.45324627,"('untruthful', 'truthful')",-0.07606262,-0.022832572,-0.2785463,-0.2380394,0.0405069
39,0.40870124,0.36622947,"('exploitative', 'cooperative')",-0.080325276,-0.12528428,0.164188,0.1204726,-0.0437154
40,0.22287194,0.28019038,"('stingy', 'generous')",-1.6176662,-1.6045384,-0.6973972,-0.662174,0.0352232
41,0.04598109,-0.009402998,"('unforgiving', 'forgiving')",-0.008204458,-0.2021411,0.0188883,-0.105772,-0.1246603
42,0.04994083,-0.033213846,"('unreliable', 'reliable')",-2.972429,-2.9851243,-1.4612441,-1.5091691,-0.047925
43,-1.1243173,-1.1826532,"('irresponsible', 'responsible')",0.24924426,0.20024072,-0.4375365,-0.4912062,-0.0536697
44,-0.098197535,-0.14994979,"('prejudiced', 'unprejudiced')",-1.8747545,-1.9472408,-0.9864761,-1.0485953,-0.0621192
45,-0.3796282,-0.5928876,"('incompetent', 'competent')",0.2805629,0.20104809,-0.0495327,-0.1959198,-0.1463871
46,-0.48350585,-0.7053559,"('uncompetitive', 'competitive')",-0.59741884,-0.52161145,-0.5404624,-0.6134837,-0.0730213
47,-0.2681926,-0.2519755,"('stupid', 'smart')",5.2128625,5.34,2.4723349,2.5440123,0.0716774
48,0.42867115,0.20083253,"('unintelligent', 'intelligent')",1.1379775,1.1483063,0.7833243,0.6745694,-0.1087549
49,0.63737154,0.6509961,"('unable', 'able')",0.10163511,0.23005977,0.3695033,0.4405279,0.0710246
50,-0.040512517,-0.05174727,"('clumsy', 'skillful')",0.112403736,0.10494666,0.0359456,0.0265997,-0.0093459
51,-0.05560349,-0.3703008,"('uneducated', 'educated')",0.32127613,0.24809162,0.1328363,-0.0611046,-0.1939409
52,-0.17937616,0.14205863,"('irrational', 'rational')",-0.047672532,-0.07461495,-0.1135243,0.0337218,0.1472461
53,-1.0934154,-0.75907964,"('uncreative', 'creative')",0.30588472,0.31165585,-0.3937653,-0.2237119,0.1700534
54,-1.0165011,-0.91048265,"('incapable', 'capable')",0.5496726,0.62564033,-0.2334142,-0.1424212,0.090993
55,0.45710984,0.070270434,"('incompetent', 'clever')",0.44700396,0.46486568,0.4520569,0.2675681,-0.1844888
56,0.053114228,-0.22938952,"('impractical', 'practical')",0.034379948,-0.011600278,0.0437471,-0.1204949,-0.164242
57,-0.77394253,-0.74928546,"('unimaginative', 'imaginative')",-3.1613705,-3.266298,-1.9676565,-2.0077918,-0.0401353
