,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,female-male
0,2.7981975,2.7251327,"('unsociable', 'sociable')",-0.56941223,-0.7196368,-0.1258978,-0.3533832,0.7009625,0.5507043,-0.1502582
1,-1.2025442,-1.1875049,"('unfriendly', 'friendly')",-2.1014373,-2.0700662,0.7602509,0.5908157,-0.8479102,-0.8889185,-0.0410083
2,0.8396018,0.8804734,"('unlikable', 'likable')",0.4353485,0.43606126,0.55980295,0.60621494,0.6115844,0.6409165,0.0293321
3,1.3382467,1.3447245,"('repellent', 'pleasant')",-0.45589706,-0.3857261,0.86551535,0.82769245,0.5826217,0.5955637,0.012942
4,-2.6984081,-2.6396005,"('disliked', 'liked')",-0.38447055,-0.3036062,-6.667081,-6.616175,-3.2499866,-3.1864605,0.0635261
5,-3.188806,-3.137791,"('distant', 'outgoing')",-0.89630854,-0.7803122,-0.663905,-0.59668046,-1.5830065,-1.504928,0.0780785
6,-3.2849138,-3.219812,"('distant', 'open')",-1.239549,-1.0791302,-0.9475615,-0.9300831,-1.824008,-1.7430085,0.0809995
7,1.6509831,1.6267695,"('insensitive', 'sensitive')",-0.7250246,-0.71987945,0.16922225,0.1322409,0.3650602,0.346377,-0.0186832
8,-2.580847,-2.6282291,"('unaffectionate', 'affectionate')",-1.7276759,-1.6861551,0.28839654,0.23524858,-1.3400423,-1.359712,-0.0196697
9,-0.4680799,-0.47299528,"('unaffectionate', 'caring')",-2.0224352,-1.952194,0.98762417,0.97174245,-0.5009636,-0.4844823,0.0164813
10,3.219524,3.1686718,"('unsympathetic', 'sympathetic')",-1.3071865,-1.3319483,-0.272312,-0.31565666,0.5466751,0.5070223,-0.0396528
11,1.4365984,1.4658494,"('unhelpful', 'helpful')",-0.31919718,-0.3315415,2.019692,2.0375245,1.0456977,1.0572774,0.0115797
12,0.9839821,1.032059,"('unsupportive', 'supportive')",-0.56282586,-0.47286725,-1.9401417,-1.9034134,-0.5063285,-0.4480739,0.0582546
13,2.4112015,2.3025918,"('impolite', 'polite')",0.12174478,-0.016977167,-0.4173117,-0.5054511,0.7052116,0.5933879,-0.1118237
14,2.4775462,2.3729975,"('antisocial', 'social')",0.44634253,0.42055455,0.090257995,-0.044009954,1.0047155,0.9165141,-0.0882014
15,-0.6618844,-0.62543315,"('boring', 'funny')",0.23588325,0.17366922,-0.49499875,-0.48262253,-0.307,-0.3114622,-0.0044622
16,-2.2688954,-2.2111182,"('unpopular', 'popular')",-0.56073624,-0.48899254,0.40398264,0.34221065,-0.8085496,-0.7859667,0.0225829
17,-0.61824346,-0.5757253,"('nasty', 'nice')",-0.048275847,-0.001410841,-0.68493074,-0.61905825,-0.4504833,-0.3987315,0.0517518
18,-1.0017039,-1.1081392,"('disagreeable', 'welcoming')",0.11709238,0.13896775,-0.7117432,-0.8266486,-0.5321182,-0.5986067,-0.0664885
19,-2.2229173,-2.1509933,"('inhospitable', 'hospitable')",-0.7807469,-0.7310264,-1.0345737,-0.9087379,-1.3460793,-1.2635859,0.0824934
20,0.61410636,0.5745686,"('rough', 'thoughtful')",0.13511495,0.16396138,1.041263,1.0178822,0.5968281,0.5854708,-0.0113573
21,3.087447,3.0503654,"('immoral', 'moral')",0.1345524,0.0331178,-0.27728736,-0.33067113,0.9815707,0.917604,-0.0639667
22,1.224479,1.1394529,"('untrustworthy', 'trustworthy')",0.28265712,0.26544046,-0.8026469,-0.8516835,0.2348297,0.1844033,-0.0504264
23,3.4169106,3.3367527,"('insincere', 'sincere')",-0.75381136,-0.8100152,5.4484034,5.3704314,2.7038342,2.6323897,-0.0714445
24,1.2228789,1.1663039,"('dishonest', 'honest')",-0.53135204,-0.5614658,0.49963713,0.504759,0.3970547,0.3698657,-0.027189
25,-1.073523,-1.0245072,"('egoistic', 'altruistic')",-0.6593574,-0.66593206,0.68921965,0.6103944,-0.347887,-0.3600149,-0.0121279
26,-1.229528,-1.340397,"('hardhearted', 'benevolent')",-0.24688347,-0.2598943,1.3555694,1.2015929,-0.0402807,-0.1328994,-0.0926187
27,-0.72164094,-0.77795637,"('hardhearted', 'softhearted')",-0.37596658,-0.2625772,0.8080503,0.7158654,-0.0965191,-0.1082227,-0.0117036
28,1.2739633,1.2668797,"('disloyal', 'loyal')",-0.62725365,-0.69415444,0.8871154,0.76915276,0.5112751,0.4472926,-0.0639825
29,-1.1622263,-1.1914957,"('unfair', 'fair')",-0.43124297,-0.42964178,-0.5770775,-0.6471309,-0.7235156,-0.7560894,-0.0325738
30,2.2858343,2.2520452,"('intolerant', 'tolerant')",0.6366182,0.5628368,1.1459954,1.0911138,1.3561494,1.3019986,-0.0541508
31,-4.653082,-4.5395155,"('evil', 'good')",-1.0925245,-0.9976856,-1.2940683,-1.315419,-2.3465583,-2.2842067,0.0623516
32,1.0346537,0.94505507,"('unkind', 'kind')",-1.0613948,-1.12456,0.6328036,0.47855002,0.2020208,0.0996817,-0.1023391
33,-1.6907789,-1.7028135,"('wrong', 'right')",0.52680624,0.53306824,-0.6523653,-0.5938193,-0.605446,-0.5878549,0.0175911
34,0.17920744,0.31414968,"('mean', 'honorable')",0.06111943,0.084314734,5.4061594,5.4801354,1.8821621,1.9595332,0.0773711
35,-4.512391,-4.4605827,"('corrupt', 'incorrupt')",-0.2761952,-0.25684014,-0.91211957,-0.8693748,-1.9002352,-1.8622659,0.0379693
36,-3.819797,-3.7722557,"('hostile', 'amicable')",-1.1415753,-1.0471988,-0.46571133,-0.5569532,-1.8090278,-1.7921359,0.0168919
37,1.2051191,1.2181138,"('fake', 'genuine')",0.24440525,0.19664405,-0.05946539,-0.05870912,0.463353,0.4520162,-0.0113368
38,-0.33240038,-0.23916028,"('untruthful', 'truthful')",-0.5873667,-0.5454865,0.110836625,0.21978301,-0.2696435,-0.1882879,0.0813556
39,1.4177575,1.3205035,"('exploitative', 'cooperative')",0.7381119,0.7283006,0.3355526,0.33879238,0.8304741,0.7958655,-0.0346086
40,-0.7144878,-0.73870045,"('stingy', 'generous')",-0.16366237,-0.19491452,-2.0849743,-2.2065086,-0.9877082,-1.0467079,-0.0589997
41,0.589323,0.5674923,"('unforgiving', 'forgiving')",-0.5752091,-0.5821497,-0.007141143,-0.1065763,0.0023243,-0.0404112,-0.0427355
42,0.61029774,0.62982494,"('unreliable', 'reliable')",0.63549024,0.73864526,-3.1129158,-3.031918,-0.6223759,-0.5544826,0.0678933
43,1.4512223,1.3963972,"('irresponsible', 'responsible')",-0.46127617,-0.4846732,0.31842467,0.30191225,0.4361236,0.4045454,-0.0315782
44,-2.009138,-2.1030335,"('prejudiced', 'unprejudiced')",0.3631225,0.37496102,-1.605824,-1.619943,-1.0839465,-1.1160052,-0.0320587
45,1.2962928,1.2739029,"('incompetent', 'competent')",-0.34368995,-0.38420886,-0.05544432,-0.15878983,0.2990529,0.2436347,-0.0554182
46,3.331627,3.3147492,"('uncompetitive', 'competitive')",-0.6292265,-0.6230742,-0.5003735,-0.529295,0.7340089,0.7207934,-0.0132155
47,-0.06726126,-0.0405612,"('stupid', 'smart')",0.4545056,0.45000327,4.957376,4.9213696,1.7815401,1.7769372,-0.0046029
48,1.4926108,1.4207991,"('unintelligent', 'intelligent')",-0.24822372,-0.37539434,1.0282862,0.9204847,0.7575578,0.6552965,-0.1022613
49,0.6121936,0.671426,"('unable', 'able')",0.28707933,0.4159611,0.06365238,0.20364296,0.3209751,0.4303433,0.1093682
50,-1.1890317,-1.1208298,"('clumsy', 'skillful')",0.25061497,0.350654,0.24433336,0.22950217,-0.2313611,-0.1802245,0.0511366
51,2.218153,2.1233096,"('uneducated', 'educated')",-0.03650638,-0.16705951,-0.022488624,-0.113099046,0.7197193,0.6143837,-0.1053356
52,-2.9858887,-2.9614904,"('irrational', 'rational')",-0.6729162,-0.6414967,-0.15502635,-0.1815644,-1.2712771,-1.2615171,0.00976
53,0.4760397,0.52239025,"('uncreative', 'creative')",-1.8152676,-1.7287627,0.19345365,0.07982719,-0.3819247,-0.3755151,0.0064096
54,0.12630133,0.2039645,"('incapable', 'capable')",-0.23054013,-0.15107593,0.57728183,0.6930205,0.157681,0.2486364,0.0909554
55,4.0342064,3.9576018,"('incompetent', 'clever')",0.6562534,0.5680363,0.24849582,0.15892056,1.6463184,1.5615196,-0.0847988
56,3.2920337,3.2818615,"('impractical', 'practical')",0.29931787,0.2466991,-0.34998727,-0.35499203,1.0804547,1.0578562,-0.0225985
57,0.8762392,0.89209175,"('unimaginative', 'imaginative')",-0.5419498,-0.5414206,-2.8463857,-2.8889287,-0.8373655,-0.8460859,-0.0087204
58,-0.20541057,-0.19937202,"('undiscriminating', 'discriminating')",-0.91126406,-0.8385707,0.119976744,0.11203437,-0.3322326,-0.3086361,0.0235965
59,-2.3712099,-2.2848692,"('foolish', 'wise')",0.3059994,0.36299297,-0.04097247,0.05343501,-0.7020609,-0.6228137,0.0792472
60,4.4598246,4.3899474,"('inefficient', 'efficient')",0.16755949,0.08684553,0.5697828,0.5827717,1.732389,1.6865215,-0.0458675
61,0.17009898,0.09532569,"('illogical', 'logical')",-1.0899848,-1.1424575,0.24185738,0.07481916,-0.2260095,-0.3241042,-0.0980947
62,3.764906,3.79936,"('incompetent', 'brilliant')",0.5828645,0.6432973,0.74930876,0.86043274,1.6990264,1.7676967,0.0686703
63,1.1689467,1.2651879,"('unperceptive', 'insightful')",-1.4411104,-1.3861687,0.7620844,0.79443985,0.1633069,0.2244863,0.0611794
64,-0.22651327,-0.26386756,"('shy', 'confident')",0.05180151,-0.027124388,-5.6193113,-5.566229,-1.931341,-1.9524069,-0.0210659
65,2.4956489,2.3811347,"('insecure', 'secure')",0.6663335,0.49731147,-0.023819959,-0.031352293,1.0460541,0.9490313,-0.0970228
66,-1.7163032,-1.6933634,"('inactive', 'active')",-0.5804323,-0.4741754,0.13937856,0.18699306,-0.719119,-0.6601819,0.0589371
