,fleetcor_male,fleetcor_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.60486245,0.6532316,"('unsociable', 'sociable')",-0.10797897,-0.2972657,-0.5331683,-0.7078243,-0.0120949,-0.1172861,-0.1051912
1,-1.7900736,-2.0898721,"('unfriendly', 'friendly')",-0.12988153,-0.37193984,1.6348854,1.4148049,-0.0950232,-0.3490024,-0.2539792
2,0.6250324,0.6471581,"('unlikable', 'likable')",0.38917458,0.4724155,0.82836765,0.96050596,0.6141915,0.6933599,0.0791684
3,0.46353805,0.73384273,"('repellent', 'pleasant')",0.20360841,0.31345403,-0.2904274,-0.20099783,0.125573,0.2820996,0.1565266
4,-1.2553955,-1.4203708,"('disliked', 'liked')",-0.62393624,-0.6093265,-5.1515374,-5.2198944,-2.3436232,-2.4165306,-0.0729074
5,-2.3385468,-2.64784,"('distant', 'outgoing')",-0.5898272,-0.6285537,0.068646066,0.16224219,-0.9532426,-1.0380505,-0.0848079
6,-2.8276522,-3.1398165,"('distant', 'open')",-1.1661361,-1.2574571,0.4954877,0.52647686,-1.1661002,-1.2902656,-0.1241654
7,1.2675351,1.5014495,"('insensitive', 'sensitive')",0.6508291,0.73536545,0.19260304,0.24055344,0.7036557,0.8257895,0.1221338
8,-1.3534843,-1.4920213,"('unaffectionate', 'affectionate')",-0.55390716,-0.6598776,0.38001847,0.2781446,-0.5091243,-0.6245848,-0.1154605
9,-0.9730493,-1.0715281,"('unaffectionate', 'caring')",-0.031108849,-0.16185248,1.0114975,0.9548585,0.0024465,-0.0928407,-0.0952872
10,1.0323343,1.231966,"('unsympathetic', 'sympathetic')",-0.43237466,-0.55358434,-0.78087574,-0.9413398,-0.0603054,-0.0876527,-0.0273473
11,0.74800277,0.81212246,"('unhelpful', 'helpful')",1.1529193,1.1370612,1.6314323,1.6319636,1.1774515,1.1937157,0.0162642
12,0.6569867,0.7741201,"('unsupportive', 'supportive')",0.57417864,0.64223474,-1.8188925,-1.8012112,-0.195909,-0.1282854,0.0676236
13,1.7473326,1.8384638,"('impolite', 'polite')",0.1122443,0.061455972,-0.36721006,-0.3704719,0.4974556,0.5098159,0.0123603
14,1.5536312,1.8250182,"('antisocial', 'social')",0.9584397,1.1021959,-0.7283547,-0.6709187,0.5945721,0.7520985,0.1575264
15,0.5393829,0.33109394,"('boring', 'funny')",0.3254874,0.2918835,0.79617923,0.8204467,0.5536832,0.4811414,-0.0725418
16,-1.3500317,-1.3804833,"('unpopular', 'popular')",-0.32415426,-0.26117665,0.74201703,0.8100647,-0.310723,-0.2771984,0.0335246
17,-0.6319403,-0.6016998,"('nasty', 'nice')",-0.8342422,-0.7178361,-0.46579334,-0.39254802,-0.6439919,-0.5706947,0.0732972
18,-0.3233419,-0.2722491,"('disagreeable', 'welcoming')",-0.031778634,0.058047898,-0.1946253,-0.2009107,-0.1832486,-0.1383706,0.044878
19,-1.7413832,-1.9112903,"('inhospitable', 'hospitable')",-0.6578556,-0.78187954,0.01082832,0.08135679,-0.7961369,-0.8706044,-0.0744675
20,0.35002446,0.4281139,"('rough', 'thoughtful')",0.7947229,0.8909468,0.51049626,0.4865662,0.5517479,0.6018756,0.0501277
21,1.8204573,1.9933784,"('immoral', 'moral')",0.64517915,0.62440866,-0.94483197,-0.9927454,0.5069348,0.5416806,0.0347458
