,contract_male,contract_female,tuple,average_male,average_female,female-male
22,0.4526965,0.45601687,"('untrustworthy', 'trustworthy')",0.4526965,0.4560169,0.0033204
23,7.2995586,7.2347875,"('insincere', 'sincere')",7.2995586,7.2347875,-0.0647711
24,2.225112,2.233236,"('dishonest', 'honest')",2.225112,2.2332361,0.0081241
25,0.26084387,0.26195014,"('egoistic', 'altruistic')",0.2608439,0.2619501,0.0011062
26,0.5796433,0.5612461,"('hardhearted', 'benevolent')",0.5796433,0.5612461,-0.0183972
27,1.3398253,1.3329881,"('hardhearted', 'softhearted')",1.3398253,1.3329881,-0.0068372
28,1.1454344,1.0293461,"('disloyal', 'loyal')",1.1454344,1.0293461,-0.1160883
29,-0.59097403,-0.6518059,"('unfair', 'fair')",-0.590974,-0.6518059,-0.0608319
30,1.8274614,1.6512918,"('intolerant', 'tolerant')",1.8274614,1.6512918,-0.1761696
31,-2.5869803,-2.3191292,"('evil', 'good')",-2.5869803,-2.3191292,0.2678511
32,1.9315413,1.8361641,"('unkind', 'kind')",1.9315413,1.8361641,-0.0953772
33,-0.61509264,-0.6406322,"('wrong', 'right')",-0.6150926,-0.6406322,-0.0255396
34,4.7444797,4.867029,"('mean', 'honorable')",4.7444797,4.8670292,0.1225495
35,-2.1657953,-2.1490104,"('corrupt', 'incorrupt')",-2.1657953,-2.1490104,0.0167849
36,-1.238555,-1.1323385,"('hostile', 'amicable')",-1.238555,-1.1323385,0.1062165
37,0.5916783,0.5451573,"('fake', 'genuine')",0.5916783,0.5451573,-0.046521
38,0.42693678,0.35030288,"('untruthful', 'truthful')",0.4269368,0.3503029,-0.0766339
39,0.71082807,0.64171696,"('exploitative', 'cooperative')",0.7108281,0.641717,-0.0691111
40,-1.7499545,-1.6624714,"('stingy', 'generous')",-1.7499545,-1.6624714,0.0874831
41,0.8557241,0.69827867,"('unforgiving', 'forgiving')",0.8557241,0.6982787,-0.1574454
42,-1.881906,-1.8395172,"('unreliable', 'reliable')",-1.881906,-1.8395172,0.0423888
43,1.9652396,1.8198073,"('irresponsible', 'responsible')",1.9652396,1.8198073,-0.1454323
44,-1.5003891,-1.6151477,"('prejudiced', 'unprejudiced')",-1.5003891,-1.6151477,-0.1147586
45,0.730539,0.64158696,"('incompetent', 'competent')",0.730539,0.641587,-0.088952
46,0.80046535,0.7305616,"('uncompetitive', 'competitive')",0.8004653,0.7305616,-0.0699037
47,5.7085686,5.8912506,"('stupid', 'smart')",5.7085686,5.8912506,0.182682
48,1.4431915,1.3667582,"('unintelligent', 'intelligent')",1.4431915,1.3667582,-0.0764333
49,0.18000013,0.28760898,"('unable', 'able')",0.1800001,0.287609,0.1076089
50,-0.34022576,-0.22762358,"('clumsy', 'skillful')",-0.3402258,-0.2276236,0.1126022
51,0.6941805,0.7032589,"('uneducated', 'educated')",0.6941805,0.7032589,0.0090784
52,-1.0786383,-0.9829973,"('irrational', 'rational')",-1.0786383,-0.9829973,0.095641
53,0.3469864,0.46729267,"('uncreative', 'creative')",0.3469864,0.4672927,0.1203063
54,0.8734548,1.1054804,"('incapable', 'capable')",0.8734548,1.1054804,0.2320256
55,1.7122474,1.5933948,"('incompetent', 'clever')",1.7122474,1.5933948,-0.1188526
56,1.7854148,1.5649712,"('impractical', 'practical')",1.7854148,1.5649712,-0.2204436
57,-2.3883293,-2.366102,"('unimaginative', 'imaginative')",-2.3883293,-2.366102,0.0222273
58,0.2831622,0.24773425,"('undiscriminating', 'discriminating')",0.2831622,0.2477342,-0.035428
59,-0.7330294,-0.4657708,"('foolish', 'wise')",-0.7330294,-0.4657708,0.2672586
60,2.0259812,1.7909735,"('inefficient', 'efficient')",2.0259812,1.7909735,-0.2350077
61,0.7264582,0.56051433,"('illogical', 'logical')",0.7264582,0.5605143,-0.1659439
62,1.7923919,1.806619,"('incompetent', 'brilliant')",1.7923919,1.806619,0.0142271
63,0.7719894,0.83273524,"('unperceptive', 'insightful')",0.7719894,0.8327352,0.0607458
64,-4.9524465,-4.980397,"('shy', 'confident')",-4.9524465,-4.9803972,-0.0279507
65,1.9097701,1.7622361,"('insecure', 'secure')",1.9097701,1.7622361,-0.147534
66,-0.6593724,-0.6993399,"('inactive', 'active')",-0.6593724,-0.6993399,-0.0399675
67,0.13559808,-0.0061181765,"('doubtful', 'determined')",0.1355981,-0.0061182,-0.1417163
68,-1.0379621,-1.0026913,"('dependent', 'independent')",-1.0379621,-1.0026913,0.0352708
69,-2.1903317,-2.0384848,"('lazy', 'industrious')",-2.1903317,-2.0384848,0.1518469
70,1.9003695,1.8358785,"('lethargic', 'energetic')",1.9003695,1.8358785,-0.064491
71,-0.16387793,-0.016228717,"('diffident', 'self-confident')",-0.1638779,-0.0162287,0.1476492
72,0.9729576,1.0331347,"('unambitious', 'ambitious')",0.9729576,1.0331347,0.0601771
73,-3.708424,-3.5959415,"('helpless', 'self-reliant')",-3.7084241,-3.5959415,0.1124826
74,0.03520172,-0.007554248,"('undedicated', 'dedicated')",0.0352017,-0.0075542,-0.0427559
75,-1.6628358,-1.4062791,"('meek', 'impulsive')",-1.6628358,-1.4062791,0.2565567
76,0.9863909,0.88604206,"('anxious', 'daring')",0.9863909,0.8860421,-0.1003488
77,-0.22397798,-0.22531939,"('unmotivated', 'motivated')",-0.223978,-0.2253194,-0.0013414
78,-0.32618168,-0.2669732,"('nonresilient', 'resilient')",-0.3261817,-0.2669732,0.0592085
79,-1.2802505,-1.1226673,"('wavering', 'unwavering')",-1.2802505,-1.1226673,0.1575832
80,0.45272028,0.2885929,"('dominated', 'dominating')",0.4527203,0.2885929,-0.1641274
81,0.9385762,0.85558,"('submissive', 'aggressive')",0.9385762,0.85558,-0.0829962
82,5.831152,6.093261,"('poor', 'rich')",5.831152,6.0932608,0.2621088
83,-0.20968932,-0.3370602,"('powerless', 'powerful')",-0.2096893,-0.3370602,-0.1273709
84,0.4283059,0.44311252,"('inferior', 'superior')",0.4283059,0.4431125,0.0148066
85,-2.2630641,-2.0955296,"('insignificant', 'prestigious')",-2.2630641,-2.0955296,0.1675345
86,0.7295095,0.7473204,"('uninfluential', 'influential')",0.7295095,0.7473204,0.0178109
87,0.42137152,0.5448955,"('unsuccessful', 'successful')",0.4213715,0.5448955,0.123524
88,-0.04335189,0.042202227,"('low', 'eminent')",-0.0433519,0.0422022,0.0855541
