,contract_male,contract_female,tuple,average_male,average_female,female-male
0,1.3064828,1.0437007,"('unsociable', 'sociable')",1.3064828,1.0437007,-0.2627821
1,0.9978637,1.1322472,"('unfriendly', 'friendly')",0.9978637,1.1322472,0.1343835
2,0.9111358,1.0638338,"('unlikable', 'likable')",0.9111358,1.0638338,0.152698
3,0.7379654,0.8115405,"('repellent', 'pleasant')",0.7379654,0.8115405,0.0735751
4,-7.4410477,-7.2487097,"('disliked', 'liked')",-7.4410477,-7.2487097,0.192338
5,-1.6006497,-1.3485317,"('distant', 'outgoing')",-1.6006497,-1.3485317,0.252118
6,-1.3150083,-1.0959703,"('distant', 'open')",-1.3150083,-1.0959703,0.219038
7,1.8351213,1.7842827,"('insensitive', 'sensitive')",1.8351213,1.7842827,-0.0508386
8,0.37590757,0.5488628,"('unaffectionate', 'affectionate')",0.3759076,0.5488628,0.1729552
9,1.492503,1.6210229,"('unaffectionate', 'caring')",1.492503,1.6210229,0.1285199
10,2.002026,1.8617126,"('unsympathetic', 'sympathetic')",2.0020261,1.8617126,-0.1403135
11,2.4205005,2.3397748,"('unhelpful', 'helpful')",2.4205005,2.3397748,-0.0807257
12,-1.1049548,-1.0759237,"('unsupportive', 'supportive')",-1.1049548,-1.0759237,0.0290311
13,1.2420245,1.0296086,"('impolite', 'polite')",1.2420245,1.0296086,-0.2124159
14,1.0704839,0.84043217,"('antisocial', 'social')",1.0704839,0.8404322,-0.2300517
15,0.21530062,0.30899057,"('boring', 'funny')",0.2153006,0.3089906,0.09369
16,-0.6098718,-0.45794606,"('unpopular', 'popular')",-0.6098718,-0.4579461,0.1519257
17,-0.19049911,-0.18071643,"('nasty', 'nice')",-0.1904991,-0.1807164,0.0097827
18,-0.90688974,-0.84594864,"('disagreeable', 'welcoming')",-0.9068897,-0.8459486,0.0609411
19,-1.0985322,-0.947237,"('inhospitable', 'hospitable')",-1.0985322,-0.947237,0.1512952
20,0.75348985,0.61815435,"('rough', 'thoughtful')",0.7534899,0.6181543,-0.1353356
21,1.0641233,0.9633373,"('immoral', 'moral')",1.0641233,0.9633373,-0.100786
