,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5934246,-0.70961195,"('unsociable', 'sociable')",-0.055160932,-0.21627955,-0.3242928,-0.4629458,-0.138653
1,-1.024834,-1.0971029,"('unfriendly', 'friendly')",1.378797,1.2966888,0.1769815,0.099793,-0.0771885
2,0.7878432,0.7588356,"('unlikable', 'likable')",0.72716826,0.6880028,0.7575058,0.7234192,-0.0340866
3,-0.29228008,-0.2070596,"('repellent', 'pleasant')",0.68002754,0.70015025,0.1938737,0.2465453,0.0526716
4,0.065791674,-0.0009696614,"('disliked', 'liked')",-6.48938,-6.741474,-3.2117941,-3.371222,-0.1594279
5,-0.40957412,-0.413272,"('distant', 'outgoing')",-0.654669,-0.69000816,-0.5321215,-0.5516401,-0.0195186
6,-0.7268034,-0.72692615,"('distant', 'open')",-0.46575317,-0.49627703,-0.5962783,-0.6116016,-0.0153233
7,-0.5994275,-0.5882582,"('insensitive', 'sensitive')",0.16378896,0.18169144,-0.2178193,-0.2032834,0.0145359
8,-0.78583825,-0.8391166,"('unaffectionate', 'affectionate')",0.51892704,0.50750446,-0.1334556,-0.1658061,-0.0323505
9,-0.6627501,-0.7377763,"('unaffectionate', 'caring')",0.7236479,0.74339896,0.0304489,0.0028113,-0.0276376
10,-1.4864024,-1.5276805,"('unsympathetic', 'sympathetic')",-0.6180885,-0.61086005,-1.0522454,-1.0692703,-0.0170249
11,-0.6306493,-0.60934937,"('unhelpful', 'helpful')",1.4299026,1.517206,0.3996266,0.4539283,0.0543017
12,-0.16107333,-0.09793794,"('unsupportive', 'supportive')",-2.295977,-2.3293009,-1.2285252,-1.2136195,0.0149057
13,-0.48441637,-0.4896075,"('impolite', 'polite')",-0.9365933,-0.906488,-0.7105048,-0.6980478,0.012457
14,0.36005047,0.36173153,"('antisocial', 'social')",0.13954347,0.037958626,0.249797,0.1998451,-0.0499519
15,0.38140523,0.28051674,"('boring', 'funny')",-0.03132479,-0.06722498,0.1750402,0.1066459,-0.0683943
16,-0.34328073,-0.36616066,"('unpopular', 'popular')",0.3113559,0.277962,-0.0159624,-0.0440993,-0.0281369
17,-0.11867334,-0.04870086,"('nasty', 'nice')",-0.6897449,-0.62072957,-0.4042091,-0.3347152,0.0694939
18,-0.60652244,-0.636409,"('disagreeable', 'welcoming')",-0.51620406,-0.59838563,-0.5613632,-0.6173973,-0.0560341
19,-0.57540137,-0.5930097,"('inhospitable', 'hospitable')",-0.5077744,-0.47813183,-0.5415879,-0.5355707,0.0060172
20,0.030897789,0.06419298,"('rough', 'thoughtful')",0.8415087,0.85713696,0.4362032,0.460665,0.0244618
21,-0.3896749,-0.4577693,"('immoral', 'moral')",-0.34029812,-0.3701181,-0.3649865,-0.4139437,-0.0489572
