,paramount_male,paramount_female,tuple,global_male,global_female,average_male,average_female,female-male
0,0.11860888,0.057383828,"('unsociable', 'sociable')",-0.18827619,-0.19071774,-0.0348337,-0.066667,-0.0318333
1,0.08407788,0.2701701,"('unfriendly', 'friendly')",2.0555634,2.0209858,1.0698206,1.1455779,0.0757573
2,0.82390094,0.9138333,"('unlikable', 'likable')",0.6779343,0.76475304,0.7509176,0.8392932,0.0883756
3,-0.55318654,-0.4779444,"('repellent', 'pleasant')",0.13185458,0.20734465,-0.210666,-0.1352999,0.0753661
4,-1.0253179,-0.98377,"('disliked', 'liked')",-7.5265703,-7.673171,-4.2759442,-4.3284707,-0.0525265
5,-0.8464651,-0.68807346,"('distant', 'outgoing')",-0.03482902,-0.022270143,-0.4406471,-0.3551718,0.0854753
6,-1.0462103,-0.7966491,"('distant', 'open')",0.24528581,0.26562795,-0.4004622,-0.2655106,0.1349516
7,0.62161773,0.6026518,"('insensitive', 'sensitive')",0.6655184,0.75727516,0.643568,0.6799635,0.0363955
8,0.35970062,0.50682807,"('unaffectionate', 'affectionate')",1.2836518,1.2786385,0.8216763,0.8927333,0.071057
9,0.98002815,1.161207,"('unaffectionate', 'caring')",1.7982727,1.826678,1.3891504,1.4939425,0.1047921
10,0.50845087,0.49104643,"('unsympathetic', 'sympathetic')",-0.1708231,-0.11579831,0.1688139,0.1876241,0.0188102
11,-0.064761035,-0.09554682,"('unhelpful', 'helpful')",2.1130834,2.1420617,1.0241612,1.0232575,-0.0009037
12,1.0691872,1.2718612,"('unsupportive', 'supportive')",-1.2406092,-1.2165612,-0.085711,0.02765,0.113361
13,-0.13497089,-0.3289515,"('impolite', 'polite')",-0.37534577,-0.34504902,-0.2551583,-0.3370003,-0.081842
14,0.8119978,0.63333803,"('antisocial', 'social')",-0.34222052,-0.4173965,0.2348886,0.1079708,-0.1269178
15,1.0022664,0.94104695,"('boring', 'funny')",-0.008242099,-0.07004288,0.4970122,0.4355021,-0.0615101
16,-0.99357086,-0.85518104,"('unpopular', 'popular')",0.3358629,0.36744905,-0.328854,-0.243866,0.084988
17,-0.8333904,-0.71579474,"('nasty', 'nice')",-0.8875108,-0.8279234,-0.8604506,-0.771859,0.0885916
18,0.1720035,0.25556856,"('disagreeable', 'welcoming')",-0.16522364,-0.17149866,0.0033899,0.042035,0.0386451
19,-0.66478,-0.47461393,"('inhospitable', 'hospitable')",0.19167906,0.29463947,-0.2365505,-0.0899872,0.1465633
20,0.7960758,0.78817797,"('rough', 'thoughtful')",0.6595378,0.64735365,0.7278068,0.7177658,-0.010041
21,0.84305733,0.7064101,"('immoral', 'moral')",-0.6710975,-0.5878536,0.0859799,0.0592782,-0.0267017
22,0.050936792,0.010819018,"('untrustworthy', 'trustworthy')",-0.74667245,-0.7979966,-0.3478678,-0.3935888,-0.045721
23,0.5046886,0.44573054,"('insincere', 'sincere')",6.870411,6.9155145,3.6875498,3.6806226,-0.0069272
24,0.75084484,0.7144505,"('dishonest', 'honest')",1.2915212,1.2328396,1.021183,0.973645,-0.047538
25,0.13918638,0.20772238,"('egoistic', 'altruistic')",0.9740629,0.96187824,0.5566247,0.5848003,0.0281756
26,1.1240466,1.1728421,"('hardhearted', 'benevolent')",1.4020371,1.3462569,1.2630419,1.2595495,-0.0034924
27,0.71310747,0.7810053,"('hardhearted', 'softhearted')",1.3139913,1.2597736,1.0135493,1.0203894,0.0068401
28,0.3368374,0.27226043,"('disloyal', 'loyal')",0.9675116,0.8696027,0.6521745,0.5709316,-0.0812429
29,-1.1434795,-1.1966777,"('unfair', 'fair')",-0.11284042,-0.16751727,-0.6281599,-0.6820975,-0.0539376
30,0.32311076,0.23215792,"('intolerant', 'tolerant')",1.1737999,1.1293676,0.7484553,0.6807628,-0.0676925
31,-1.4173361,-1.1050582,"('evil', 'good')",-1.0868906,-1.0478038,-1.2521133,-1.076431,0.1756823
