,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.2901418,-0.57256466,"('unsociable', 'sociable')",-0.11548533,-0.18224484,-0.2028136,-0.3774047,-0.1745911
1,-1.0405,-0.7317873,"('unfriendly', 'friendly')",1.1699125,0.9973963,0.0647062,0.1328045,0.0680983
2,-0.070781484,-0.04334925,"('unlikable', 'likable')",0.37543994,0.32823756,0.1523292,0.1424442,-0.009885
3,0.10010272,0.16832483,"('repellent', 'pleasant')",0.69018537,0.80487716,0.395144,0.486601,0.091457
4,0.5067437,0.59263396,"('disliked', 'liked')",-6.260394,-6.5276775,-2.8768251,-2.9675217,-0.0906966
5,-0.8127568,-0.37304008,"('distant', 'outgoing')",-0.44572538,-0.528059,-0.6292411,-0.4505495,0.1786916
6,-1.2786423,-0.7053347,"('distant', 'open')",-0.6910699,-0.7165076,-0.9848561,-0.7109212,0.2739349
7,-0.20376295,-0.34983873,"('insensitive', 'sensitive')",0.41799682,0.44723457,0.1071169,0.0486979,-0.058419
8,-0.6129601,-0.41720763,"('unaffectionate', 'affectionate')",0.29632038,0.22445261,-0.1583199,-0.0963775,0.0619424
9,-0.56742865,-0.38435948,"('unaffectionate', 'caring')",1.0038965,0.9999952,0.2182339,0.3078178,0.0895839
10,-1.0285567,-1.3654147,"('unsympathetic', 'sympathetic')",-0.28412148,-0.18972884,-0.6563391,-0.7775718,-0.1212327
11,-0.01242023,-0.21650967,"('unhelpful', 'helpful')",1.9268826,1.9755157,0.9572312,0.879503,-0.0777282
12,-0.08679158,-0.10717638,"('unsupportive', 'supportive')",-1.9087144,-1.9772707,-0.997753,-1.0422236,-0.0444706
13,-0.71036404,-1.0342596,"('impolite', 'polite')",-0.47762606,-0.3868789,-0.593995,-0.7105693,-0.1165743
14,0.5687539,0.26275378,"('antisocial', 'social')",0.023076491,-0.049970355,0.2959152,0.1063917,-0.1895235
15,-0.18971653,-0.15865183,"('boring', 'funny')",0.19145966,0.12056597,0.0008716,-0.0190429,-0.0199145
16,-0.6604431,-0.671685,"('unpopular', 'popular')",0.5170481,0.44929412,-0.0716975,-0.1111954,-0.0394979
17,-0.1569839,-0.19071366,"('nasty', 'nice')",-0.29544687,-0.21739903,-0.2262154,-0.2040564,0.022159
18,-0.5633098,-0.53283846,"('disagreeable', 'welcoming')",-0.6339559,-0.73893434,-0.5986328,-0.6358864,-0.0372536
