,citrix_male,citrix_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.84829974,-0.85121506,"('unsociable', 'sociable')",0.53383946,0.5232756,-0.45888263,-0.6428677,-0.257781,-0.3236024,-0.0658214
1,0.13539045,0.3416664,"('unfriendly', 'friendly')",0.40233573,0.31214052,1.7438633,1.6987981,0.7605298,0.7842016,0.0236718
2,0.7141145,0.77226985,"('unlikable', 'likable')",0.9170098,0.98375165,0.8743683,0.976596,0.8351642,0.9108725,0.0757083
3,-1.4008602,-1.1670415,"('repellent', 'pleasant')",1.0186384,1.250161,0.080177516,0.12294269,-0.1006814,0.0686874,0.1693688
4,0.5067802,0.50522923,"('disliked', 'liked')",-0.85894716,-1.0232785,-5.7332735,-5.7641163,-2.0284802,-2.0940552,-0.065575
5,0.80453897,0.9357426,"('distant', 'outgoing')",-1.0250086,-1.040382,-0.10729736,0.015374966,-0.1092557,-0.0297548,0.0795009
6,0.676071,0.83652437,"('distant', 'open')",-1.5642177,-1.5928485,0.41266257,0.5566317,-0.1584947,-0.0665642,0.0919305
7,-0.5775938,-0.41073483,"('insensitive', 'sensitive')",0.4831893,0.6713878,0.19951493,0.22977589,0.0350368,0.1634763,0.1284395
8,0.039523393,-0.0061286315,"('unaffectionate', 'affectionate')",-0.9460811,-1.0288991,0.60308033,0.58714193,-0.1011591,-0.1492953,-0.0481362
9,0.15929317,0.1902875,"('unaffectionate', 'caring')",-0.2363845,-0.22996557,1.1372211,1.1846038,0.3533766,0.3816419,0.0282653
10,-1.7566414,-1.6506321,"('unsympathetic', 'sympathetic')",-0.29374737,-0.14228308,-0.53266317,-0.6241575,-0.8610173,-0.8056909,0.0553264
11,-0.38266551,-0.4289432,"('unhelpful', 'helpful')",0.9167773,1.0425186,1.7915736,1.8100873,0.7752285,0.8078876,0.0326591
12,0.29950023,0.44361043,"('unsupportive', 'supportive')",0.557001,0.72105587,-1.8597226,-1.7931732,-0.3344071,-0.2095023,0.1249048
13,-1.3147337,-1.4427763,"('impolite', 'polite')",0.027547665,0.08509824,-0.4391235,-0.5285477,-0.5754365,-0.6287419,-0.0533054
14,-0.18476072,-0.08717418,"('antisocial', 'social')",1.0370944,1.1394881,-0.86750287,-0.9586549,-0.0050564,0.0312197,0.0362761
15,0.38875502,0.20553768,"('boring', 'funny')",-1.048917,-1.1181743,0.5938395,0.52062064,-0.0221075,-0.130672,-0.1085645
16,0.20651545,0.30869514,"('unpopular', 'popular')",-0.15394723,-0.1068134,0.64079905,0.7056188,0.2311224,0.3025002,0.0713778
17,0.19795707,0.2934988,"('nasty', 'nice')",-0.39650685,-0.35411263,-0.38382548,-0.35961953,-0.1941251,-0.1400778,0.0540473
18,0.059949793,0.1784378,"('disagreeable', 'welcoming')",-0.37799847,-0.2889856,-0.4130763,-0.32694152,-0.2437083,-0.1458298,0.0978785
19,-0.4254216,-0.36262468,"('inhospitable', 'hospitable')",-1.1999702,-1.2362021,0.1941996,0.35387677,-0.4770641,-0.4149834,0.0620807
20,0.29004735,0.3987841,"('rough', 'thoughtful')",0.749726,0.8420048,1.0341674,0.97880566,0.6913136,0.7398648,0.0485512
21,-0.99426717,-0.99256295,"('immoral', 'moral')",0.99347556,1.0215073,-0.6432925,-0.6608727,-0.2146947,-0.2106428,0.0040519
22,-0.1751202,-0.20781495,"('untrustworthy', 'trustworthy')",0.51706296,0.45318785,-0.79467255,-0.95518345,-0.1509099,-0.2366035,-0.0856936
23,-1.4540035,-1.3454754,"('insincere', 'sincere')",1.090385,1.2448153,5.176265,5.121235,1.6042155,1.6735249,0.0693094
24,-0.122667275,-0.012618937,"('dishonest', 'honest')",-1.5385382,-1.4400743,0.6894352,0.6227057,-0.3239234,-0.2766625,0.0472609
25,0.5544566,0.558382,"('egoistic', 'altruistic')",0.38526803,0.3183158,1.4850581,1.4467465,0.8082609,0.7744815,-0.0337794
26,1.577671,1.5355299,"('hardhearted', 'benevolent')",0.34851605,0.28904152,1.5797365,1.3935603,1.1686412,1.0727105,-0.0959307
27,0.31689462,0.40877876,"('hardhearted', 'softhearted')",0.009121752,0.070069246,1.2416016,1.2059797,0.5225393,0.5616092,0.0390699
28,-0.053394925,-0.027626824,"('disloyal', 'loyal')",0.2708842,0.2590942,1.1360955,1.0329704,0.4511949,0.4214793,-0.0297156
29,0.31716648,0.32968733,"('unfair', 'fair')",-0.31209904,-0.2853767,-0.3834415,-0.50072145,-0.1261247,-0.1521369,-0.0260122
30,-0.114680246,-0.115886815,"('intolerant', 'tolerant')",1.2363493,1.2635566,0.8023665,0.7519076,0.6413452,0.6331925,-0.0081527
31,0.04192649,0.22345114,"('evil', 'good')",-0.9043523,-1.0194894,-0.84787494,-0.8513943,-0.5701002,-0.5491442,0.020956
32,0.18413934,0.26554784,"('unkind', 'kind')",-0.15116645,-0.10280007,0.80171955,0.6076469,0.2782308,0.2567982,-0.0214326
33,1.5274813,1.405014,"('wrong', 'right')",-0.0695007,-0.13678761,-0.38155627,-0.41929623,0.3588081,0.2829767,-0.0758314
34,-0.18908064,0.15763667,"('mean', 'honorable')",0.33388415,0.5549466,5.9492297,6.21712,2.0313444,2.3099012,0.2785568
35,1.7373502,1.6318227,"('corrupt', 'incorrupt')",-0.77267414,-0.9450779,0.108551204,0.05639696,0.3577424,0.2477139,-0.1100285
36,0.8392315,0.9675688,"('hostile', 'amicable')",-1.6593388,-1.8938738,0.6093769,0.53177804,-0.0702435,-0.131509,-0.0612655
37,-0.29617065,-0.20464975,"('fake', 'genuine')",-0.21319874,-0.13731113,0.2523885,0.29603672,-0.0856603,-0.0153081,0.0703522
38,-0.69356394,-0.6440776,"('untruthful', 'truthful')",-0.34387416,-0.26282325,0.064728245,0.18199252,-0.3242366,-0.2416361,0.0826005
39,2.191594,2.128268,"('exploitative', 'cooperative')",2.111117,2.1584907,0.1398907,0.053959772,1.4808671,1.4469061,-0.033961
40,0.6474024,0.74603057,"('stingy', 'generous')",0.23965819,0.35589412,-1.3625437,-1.484293,-0.1584944,-0.1274561,0.0310383
