,bellows_male,bellows_female,tuple,average_male,average_female,female-male
0,-0.3116763,-0.31968206,"('unsociable', 'sociable')",-0.3116763,-0.3196821,-0.0080058
1,1.0850495,0.841893,"('unfriendly', 'friendly')",1.0850495,0.841893,-0.2431565
2,0.42499286,0.66997164,"('unlikable', 'likable')",0.4249929,0.6699716,0.2449787
3,-1.1093158,-0.92841005,"('repellent', 'pleasant')",-1.1093158,-0.9284101,0.1809057
4,-2.4207175,-2.592953,"('disliked', 'liked')",-2.4207175,-2.592953,-0.1722355
5,0.1663805,0.06578709,"('distant', 'outgoing')",0.1663805,0.0657871,-0.1005934
6,0.150351,0.04019796,"('distant', 'open')",0.150351,0.040198,-0.110153
7,0.3086133,0.36686042,"('insensitive', 'sensitive')",0.3086133,0.3668604,0.0582471
8,1.195259,1.1435106,"('unaffectionate', 'affectionate')",1.195259,1.1435106,-0.0517484
9,1.2327223,1.1819758,"('unaffectionate', 'caring')",1.2327223,1.1819758,-0.0507465
10,-0.5341126,-0.42687875,"('unsympathetic', 'sympathetic')",-0.5341126,-0.4268788,0.1072338
11,-0.16540584,-0.005397398,"('unhelpful', 'helpful')",-0.1654058,-0.0053974,0.1600084
12,-1.178291,-1.1321926,"('unsupportive', 'supportive')",-1.178291,-1.1321926,0.0460984
13,-0.73305386,-0.6879165,"('impolite', 'polite')",-0.7330539,-0.6879165,0.0451374
14,-0.032634065,0.0838041,"('antisocial', 'social')",-0.0326341,0.0838041,0.1164382
15,0.8032025,0.6351563,"('boring', 'funny')",0.8032025,0.6351563,-0.1680462
16,-0.24813855,-0.4129838,"('unpopular', 'popular')",-0.2481385,-0.4129838,-0.1648453
17,-0.36756152,-0.41146326,"('nasty', 'nice')",-0.3675615,-0.4114633,-0.0439018
18,-0.8764307,-0.7047361,"('disagreeable', 'welcoming')",-0.8764307,-0.7047361,0.1716946
19,-0.2048659,-0.22517285,"('inhospitable', 'hospitable')",-0.2048659,-0.2251728,-0.0203069
20,-0.34059566,-0.14341454,"('rough', 'thoughtful')",-0.3405957,-0.1434145,0.1971812
21,-1.1975275,-0.85371137,"('immoral', 'moral')",-1.1975275,-0.8537114,0.3438161
22,-0.8610843,-0.9043598,"('untrustworthy', 'trustworthy')",-0.8610843,-0.9043598,-0.0432755
23,2.7159367,2.8201752,"('insincere', 'sincere')",2.7159367,2.8201752,0.1042385
24,0.61103207,0.5518154,"('dishonest', 'honest')",0.6110321,0.5518154,-0.0592167
25,0.7372161,0.770682,"('egoistic', 'altruistic')",0.7372161,0.770682,0.0334659
26,2.0787973,1.8414596,"('hardhearted', 'benevolent')",2.0787973,1.8414596,-0.2373377
27,0.54606247,0.47978947,"('hardhearted', 'softhearted')",0.5460625,0.4797895,-0.066273
28,0.66354656,0.68952525,"('disloyal', 'loyal')",0.6635466,0.6895252,0.0259786
29,-0.0008088872,-0.13192566,"('unfair', 'fair')",-0.0008089,-0.1319257,-0.1311168
