,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.106314786,-0.17485633,"('unsociable', 'sociable')",-0.13720925,-0.39915815,-0.0154472,-0.2870072,-0.27156
1,-1.4792747,-1.6044695,"('unfriendly', 'friendly')",1.4576669,1.3176932,-0.0108039,-0.1433882,-0.1325843
2,0.13427265,0.109076366,"('unlikable', 'likable')",0.6911507,0.6084518,0.4127117,0.3587641,-0.0539476
3,0.11680335,0.20400256,"('repellent', 'pleasant')",0.92275935,0.94254774,0.5197814,0.5732751,0.0534937
4,-0.4488117,-0.48436752,"('disliked', 'liked')",-6.3229065,-6.3616467,-3.385859,-3.423007,-0.037148
5,-1.6586405,-1.6199492,"('distant', 'outgoing')",-0.5429604,-0.34202972,-1.1008005,-0.9809895,0.119811
6,-2.3369477,-2.2581005,"('distant', 'open')",-0.715455,-0.5410041,-1.5262014,-1.3995523,0.1266491
7,0.4191841,0.4803007,"('insensitive', 'sensitive')",0.20691639,0.20034552,0.3130502,0.3403231,0.0272729
8,-0.8495639,-0.90142834,"('unaffectionate', 'affectionate')",0.65750766,0.6137208,-0.0960281,-0.1438538,-0.0478257
9,-0.93891346,-1.0038917,"('unaffectionate', 'caring')",0.98150223,1.0049704,0.0212944,0.0005394,-0.020755
10,0.2985796,0.1780125,"('unsympathetic', 'sympathetic')",-0.74738336,-0.90149647,-0.2244019,-0.361742,-0.1373401
11,0.3010618,0.17400461,"('unhelpful', 'helpful')",1.4523436,1.4662913,0.8767027,0.820148,-0.0565547
12,-0.37549993,-0.33498505,"('unsupportive', 'supportive')",-2.2330709,-2.2388844,-1.3042854,-1.2869347,0.0173507
13,-0.16619603,-0.36606473,"('impolite', 'polite')",-1.0677137,-1.1821053,-0.6169549,-0.774085,-0.1571301
14,1.3820503,1.3410877,"('antisocial', 'social')",0.31684113,0.10422704,0.8494457,0.7226574,-0.1267883
15,-0.2984259,-0.48244244,"('boring', 'funny')",0.30792263,0.23605016,0.0047484,-0.1231961,-0.1279445
