,ethernet_male,ethernet_female,tuple,average_male,average_female,female-male
0,-0.19306701,-0.3337174,"('unsociable', 'sociable')",-0.193067,-0.3337174,-0.1406504
1,1.9944237,1.9596089,"('unfriendly', 'friendly')",1.9944237,1.9596089,-0.0348148
2,0.068115786,0.03537054,"('unlikable', 'likable')",0.0681158,0.0353705,-0.0327453
3,0.22576702,0.36204645,"('repellent', 'pleasant')",0.225767,0.3620465,0.1362795
4,-7.510657,-7.4710107,"('disliked', 'liked')",-7.5106568,-7.4710107,0.0396461
5,-0.037122972,-0.074944764,"('distant', 'outgoing')",-0.037123,-0.0749448,-0.0378218
6,0.78572345,0.71564007,"('distant', 'open')",0.7857234,0.7156401,-0.0700833
7,1.0106213,1.0318061,"('insensitive', 'sensitive')",1.0106213,1.0318061,0.0211848
8,1.6951272,1.6230764,"('unaffectionate', 'affectionate')",1.6951272,1.6230764,-0.0720508
9,2.0530984,1.9851592,"('unaffectionate', 'caring')",2.0530984,1.9851592,-0.0679392
10,0.43604535,0.44300112,"('unsympathetic', 'sympathetic')",0.4360453,0.4430011,0.0069558
11,1.7993361,1.7765992,"('unhelpful', 'helpful')",1.7993361,1.7765992,-0.0227369
12,-1.2256953,-1.3149717,"('unsupportive', 'supportive')",-1.2256953,-1.3149717,-0.0892764
13,-0.49825877,-0.62711686,"('impolite', 'polite')",-0.4982588,-0.6271169,-0.1288581
14,-0.22915843,-0.29757163,"('antisocial', 'social')",-0.2291584,-0.2975716,-0.0684132
15,0.43029082,0.36926144,"('boring', 'funny')",0.4302908,0.3692614,-0.0610294
16,-0.043961793,0.008831479,"('unpopular', 'popular')",-0.0439618,0.0088315,0.0527933
17,-0.28069687,-0.29170048,"('nasty', 'nice')",-0.2806969,-0.2917005,-0.0110036
18,-0.07236994,-0.12149418,"('disagreeable', 'welcoming')",-0.0723699,-0.1214942,-0.0491243
19,-0.21445215,-0.23552309,"('inhospitable', 'hospitable')",-0.2144521,-0.2355231,-0.021071
20,0.903589,0.90265965,"('rough', 'thoughtful')",0.903589,0.9026597,-0.0009293
21,-0.4785476,-0.48363456,"('immoral', 'moral')",-0.4785476,-0.4836346,-0.005087
22,-1.0228672,-1.0316093,"('untrustworthy', 'trustworthy')",-1.0228672,-1.0316093,-0.0087421
23,6.51519,6.51974,"('insincere', 'sincere')",6.5151901,6.5197401,0.00455
24,1.5886264,1.433801,"('dishonest', 'honest')",1.5886264,1.4338011,-0.1548253
25,1.3122399,1.2517136,"('egoistic', 'altruistic')",1.3122399,1.2517136,-0.0605263
26,1.225955,1.1636472,"('hardhearted', 'benevolent')",1.225955,1.1636472,-0.0623078
27,2.2183683,2.0362194,"('hardhearted', 'softhearted')",2.2183683,2.0362194,-0.1821489
28,1.37106,1.2770442,"('disloyal', 'loyal')",1.37106,1.2770442,-0.0940158
29,-0.49462265,-0.5818769,"('unfair', 'fair')",-0.4946226,-0.5818769,-0.0872543
30,0.8646269,0.7740156,"('intolerant', 'tolerant')",0.8646269,0.7740156,-0.0906113
31,-0.62482595,-0.5694207,"('evil', 'good')",-0.624826,-0.5694207,0.0554053
32,1.1910132,1.0564648,"('unkind', 'kind')",1.1910132,1.0564648,-0.1345484
33,0.0055876486,-0.18470597,"('wrong', 'right')",0.0055876,-0.184706,-0.1902936
34,5.317365,5.3571353,"('mean', 'honorable')",5.3173652,5.3571353,0.0397701
35,-0.19081639,-0.31871408,"('corrupt', 'incorrupt')",-0.1908164,-0.3187141,-0.1278977
36,0.10252194,0.0024405904,"('hostile', 'amicable')",0.1025219,0.0024406,-0.1000813
37,0.8770429,0.8816771,"('fake', 'genuine')",0.8770429,0.8816771,0.0046342
38,0.062628224,0.0033087358,"('untruthful', 'truthful')",0.0626282,0.0033087,-0.0593195
39,0.7341794,0.65461004,"('exploitative', 'cooperative')",0.7341794,0.65461,-0.0795694
40,-1.1546367,-1.282205,"('stingy', 'generous')",-1.1546367,-1.282205,-0.1275683
41,0.19364834,0.074199036,"('unforgiving', 'forgiving')",0.1936483,0.074199,-0.1194493
42,-2.8908,-2.8030994,"('unreliable', 'reliable')",-2.8908,-2.8030994,0.0877006
43,0.95008045,0.90013885,"('irresponsible', 'responsible')",0.9500805,0.9001389,-0.0499416
44,-1.5066088,-1.4336941,"('prejudiced', 'unprejudiced')",-1.5066088,-1.4336941,0.0729147
45,-0.084200405,-0.096654564,"('incompetent', 'competent')",-0.0842004,-0.0966546,-0.0124542
46,-1.1665322,-1.2305496,"('uncompetitive', 'competitive')",-1.1665322,-1.2305496,-0.0640174
47,5.4666853,5.504948,"('stupid', 'smart')",5.4666853,5.5049481,0.0382628
48,1.0045819,0.8278497,"('unintelligent', 'intelligent')",1.0045819,0.8278497,-0.1767322
49,0.29648656,0.34936512,"('unable', 'able')",0.2964866,0.3493651,0.0528785
50,-0.15072082,-0.14444152,"('clumsy', 'skillful')",-0.1507208,-0.1444415,0.0062793
51,0.37003243,0.40098262,"('uneducated', 'educated')",0.3700324,0.4009826,0.0309502
52,0.12033475,-0.012723781,"('irrational', 'rational')",0.1203348,-0.0127238,-0.1330586
53,0.32042325,0.27882978,"('uncreative', 'creative')",0.3204232,0.2788298,-0.0415934
54,1.113597,1.1705393,"('incapable', 'capable')",1.113597,1.1705393,0.0569423
55,0.57212186,0.56330556,"('incompetent', 'clever')",0.5721219,0.5633056,-0.0088163
56,0.34727442,0.32842475,"('impractical', 'practical')",0.3472744,0.3284248,-0.0188496
57,-3.0302908,-2.9899158,"('unimaginative', 'imaginative')",-3.0302908,-2.9899158,0.040375
58,0.23996703,0.27935395,"('undiscriminating', 'discriminating')",0.239967,0.2793539,0.0393869
59,0.41111627,0.38555706,"('foolish', 'wise')",0.4111163,0.3855571,-0.0255592
60,0.12396615,0.0523893,"('inefficient', 'efficient')",0.1239661,0.0523893,-0.0715768
61,0.82780373,0.55475235,"('illogical', 'logical')",0.8278037,0.5547523,-0.2730514
62,0.24660884,0.26523453,"('incompetent', 'brilliant')",0.2466088,0.2652345,0.0186257
63,0.24605319,0.27070564,"('unperceptive', 'insightful')",0.2460532,0.2707056,0.0246524
64,-7.431181,-7.4249115,"('shy', 'confident')",-7.431181,-7.4249115,0.0062695
65,-0.13805807,-0.22886053,"('insecure', 'secure')",-0.1380581,-0.2288605,-0.0908024
66,0.027244389,0.06441052,"('inactive', 'active')",0.0272444,0.0644105,0.0371661
67,-0.47443876,-0.39673093,"('doubtful', 'determined')",-0.4744388,-0.3967309,0.0777079
68,-0.38935828,-0.4290039,"('dependent', 'independent')",-0.3893583,-0.4290039,-0.0396456
69,-1.2769519,-1.3951098,"('lazy', 'industrious')",-1.2769519,-1.3951098,-0.1181579
70,0.48713225,0.60068387,"('lethargic', 'energetic')",0.4871323,0.6006839,0.1135516
71,1.2181411,1.2047479,"('diffident', 'self-confident')",1.2181411,1.2047479,-0.0133932
72,0.36024585,0.43419382,"('unambitious', 'ambitious')",0.3602459,0.4341938,0.0739479
73,-3.3152473,-3.218561,"('helpless', 'self-reliant')",-3.3152473,-3.2185609,0.0966864
74,0.36595464,0.3010647,"('undedicated', 'dedicated')",0.3659546,0.3010647,-0.0648899
75,-1.1678455,-1.0116303,"('meek', 'impulsive')",-1.1678455,-1.0116303,0.1562152
76,0.33077097,0.4383693,"('anxious', 'daring')",0.330771,0.4383693,0.1075983
77,-1.8712369,-1.7593161,"('unmotivated', 'motivated')",-1.8712369,-1.7593161,0.1119208
78,-0.26052946,-0.28212953,"('nonresilient', 'resilient')",-0.2605295,-0.2821295,-0.0216
79,0.2671317,0.27430844,"('wavering', 'unwavering')",0.2671317,0.2743084,0.0071767
80,-0.65634555,-0.6639431,"('dominated', 'dominating')",-0.6563455,-0.6639431,-0.0075976
81,-0.49126402,-0.42412245,"('submissive', 'aggressive')",-0.491264,-0.4241225,0.0671415
82,6.2895546,6.4416285,"('poor', 'rich')",6.2895546,6.4416285,0.1520739
83,-0.2607106,-0.2545287,"('powerless', 'powerful')",-0.2607106,-0.2545287,0.0061819
84,0.7524901,0.7689157,"('inferior', 'superior')",0.7524901,0.7689157,0.0164256
85,0.6190527,0.61034393,"('insignificant', 'prestigious')",0.6190527,0.6103439,-0.0087088
86,0.43051553,0.34364003,"('uninfluential', 'influential')",0.4305155,0.34364,-0.0868755
87,0.11985675,0.18425955,"('unsuccessful', 'successful')",0.1198568,0.1842595,0.0644027
88,0.61902094,0.63892674,"('low', 'eminent')",0.6190209,0.6389267,0.0199058
