,nordson_male,nordson_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.35313872,-0.41311258,"('unsociable', 'sociable')",-0.41990498,-0.6066861,-0.3865218,-0.5098994,-0.1233776
1,-0.55112374,-0.78089947,"('unfriendly', 'friendly')",1.4053044,1.2312715,0.4270903,0.225186,-0.2019043
2,0.27126417,0.46288913,"('unlikable', 'likable')",0.8234348,0.9457169,0.5473495,0.704303,0.1569535
3,0.103608936,0.17866096,"('repellent', 'pleasant')",0.9665936,1.0090879,0.5351013,0.5938745,0.0587732
4,0.28794572,0.24446505,"('disliked', 'liked')",-6.1833425,-6.3280706,-2.9476984,-3.0418029,-0.0941045
5,-0.0007630177,-0.11178072,"('distant', 'outgoing')",-0.765289,-0.6839649,-0.383026,-0.3978728,-0.0148468
6,-0.14931153,-0.17390457,"('distant', 'open')",-0.6537268,-0.59026295,-0.4015192,-0.3820838,0.0194354
7,-0.6214667,-0.5223533,"('insensitive', 'sensitive')",-0.12220965,-0.14247994,-0.3718382,-0.3324166,0.0394216
8,-0.014053382,-0.16683957,"('unaffectionate', 'affectionate')",0.7080764,0.70816433,0.3470115,0.2706624,-0.0763491
9,-0.25753275,-0.37840343,"('unaffectionate', 'caring')",0.93713593,0.91368544,0.3398016,0.267641,-0.0721606
10,-1.3701506,-1.3429995,"('unsympathetic', 'sympathetic')",-0.8227528,-0.85520476,-1.0964516,-1.0991021,-0.0026505
11,-0.79258335,-0.8105265,"('unhelpful', 'helpful')",1.4652313,1.467231,0.336324,0.3283523,-0.0079717
12,-0.3684146,-0.31919912,"('unsupportive', 'supportive')",-2.313433,-2.3750186,-1.3409238,-1.3471088,-0.006185
13,-0.6883487,-0.670103,"('impolite', 'polite')",-1.1372395,-1.1441685,-0.9127941,-0.9071357,0.0056584
14,-0.42814678,-0.29203656,"('antisocial', 'social')",-0.06340295,-0.2555232,-0.2457749,-0.2737799,-0.028005
15,0.057689458,-0.07547098,"('boring', 'funny')",0.18057749,0.12409559,0.1191335,0.0243123,-0.0948212
16,-0.25812417,-0.27376682,"('unpopular', 'popular')",0.370192,0.40674996,0.0560339,0.0664916,0.0104577
17,-0.2297511,-0.12848145,"('nasty', 'nice')",-0.4552139,-0.439545,-0.3424825,-0.2840132,0.0584693
18,0.27349922,0.3245699,"('disagreeable', 'welcoming')",-0.60227567,-0.59989196,-0.1643882,-0.137661,0.0267272
19,-0.05070809,0.009042509,"('inhospitable', 'hospitable')",-0.4628443,-0.3118535,-0.2567762,-0.1514055,0.1053707
