,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.4986136,-1.702927,"('unsociable', 'sociable')",-0.32435018,-0.5590105,-0.9114819,-1.1309688,-0.2194869
1,-1.0427479,-1.1337236,"('unfriendly', 'friendly')",1.5015773,1.2804936,0.2294147,0.073385,-0.1560297
2,0.742939,0.8687438,"('unlikable', 'likable')",0.6765339,0.7631514,0.7097365,0.8159476,0.1062111
3,-1.1957178,-1.1442431,"('repellent', 'pleasant')",-0.10064541,-0.06601473,-0.6481816,-0.6051289,0.0430527
4,1.2842733,1.2540034,"('disliked', 'liked')",-5.4858565,-5.4799185,-2.1007917,-2.1129575,-0.0121658
5,1.1369028,1.2383176,"('distant', 'outgoing')",-0.06980014,-0.04375388,0.5335513,0.5972819,0.0637306
6,0.97619706,1.1079754,"('distant', 'open')",0.12504803,0.069109425,0.5506225,0.5885424,0.0379199
7,-0.7830692,-0.8378544,"('insensitive', 'sensitive')",0.57340145,0.51151806,-0.1048339,-0.1631682,-0.0583343
8,0.06893176,0.088342935,"('unaffectionate', 'affectionate')",0.6141044,0.5196655,0.3415181,0.3040042,-0.0375139
9,-0.010807842,-0.010017365,"('unaffectionate', 'caring')",1.0685023,1.0136554,0.5288472,0.501819,-0.0270282
10,-2.028677,-2.1537626,"('unsympathetic', 'sympathetic')",0.42682534,0.24864969,-0.8009259,-0.9525564,-0.1516305
11,-1.5624055,-1.5923908,"('unhelpful', 'helpful')",1.9497044,1.939564,0.1936495,0.1735866,-0.0200629
12,-0.8962212,-0.87199736,"('unsupportive', 'supportive')",-1.0857128,-1.1034272,-0.990967,-0.9877123,0.0032547
13,-0.65299094,-0.77524436,"('impolite', 'polite')",-0.1204052,-0.17996809,-0.3866981,-0.4776062,-0.0909081
14,-1.2852978,-1.3480737,"('antisocial', 'social')",-0.54954636,-0.6204212,-0.9174221,-0.9842474,-0.0668253
15,-0.08046973,-0.11588755,"('boring', 'funny')",0.29948485,0.31267253,0.1095076,0.0983925,-0.0111151
16,0.51326257,0.575697,"('unpopular', 'popular')",0.6736602,0.7144608,0.5934614,0.6450789,0.0516175
17,-0.2866522,-0.23016213,"('nasty', 'nice')",-0.23569365,-0.15823463,-0.2611729,-0.1941984,0.0669745
18,-0.018245079,-0.01387924,"('disagreeable', 'welcoming')",-0.537135,-0.66343784,-0.2776901,-0.3386585,-0.0609684
19,0.66740745,0.6653299,"('inhospitable', 'hospitable')",0.20434858,0.18699226,0.435878,0.4261611,-0.0097169
20,-0.4343909,-0.4017642,"('rough', 'thoughtful')",1.3501374,1.2555296,0.4578732,0.4268827,-0.0309905
21,-1.2704177,-1.3798149,"('immoral', 'moral')",-0.4051456,-0.43783548,-0.8377817,-0.9088252,-0.0710435
22,-0.8424372,-0.9177025,"('untrustworthy', 'trustworthy')",-1.0641867,-1.127952,-0.9533119,-1.0228273,-0.0695154
23,-1.821486,-1.9612304,"('insincere', 'sincere')",5.095875,4.9748015,1.6371944,1.5067856,-0.1304088
24,-0.2781092,-0.39960313,"('dishonest', 'honest')",0.73571885,0.6602638,0.2288048,0.1303303,-0.0984745
25,0.4354659,0.46226814,"('egoistic', 'altruistic')",1.1120645,1.1129502,0.7737652,0.7876092,0.013844
26,0.49388662,0.42149058,"('hardhearted', 'benevolent')",1.5260763,1.3731115,1.0099815,0.897301,-0.1126805
27,-0.47553134,-0.40433067,"('hardhearted', 'softhearted')",1.3455287,1.2458241,0.4349987,0.4207467,-0.014252
28,-0.4692051,-0.67818975,"('disloyal', 'loyal')",0.6315558,0.44063008,0.0811753,-0.1187798,-0.1999551
29,0.3295064,0.2864112,"('unfair', 'fair')",-0.5363122,-0.732084,-0.1034029,-0.2228364,-0.1194335
30,-0.74568397,-0.84937304,"('intolerant', 'tolerant')",1.3103998,1.1760252,0.2823579,0.1633261,-0.1190318
31,0.7706356,0.8092706,"('evil', 'good')",-1.1125511,-1.1864026,-0.1709577,-0.188566,-0.0176083
32,-0.7021125,-0.7787214,"('unkind', 'kind')",0.7342138,0.5882093,0.0160507,-0.0952561,-0.1113068
33,0.7318074,0.68473256,"('wrong', 'right')",-0.47543216,-0.445163,0.1281876,0.1197848,-0.0084028
34,-0.9704435,-0.90803695,"('mean', 'honorable')",5.7207813,5.7306504,2.3751688,2.4113069,0.0361381
35,1.234822,1.3014342,"('corrupt', 'incorrupt')",-0.2283532,-0.26304922,0.5032344,0.5191925,0.0159581
36,0.6469994,0.6203293,"('hostile', 'amicable')",-0.06567751,-0.26217857,0.2906609,0.1790754,-0.1115855
37,-0.1589069,-0.18690082,"('fake', 'genuine')",0.52358496,0.52607554,0.182339,0.1695874,-0.0127516
38,-0.45844924,-0.46156725,"('untruthful', 'truthful')",0.42407447,0.45977122,-0.0171874,-0.000898,0.0162894
39,0.1452513,0.103753075,"('exploitative', 'cooperative')",-0.11552547,-0.08543197,0.0148629,0.0091606,-0.0057023
40,0.30625302,0.2691858,"('stingy', 'generous')",-0.9828711,-1.088526,-0.338309,-0.4096701,-0.0713611
41,-0.57180166,-0.6865076,"('unforgiving', 'forgiving')",0.06460036,-0.09633684,-0.2536007,-0.3914222,-0.1378215
42,0.41106713,0.45397997,"('unreliable', 'reliable')",-2.582486,-2.5249279,-1.0857093,-1.0354739,0.0502354
43,-1.6043482,-1.6119521,"('irresponsible', 'responsible')",0.63296854,0.5596416,-0.4856898,-0.5261552,-0.0404654
44,0.5478156,0.6792788,"('prejudiced', 'unprejudiced')",-1.8021421,-1.7096282,-0.6271633,-0.5151747,0.1119886
45,-0.54895365,-0.7284492,"('incompetent', 'competent')",0.05033833,-0.082708344,-0.2493077,-0.4055788,-0.1562711
46,-1.3984094,-1.5290619,"('uncompetitive', 'competitive')",0.0045744246,-0.09437917,-0.6969175,-0.8117206,-0.1148031
47,-1.0733033,-1.0057554,"('stupid', 'smart')",4.3359866,4.328727,1.6313417,1.6614857,0.030144
48,-1.3738868,-1.5059981,"('unintelligent', 'intelligent')",1.0813408,0.9933596,-0.146273,-0.2563193,-0.1100463
49,-0.5379533,-0.47955763,"('unable', 'able')",-0.02278123,0.043896988,-0.2803673,-0.2178303,0.062537
50,0.8436395,0.9047277,"('clumsy', 'skillful')",0.42324495,0.3886809,0.6334422,0.6467043,0.0132621
51,-0.09296024,-0.24033555,"('uneducated', 'educated')",1.064636,0.92355424,0.4858379,0.3416094,-0.1442285
52,-0.1107645,-0.19349423,"('irrational', 'rational')",-0.097266205,-0.15543565,-0.1040154,-0.1744649,-0.0704495
53,-0.43866354,-0.42273682,"('uncreative', 'creative')",0.75169003,0.60928595,0.1565132,0.0932746,-0.0632386
54,0.028805226,0.1234802,"('incapable', 'capable')",0.9398092,1.0031188,0.4843072,0.5632995,0.0789923
55,-0.86814225,-0.99789953,"('incompetent', 'clever')",0.32077682,0.2210035,-0.2736827,-0.388448,-0.1147653
56,-0.8844704,-0.9892278,"('impractical', 'practical')",0.2873094,0.2219571,-0.2985805,-0.3836353,-0.0850548
57,-1.4522084,-1.589242,"('unimaginative', 'imaginative')",-2.1186297,-2.2467794,-1.785419,-1.9180107,-0.1325917
58,-0.5105879,-0.58556724,"('undiscriminating', 'discriminating')",0.4283445,0.26534098,-0.0411217,-0.1601131,-0.1189914
59,0.92278296,0.97715664,"('foolish', 'wise')",0.26140127,0.2778583,0.5920921,0.6275074,0.0354153
60,-0.9226784,-1.0292392,"('inefficient', 'efficient')",0.2560648,0.28552514,-0.3333068,-0.371857,-0.0385502
61,-0.68648773,-0.7977027,"('illogical', 'logical')",0.41369924,0.23451355,-0.1363942,-0.2815946,-0.1452004
