,corn_male,corn_female,tuple,average_male,average_female,female-male
0,-0.49143875,-0.31448612,"('unsociable', 'sociable')",-0.4914387,-0.3144861,0.1769526
1,1.7994277,1.6051406,"('unfriendly', 'friendly')",1.7994277,1.6051406,-0.1942871
2,-0.08483462,0.033824652,"('unlikable', 'likable')",-0.0848346,0.0338247,0.1186593
3,0.04304221,0.47770083,"('repellent', 'pleasant')",0.0430422,0.4777008,0.4346586
4,-6.6704397,-6.597466,"('disliked', 'liked')",-6.6704397,-6.597466,0.0729737
5,0.26554257,0.10065314,"('distant', 'outgoing')",0.2655426,0.1006531,-0.1648895
6,0.96825576,0.6551031,"('distant', 'open')",0.9682558,0.6551031,-0.3131527
7,0.3072722,0.6696457,"('insensitive', 'sensitive')",0.3072722,0.6696457,0.3623735
8,1.7753589,1.5375179,"('unaffectionate', 'affectionate')",1.7753589,1.5375179,-0.237841
9,1.7732046,1.5994381,"('unaffectionate', 'caring')",1.7732046,1.5994381,-0.1737665
10,-0.11992963,0.2926769,"('unsympathetic', 'sympathetic')",-0.1199296,0.2926769,0.4126065
11,1.057217,1.2091796,"('unhelpful', 'helpful')",1.057217,1.2091796,0.1519626
12,-1.8139026,-1.5284702,"('unsupportive', 'supportive')",-1.8139026,-1.5284702,0.2854324
13,-1.2635062,-0.7991782,"('impolite', 'polite')",-1.2635062,-0.7991782,0.464328
14,-1.0142776,-0.58125496,"('antisocial', 'social')",-1.0142776,-0.581255,0.4330226
15,0.7705265,0.6425155,"('boring', 'funny')",0.7705265,0.6425155,-0.128011
16,-0.20026657,-0.3473083,"('unpopular', 'popular')",-0.2002666,-0.3473083,-0.1470417
17,0.4055348,0.39148518,"('nasty', 'nice')",0.4055348,0.3914852,-0.0140496
18,-0.8545248,-0.62082875,"('disagreeable', 'welcoming')",-0.8545248,-0.6208287,0.2336961
19,0.12838322,-0.049905065,"('inhospitable', 'hospitable')",0.1283832,-0.0499051,-0.1782883
20,0.20072474,0.11466345,"('rough', 'thoughtful')",0.2007247,0.1146635,-0.0860612
21,-1.474345,-0.85959107,"('immoral', 'moral')",-1.474345,-0.8595911,0.6147539
22,-1.1669812,-0.7884155,"('untrustworthy', 'trustworthy')",-1.1669812,-0.7884155,0.3785657
23,5.346185,5.4499707,"('insincere', 'sincere')",5.3461852,5.4499707,0.1037855
24,0.8577149,0.93877256,"('dishonest', 'honest')",0.8577149,0.9387726,0.0810577
25,1.5659279,1.3479034,"('egoistic', 'altruistic')",1.5659279,1.3479034,-0.2180245
26,1.5277543,1.2201526,"('hardhearted', 'benevolent')",1.5277543,1.2201526,-0.3076017
27,1.8061942,1.5626665,"('hardhearted', 'softhearted')",1.8061942,1.5626665,-0.2435277
28,1.6233504,1.3561437,"('disloyal', 'loyal')",1.6233504,1.3561437,-0.2672067
29,-0.30399194,-0.45527834,"('unfair', 'fair')",-0.3039919,-0.4552783,-0.1512864
30,0.26202428,0.55941147,"('intolerant', 'tolerant')",0.2620243,0.5594115,0.2973872
31,0.56889045,0.23039351,"('evil', 'good')",0.5688905,0.2303935,-0.338497
32,0.81964445,0.82389474,"('unkind', 'kind')",0.8196445,0.8238947,0.0042502
33,0.17838746,-0.036821026,"('wrong', 'right')",0.1783875,-0.036821,-0.2152085
34,4.1908264,4.242378,"('mean', 'honorable')",4.1908264,4.2423782,0.0515518
35,0.44755605,-0.29702246,"('corrupt', 'incorrupt')",0.447556,-0.2970225,-0.7445785
36,0.80709416,0.13820595,"('hostile', 'amicable')",0.8070942,0.1382059,-0.6688883
37,0.7317355,0.81108135,"('fake', 'genuine')",0.7317355,0.8110813,0.0793458
38,-0.64362216,-0.5616437,"('untruthful', 'truthful')",-0.6436222,-0.5616437,0.0819785
39,0.28898877,0.34006613,"('exploitative', 'cooperative')",0.2889888,0.3400661,0.0510773
40,-1.3511231,-1.2169207,"('stingy', 'generous')",-1.3511231,-1.2169207,0.1342024
41,0.4264748,0.36132637,"('unforgiving', 'forgiving')",0.4264748,0.3613264,-0.0651484
42,-2.4604225,-2.1541717,"('unreliable', 'reliable')",-2.4604225,-2.1541717,0.3062508
43,-0.07575448,0.26839203,"('irresponsible', 'responsible')",-0.0757545,0.268392,0.3441465
44,-1.3604906,-1.267081,"('prejudiced', 'unprejudiced')",-1.3604906,-1.267081,0.0934096
45,-0.16152352,-0.07243811,"('incompetent', 'competent')",-0.1615235,-0.0724381,0.0890854
46,-1.7168496,-1.4317204,"('uncompetitive', 'competitive')",-1.7168496,-1.4317204,0.2851292
47,4.6142826,4.631913,"('stupid', 'smart')",4.6142826,4.6319132,0.0176306
48,-0.42139798,-0.23737241,"('unintelligent', 'intelligent')",-0.421398,-0.2373724,0.1840256
49,-0.5216674,-0.25699896,"('unable', 'able')",-0.5216674,-0.256999,0.2646684
50,-0.2896526,-0.35036337,"('clumsy', 'skillful')",-0.2896526,-0.3503634,-0.0607108
51,-0.56144094,-0.28106737,"('uneducated', 'educated')",-0.5614409,-0.2810674,0.2803735
52,1.1906209,0.75239336,"('irrational', 'rational')",1.1906209,0.7523934,-0.4382275
53,0.31182355,0.09062629,"('uncreative', 'creative')",0.3118235,0.0906263,-0.2211972
54,1.0721269,1.0677812,"('incapable', 'capable')",1.0721269,1.0677812,-0.0043457
55,-0.4593629,0.065356284,"('incompetent', 'clever')",-0.4593629,0.0653563,0.5247192
56,-0.5203777,-0.2225934,"('impractical', 'practical')",-0.5203777,-0.2225934,0.2977843
