,dominion_male,dominion_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.67168814,-0.6544501,"('unsociable', 'sociable')",0.04607788,-0.03245912,-0.4367882,-0.5817913,-0.3541328,-0.4229002,-0.0687674
1,-0.79434246,-0.9569855,"('unfriendly', 'friendly')",0.2002764,0.011640267,1.1999123,1.0302609,0.2019488,0.0283052,-0.1736436
2,-0.5201497,-0.58439976,"('unlikable', 'likable')",0.99108386,0.9583812,0.3696429,0.42412716,0.2801924,0.2660362,-0.0141562
3,-0.59579045,-0.40796018,"('repellent', 'pleasant')",0.017561696,0.15317169,0.18906452,0.23527244,-0.1297214,-0.0065054,0.123216
4,0.0123239085,-0.14140275,"('disliked', 'liked')",0.34634897,0.253947,-6.025511,-5.972238,-1.8889459,-1.9532313,-0.0642854
5,-0.23896037,-0.6243654,"('distant', 'outgoing')",-0.44740656,-0.55459076,-0.3073833,-0.31434318,-0.3312501,-0.4977665,-0.1665164
6,-0.94301695,-1.3064556,"('distant', 'open')",-1.0925906,-1.2480888,-0.10215993,-0.14799483,-0.7125892,-0.9008464,-0.1882572
7,0.7208544,0.85235626,"('insensitive', 'sensitive')",0.85625273,0.9816632,0.98137826,0.98346436,0.8528285,0.9391613,0.0863328
8,-0.1444475,-0.27076367,"('unaffectionate', 'affectionate')",-1.2519614,-1.3836806,0.014418043,-0.08704691,-0.4606636,-0.580497,-0.1198334
9,0.53925943,0.42791453,"('unaffectionate', 'caring')",-0.09873065,-0.14402159,0.6911009,0.6450931,0.3772099,0.309662,-0.0675479
10,-0.12138291,0.047177434,"('unsympathetic', 'sympathetic')",-0.46986195,-0.4960237,-0.26573503,-0.3842674,-0.28566,-0.2777046,0.0079554
11,-0.58940434,-0.42527014,"('unhelpful', 'helpful')",0.28323695,0.37820238,1.9856167,1.9827007,0.5598164,0.645211,0.0853946
12,0.59978336,0.65707344,"('unsupportive', 'supportive')",0.50345796,0.507504,-1.6907065,-1.7079089,-0.1958217,-0.1811105,0.0147112
13,-0.06612389,0.022408135,"('impolite', 'polite')",0.3782292,0.4079526,0.08398234,0.03830076,0.1320292,0.1562205,0.0241913
14,0.31128725,0.48980546,"('antisocial', 'social')",0.9302397,1.0501351,-0.22254848,-0.1994333,0.3396595,0.4468358,0.1071763
15,-0.4477211,-0.592109,"('boring', 'funny')",-0.18339935,-0.3135546,0.4452046,0.41153532,-0.061972,-0.1647094,-0.1027374
16,-1.7949758,-1.8169919,"('unpopular', 'popular')",-0.3554245,-0.37660435,0.31674787,0.3814351,-0.6112174,-0.6040537,0.0071637
17,-0.9037579,-0.86080396,"('nasty', 'nice')",-0.8622355,-0.80752444,-0.31232378,-0.26083317,-0.6927724,-0.6430538,0.0497186
18,-0.21752807,-0.27517486,"('disagreeable', 'welcoming')",-0.78216237,-0.7708237,-0.5484603,-0.5750557,-0.5160503,-0.5403514,-0.0243011
19,-0.7771509,-1.0137218,"('inhospitable', 'hospitable')",-1.3254781,-1.4158963,-0.30422467,-0.3463563,-0.8022846,-0.9253248,-0.1230402
20,-0.22562733,-0.019305438,"('rough', 'thoughtful')",0.020450026,0.12068509,0.72174597,0.70276654,0.1721896,0.2680487,0.0958591
21,-0.17778644,-0.07223852,"('immoral', 'moral')",1.3451086,1.3925496,-0.45604002,-0.4288715,0.237094,0.2971465,0.0600525
22,-0.19812198,-0.14987266,"('untrustworthy', 'trustworthy')",-0.73581254,-0.76238865,-0.884614,-0.8462973,-0.6061828,-0.5861862,0.0199966
23,-0.21462223,-0.07053546,"('insincere', 'sincere')",-0.018248046,0.025205836,5.8343725,5.796731,1.8671675,1.9171338,0.0499663
24,0.8032505,0.84415597,"('dishonest', 'honest')",0.4623069,0.4586449,0.92315584,0.8830203,0.7295711,0.728607,-0.0009641
25,-0.51566523,-0.56205106,"('egoistic', 'altruistic')",0.57095003,0.55455106,0.9470102,0.9104272,0.3340983,0.3009757,-0.0331226
26,1.2502468,1.0405254,"('hardhearted', 'benevolent')",0.24171352,0.14566186,1.0977206,0.9380135,0.863227,0.7080669,-0.1551601
27,-0.08157856,-0.056116354,"('hardhearted', 'softhearted')",0.04560926,0.10832074,1.3823494,1.2999107,0.4487934,0.450705,0.0019116
28,0.8641686,0.9200986,"('disloyal', 'loyal')",-0.05803398,-0.07321964,0.7774511,0.71882486,0.5278619,0.5219013,-0.0059606
29,-0.53821373,-0.565288,"('unfair', 'fair')",-0.4629003,-0.4577342,-0.36875814,-0.505949,-0.456624,-0.5096571,-0.0530331
