,waters_male,waters_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.1211035,1.0985223,"('unsociable', 'sociable')",0.059160493,-0.053774938,0.590132,0.5223737,-0.0677583
1,0.585526,0.6441407,"('unfriendly', 'friendly')",1.004655,0.93717104,0.7950905,0.7906559,-0.0044346
2,0.1917161,0.23516473,"('unlikable', 'likable')",0.46070254,0.4315523,0.3262093,0.3333585,0.0071492
3,0.0837829,0.17993194,"('repellent', 'pleasant')",0.63249165,0.63862646,0.3581373,0.4092792,0.0511419
4,-1.0412896,-1.0952811,"('disliked', 'liked')",-6.793323,-6.958044,-3.9173064,-4.0266628,-0.1093564
5,-0.8326321,-0.84156495,"('distant', 'outgoing')",-0.86463004,-0.8999403,-0.8486311,-0.8707526,-0.0221215
6,-1.0744779,-0.99096483,"('distant', 'open')",-0.6288067,-0.6940165,-0.8516423,-0.8424907,0.0091516
7,1.7384021,1.8699566,"('insensitive', 'sensitive')",0.53618956,0.62659097,1.1372958,1.2482738,0.110978
8,0.13815896,0.18818185,"('unaffectionate', 'affectionate')",0.4493629,0.39559546,0.2937609,0.2918887,-0.0018722
9,1.4781995,1.5704101,"('unaffectionate', 'caring')",0.8810734,0.9025884,1.1796365,1.2364993,0.0568628
10,1.2421359,1.4055759,"('unsympathetic', 'sympathetic')",-0.5548555,-0.45692688,0.3436402,0.4743245,0.1306843
11,1.5664424,1.6261101,"('unhelpful', 'helpful')",1.4798852,1.686137,1.5231638,1.6561235,0.1329597
12,1.7698642,1.8578206,"('unsupportive', 'supportive')",-2.286226,-2.2445998,-0.2581809,-0.1933896,0.0647913
13,1.2144302,1.1687957,"('impolite', 'polite')",-0.9824427,-0.9030265,0.1159938,0.1328846,0.0168908
14,1.8637466,1.8040385,"('antisocial', 'social')",0.23989116,0.1832615,1.0518188,0.99365,-0.0581688
15,0.36784577,0.27133948,"('boring', 'funny')",-0.037945654,-0.07926867,0.1649501,0.0960354,-0.0689147
16,-1.0725777,-1.0995572,"('unpopular', 'popular')",0.09916339,0.05211007,-0.4867072,-0.5237235,-0.0370163
17,-0.65860766,-0.6681358,"('nasty', 'nice')",-0.5510854,-0.47696,-0.6048465,-0.5725479,0.0322986
18,-0.5304566,-0.45258823,"('disagreeable', 'welcoming')",-0.71768785,-0.7605804,-0.6240722,-0.6065843,0.0174879
19,-1.3117844,-1.2516044,"('inhospitable', 'hospitable')",-0.92866987,-0.84617394,-1.1202271,-1.0488892,0.0713379
20,-0.09188968,0.0010159984,"('rough', 'thoughtful')",0.93154967,0.9446585,0.41983,0.4728373,0.0530073
21,1.3142588,1.3109566,"('immoral', 'moral')",-0.15076981,-0.09301224,0.5817445,0.6089722,0.0272277
22,0.6175788,0.617226,"('untrustworthy', 'trustworthy')",-0.44093585,-0.47879878,0.0883215,0.0692136,-0.0191079
23,1.7474389,1.8251588,"('insincere', 'sincere')",5.6773796,5.7818108,3.7124093,3.8034849,0.0910756
24,1.2824576,1.2785139,"('dishonest', 'honest')",0.5507045,0.59789443,0.916581,0.9382042,0.0216232
25,-0.029472433,-0.04721639,"('egoistic', 'altruistic')",0.8859605,0.8100006,0.4282441,0.3813921,-0.046852
26,0.7445691,0.7069314,"('hardhearted', 'benevolent')",1.8561797,1.8221395,1.3003744,1.2645354,-0.035839
27,1.2015268,1.2053603,"('hardhearted', 'softhearted')",1.0055249,0.94948775,1.1035259,1.077424,-0.0261019
28,0.68950146,0.74545145,"('disloyal', 'loyal')",1.2619872,1.257844,0.9757444,1.0016477,0.0259033
29,0.41729346,0.36830312,"('unfair', 'fair')",-0.40890113,-0.55056524,0.0041962,-0.0911311,-0.0953273
30,1.7619832,1.7870467,"('intolerant', 'tolerant')",0.9265303,0.9304935,1.3442568,1.3587701,0.0145133
31,-1.9749961,-1.9479104,"('evil', 'good')",-0.9849427,-1.0760379,-1.4799694,-1.5119741,-0.0320047
32,0.8177003,0.8433806,"('unkind', 'kind')",0.65625805,0.5652647,0.7369792,0.7043226,-0.0326566
33,0.7275016,0.6421033,"('wrong', 'right')",-0.50864005,-0.601497,0.1094308,0.0203032,-0.0891276
34,0.39159477,0.43727976,"('mean', 'honorable')",5.5389404,5.7899194,2.9652677,3.1135995,0.1483318
35,-2.5105653,-2.6545548,"('corrupt', 'incorrupt')",-0.45910665,-0.59731025,-1.484836,-1.6259326,-0.1410966
36,-2.3969908,-2.4007225,"('hostile', 'amicable')",-0.40569603,-0.5675627,-1.4013433,-1.4841425,-0.0827992
37,0.3914931,0.40493262,"('fake', 'genuine')",0.24816775,0.30132434,0.3198304,0.3531285,0.0332981
38,0.55865705,0.55665237,"('untruthful', 'truthful')",-0.54035723,-0.42993465,0.0091499,0.0633589,0.054209
39,1.8921622,1.8930151,"('exploitative', 'cooperative')",0.53755355,0.5745108,1.2148578,1.233763,0.0189052
40,0.46089324,0.5177984,"('stingy', 'generous')",-1.8899665,-2.0034251,-0.7145366,-0.7428133,-0.0282767
41,0.5689253,0.60484153,"('unforgiving', 'forgiving')",0.0748188,-0.0459644,0.3218721,0.2794386,-0.0424335
42,1.153099,1.301742,"('unreliable', 'reliable')",-2.890428,-2.901769,-0.8686646,-0.8000135,0.0686511
43,1.8862721,2.0305638,"('irresponsible', 'responsible')",0.53822255,0.6233468,1.2122474,1.3269553,0.1147079
44,-1.0038968,-1.0431279,"('prejudiced', 'unprejudiced')",-1.0076872,-1.0632621,-1.005792,-1.053195,-0.047403
45,1.8484967,1.9591484,"('incompetent', 'competent')",0.30385536,0.2866965,1.076176,1.1229224,0.0467464
46,1.2660533,1.3874472,"('uncompetitive', 'competitive')",-0.7184847,-0.6982608,0.2737843,0.3445932,0.0708089
47,1.6080998,1.5849916,"('stupid', 'smart')",5.6401367,5.8079286,3.6241183,3.69646,0.0723417
48,0.6678962,0.7098081,"('unintelligent', 'intelligent')",0.6727893,0.72478235,0.6703427,0.7172952,0.0469525
49,0.19059408,0.2948824,"('unable', 'able')",-0.11634234,-0.04680362,0.0371259,0.1240394,0.0869135
50,-0.84965897,-0.81720513,"('clumsy', 'skillful')",0.11920595,0.045629747,-0.3652265,-0.3857877,-0.0205612
51,-0.20437945,-0.2097879,"('uneducated', 'educated')",0.07572549,0.04080139,-0.064327,-0.0844933,-0.0201663
