,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.39796266,-0.6772022,"('unsociable', 'sociable')",-1.871983,-2.1416774,-1.1349728,-1.4094398,-0.274467
1,0.42502412,0.43848476,"('unfriendly', 'friendly')",-0.5977328,-0.5428168,-0.0863543,-0.052166,0.0341883
2,1.4265693,1.426872,"('unlikable', 'likable')",1.7587461,1.7978784,1.5926578,1.6123753,0.0197175
3,-0.71492684,-0.77713084,"('repellent', 'pleasant')",-1.687794,-1.7183688,-1.2013605,-1.2477498,-0.0463893
4,-0.008039046,0.0033574328,"('disliked', 'liked')",0.45226854,0.47290233,0.2221147,0.2381299,0.0160152
5,0.33241636,0.5134975,"('distant', 'outgoing')",1.1029884,1.3412937,0.7177024,0.9273956,0.2096932
6,0.43378994,0.6487685,"('distant', 'open')",1.2142224,1.5597354,0.8240062,1.104252,0.2802458
7,-0.069377795,-0.22362222,"('insensitive', 'sensitive')",-1.3947465,-1.4901962,-0.7320622,-0.8569092,-0.124847
8,-0.21781573,-0.14650291,"('unaffectionate', 'affectionate')",-0.22080843,-0.042450152,-0.2193121,-0.0944765,0.1248356
9,0.7464591,0.76263124,"('unaffectionate', 'caring')",-0.7412855,-0.6411067,0.0025868,0.0607623,0.0581755
10,-1.116152,-1.313443,"('unsympathetic', 'sympathetic')",-2.3148913,-2.4892902,-1.7155217,-1.9013666,-0.1858449
11,-0.22529161,-0.44680846,"('unhelpful', 'helpful')",-1.6832278,-1.849782,-0.9542597,-1.1482952,-0.1940355
12,0.263883,0.1987204,"('unsupportive', 'supportive')",-0.99856657,-0.90118325,-0.3673418,-0.3512314,0.0161104
13,-0.82613117,-1.0617468,"('impolite', 'polite')",-1.899949,-2.079785,-1.3630401,-1.570766,-0.2077259
14,0.8553961,0.5640817,"('antisocial', 'social')",-0.7395848,-1.0073782,0.0579056,-0.2216482,-0.2795538
15,1.8337225,1.7501955,"('boring', 'funny')",1.5333953,1.4528023,1.6835589,1.6014988,-0.0820601
16,-0.37970135,-0.30241722,"('unpopular', 'popular')",0.16572158,0.2825068,-0.1069899,-0.0099552,0.0970347
17,-0.6179999,-0.6391988,"('nasty', 'nice')",-0.53603333,-0.46799135,-0.5770166,-0.5535951,0.0234215
18,-1.6098834,-1.591812,"('disagreeable', 'welcoming')",0.093145385,0.19236632,-0.758369,-0.6997228,0.0586462
19,0.10709128,0.23804416,"('inhospitable', 'hospitable')",0.17755824,0.36211425,0.1423248,0.3000792,0.1577544
20,-0.08195256,-0.1309872,"('rough', 'thoughtful')",-0.2062256,-0.20742875,-0.1440891,-0.169208,-0.0251189
21,1.0879725,0.9002405,"('immoral', 'moral')",-0.14164221,-0.35327592,0.4731652,0.2734823,-0.1996829
22,-0.080925785,-0.27467257,"('untrustworthy', 'trustworthy')",-0.3016054,-0.4328596,-0.1912656,-0.3537661,-0.1625005
23,0.1848427,0.038820434,"('insincere', 'sincere')",-2.0635204,-2.2137828,-0.9393389,-1.0874811,-0.1481422
24,0.08361145,-0.022470461,"('dishonest', 'honest')",-0.9232804,-0.9620135,-0.4198345,-0.492242,-0.0724075
25,0.57993084,0.71190196,"('egoistic', 'altruistic')",0.48924658,0.52198714,0.5345887,0.6169446,0.0823559
26,1.3614029,1.2869523,"('hardhearted', 'benevolent')",1.1430734,1.159111,1.2522382,1.2230316,-0.0292066
27,0.2096847,0.25997669,"('hardhearted', 'softhearted')",-1.7138188,-1.5870055,-0.752067,-0.6635144,0.0885526
28,-0.50683486,-0.6898571,"('disloyal', 'loyal')",-1.2479033,-1.3742776,-0.8773691,-1.0320673,-0.1546982
29,1.2458854,1.2364581,"('unfair', 'fair')",-0.038732987,-0.049383275,0.6035762,0.5935374,-0.0100388
30,0.5111018,0.27486727,"('intolerant', 'tolerant')",-0.8458446,-1.0673246,-0.1673714,-0.3962287,-0.2288573
31,-0.3007186,-0.088468425,"('evil', 'good')",0.9287143,1.2513021,0.3139978,0.5814168,0.267419
32,0.4206682,0.3335933,"('unkind', 'kind')",-0.26712865,-0.32050237,0.0767698,0.0065455,-0.0702243
33,0.99815965,1.0509298,"('wrong', 'right')",0.88538855,0.9542147,0.9417741,1.0025723,0.0607982
34,-0.34562725,-0.25493765,"('mean', 'honorable')",-0.42786115,-0.38077378,-0.3867442,-0.3178557,0.0688885
35,-0.7555223,-0.68695974,"('corrupt', 'incorrupt')",1.3648344,1.4112933,0.3046561,0.3621668,0.0575107
36,-0.12538557,0.060531214,"('hostile', 'amicable')",0.18256855,0.26328096,0.0285915,0.1619061,0.1333146
37,0.1865162,0.20754112,"('fake', 'genuine')",-0.35457468,-0.33715832,-0.0840292,-0.0648086,0.0192206
38,-1.3545983,-1.3398544,"('untruthful', 'truthful')",-1.1378053,-1.1470345,-1.2462018,-1.2434444,0.0027574
39,1.6595483,1.5808799,"('exploitative', 'cooperative')",-0.12736228,-0.2072565,0.766093,0.6868117,-0.0792813
40,-1.1127579,-1.1355431,"('stingy', 'generous')",-1.3734998,-1.2930274,-1.2431288,-1.2142853,0.0288435
41,-0.8120202,-0.9088795,"('unforgiving', 'forgiving')",-1.5605719,-1.5718482,-1.186296,-1.2403638,-0.0540678
42,0.5975121,0.5162972,"('unreliable', 'reliable')",1.2716933,1.2388223,0.9346027,0.8775598,-0.0570429
43,-0.0027569756,-0.07830432,"('irresponsible', 'responsible')",-1.9693283,-1.999859,-0.9860426,-1.0390817,-0.0530391
44,0.06682265,0.11260595,"('prejudiced', 'unprejudiced')",0.4737643,0.58915395,0.2702935,0.3508799,0.0805864
45,0.020930253,-0.20606895,"('incompetent', 'competent')",-2.2495449,-2.321391,-1.1143073,-1.26373,-0.1494227
46,-0.9673943,-1.1693239,"('uncompetitive', 'competitive')",-1.0778795,-1.3480787,-1.0226369,-1.2587013,-0.2360644
47,-0.60988766,-0.695028,"('stupid', 'smart')",-0.6044334,-0.59916866,-0.6071606,-0.6470983,-0.0399377
48,0.48230174,0.34250927,"('unintelligent', 'intelligent')",-1.6635014,-1.7626942,-0.5905998,-0.7100925,-0.1194927
49,-0.67908984,-0.7485766,"('unable', 'able')",-0.76521474,-0.74632305,-0.7221523,-0.7474498,-0.0252975
50,-0.34824696,-0.31659815,"('clumsy', 'skillful')",1.016659,1.0865898,0.334206,0.3849958,0.0507898
51,-0.9283224,-1.1235969,"('uneducated', 'educated')",-0.558216,-0.8533792,-0.7432692,-0.9884881,-0.2452189
52,0.47911486,0.5348227,"('irrational', 'rational')",1.374718,1.355872,0.9269164,0.9453474,0.018431
53,1.2787043,1.2939227,"('uncreative', 'creative')",-0.42910767,-0.50238186,0.4247983,0.3957704,-0.0290279
54,0.38485882,0.36447597,"('incapable', 'capable')",0.31261894,0.27763298,0.3487389,0.3210545,-0.0276844
55,0.2449895,-0.010383893,"('incompetent', 'clever')",-1.8537273,-1.9603765,-0.8043689,-0.9853802,-0.1810113
56,1.4495279,1.2497333,"('impractical', 'practical')",-1.081571,-1.3585502,0.1839784,-0.0544084,-0.2383868
57,-0.1929024,-0.43537498,"('unimaginative', 'imaginative')",-1.4379009,-1.6952995,-0.8154017,-1.0653372,-0.2499355
58,0.28300026,0.1683988,"('undiscriminating', 'discriminating')",0.14755028,0.029153751,0.2152753,0.0987763,-0.116499
59,0.5543831,0.6293041,"('foolish', 'wise')",1.127536,1.2342566,0.8409595,0.9317803,0.0908208
60,0.6846958,0.47619626,"('inefficient', 'efficient')",-1.750596,-1.9631509,-0.5329502,-0.7434773,-0.2105271
61,0.8944547,0.75059015,"('illogical', 'logical')",-0.09622722,-0.22247708,0.3991137,0.2640565,-0.1350572
62,0.89501673,0.7439836,"('incompetent', 'brilliant')",-1.4376894,-1.5119193,-0.2713363,-0.3839678,-0.1126315
63,-0.61818206,-0.74306893,"('unperceptive', 'insightful')",-0.51101595,-0.5990007,-0.564599,-0.6710348,-0.1064358
64,-0.66192126,-0.8056694,"('shy', 'confident')",-0.047503445,-0.21267441,-0.3547124,-0.5091719,-0.1544595
65,-0.020728536,-0.23720899,"('insecure', 'secure')",-1.0541096,-1.3718338,-0.5374191,-0.8045214,-0.2671023
66,-0.3474303,-0.24203876,"('inactive', 'active')",1.0697409,1.2596478,0.3611553,0.5088046,0.1476493
67,-0.6155261,-0.7062342,"('doubtful', 'determined')",-0.13359326,-0.18729818,-0.3745597,-0.4467662,-0.0722065
68,-1.3293513,-1.4751148,"('dependent', 'independent')",-1.013763,-1.1092559,-1.1715572,-1.2921853,-0.1206281
69,0.9412097,1.0988286,"('lazy', 'industrious')",1.5246009,1.708742,1.2329053,1.4037852,0.1708799
70,-1.326049,-1.5412049,"('lethargic', 'energetic')",-0.9762161,-1.0921288,-1.1511326,-1.3166668,-0.1655342
71,0.6145444,0.65870917,"('diffident', 'self-confident')",-0.5107281,-0.34118453,0.0519081,0.1587623,0.1068542
72,0.3198814,0.35629904,"('unambitious', 'ambitious')",-1.1851791,-1.2155384,-0.4326488,-0.4296197,0.0030291
73,0.9971275,1.0428236,"('helpless', 'self-reliant')",1.0462155,1.0329468,1.0216715,1.0378852,0.0162137
74,-0.12502548,-0.19576111,"('undedicated', 'dedicated')",-0.4925136,-0.49651068,-0.3087695,-0.3461359,-0.0373664
75,-0.4595401,-0.37022832,"('meek', 'impulsive')",0.40714753,0.48463672,-0.0261963,0.0572042,0.0834005
76,0.63087285,0.57606345,"('anxious', 'daring')",0.29887927,0.24519186,0.4648761,0.4106277,-0.0542484
77,0.7330497,0.7736311,"('unmotivated', 'motivated')",-0.6858453,-0.7783763,0.0236022,-0.0023726,-0.0259748
78,-0.6670581,-0.5754346,"('nonresilient', 'resilient')",-1.2646,-1.1152962,-0.9658291,-0.8453654,0.1204637
79,0.048911322,0.15781145,"('wavering', 'unwavering')",0.81052333,0.85502666,0.4297173,0.5064191,0.0767018
80,0.2474069,0.11331898,"('dominated', 'dominating')",-0.5951437,-0.7332738,-0.1738684,-0.3099774,-0.136109
81,-1.3049731,-1.6636657,"('submissive', 'aggressive')",-0.5629183,-0.9353386,-0.9339457,-1.2995021,-0.3655564
82,-0.78494364,-0.8011087,"('poor', 'rich')",-0.4860074,-0.5408902,-0.6354755,-0.6709995,-0.035524
83,0.65345657,0.61810243,"('powerless', 'powerful')",-0.4874929,-0.56434226,0.0829818,0.0268801,-0.0561017
84,0.68672806,0.6032854,"('inferior', 'superior')",0.0052778386,-0.14772312,0.3460029,0.2277811,-0.1182218
85,1.5762229,1.8229834,"('insignificant', 'prestigious')",1.6714429,1.9336272,1.6238329,1.8783053,0.2544724
86,-0.4938132,-0.7100583,"('uninfluential', 'influential')",-2.0279508,-2.2310538,-1.260882,-1.470556,-0.209674
87,0.4663975,0.37913182,"('unsuccessful', 'successful')",1.2165128,1.113567,0.8414552,0.7463494,-0.0951058
88,-0.38519162,-0.5689851,"('low', 'eminent')",0.8521463,0.5508879,0.2334774,-0.0090486,-0.242526
