,nortonlifelock_male,nortonlifelock_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.6088682,0.6090857,"('unsociable', 'sociable')",-0.1120754,-0.18439306,0.2483964,0.2123463,-0.0360501
1,-0.6381793,-0.8137244,"('unfriendly', 'friendly')",1.7357082,1.378736,0.5487645,0.2825058,-0.2662587
2,0.12881866,0.09714119,"('unlikable', 'likable')",0.5915896,0.6382881,0.3602042,0.3677146,0.0075104
3,-0.09296876,0.12641783,"('repellent', 'pleasant')",0.11153152,0.2500348,0.0092814,0.1882263,0.1789449
4,-1.206933,-1.4349412,"('disliked', 'liked')",-5.640582,-5.731358,-3.4237576,-3.5831497,-0.1593921
5,-1.2057359,-1.3221382,"('distant', 'outgoing')",-0.2654297,-0.3780448,-0.7355828,-0.8500915,-0.1145087
6,-1.2414004,-1.3258107,"('distant', 'open')",0.27885845,0.114886135,-0.481271,-0.6054623,-0.1241913
7,0.7651208,1.0447298,"('insensitive', 'sensitive')",0.65533984,0.7512059,0.7102304,0.8979679,0.1877375
8,-1.0623417,-1.164797,"('unaffectionate', 'affectionate')",0.7032102,0.41529557,-0.1795658,-0.3747507,-0.1951849
9,-0.42567676,-0.4676513,"('unaffectionate', 'caring')",1.0234272,0.83214104,0.2988752,0.1822449,-0.1166303
10,0.034738835,0.23990346,"('unsympathetic', 'sympathetic')",-0.079208,-0.05114698,-0.0222346,0.0943782,0.1166128
11,0.71787024,0.89581436,"('unhelpful', 'helpful')",1.8474334,1.8876166,1.2826519,1.3917155,0.1090636
12,0.28982857,0.48421088,"('unsupportive', 'supportive')",-1.5975738,-1.499426,-0.6538726,-0.5076076,0.146265
13,1.019414,1.0696596,"('impolite', 'polite')",-0.09158296,0.036245294,0.4639155,0.5529525,0.089037
14,1.3543525,1.5400847,"('antisocial', 'social')",-0.13565704,-0.0336404,0.6093477,0.7532222,0.1438745
15,0.24200979,0.11098543,"('boring', 'funny')",0.82076454,0.8111676,0.5313872,0.4610765,-0.0703107
16,-1.2532626,-1.3417712,"('unpopular', 'popular')",0.5409207,0.58458436,-0.356171,-0.3785934,-0.0224224
17,-0.2949701,-0.26536232,"('nasty', 'nice')",-0.44809824,-0.44073507,-0.3715342,-0.3530487,0.0184855
18,-0.7696914,-0.5974775,"('disagreeable', 'welcoming')",-0.4006452,-0.39907077,-0.5851683,-0.4982741,0.0868942
19,-1.2085096,-1.2805619,"('inhospitable', 'hospitable')",-0.14882572,-0.17307185,-0.6786677,-0.7268169,-0.0481492
20,0.34898716,0.47626317,"('rough', 'thoughtful')",1.2044554,1.1825893,0.7767212,0.8294262,0.052705
21,0.91262084,1.0605087,"('immoral', 'moral')",-0.56288624,-0.43043226,0.1748673,0.3150382,0.1401709
22,0.530587,0.65855265,"('untrustworthy', 'trustworthy')",-0.6972753,-0.6813181,-0.0833441,-0.0113827,0.0719614
23,0.5030906,0.6716776,"('insincere', 'sincere')",4.975593,4.8513417,2.7393417,2.7615097,0.022168
24,0.62978286,0.71735406,"('dishonest', 'honest')",0.5061132,0.481731,0.567948,0.5995425,0.0315945
