,precision_male,precision_female,tuple,castparts_male,castparts_female,corp_male,corp_female,average_male,average_female,female-male
0,1.8269322,2.1174536,"('unsociable', 'sociable')",-0.0039306246,0.05074241,-0.08154098,-0.20803508,0.5804869,0.653387,0.0729001
1,-0.67296165,-0.8763577,"('unfriendly', 'friendly')",0.03247858,0.030815873,1.7114594,1.5962634,0.3569921,0.2502405,-0.1067516
2,0.1949985,0.23409276,"('unlikable', 'likable')",0.096117556,0.26368916,0.52119416,0.5678445,0.2707701,0.3552088,0.0844387
3,-0.04168516,0.22033224,"('repellent', 'pleasant')",-0.7305153,-0.540793,0.74559367,0.79518074,-0.0088689,0.15824,0.1671089
4,-0.75052494,-0.9516707,"('disliked', 'liked')",-0.19454259,-0.20563152,-7.136394,-7.414264,-2.6938206,-2.8571889,-0.1633683
5,-2.4146974,-2.683122,"('distant', 'outgoing')",-0.07724359,-0.06890133,-0.2836229,-0.3248307,-0.925188,-1.025618,-0.10043
6,-2.5476804,-2.8547916,"('distant', 'open')",-0.3621887,-0.32775754,-0.013372447,-0.05487888,-0.9744139,-1.0791427,-0.1047288
7,0.9042687,1.0735508,"('insensitive', 'sensitive')",-0.34557337,-0.22667459,0.14559072,0.18817624,0.234762,0.3450175,0.1102555
8,-1.2499706,-1.527265,"('unaffectionate', 'affectionate')",-0.6678722,-0.68227816,1.1722349,1.1235013,-0.248536,-0.362014,-0.113478
9,0.013231473,-0.17477888,"('unaffectionate', 'caring')",-0.12732576,-0.105675995,1.4846646,1.492681,0.4568568,0.4040754,-0.0527814
10,1.5652652,1.9275708,"('unsympathetic', 'sympathetic')",-0.83428437,-0.6153651,-0.5412084,-0.44493598,0.0632575,0.2890899,0.2258324
11,0.8945773,1.0980104,"('unhelpful', 'helpful')",-0.19617684,-0.05425175,1.4007751,1.5793767,0.6997252,0.8743784,0.1746532
12,1.3068169,1.5153894,"('unsupportive', 'supportive')",0.13415672,0.32433417,-2.0111003,-2.072095,-0.1900422,-0.0774571,0.1125851
13,1.4639373,1.6534685,"('impolite', 'polite')",0.11883628,0.18452644,-0.8045786,-0.7337666,0.2593983,0.3680761,0.1086778
14,1.9224582,2.1878695,"('antisocial', 'social')",0.44843566,0.47656986,-0.49529198,-0.587769,0.6252007,0.6922235,0.0670228
15,-0.6167826,-0.82789266,"('boring', 'funny')",0.36323318,0.2741535,-0.3611805,-0.43558353,-0.20491,-0.3297742,-0.1248642
16,-1.073767,-1.2865617,"('unpopular', 'popular')",-0.69449025,-0.64571,0.5771472,0.5397885,-0.3970366,-0.4641611,-0.0671245
17,-0.75035536,-0.78282976,"('nasty', 'nice')",-0.310614,-0.20087142,-0.7763596,-0.7532175,-0.612443,-0.5789729,0.0334701
18,-0.82988435,-0.8702208,"('disagreeable', 'welcoming')",-0.94451505,-0.781556,-0.5541726,-0.6334122,-0.7761907,-0.7617296,0.0144611
19,-0.80803585,-0.87112665,"('inhospitable', 'hospitable')",-1.0473729,-0.9396405,-0.46648636,-0.35917246,-0.773965,-0.7233132,0.0506518
20,1.4486994,1.590214,"('rough', 'thoughtful')",-0.42795816,-0.3071204,1.0245913,1.0281284,0.6817775,0.7704074,0.0886299
21,1.3132257,1.6382859,"('immoral', 'moral')",-0.18243492,-0.006698359,-0.987831,-0.8781117,0.0476533,0.2511586,0.2035053
22,0.4362994,0.6144248,"('untrustworthy', 'trustworthy')",-0.28973505,-0.23431131,-1.1035827,-1.1751978,-0.3190061,-0.2650281,0.053978
23,1.7668692,1.9739916,"('insincere', 'sincere')",0.40233046,0.5879555,5.421208,5.6110272,2.5301358,2.7243249,0.1941891
24,0.74657696,0.76908773,"('dishonest', 'honest')",0.19137812,0.28840023,0.41704616,0.4714219,0.4516671,0.5096366,0.0579695
25,-0.20248464,-0.3479663,"('egoistic', 'altruistic')",0.44080937,0.48039463,1.2683883,1.2573992,0.5022377,0.4632758,-0.0389619
26,0.037326828,-0.096682325,"('hardhearted', 'benevolent')",0.87505096,0.7763368,1.8192348,1.6738734,0.9105376,0.7845093,-0.1260283
27,-0.51004773,-0.51516944,"('hardhearted', 'softhearted')",-0.444436,-0.34405786,1.6581519,1.5141289,0.234556,0.2183005,-0.0162555
28,1.0188904,1.0033458,"('disloyal', 'loyal')",-0.47434387,-0.4645409,0.9957136,1.0244678,0.51342,0.5210909,0.0076709
29,-0.22043438,-0.3522024,"('unfair', 'fair')",-0.99752486,-1.1680142,-0.3461718,-0.5289226,-0.521377,-0.6830464,-0.1616694
30,1.0155416,1.143793,"('intolerant', 'tolerant')",-0.08333943,0.040497854,0.50069505,0.474822,0.4776324,0.5530376,0.0754052
31,-2.2974885,-2.6963568,"('evil', 'good')",-0.53939885,-0.5599729,-0.48840037,-0.6200914,-1.1084293,-1.2921403,-0.183711
32,0.38088167,0.5022474,"('unkind', 'kind')",0.6395899,0.6969009,0.646675,0.56424576,0.5557155,0.587798,0.0320825
33,1.0038408,0.7216323,"('wrong', 'right')",0.73033124,0.6466684,-0.31318578,-0.40925434,0.4736621,0.3196821,-0.15398
34,0.064041294,0.060101457,"('mean', 'honorable')",-0.12877154,0.120472334,5.3621473,5.700249,1.7658057,1.9602744,0.1944687
35,-1.5030035,-1.9409591,"('corrupt', 'incorrupt')",-0.0035198955,-0.16480812,-0.1424441,-0.25943342,-0.5496558,-0.7884003,-0.2387445
36,-1.6269019,-2.0598836,"('hostile', 'amicable')",-0.4563177,-0.46658146,0.20222831,0.030423522,-0.6269971,-0.8320138,-0.2050167
37,0.12022765,0.20023021,"('fake', 'genuine')",-0.40750235,-0.29681793,0.03594608,0.1255987,-0.0837762,0.0096703,0.0934465
38,0.8223775,0.792297,"('untruthful', 'truthful')",0.39051652,0.48066264,-0.32426932,-0.19480497,0.2962082,0.3593849,0.0631767
39,1.8702627,1.974051,"('exploitative', 'cooperative')",0.4235538,0.42333752,0.095821805,0.14221895,0.7965461,0.8465358,0.0499897
40,0.33192292,0.28080082,"('stingy', 'generous')",-0.11791397,-0.100945905,-1.7897525,-1.9973319,-0.5252479,-0.6058257,-0.0805778
41,0.21224403,0.22804913,"('unforgiving', 'forgiving')",-0.12741989,0.012940733,-0.06739318,-0.18301877,0.0058103,0.0193237,0.0135134
42,0.7827181,0.9071837,"('unreliable', 'reliable')",0.061946165,0.24146758,-3.2164576,-3.2634554,-0.7905978,-0.7049348,0.085663
43,1.5780649,1.8482988,"('irresponsible', 'responsible')",-0.121922106,0.076293685,0.04735675,0.14946985,0.5011665,0.6913541,0.1901876
44,-0.721751,-0.7764456,"('prejudiced', 'unprejudiced')",0.0601297,0.04896486,-1.3951617,-1.3831605,-0.6855943,-0.7035471,-0.0179528
45,1.4243417,1.6523124,"('incompetent', 'competent')",0.00468909,0.24025224,0.082767054,0.05775732,0.5039326,0.6501073,0.1461747
46,1.7533846,2.1510923,"('uncompetitive', 'competitive')",-0.7853481,-0.5701747,-1.1747613,-1.1220207,-0.0689083,0.1529656,0.2218739
47,0.42993808,0.6138254,"('stupid', 'smart')",1.0923597,1.2251123,5.620201,5.87086,2.380833,2.5699326,0.1890996
48,0.66703784,0.73066795,"('unintelligent', 'intelligent')",-0.84842163,-0.78336006,0.46971083,0.4852159,0.096109,0.1441746,0.0480656
49,-0.16582772,-0.070168,"('unable', 'able')",-0.8534517,-0.62893397,-0.5679288,-0.45262206,-0.5290694,-0.383908,0.1451614
50,0.35922274,0.32375112,"('clumsy', 'skillful')",0.5633595,0.6367674,0.2820668,0.22699177,0.4015497,0.3958368,-0.0057129
51,0.85680985,1.018992,"('uneducated', 'educated')",-1.1002325,-1.1607152,-0.102144755,-0.15608278,-0.1151891,-0.0992687,0.0159204
52,-0.093398646,-0.4664748,"('irrational', 'rational')",0.38211748,0.11870996,0.45752504,0.29825357,0.2487479,-0.0165038,-0.2652517
53,0.1374795,0.19892554,"('uncreative', 'creative')",-0.32973707,-0.23425838,0.50457263,0.3946694,0.104105,0.1197789,0.0156739
54,-0.7952169,-0.8855275,"('incapable', 'capable')",-0.45726463,-0.5088449,0.62592673,0.744005,-0.2088516,-0.2167891,-0.0079375
55,1.8745233,2.3357313,"('incompetent', 'clever')",-0.9064221,-0.6942306,-0.014968485,0.041099686,0.3177109,0.5608668,0.2431559
56,2.5682192,2.795791,"('impractical', 'practical')",0.9892708,1.1178619,-1.0294724,-0.90833515,0.8426725,1.0017726,0.1591001
57,0.7115453,0.87090546,"('unimaginative', 'imaginative')",-0.14179729,-0.046545833,-3.2319841,-3.3312902,-0.8874121,-0.8356435,0.0517686
58,0.6283097,0.58049434,"('undiscriminating', 'discriminating')",0.16058086,0.24713491,-0.17539027,-0.21032646,0.2045001,0.2057676,0.0012675
59,-1.166328,-1.4932542,"('foolish', 'wise')",0.066855274,-0.027711023,0.19719352,0.22527535,-0.3007597,-0.4318966,-0.1311369
60,2.6626198,3.0987024,"('inefficient', 'efficient')",0.89729285,1.1664196,-0.5885944,-0.35213527,0.9904394,1.3043289,0.3138895
61,1.7005453,1.7187068,"('illogical', 'logical')",0.1369146,0.040049464,0.44442913,0.27873668,0.7606297,0.6791643,-0.0814654
62,0.8870555,1.2424259,"('incompetent', 'brilliant')",-0.37889996,-0.14192931,-0.21153761,-0.030758228,0.0988727,0.3565795,0.2577068
63,0.3079105,0.55387235,"('unperceptive', 'insightful')",-0.41696647,-0.18798558,0.32177505,0.4228653,0.0709064,0.2629174,0.192011
64,0.62887883,0.67055106,"('shy', 'confident')",0.017461354,-0.051146407,-6.5933733,-6.770351,-1.9823443,-2.0503154,-0.0679711
65,2.17747,2.4164422,"('insecure', 'secure')",0.30630013,0.22223826,-0.49110007,-0.40019315,0.6642234,0.7461624,0.081939
66,-0.37957084,-0.5024304,"('inactive', 'active')",-0.52535844,-0.58415365,0.7747261,0.7762163,-0.0434011,-0.1034559,-0.0600548
67,1.3045381,1.2255149,"('doubtful', 'determined')",1.0679715,1.0361917,-0.31934956,-0.2994883,0.6843867,0.6540728,-0.0303139
68,-0.15515804,-0.14892152,"('dependent', 'independent')",-1.3250271,-1.3815932,-1.0199866,-0.9996986,-0.8333906,-0.8434045,-0.0100139
69,-0.35506546,-0.6725745,"('lazy', 'industrious')",0.9846823,0.8853012,-0.41023785,-0.46223184,0.0731263,-0.0831684,-0.1562947
70,0.80085945,1.0161161,"('lethargic', 'energetic')",-0.35809407,-0.21290173,-0.22075242,-0.1554413,0.0740043,0.2159244,0.1419201
71,0.8299398,0.8146844,"('diffident', 'self-confident')",0.8881064,0.93981326,0.32214427,0.32035094,0.6800635,0.6916162,0.0115527
72,1.1929758,1.3165183,"('unambitious', 'ambitious')",-0.3131703,-0.3745121,-0.4412222,-0.35627517,0.1461944,0.1952437,0.0490493
73,0.6590328,0.5584179,"('helpless', 'self-reliant')",0.033363607,-0.085915744,-3.1612005,-3.2043314,-0.8229347,-0.9106097,-0.087675
74,1.8382492,2.0258708,"('undedicated', 'dedicated')",0.045855366,0.26401204,-0.27808064,-0.31013393,0.5353413,0.6599163,0.124575
75,-1.9498644,-2.1711519,"('meek', 'impulsive')",-1.0295923,-1.1551747,-0.5926881,-0.5603783,-1.1907149,-1.2955683,-0.1048534
76,1.2791193,1.5998967,"('anxious', 'daring')",0.062425256,0.29676414,-0.43586332,-0.32538217,0.3018937,0.5237595,0.2218658
77,1.8588347,2.0528457,"('unmotivated', 'motivated')",-1.0014017,-0.84402955,-1.3989563,-1.2251694,-0.1805077,-0.0054511,0.1750566
78,0.64095235,0.8792379,"('nonresilient', 'resilient')",-0.118156865,0.07187325,0.22232686,0.23779422,0.2483741,0.3963018,0.1479277
79,-1.2895222,-1.6065408,"('wavering', 'unwavering')",-0.5949633,-0.5808201,-0.27167737,-0.18515553,-0.7187209,-0.7908388,-0.0721179
80,0.9565968,1.3869833,"('dominated', 'dominating')",-0.34459248,-0.34118453,-1.3089437,-1.1388903,-0.2323132,-0.0310305,0.2012827
81,0.37830108,0.6683815,"('submissive', 'aggressive')",-0.5551114,-0.5801739,-1.324333,-1.1337056,-0.5003811,-0.3484993,0.1518818
82,-0.48872095,-0.3494393,"('poor', 'rich')",-0.16773728,-0.018054469,6.4537387,6.638833,1.9324268,2.0904465,0.1580197
