,sportsman_male,sportsman_female,tuple,average_male,average_female,female-male
0,0.5954834,0.50031567,"('unsociable', 'sociable')",0.5954834,0.5003157,-0.0951677
1,0.9146105,0.7601892,"('unfriendly', 'friendly')",0.9146105,0.7601892,-0.1544213
2,0.54121655,0.71315086,"('unlikable', 'likable')",0.5412166,0.7131509,0.1719343
3,1.0820774,1.1733736,"('repellent', 'pleasant')",1.0820774,1.1733736,0.0912962
4,-6.8106065,-6.7361045,"('disliked', 'liked')",-6.8106065,-6.7361045,0.074502
5,-0.4270656,-0.26809034,"('distant', 'outgoing')",-0.4270656,-0.2680903,0.1589753
6,-0.3754281,-0.24958292,"('distant', 'open')",-0.3754281,-0.2495829,0.1258452
7,0.90369,0.90463376,"('insensitive', 'sensitive')",0.90369,0.9046338,0.0009438
8,0.5859607,0.46886048,"('unaffectionate', 'affectionate')",0.5859607,0.4688605,-0.1171002
9,1.2493535,1.2541307,"('unaffectionate', 'caring')",1.2493535,1.2541307,0.0047772
10,1.5652604,1.6011717,"('unsympathetic', 'sympathetic')",1.5652604,1.6011717,0.0359113
11,2.2414465,2.262516,"('unhelpful', 'helpful')",2.2414465,2.262516,0.0210695
12,-1.4578297,-1.3379219,"('unsupportive', 'supportive')",-1.4578297,-1.3379219,0.1199078
13,0.7313293,0.76032084,"('impolite', 'polite')",0.7313293,0.7603208,0.0289915
14,0.3561473,0.25663984,"('antisocial', 'social')",0.3561473,0.2566398,-0.0995075
15,0.74019605,0.60275996,"('boring', 'funny')",0.740196,0.60276,-0.137436
16,-0.12563388,-0.14213926,"('unpopular', 'popular')",-0.1256339,-0.1421393,-0.0165054
17,-0.08519218,-0.0248904,"('nasty', 'nice')",-0.0851922,-0.0248904,0.0603018
18,-0.49931237,-0.5296631,"('disagreeable', 'welcoming')",-0.4993124,-0.5296631,-0.0303507
19,-0.8029775,-0.64384925,"('inhospitable', 'hospitable')",-0.8029775,-0.6438493,0.1591282
20,0.76968974,0.5731369,"('rough', 'thoughtful')",0.7696897,0.5731369,-0.1965528
21,0.46530056,0.5988339,"('immoral', 'moral')",0.4653006,0.5988339,0.1335333
22,0.17005867,0.23346406,"('untrustworthy', 'trustworthy')",0.1700587,0.2334641,0.0634054
