,planet_male,planet_female,tuple,average_male,average_female,female-male
0,-0.14004026,-0.28300273,"('unsociable', 'sociable')",-0.1400403,-0.2830027,-0.1429624
1,1.3473569,1.1633354,"('unfriendly', 'friendly')",1.3473569,1.1633354,-0.1840215
2,0.16949257,0.27863687,"('unlikable', 'likable')",0.1694926,0.2786369,0.1091443
3,0.91172564,0.89948076,"('repellent', 'pleasant')",0.9117256,0.8994808,-0.0122448
4,-7.257977,-7.1576324,"('disliked', 'liked')",-7.257977,-7.1576324,0.1003446
5,-0.013498921,0.05747291,"('distant', 'outgoing')",-0.0134989,0.0574729,0.0709718
6,0.16135876,0.26573163,"('distant', 'open')",0.1613588,0.2657316,0.1043728
7,0.3056086,0.3997249,"('insensitive', 'sensitive')",0.3056086,0.3997249,0.0941163
8,0.9717171,0.92358524,"('unaffectionate', 'affectionate')",0.9717171,0.9235852,-0.0481319
9,1.6531657,1.655267,"('unaffectionate', 'caring')",1.6531657,1.655267,0.0021013
10,0.83120656,0.9610009,"('unsympathetic', 'sympathetic')",0.8312066,0.9610009,0.1297943
11,2.0229266,2.1049173,"('unhelpful', 'helpful')",2.0229266,2.1049173,0.0819907
12,-1.7818948,-1.7166475,"('unsupportive', 'supportive')",-1.7818948,-1.7166475,0.0652473
13,0.06568937,-0.05104948,"('impolite', 'polite')",0.0656894,-0.0510495,-0.1167389
14,-0.5518968,-0.66724354,"('antisocial', 'social')",-0.5518968,-0.6672435,-0.1153467
15,0.16217814,0.118931875,"('boring', 'funny')",0.1621781,0.1189319,-0.0432462
16,-0.2987041,-0.30166355,"('unpopular', 'popular')",-0.2987041,-0.3016635,-0.0029594
17,-0.12880743,-0.09841935,"('nasty', 'nice')",-0.1288074,-0.0984194,0.030388
18,-1.009691,-1.1232568,"('disagreeable', 'welcoming')",-1.009691,-1.1232568,-0.1135658
19,-0.28642526,-0.17296234,"('inhospitable', 'hospitable')",-0.2864253,-0.1729623,0.113463
20,0.61916065,0.49217752,"('rough', 'thoughtful')",0.6191607,0.4921775,-0.1269832
21,0.08096158,0.16870171,"('immoral', 'moral')",0.0809616,0.1687017,0.0877401
22,-0.7067195,-0.68065125,"('untrustworthy', 'trustworthy')",-0.7067195,-0.6806512,0.0260683
23,6.42602,6.336815,"('insincere', 'sincere')",6.4260201,6.3368149,-0.0892052
24,1.5831879,1.6287965,"('dishonest', 'honest')",1.5831879,1.6287965,0.0456086
25,0.18111542,0.0061721206,"('egoistic', 'altruistic')",0.1811154,0.0061721,-0.1749433
26,0.023181926,-0.06504259,"('hardhearted', 'benevolent')",0.0231819,-0.0650426,-0.0882245
27,1.4994283,1.3465633,"('hardhearted', 'softhearted')",1.4994283,1.3465633,-0.152865
28,1.1935774,1.1785786,"('disloyal', 'loyal')",1.1935774,1.1785786,-0.0149988
29,-0.47331744,-0.5234223,"('unfair', 'fair')",-0.4733174,-0.5234223,-0.0501049
30,0.67834383,0.6255019,"('intolerant', 'tolerant')",0.6783438,0.6255019,-0.0528419
31,-1.7032447,-1.690945,"('evil', 'good')",-1.7032447,-1.690945,0.0122997
32,1.0106709,0.9460382,"('unkind', 'kind')",1.0106709,0.9460382,-0.0646327
33,-0.37984014,-0.35786188,"('wrong', 'right')",-0.3798401,-0.3578619,0.0219782
34,4.9653215,5.030214,"('mean', 'honorable')",4.9653215,5.0302138,0.0648923
35,-0.8327466,-0.89147085,"('corrupt', 'incorrupt')",-0.8327466,-0.8914708,-0.0587242
36,-0.5171375,-0.6843909,"('hostile', 'amicable')",-0.5171375,-0.6843909,-0.1672534
37,0.6574842,0.75395864,"('fake', 'genuine')",0.6574842,0.7539586,0.0964744
38,0.19399378,0.24687634,"('untruthful', 'truthful')",0.1939938,0.2468763,0.0528825
39,-0.13391727,-0.15979691,"('exploitative', 'cooperative')",-0.1339173,-0.1597969,-0.0258796
40,-2.217855,-2.3168824,"('stingy', 'generous')",-2.217855,-2.3168824,-0.0990274
41,0.16757178,0.09051872,"('unforgiving', 'forgiving')",0.1675718,0.0905187,-0.0770531
42,-2.6502538,-2.4850562,"('unreliable', 'reliable')",-2.6502538,-2.4850562,0.1651976
43,0.7959978,0.8361149,"('irresponsible', 'responsible')",0.7959978,0.8361149,0.0401171
44,-1.1067634,-1.1437336,"('prejudiced', 'unprejudiced')",-1.1067634,-1.1437336,-0.0369702
45,0.010136416,0.0857832,"('incompetent', 'competent')",0.0101364,0.0857832,0.0756468
46,-0.77652895,-0.7621652,"('uncompetitive', 'competitive')",-0.776529,-0.7621652,0.0143638
47,5.4920487,5.577573,"('stupid', 'smart')",5.4920487,5.5775728,0.0855241
