,procurement_male,procurement_female,tuple,average_male,average_female,female-male
0,0.13288458,-0.07031342,"('unsociable', 'sociable')",0.1328846,-0.0703134,-0.203198
1,1.3910227,1.2940394,"('unfriendly', 'friendly')",1.3910227,1.2940394,-0.0969833
2,0.68956137,0.7300954,"('unlikable', 'likable')",0.6895614,0.7300954,0.040534
3,0.52220815,0.76145947,"('repellent', 'pleasant')",0.5222082,0.7614595,0.2392513
4,-7.518364,-7.5074077,"('disliked', 'liked')",-7.518364,-7.5074077,0.0109563
5,-0.52488935,-0.36342102,"('distant', 'outgoing')",-0.5248893,-0.363421,0.1614683
6,-0.17935923,-0.046626244,"('distant', 'open')",-0.1793592,-0.0466262,0.132733
7,0.5667313,0.7596716,"('insensitive', 'sensitive')",0.5667313,0.7596716,0.1929403
8,1.3710618,1.3297771,"('unaffectionate', 'affectionate')",1.3710618,1.3297771,-0.0412847
9,1.838123,1.9177473,"('unaffectionate', 'caring')",1.838123,1.9177473,0.0796243
10,0.9614894,1.154524,"('unsympathetic', 'sympathetic')",0.9614894,1.154524,0.1930346
11,2.104557,2.1398458,"('unhelpful', 'helpful')",2.104557,2.1398458,0.0352888
12,-1.6763083,-1.5580438,"('unsupportive', 'supportive')",-1.6763083,-1.5580438,0.1182645
13,0.09292096,-0.025299586,"('impolite', 'polite')",0.092921,-0.0252996,-0.1182206
14,0.0014379099,-0.101387724,"('antisocial', 'social')",0.0014379,-0.1013877,-0.1028256
15,0.31570846,0.22866336,"('boring', 'funny')",0.3157085,0.2286634,-0.0870451
16,-0.45366412,-0.39130676,"('unpopular', 'popular')",-0.4536641,-0.3913068,0.0623573
17,-0.16277157,-0.14727867,"('nasty', 'nice')",-0.1627716,-0.1472787,0.0154929
18,-0.8550131,-0.86498314,"('disagreeable', 'welcoming')",-0.8550131,-0.8649831,-0.00997
19,-0.5960912,-0.44674143,"('inhospitable', 'hospitable')",-0.5960912,-0.4467414,0.1493498
20,1.0801204,0.83625114,"('rough', 'thoughtful')",1.0801204,0.8362511,-0.2438693
21,-0.034191854,0.15158996,"('immoral', 'moral')",-0.0341919,0.15159,0.1857819
22,-0.95395577,-0.8671831,"('untrustworthy', 'trustworthy')",-0.9539558,-0.8671831,0.0867727
23,6.787123,6.8217745,"('insincere', 'sincere')",6.7871232,6.8217745,0.0346513
24,1.4544692,1.619635,"('dishonest', 'honest')",1.4544692,1.619635,0.1651658
25,0.8969388,0.7378311,"('egoistic', 'altruistic')",0.8969388,0.7378311,-0.1591077
26,0.9140555,0.57743347,"('hardhearted', 'benevolent')",0.9140555,0.5774335,-0.336622
27,1.4763396,1.3827854,"('hardhearted', 'softhearted')",1.4763396,1.3827854,-0.0935542
28,1.3847835,1.2469629,"('disloyal', 'loyal')",1.3847835,1.2469629,-0.1378206
29,-0.6816002,-0.72728705,"('unfair', 'fair')",-0.6816002,-0.7272871,-0.0456869
30,1.2170593,1.2321264,"('intolerant', 'tolerant')",1.2170593,1.2321264,0.0150671
31,-1.949952,-1.8513695,"('evil', 'good')",-1.949952,-1.8513695,0.0985825
32,1.398289,1.2880179,"('unkind', 'kind')",1.398289,1.2880179,-0.1102711
33,-0.39674142,-0.43964046,"('wrong', 'right')",-0.3967414,-0.4396405,-0.0428991
34,4.937265,5.16884,"('mean', 'honorable')",4.9372649,5.1688399,0.231575
35,-1.2000272,-1.323638,"('corrupt', 'incorrupt')",-1.2000272,-1.323638,-0.1236108
36,-0.7036081,-0.85108364,"('hostile', 'amicable')",-0.7036081,-0.8510836,-0.1474755
37,0.7157269,0.78703845,"('fake', 'genuine')",0.7157269,0.7870384,0.0713115
38,0.32880062,0.29111344,"('untruthful', 'truthful')",0.3288006,0.2911134,-0.0376872
39,-0.23523158,-0.23033138,"('exploitative', 'cooperative')",-0.2352316,-0.2303314,0.0049002
40,-2.162783,-2.1000736,"('stingy', 'generous')",-2.1627829,-2.1000736,0.0627093
41,0.12236521,-0.023001952,"('unforgiving', 'forgiving')",0.1223652,-0.023002,-0.1453672
42,-2.778682,-2.577907,"('unreliable', 'reliable')",-2.778682,-2.5779071,0.2007749
43,1.1058718,1.1519545,"('irresponsible', 'responsible')",1.1058718,1.1519545,0.0460827
44,-1.2671595,-1.3368742,"('prejudiced', 'unprejudiced')",-1.2671595,-1.3368742,-0.0697147
45,0.18565278,0.27172068,"('incompetent', 'competent')",0.1856528,0.2717207,0.0860679
46,-0.6191904,-0.44805843,"('uncompetitive', 'competitive')",-0.6191904,-0.4480584,0.171132
47,5.7278423,5.9157805,"('stupid', 'smart')",5.7278423,5.9157805,0.1879382
48,0.6024392,0.64896464,"('unintelligent', 'intelligent')",0.6024392,0.6489646,0.0465254
49,0.4516248,0.5647179,"('unable', 'able')",0.4516248,0.5647179,0.1130931
50,-0.22628637,-0.1823923,"('clumsy', 'skillful')",-0.2262864,-0.1823923,0.0438941
51,0.16928098,0.25827172,"('uneducated', 'educated')",0.169281,0.2582717,0.0889907
52,-0.41890416,-0.52532417,"('irrational', 'rational')",-0.4189042,-0.5253242,-0.10642
53,0.33748108,0.39800653,"('uncreative', 'creative')",0.3374811,0.3980065,0.0605254
54,1.3413776,1.5397885,"('incapable', 'capable')",1.3413776,1.5397885,0.1984109
55,0.7592031,0.9389587,"('incompetent', 'clever')",0.7592031,0.9389587,0.1797556
56,0.8268803,0.874555,"('impractical', 'practical')",0.8268803,0.874555,0.0476747
57,-2.7909465,-2.6685882,"('unimaginative', 'imaginative')",-2.7909465,-2.6685882,0.1223583
58,0.2047645,0.11301736,"('undiscriminating', 'discriminating')",0.2047645,0.1130174,-0.0917471
59,0.018995613,0.040468466,"('foolish', 'wise')",0.0189956,0.0404685,0.0214729
60,1.0695918,1.1969503,"('inefficient', 'efficient')",1.0695918,1.1969503,0.1273585
61,0.23705353,0.045859285,"('illogical', 'logical')",0.2370535,0.0458593,-0.1911942
62,1.181454,1.3963343,"('incompetent', 'brilliant')",1.1814539,1.3963343,0.2148804
63,0.22427078,0.37548915,"('unperceptive', 'insightful')",0.2242708,0.3754891,0.1512183
64,-6.490692,-6.2494297,"('shy', 'confident')",-6.4906921,-6.2494297,0.2412624
65,0.009303916,0.1984504,"('insecure', 'secure')",0.0093039,0.1984504,0.1891465
66,-0.23326713,-0.24751653,"('inactive', 'active')",-0.2332671,-0.2475165,-0.0142494
67,-0.10486882,-0.20190533,"('doubtful', 'determined')",-0.1048688,-0.2019053,-0.0970365
68,-0.93246585,-0.7097046,"('dependent', 'independent')",-0.9324659,-0.7097046,0.2227613
69,-1.7969636,-1.8018488,"('lazy', 'industrious')",-1.7969636,-1.8018488,-0.0048852
70,0.92332786,1.1550628,"('lethargic', 'energetic')",0.9233279,1.1550628,0.2317349
71,0.18711612,0.2400819,"('diffident', 'self-confident')",0.1871161,0.2400819,0.0529658
72,0.86375237,0.9716799,"('unambitious', 'ambitious')",0.8637524,0.9716799,0.1079275
73,-3.5182035,-3.3810358,"('helpless', 'self-reliant')",-3.5182035,-3.3810358,0.1371677
74,-0.05393099,-0.13893898,"('undedicated', 'dedicated')",-0.053931,-0.138939,-0.085008
75,-1.0100108,-0.8197702,"('meek', 'impulsive')",-1.0100108,-0.8197702,0.1902406
76,0.14370042,0.20391631,"('anxious', 'daring')",0.1437004,0.2039163,0.0602159
77,-1.221402,-1.012566,"('unmotivated', 'motivated')",-1.221402,-1.012566,0.208836
78,-0.78067946,-0.8004756,"('nonresilient', 'resilient')",-0.7806795,-0.8004756,-0.0197961
79,-0.46182698,-0.34058225,"('wavering', 'unwavering')",-0.461827,-0.3405823,0.1212447
80,-0.51923215,-0.55962545,"('dominated', 'dominating')",-0.5192322,-0.5596254,-0.0403932
81,-0.107365824,0.0077441335,"('submissive', 'aggressive')",-0.1073658,0.0077441,0.1151099
82,7.0824833,7.306735,"('poor', 'rich')",7.0824833,7.306735,0.2242517
83,-0.5175361,-0.61286294,"('powerless', 'powerful')",-0.5175361,-0.6128629,-0.0953268
84,0.5598405,0.5397471,"('inferior', 'superior')",0.5598405,0.5397471,-0.0200934
85,-0.7146722,-0.9704861,"('insignificant', 'prestigious')",-0.7146722,-0.9704861,-0.2558139
86,0.30661342,0.41390574,"('uninfluential', 'influential')",0.3066134,0.4139057,0.1072923
87,-0.16415468,-0.0052056573,"('unsuccessful', 'successful')",-0.1641547,-0.0052057,0.158949
88,0.29016745,0.2178076,"('low', 'eminent')",0.2901675,0.2178076,-0.0723599
