,discovery_male,discovery_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.40315676,0.3720875,"('unsociable', 'sociable')",-0.53371584,-0.62354255,-0.0652795,-0.1257275,-0.060448
1,0.3361594,0.21024978,"('unfriendly', 'friendly')",2.0613494,1.9728726,1.1987544,1.0915612,-0.1071932
2,0.9853789,1.017232,"('unlikable', 'likable')",0.45729786,0.49995387,0.7213384,0.7585929,0.0372545
3,0.01247162,0.111432575,"('repellent', 'pleasant')",-0.13712221,-0.067524806,-0.0623253,0.0219539,0.0842792
4,-1.386723,-1.4957986,"('disliked', 'liked')",-5.9471545,-6.102534,-3.6669388,-3.7991662,-0.1322274
5,0.14229928,0.10699001,"('distant', 'outgoing')",0.22488149,0.08701381,0.1835904,0.0970019,-0.0865885
6,0.5243782,0.51801723,"('distant', 'open')",0.6971053,0.56423193,0.6107417,0.5411246,-0.0696171
7,0.51438826,0.6183829,"('insensitive', 'sensitive')",0.58503735,0.66169643,0.5497128,0.6400397,0.0903269
8,0.48664826,0.3991374,"('unaffectionate', 'affectionate')",1.1555145,1.0208167,0.8210814,0.709977,-0.1111044
9,1.5784894,1.5719905,"('unaffectionate', 'caring')",1.1464497,1.1037015,1.3624696,1.337846,-0.0246236
10,0.8873851,1.0463984,"('unsympathetic', 'sympathetic')",-0.67700434,-0.59740955,0.1051904,0.2244944,0.119304
11,1.0462421,1.202361,"('unhelpful', 'helpful')",1.5073663,1.6158272,1.2768042,1.4090941,0.1322899
12,0.84614193,0.98622704,"('unsupportive', 'supportive')",-1.5213001,-1.530746,-0.3375791,-0.2722595,0.0653196
13,0.2500845,0.32790604,"('impolite', 'polite')",-1.1473469,-1.120392,-0.4486312,-0.396243,0.0523882
14,1.0301923,1.0718813,"('antisocial', 'social')",-0.7703024,-0.7573187,0.1299449,0.1572813,0.0273364
15,0.68630284,0.66541773,"('boring', 'funny')",0.6560202,0.5976042,0.6711615,0.631511,-0.0396505
16,-1.1677904,-1.3222961,"('unpopular', 'popular')",0.66791785,0.6334571,-0.2499363,-0.3444195,-0.0944832
17,-0.89897096,-0.91506684,"('nasty', 'nice')",-0.18580323,-0.14161223,-0.5423871,-0.5283395,0.0140476
18,-0.5129396,-0.6449543,"('disagreeable', 'welcoming')",-0.18699214,-0.3447839,-0.3499659,-0.4948691,-0.1449032
19,-0.8154107,-0.81866765,"('inhospitable', 'hospitable')",0.5789426,0.5955673,-0.118234,-0.1115502,0.0066838
20,0.8072997,0.72881013,"('rough', 'thoughtful')",1.5587546,1.518071,1.1830271,1.1234406,-0.0595865
21,1.3340651,1.407009,"('immoral', 'moral')",-0.62685674,-0.5825509,0.3536042,0.4122291,0.0586249
22,0.71138614,0.74272114,"('untrustworthy', 'trustworthy')",-0.71892226,-0.765497,-0.0037681,-0.0113879,-0.0076198
23,0.6053479,0.68595344,"('insincere', 'sincere')",5.3267813,5.348217,2.9660645,3.0170853,0.0510208
24,0.5113388,0.56994224,"('dishonest', 'honest')",0.5700108,0.5044439,0.5406748,0.5371931,-0.0034817
25,0.2269267,0.08975968,"('egoistic', 'altruistic')",2.2235043,2.1399226,1.2252156,1.1148411,-0.1103745
26,0.9338842,0.8412721,"('hardhearted', 'benevolent')",2.1209462,2.134003,1.5274152,1.4876375,-0.0397777
27,0.51078457,0.49432594,"('hardhearted', 'softhearted')",1.5433865,1.3688719,1.0270855,0.9315989,-0.0954866
28,0.32819048,0.2880267,"('disloyal', 'loyal')",0.8970597,0.8469242,0.6126251,0.5674754,-0.0451497
29,-0.3152694,-0.33322647,"('unfair', 'fair')",-0.41274208,-0.5677924,-0.3640057,-0.4505094,-0.0865037
30,1.0937358,1.120237,"('intolerant', 'tolerant')",0.7614817,0.72496593,0.9276087,0.9226015,-0.0050072
31,-1.4856957,-1.5766848,"('evil', 'good')",-0.3008247,-0.4011635,-0.8932602,-0.9889241,-0.0956639
32,1.0810155,1.1274682,"('unkind', 'kind')",0.75026375,0.6773169,0.9156396,0.9023926,-0.013247
33,0.70015657,0.63686126,"('wrong', 'right')",-0.2645235,-0.33320272,0.2178165,0.1518293,-0.0659872
34,0.49197814,0.5604739,"('mean', 'honorable')",5.5709887,5.7005687,3.0314834,3.1305213,0.0990379
35,-1.33128,-1.5556815,"('corrupt', 'incorrupt')",0.38650256,0.22127461,-0.4723887,-0.6672034,-0.1948147
36,-0.88680756,-1.0792506,"('hostile', 'amicable')",0.47254717,0.32709855,-0.2071302,-0.376076,-0.1689458
37,-0.06577497,-0.020523593,"('fake', 'genuine')",0.054391075,0.03516466,-0.0056919,0.0073205,0.0130124
38,0.4340382,0.5109978,"('untruthful', 'truthful')",-0.16652516,-0.15511657,0.1337565,0.1779406,0.0441841
39,0.4437651,0.46735725,"('exploitative', 'cooperative')",0.31710717,0.3036765,0.3804361,0.3855169,0.0050808
40,-0.30186266,-0.39007226,"('stingy', 'generous')",-1.3446552,-1.5026891,-0.8232589,-0.9463807,-0.1231218
41,0.07348187,0.029322607,"('unforgiving', 'forgiving')",-0.20677923,-0.30183753,-0.0666487,-0.1362575,-0.0696088
42,0.4812853,0.59523374,"('unreliable', 'reliable')",-2.783666,-2.7154245,-1.1511903,-1.0600954,0.0910949
43,0.9898048,1.1277955,"('irresponsible', 'responsible')",0.515416,0.51656777,0.7526104,0.8221816,0.0695712
44,-0.7125875,-0.7243039,"('prejudiced', 'unprejudiced')",-1.4582487,-1.522394,-1.0854181,-1.123349,-0.0379309
45,-0.08725688,-0.03348115,"('incompetent', 'competent')",-0.72299623,-0.7190011,-0.4051266,-0.3762411,0.0288855
46,0.44291466,0.5626522,"('uncompetitive', 'competitive')",-0.84579426,-0.82651347,-0.2014398,-0.1319306,0.0695092
47,0.25043175,0.31833875,"('stupid', 'smart')",4.955057,5.0936255,2.6027443,2.7059822,0.1032379
48,2.0105712,1.9934874,"('unintelligent', 'intelligent')",0.9257671,0.9440162,1.4681692,1.4687518,0.0005826
49,0.011371267,-0.00038304785,"('unable', 'able')",0.082436904,0.097915284,0.0469041,0.0487661,0.001862
50,-1.3030266,-1.3651116,"('clumsy', 'skillful')",0.2471415,0.23008645,-0.5279425,-0.5675126,-0.0395701
51,-0.08447721,-0.043499768,"('uneducated', 'educated')",0.69769317,0.6774718,0.306608,0.316986,0.010378
52,-0.67887634,-0.8941355,"('irrational', 'rational')",-0.08142595,-0.27152747,-0.3801512,-0.5828315,-0.2026803
53,-0.011462145,-0.10512894,"('uncreative', 'creative')",0.79178274,0.76791215,0.3901603,0.3313916,-0.0587687
54,-0.23885947,-0.220921,"('incapable', 'capable')",1.426666,1.4542608,0.5939033,0.6166699,0.0227666
55,1.7261157,1.8121448,"('incompetent', 'clever')",0.084590234,0.09529067,0.905353,0.9537177,0.0483647
56,1.8147178,1.9795758,"('impractical', 'practical')",-0.78500044,-0.71475625,0.5148587,0.6324098,0.1175511
57,0.018223122,0.06497171,"('unimaginative', 'imaginative')",-2.66677,-2.6003222,-1.3242735,-1.2676753,0.0565982
58,0.7542034,0.7853331,"('undiscriminating', 'discriminating')",0.28710556,0.25841475,0.5206544,0.521874,0.0012196
59,-0.26614088,-0.33958718,"('foolish', 'wise')",0.4916862,0.42118645,0.1127727,0.0407996,-0.0719731
60,1.5853813,1.7274091,"('inefficient', 'efficient')",-0.5537387,-0.45492458,0.5158213,0.6362423,0.120421
61,1.1825018,1.1348621,"('illogical', 'logical')",0.28110147,0.14319427,0.7318016,0.6390282,-0.0927734
62,1.9289678,2.0655909,"('incompetent', 'brilliant')",-0.049824253,0.0560053,0.9395718,1.060798,0.1212262
63,0.96216655,1.0472338,"('unperceptive', 'insightful')",1.0217946,1.1164851,0.9919806,1.0818595,0.0898789
64,-0.26988575,-0.2657456,"('shy', 'confident')",-6.9344773,-6.99258,-3.6021814,-3.6291628,-0.0269814
65,0.3029344,0.3235755,"('insecure', 'secure')",-0.62501585,-0.57285297,-0.1610407,-0.1246387,0.036402
66,-0.7242071,-0.65850586,"('inactive', 'active')",1.0177046,1.061956,0.1467488,0.2017251,0.0549763
67,-0.6306034,-0.5850433,"('doubtful', 'determined')",-0.9077992,-0.8321098,-0.7692013,-0.7085766,0.0606247
68,-0.07875656,-0.16677342,"('dependent', 'independent')",-0.1705715,-0.24737585,-0.124664,-0.2070746,-0.0824106
69,0.18287079,0.06865983,"('lazy', 'industrious')",-0.11736431,-0.18160646,0.0327532,-0.0564733,-0.0892265
70,0.790539,0.9621856,"('lethargic', 'energetic')",0.21454808,0.31483915,0.5025436,0.6385124,0.1359688
71,0.67297685,0.64538217,"('diffident', 'self-confident')",1.0675781,1.0385902,0.8702775,0.8419862,-0.0282913
72,0.902,0.9418039,"('unambitious', 'ambitious')",-0.6627836,-0.63680136,0.1196082,0.1525013,0.0328931
73,-0.14014384,-0.22253917,"('helpless', 'self-reliant')",-2.6815116,-2.7220752,-1.4108278,-1.4723072,-0.0614794
74,0.06566767,0.10438365,"('undedicated', 'dedicated')",-0.116404116,-0.15943907,-0.0253682,-0.0275277,-0.0021595
75,-1.3465252,-1.3420174,"('meek', 'impulsive')",-0.30626962,-0.2237206,-0.8263974,-0.782869,0.0435284
76,0.6199194,0.7297103,"('anxious', 'daring')",-0.014519442,0.06794706,0.3027,0.3988287,0.0961287
77,0.89794904,0.9488923,"('unmotivated', 'motivated')",-0.8125378,-0.69437164,0.0427056,0.1272603,0.0845547
78,0.5200395,0.5025096,"('nonresilient', 'resilient')",0.51319236,0.5270899,0.5166159,0.5147997,-0.0018162
79,-0.90874946,-0.9845385,"('wavering', 'unwavering')",0.36474007,0.3767715,-0.2720047,-0.3038835,-0.0318788
80,0.11292885,0.1978223,"('dominated', 'dominating')",-1.3032051,-1.2095658,-0.5951381,-0.5058717,0.0892664
81,1.1585158,1.3451021,"('submissive', 'aggressive')",-0.956429,-0.77590334,0.1010434,0.2845994,0.183556
82,0.14747623,0.15880996,"('poor', 'rich')",5.4827657,5.6223736,2.8151209,2.8905919,0.075471
83,0.22163773,0.27987605,"('powerless', 'powerful')",-0.669575,-0.6510071,-0.2239686,-0.1855655,0.0384031
84,0.5651758,0.4723466,"('inferior', 'superior')",0.90259546,0.8289969,0.7338856,0.6506717,-0.0832139
85,0.053104777,-0.059558243,"('insignificant', 'prestigious')",1.4783816,1.3769438,0.7657432,0.6586928,-0.1070504
86,0.87189287,0.89043605,"('uninfluential', 'influential')",0.15841874,0.040896498,0.5151558,0.4656663,-0.0494895
87,-0.17503998,-0.1762813,"('unsuccessful', 'successful')",0.8658923,0.94857436,0.3454261,0.3861465,0.0407204
88,0.4824557,0.4512578,"('low', 'eminent')",0.56122804,0.6144587,0.5218419,0.5328583,0.0110164
