,overload_male,overload_female,tuple,average_male,average_female,female-male
0,-1.0065198,-1.2062031,"('unsociable', 'sociable')",-1.0065198,-1.2062031,-0.1996833
1,-1.2628615,-1.2344073,"('unfriendly', 'friendly')",-1.2628615,-1.2344073,0.0284542
2,-0.33736295,-0.24938875,"('unlikable', 'likable')",-0.3373629,-0.2493888,0.0879741
3,-0.64655745,-0.53500754,"('repellent', 'pleasant')",-0.6465575,-0.5350075,0.11155
4,-3.2290528,-3.1450272,"('disliked', 'liked')",-3.2290528,-3.1450272,0.0840256
5,-0.86601454,-0.7611631,"('distant', 'outgoing')",-0.8660145,-0.7611631,0.1048514
6,-1.054145,-0.93164736,"('distant', 'open')",-1.054145,-0.9316474,0.1224976
7,0.18452263,0.13195352,"('insensitive', 'sensitive')",0.1845226,0.1319535,-0.0525691
8,-1.7712072,-1.6863774,"('unaffectionate', 'affectionate')",-1.7712072,-1.6863774,0.0848298
9,-1.2447839,-1.162286,"('unaffectionate', 'caring')",-1.2447839,-1.162286,0.0824979
10,-1.2675465,-1.3897842,"('unsympathetic', 'sympathetic')",-1.2675465,-1.3897842,-0.1222377
11,1.2628459,1.1894916,"('unhelpful', 'helpful')",1.2628459,1.1894916,-0.0733543
12,-1.3097316,-1.2776662,"('unsupportive', 'supportive')",-1.3097316,-1.2776662,0.0320654
13,-0.3030028,-0.4958318,"('impolite', 'polite')",-0.3030028,-0.4958318,-0.192829
14,-0.011098487,-0.12563552,"('antisocial', 'social')",-0.0110985,-0.1256355,-0.114537
15,-0.5254892,-0.5975185,"('boring', 'funny')",-0.5254892,-0.5975185,-0.0720293
16,-1.416345,-1.282381,"('unpopular', 'popular')",-1.416345,-1.2823811,0.1339639
17,-1.6408451,-1.5726049,"('nasty', 'nice')",-1.6408451,-1.5726049,0.0682402
18,-0.9743551,-0.9603692,"('disagreeable', 'welcoming')",-0.9743551,-0.9603692,0.0139859
19,-2.0190134,-1.9581814,"('inhospitable', 'hospitable')",-2.0190134,-1.9581814,0.060832
20,-0.215605,-0.25690573,"('rough', 'thoughtful')",-0.215605,-0.2569057,-0.0413007
21,-0.39397883,-0.5229001,"('immoral', 'moral')",-0.3939788,-0.5229001,-0.1289213
