,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,0.31708246,0.24091974,"('unsociable', 'sociable')",-0.09696119,-0.25987366,1.0258937,0.9259908,-0.15367481,-0.3430769,0.273085,0.14099,-0.132095
1,0.041752692,-0.17997919,"('unfriendly', 'friendly')",0.52172166,0.39579174,0.059889305,-0.17640862,1.7839061,1.6758665,0.6018174,0.4288176,-0.1729998
2,0.6858219,0.7260199,"('unlikable', 'likable')",1.4642953,1.4978936,1.4879347,1.5668938,0.8439681,0.99039954,1.120505,1.1953017,0.0747967
3,-0.49251854,-0.40103686,"('repellent', 'pleasant')",-0.33055928,-0.29391015,0.5318497,0.6619445,0.15751618,0.2019251,-0.033428,0.0422307,0.0756587
4,-0.9924313,-1.1184282,"('disliked', 'liked')",-0.51364625,-0.5600634,-0.253491,-0.28596884,-5.157253,-5.263093,-1.7292054,-1.8068883,-0.0776829
5,-0.99894196,-1.0981116,"('distant', 'outgoing')",0.038107246,0.008871272,-0.9240688,-0.8908282,0.037677508,0.06645226,-0.4618065,-0.478404,-0.0165975
6,-1.1265398,-1.2734249,"('distant', 'open')",0.014000073,-0.047072425,-1.5480028,-1.5238222,0.53007144,0.54321706,-0.5326177,-0.5752755,-0.0426578
7,0.6454823,0.5526548,"('insensitive', 'sensitive')",0.2601906,0.26001856,0.5000996,0.5356614,0.23462595,0.23336941,0.4100996,0.395426,-0.0146736
8,-1.1151402,-1.2078606,"('unaffectionate', 'affectionate')",-0.32352355,-0.32148454,-0.66125274,-0.65634304,0.6264234,0.61509776,-0.3683733,-0.3926476,-0.0242743
9,-0.17003699,-0.26931846,"('unaffectionate', 'caring')",-0.20346743,-0.2493248,0.26264992,0.27311367,1.0732318,1.070643,0.2405943,0.2062783,-0.034316
10,-0.3920825,-0.45542312,"('unsympathetic', 'sympathetic')",-0.9296527,-1.0160679,0.19015273,0.3481824,-0.4869044,-0.5015132,-0.4046217,-0.4062054,-0.0015837
11,0.1673699,0.2274069,"('unhelpful', 'helpful')",0.2879162,0.26205507,2.013563,2.121671,2.098772,2.1459653,1.1419053,1.1892745,0.0473692
12,1.3214499,1.3171484,"('unsupportive', 'supportive')",0.307231,0.38883975,0.84338534,1.0786743,-1.954253,-1.9465759,0.1294534,0.2095217,0.0800683
13,0.59717923,0.59969026,"('impolite', 'polite')",-0.20976514,-0.1798917,0.6612216,0.73372,-0.50380623,-0.5202767,0.1362074,0.1583105,0.0221031
14,1.1892874,1.1987733,"('antisocial', 'social')",0.56716037,0.60660386,1.5154036,1.5585678,-0.46018866,-0.49197805,0.7029157,0.7179917,0.015076
15,0.5105833,0.3898428,"('boring', 'funny')",0.85758764,0.8027826,0.28514674,0.13086845,1.2411381,1.1832497,0.723614,0.6266859,-0.0969281
16,-2.2733834,-2.3674297,"('unpopular', 'popular')",-0.66050094,-0.7023095,-0.0891234,-0.107247345,0.8865816,0.9410498,-0.5341066,-0.5589842,-0.0248776
17,-0.6419508,-0.6634085,"('nasty', 'nice')",0.42652303,0.537615,0.6836177,0.7175967,0.12656254,0.12973827,0.1486881,0.1803854,0.0316973
18,-0.044216447,-0.104522705,"('disagreeable', 'welcoming')",-0.11444479,0.0056886747,0.20187527,0.31715116,-0.3587079,-0.2829582,-0.0788735,-0.0161603,0.0627132
19,-0.20324624,-0.27588865,"('inhospitable', 'hospitable')",-0.09794835,-0.14724882,-0.6082283,-0.63533175,0.26590025,0.30425903,-0.1608807,-0.1885526,-0.0276719
