,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.38441744,-0.52125585,"('unsociable', 'sociable')",0.45699468,0.27982754,0.6512008,0.52238655,-0.60216045,-0.69843286,0.0304044,-0.1043687,-0.1347731
1,0.45715117,0.39537835,"('unfriendly', 'friendly')",-0.49588275,-0.49031448,-0.083107054,-0.1580551,1.8173723,1.73644,0.4238834,0.3708622,-0.0530212
2,0.040860854,0.046818122,"('unlikable', 'likable')",0.32352957,0.39617574,1.4449544,1.4157137,0.7416584,0.83984596,0.6377508,0.6746384,0.0368876
3,0.14028633,0.27340177,"('repellent', 'pleasant')",0.33562168,0.38171393,0.9834309,1.0496764,0.36202252,0.39110672,0.4553404,0.5239747,0.0686343
4,-0.49252877,-0.55475825,"('disliked', 'liked')",1.1058272,1.0786794,-0.18697906,-0.25885895,-6.045197,-6.0773435,-1.4047194,-1.4530703,-0.0483509
5,-0.8937355,-0.8478557,"('distant', 'outgoing')",-0.3489235,-0.13322297,-1.8009001,-1.6425757,-0.5861698,-0.45544288,-0.9074322,-0.7697743,0.1376579
6,-1.1946042,-1.0910391,"('distant', 'open')",-0.5122234,-0.2310453,-2.283183,-2.0825777,-0.13872376,0.005690869,-1.0321836,-0.8497428,0.1824408
7,0.4965467,0.5205682,"('insensitive', 'sensitive')",1.0779934,1.0872648,0.47914734,0.5449114,0.9191369,0.9482077,0.7432061,0.775238,0.0320319
8,0.7382215,0.71740764,"('unaffectionate', 'affectionate')",0.09923336,0.159833,-0.03839706,-0.041329943,0.6668976,0.6446622,0.3664889,0.3701432,0.0036543
9,0.6808901,0.69646955,"('unaffectionate', 'caring')",0.105815746,0.1854061,-0.20834155,-0.16250384,1.0810102,1.1134261,0.4148436,0.4581995,0.0433559
10,-0.3628242,-0.34047246,"('unsympathetic', 'sympathetic')",0.5201536,0.62144357,-0.21004006,-0.0983894,-0.4244699,-0.37735698,-0.1192951,-0.0486938,0.0706013
11,0.11234593,0.1441736,"('unhelpful', 'helpful')",0.4312551,0.44867843,0.42247307,0.42369413,2.025815,2.05479,0.7479722,0.7678341,0.0198619
12,1.2551249,1.3707421,"('unsupportive', 'supportive')",1.4837639,1.792477,1.1211103,1.4267005,-1.5449487,-1.431953,0.5787627,0.7894917,0.210729
13,-0.57935756,-0.7018542,"('impolite', 'polite')",1.1383201,1.0882528,0.29901314,0.24627702,-0.19648278,-0.24744914,0.1653732,0.0963066,-0.0690666
14,-0.28320312,-0.31936762,"('antisocial', 'social')",1.4677178,1.3850373,1.5464565,1.5529513,-0.17409065,-0.25144947,0.6392201,0.5917928,-0.0474273
15,0.18388326,0.080373526,"('boring', 'funny')",-0.027917944,-0.055011533,-0.9497054,-1.1049597,0.54915476,0.5389269,-0.0611463,-0.1351677,-0.0740214
16,-1.3307544,-1.367862,"('unpopular', 'popular')",-0.38437924,-0.45670447,-0.23505056,-0.24036384,0.243453,0.25934345,-0.4266828,-0.4513968,-0.024714
17,-0.8994403,-0.8792933,"('nasty', 'nice')",-0.10443169,-0.012760207,-0.7208152,-0.6147256,-0.5341548,-0.43458825,-0.5647105,-0.4853418,0.0793687
