,fleece_male,fleece_female,tuple,average_male,average_female,female-male
0,-0.3396352,-0.4238015,"('unsociable', 'sociable')",-0.3396352,-0.4238015,-0.0841663
1,-0.9714041,-1.2711372,"('unfriendly', 'friendly')",-0.9714041,-1.2711372,-0.2997331
2,0.12041019,0.12956282,"('unlikable', 'likable')",0.1204102,0.1295628,0.0091526
3,-0.8879653,-0.80277514,"('repellent', 'pleasant')",-0.8879653,-0.8027751,0.0851902
4,-1.898699,-1.8065008,"('disliked', 'liked')",-1.898699,-1.8065008,0.0921982
5,-0.8149756,-0.8622653,"('distant', 'outgoing')",-0.8149756,-0.8622653,-0.0472897
6,-1.2529966,-1.3412982,"('distant', 'open')",-1.2529966,-1.3412982,-0.0883016
7,0.12582307,0.17824447,"('insensitive', 'sensitive')",0.1258231,0.1782445,0.0524214
8,-0.1615042,-0.4678268,"('unaffectionate', 'affectionate')",-0.1615042,-0.4678268,-0.3063226
9,0.023542091,-0.18971635,"('unaffectionate', 'caring')",0.0235421,-0.1897164,-0.2132585
10,0.37201813,0.36336488,"('unsympathetic', 'sympathetic')",0.3720181,0.3633649,-0.0086532
11,0.19855519,0.20377535,"('unhelpful', 'helpful')",0.1985552,0.2037753,0.0052201
12,-0.29275012,-0.27729577,"('unsupportive', 'supportive')",-0.2927501,-0.2772958,0.0154543
13,-0.51822364,-0.5022907,"('impolite', 'polite')",-0.5182236,-0.5022907,0.0159329
14,0.56917274,0.5517825,"('antisocial', 'social')",0.5691727,0.5517825,-0.0173902
15,0.35420156,0.3073815,"('boring', 'funny')",0.3542016,0.3073815,-0.0468201
16,-0.52987516,-0.51142913,"('unpopular', 'popular')",-0.5298752,-0.5114291,0.0184461
17,0.30819196,0.32100564,"('nasty', 'nice')",0.308192,0.3210056,0.0128136
18,-1.0469574,-1.07469,"('disagreeable', 'welcoming')",-1.0469574,-1.07469,-0.0277326
19,-1.0993433,-1.0500696,"('inhospitable', 'hospitable')",-1.0993433,-1.0500696,0.0492737
20,0.31629986,0.34733415,"('rough', 'thoughtful')",0.3162999,0.3473341,0.0310342
21,-0.37829104,-0.16366556,"('immoral', 'moral')",-0.378291,-0.1636656,0.2146254
22,0.26133627,0.13592932,"('untrustworthy', 'trustworthy')",0.2613363,0.1359293,-0.125407
23,1.2372406,1.0979716,"('insincere', 'sincere')",1.2372406,1.0979716,-0.139269
24,0.08127251,-0.09632516,"('dishonest', 'honest')",0.0812725,-0.0963252,-0.1775977
25,0.111267135,-0.091349676,"('egoistic', 'altruistic')",0.1112671,-0.0913497,-0.2026168
26,0.83416104,0.6186528,"('hardhearted', 'benevolent')",0.834161,0.6186528,-0.2155082
27,0.6369058,0.4148255,"('hardhearted', 'softhearted')",0.6369058,0.4148255,-0.2220803
28,0.001474902,-0.11852726,"('disloyal', 'loyal')",0.0014749,-0.1185273,-0.1200022
29,-0.6346157,-0.7476616,"('unfair', 'fair')",-0.6346157,-0.7476616,-0.1130459
