,salesforce_male,salesforce_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.019958071,-0.11412919,"('unsociable', 'sociable')",1.2863417,1.2308218,-0.24094778,-0.33718604,0.341812,0.2598355,-0.0819765
1,-1.0559081,-1.2373976,"('unfriendly', 'friendly')",0.8355656,0.6510695,1.5135571,1.2381057,0.4310715,0.2172592,-0.2138123
2,0.69482696,0.7335751,"('unlikable', 'likable')",0.8686282,0.9427165,0.65532416,0.6983577,0.7395931,0.7915498,0.0519567
3,0.49700594,0.681484,"('repellent', 'pleasant')",0.29396605,0.41386098,0.06357939,0.18640229,0.2848505,0.4272491,0.1423986
4,-0.6544109,-0.7473204,"('disliked', 'liked')",-2.1687863,-2.3174217,-6.2749395,-6.3185377,-3.0327123,-3.1277599,-0.0950476
5,-0.36824602,-0.38869664,"('distant', 'outgoing')",-0.3870228,-0.5258055,-0.43505302,-0.4928136,-0.3967739,-0.4691052,-0.0723313
6,-1.2681226,-1.2726549,"('distant', 'open')",-0.66105574,-0.7965482,0.20320329,0.11370606,-0.575325,-0.6518323,-0.0765073
7,0.10083822,0.17219879,"('insensitive', 'sensitive')",0.6894553,0.9276632,0.7016551,0.77135944,0.4973162,0.6237405,0.1264243
8,-0.8709051,-0.9741873,"('unaffectionate', 'affectionate')",-1.0768305,-1.2211767,0.3928627,0.3043831,-0.518291,-0.630327,-0.112036
9,-0.2704485,-0.35499775,"('unaffectionate', 'caring')",0.33441526,0.25918147,1.1357722,1.1070173,0.399913,0.337067,-0.062846
10,0.146522,0.27612847,"('unsympathetic', 'sympathetic')",0.008922759,0.28575718,-0.29496092,-0.23563808,-0.0465054,0.1087492,0.1552546
11,0.6677021,0.6942269,"('unhelpful', 'helpful')",1.2161227,1.3491118,1.746375,1.7907742,1.2100666,1.2780377,0.0679711
12,0.40117264,0.52999365,"('unsupportive', 'supportive')",-0.091279745,0.051071174,-2.318186,-2.2550218,-0.6694311,-0.5579857,0.1114454
13,0.54126835,0.4863868,"('impolite', 'polite')",0.42528266,0.4777919,-0.5111726,-0.46672815,0.1517928,0.1658168,0.014024
14,0.3110761,0.3582856,"('antisocial', 'social')",1.5939072,1.7831903,-0.42080095,-0.39390504,0.4947275,0.5825236,0.0877961
15,-0.40334213,-0.52654165,"('boring', 'funny')",0.23957007,0.25536475,0.17772685,0.14204106,0.0046516,-0.0430453,-0.0476969
16,-0.42492726,-0.365684,"('unpopular', 'popular')",0.101395,0.025628187,0.9735142,0.98968124,0.2166607,0.2165418,-0.0001189
17,0.104053564,0.14574416,"('nasty', 'nice')",-0.61619055,-0.6326727,-0.5214194,-0.50702155,-0.3445188,-0.3313167,0.0132021
18,-0.74610895,-0.77493167,"('disagreeable', 'welcoming')",-1.1633465,-1.15205,-0.3781291,-0.47914928,-0.7625282,-0.8020437,-0.0395155
19,-0.08509481,-0.09906651,"('inhospitable', 'hospitable')",-0.2196587,-0.341796,-0.41000164,-0.44157004,-0.2382517,-0.2941442,-0.0558925
