,smoke_male,smoke_female,tuple,average_male,average_female,female-male
0,0.40802264,0.21336846,"('unsociable', 'sociable')",0.4080226,0.2133685,-0.1946541
1,1.2742727,1.2871256,"('unfriendly', 'friendly')",1.2742727,1.2871256,0.0128529
2,0.62657464,0.85105556,"('unlikable', 'likable')",0.6265746,0.8510556,0.224481
3,0.9347291,0.96515316,"('repellent', 'pleasant')",0.9347291,0.9651532,0.0304241
4,-6.9870825,-6.933879,"('disliked', 'liked')",-6.9870825,-6.9338789,0.0532036
5,-0.6339288,-0.39598736,"('distant', 'outgoing')",-0.6339288,-0.3959874,0.2379414
6,-0.37110674,-0.14296204,"('distant', 'open')",-0.3711067,-0.142962,0.2281447
7,0.89225936,0.9005222,"('insensitive', 'sensitive')",0.8922594,0.9005222,0.0082628
8,0.7174911,0.8083424,"('unaffectionate', 'affectionate')",0.7174911,0.8083424,0.0908513
9,1.5070832,1.6434257,"('unaffectionate', 'caring')",1.5070832,1.6434257,0.1363425
10,1.4910744,1.4985974,"('unsympathetic', 'sympathetic')",1.4910744,1.4985974,0.007523
11,2.3074367,2.3243265,"('unhelpful', 'helpful')",2.3074367,2.3243265,0.0168898
12,-1.4101584,-1.3624723,"('unsupportive', 'supportive')",-1.4101584,-1.3624723,0.0476861
13,0.7082615,0.5952294,"('impolite', 'polite')",0.7082615,0.5952294,-0.1130321
14,-0.08299632,-0.29273194,"('antisocial', 'social')",-0.0829963,-0.2927319,-0.2097356
15,0.6521124,0.6049146,"('boring', 'funny')",0.6521124,0.6049146,-0.0471978
16,-0.35268763,-0.29440522,"('unpopular', 'popular')",-0.3526876,-0.2944052,0.0582824
17,-0.35411543,-0.2355928,"('nasty', 'nice')",-0.3541154,-0.2355928,0.1185226
18,-0.73362327,-0.7897413,"('disagreeable', 'welcoming')",-0.7336233,-0.7897413,-0.056118
19,-0.7702858,-0.5324698,"('inhospitable', 'hospitable')",-0.7702858,-0.5324698,0.237816
20,0.6471462,0.47884718,"('rough', 'thoughtful')",0.6471462,0.4788472,-0.168299
21,0.47983825,0.49998307,"('immoral', 'moral')",0.4798383,0.4999831,0.0201448
22,-0.055425145,-0.048893943,"('untrustworthy', 'trustworthy')",-0.0554251,-0.0488939,0.0065312
23,6.247122,6.2489147,"('insincere', 'sincere')",6.2471218,6.2489147,0.0017929
24,1.8861036,1.9107771,"('dishonest', 'honest')",1.8861036,1.9107771,0.0246735
25,0.26081783,0.1972569,"('egoistic', 'altruistic')",0.2608178,0.1972569,-0.0635609
26,0.26387727,0.16023691,"('hardhearted', 'benevolent')",0.2638773,0.1602369,-0.1036404
27,1.4688734,1.3482134,"('hardhearted', 'softhearted')",1.4688734,1.3482134,-0.12066
28,0.9725355,0.9444366,"('disloyal', 'loyal')",0.9725355,0.9444366,-0.0280989
29,-0.93143904,-0.9427005,"('unfair', 'fair')",-0.931439,-0.9427005,-0.0112615
30,0.9306589,0.86948836,"('intolerant', 'tolerant')",0.9306589,0.8694884,-0.0611705
31,-2.109339,-1.9786938,"('evil', 'good')",-2.109339,-1.9786938,0.1306452
32,1.4484544,1.4882056,"('unkind', 'kind')",1.4484544,1.4882056,0.0397512
33,-0.4376088,-0.35745814,"('wrong', 'right')",-0.4376088,-0.3574581,0.0801507
34,4.269761,4.4606905,"('mean', 'honorable')",4.2697611,4.4606905,0.1909294
35,-1.6905879,-1.7264365,"('corrupt', 'incorrupt')",-1.6905879,-1.7264365,-0.0358486
36,-1.4142076,-1.330409,"('hostile', 'amicable')",-1.4142076,-1.330409,0.0837986
37,0.70564854,0.7371481,"('fake', 'genuine')",0.7056485,0.7371481,0.0314996
38,-0.21047837,-0.095965326,"('untruthful', 'truthful')",-0.2104784,-0.0959653,0.1145131
39,0.22618172,0.15054515,"('exploitative', 'cooperative')",0.2261817,0.1505452,-0.0756365
40,-1.3904663,-1.5711224,"('stingy', 'generous')",-1.3904663,-1.5711224,-0.1806561
41,-0.164757,-0.109233014,"('unforgiving', 'forgiving')",-0.164757,-0.109233,0.055524
42,-1.7140009,-1.714372,"('unreliable', 'reliable')",-1.7140009,-1.714372,-0.0003711
43,1.5478446,1.557197,"('irresponsible', 'responsible')",1.5478446,1.557197,0.0093524
44,-1.3194718,-1.3365481,"('prejudiced', 'unprejudiced')",-1.3194718,-1.3365481,-0.0170763
45,0.34023225,0.3766909,"('incompetent', 'competent')",0.3402323,0.3766909,0.0364586
46,0.20232596,0.15835726,"('uncompetitive', 'competitive')",0.202326,0.1583573,-0.0439687
47,5.013471,5.2275696,"('stupid', 'smart')",5.0134711,5.2275696,0.2140985
48,1.1479769,0.9485968,"('unintelligent', 'intelligent')",1.1479769,0.9485968,-0.1993801
49,0.29161876,0.49292588,"('unable', 'able')",0.2916188,0.4929259,0.2013071
50,-0.11966051,-0.0290198,"('clumsy', 'skillful')",-0.1196605,-0.0290198,0.0906407
51,0.73189837,0.6200098,"('uneducated', 'educated')",0.7318984,0.6200098,-0.1118886
52,-0.8907132,-0.843665,"('irrational', 'rational')",-0.8907132,-0.843665,0.0470482
53,0.2334558,0.267479,"('uncreative', 'creative')",0.2334558,0.267479,0.0340232
54,0.9790483,1.2967967,"('incapable', 'capable')",0.9790483,1.2967967,0.3177484
55,1.292155,1.0785589,"('incompetent', 'clever')",1.292155,1.0785589,-0.2135961
56,1.2343506,1.1401775,"('impractical', 'practical')",1.2343506,1.1401775,-0.0941731
57,-1.9656832,-1.9327902,"('unimaginative', 'imaginative')",-1.9656832,-1.9327902,0.032893
58,-0.016130172,-0.05329688,"('undiscriminating', 'discriminating')",-0.0161302,-0.0532969,-0.0371667
59,-0.24583063,-0.08876173,"('foolish', 'wise')",-0.2458306,-0.0887617,0.1570689
60,1.4060593,1.2985299,"('inefficient', 'efficient')",1.4060593,1.2985299,-0.1075294
61,0.47482997,0.2697216,"('illogical', 'logical')",0.47483,0.2697216,-0.2051084
62,1.604474,1.6249776,"('incompetent', 'brilliant')",1.6044739,1.6249776,0.0205037
63,0.8048087,0.85811037,"('unperceptive', 'insightful')",0.8048087,0.8581104,0.0533017
64,-5.6385684,-5.63424,"('shy', 'confident')",-5.6385684,-5.6342402,0.0043282
65,1.0808138,0.969863,"('insecure', 'secure')",1.0808138,0.969863,-0.1109508
66,-0.40399054,-0.3414478,"('inactive', 'active')",-0.4039905,-0.3414478,0.0625427
67,-0.6830854,-0.6216435,"('doubtful', 'determined')",-0.6830854,-0.6216435,0.0614419
68,-0.31864017,-0.38473037,"('dependent', 'independent')",-0.3186402,-0.3847304,-0.0660902
69,-2.413248,-2.2637656,"('lazy', 'industrious')",-2.4132481,-2.2637656,0.1494825
70,1.7199416,1.6489056,"('lethargic', 'energetic')",1.7199416,1.6489056,-0.071036
71,0.45571226,0.59040916,"('diffident', 'self-confident')",0.4557123,0.5904092,0.1346969
72,1.0943556,1.1635777,"('unambitious', 'ambitious')",1.0943556,1.1635777,0.0692221
73,-2.870136,-2.8655396,"('helpless', 'self-reliant')",-2.870136,-2.8655396,0.0045964
74,0.31049272,0.19058162,"('undedicated', 'dedicated')",0.3104927,0.1905816,-0.1199111
75,-0.9193433,-0.68362874,"('meek', 'impulsive')",-0.9193433,-0.6836287,0.2357146
76,1.1140821,0.9721557,"('anxious', 'daring')",1.1140821,0.9721557,-0.1419264
77,-0.96041477,-0.9187323,"('unmotivated', 'motivated')",-0.9604148,-0.9187323,0.0416825
78,-0.42806393,-0.4243909,"('nonresilient', 'resilient')",-0.4280639,-0.4243909,0.003673
79,-0.8007675,-0.59860593,"('wavering', 'unwavering')",-0.8007675,-0.5986059,0.2021616
80,0.108667076,-0.03524837,"('dominated', 'dominating')",0.1086671,-0.0352484,-0.1439155
81,0.9729688,0.83443344,"('submissive', 'aggressive')",0.9729688,0.8344334,-0.1385354
82,6.852542,6.999326,"('poor', 'rich')",6.8525419,6.9993262,0.1467843
83,-0.36294544,-0.40422636,"('powerless', 'powerful')",-0.3629454,-0.4042264,-0.041281
84,0.07776428,0.12674639,"('inferior', 'superior')",0.0777643,0.1267464,0.0489821
85,-1.6235003,-1.6209316,"('insignificant', 'prestigious')",-1.6235003,-1.6209316,0.0025687
86,0.7776292,0.7859127,"('uninfluential', 'influential')",0.7776292,0.7859127,0.0082835
87,0.15522805,0.19390838,"('unsuccessful', 'successful')",0.155228,0.1939084,0.0386804
88,0.12892477,0.148714,"('low', 'eminent')",0.1289248,0.148714,0.0197892
