,newfield_male,newfield_female,tuple,exploration_male,exploration_female,co_male,co_female,average_male,average_female,female-male
0,-0.92052245,-0.951565,"('unsociable', 'sociable')",0.25338745,0.18287788,-0.10105803,-0.1773825,-0.2560643,-0.3153565,-0.0592922
1,-1.1687365,-1.4065707,"('unfriendly', 'friendly')",0.8432673,0.54871887,1.7288549,1.5788964,0.4677953,0.2403482,-0.2274471
2,0.083416946,0.103713855,"('unlikable', 'likable')",1.2515926,1.2411281,0.8688904,1.020263,0.7346333,0.7883683,0.053735
3,-0.037874326,-0.026237737,"('repellent', 'pleasant')",0.13813353,0.13604699,0.5492022,0.6281997,0.2164871,0.246003,0.0295159
4,0.034012422,-0.050135344,"('disliked', 'liked')",-0.350089,-0.43439603,-7.2200646,-7.300992,-2.5120471,-2.5951745,-0.0831274
5,-1.0286266,-1.0710912,"('distant', 'outgoing')",-0.9589749,-0.98619044,-0.37578493,-0.31481206,-0.7877955,-0.7906979,-0.0029024
6,-1.1195468,-1.1867886,"('distant', 'open')",-0.7416037,-0.86065775,-0.17137004,-0.1290741,-0.6775068,-0.7255068,-0.048
7,-0.44450292,-0.33911425,"('insensitive', 'sensitive')",0.85533005,0.8975999,0.15082046,0.18436474,0.1872159,0.2476168,0.0604009
8,-0.89625657,-1.0993187,"('unaffectionate', 'affectionate')",0.41413042,0.23503795,0.9439381,0.83411384,0.1539373,-0.0100557,-0.163993
9,-0.9078284,-1.0545052,"('unaffectionate', 'caring')",1.1195185,0.9931453,1.2505509,1.2257851,0.4874136,0.3881417,-0.0992719
10,-0.94962907,-0.9379043,"('unsympathetic', 'sympathetic')",0.25003272,0.22625554,-0.22652939,-0.19756249,-0.3087086,-0.3030704,0.0056382
11,-0.51167274,-0.39523965,"('unhelpful', 'helpful')",0.43834874,0.5628592,1.9062191,1.9864767,0.6109651,0.718032,0.1070669
12,0.014588913,0.04384192,"('unsupportive', 'supportive')",0.87949085,0.92651373,-2.0963058,-2.0469742,-0.4007421,-0.3588729,0.0418692
13,0.2596642,0.40195945,"('impolite', 'polite')",0.45566136,0.5832828,-0.22959153,-0.19289924,0.1619113,0.2641143,0.102203
14,0.16556585,0.23806374,"('antisocial', 'social')",0.62429947,0.7048267,-0.12881136,-0.18160938,0.2203513,0.2537604,0.0334091
15,-0.024699377,-0.060763687,"('boring', 'funny')",0.16486405,0.13030526,0.15538877,0.1194125,0.0985178,0.0629847,-0.0355331
16,-0.16872242,-0.2788538,"('unpopular', 'popular')",-0.081924945,-0.10995774,0.33691573,0.25985536,0.0287561,-0.0429854,-0.0717415
17,-0.49736643,-0.44247544,"('nasty', 'nice')",-1.4468765,-1.3023727,-0.35373592,-0.30888915,-0.765993,-0.6845791,0.0814139
18,-0.21447748,-0.19126019,"('disagreeable', 'welcoming')",-0.068174,-0.0650281,-0.77078426,-0.7421124,-0.3511453,-0.3328002,0.0183451
