,gamestop_male,gamestop_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.20318137,-0.29176226,"('unsociable', 'sociable')",-0.19571427,-0.2153748,-0.1994478,-0.2535685,-0.0541207
1,0.39440188,0.050901726,"('unfriendly', 'friendly')",1.6415745,1.4350088,1.0179882,0.7429553,-0.2750329
2,-0.3449188,-0.40352315,"('unlikable', 'likable')",0.40051425,0.46495697,0.0277977,0.0307169,0.0029192
3,-1.2457978,-1.1541713,"('repellent', 'pleasant')",0.560054,0.6528408,-0.3428719,-0.2506653,0.0922066
4,0.03746856,-0.014585299,"('disliked', 'liked')",-7.3949323,-7.650603,-3.6787319,-3.8325942,-0.1538623
5,0.53965384,0.42922974,"('distant', 'outgoing')",-0.077556886,-0.11201288,0.2310485,0.1586084,-0.0724401
6,0.28585482,0.1386714,"('distant', 'open')",-0.17459807,-0.20085517,0.0556284,-0.0310919,-0.0867203
7,-0.9623621,-0.8089596,"('insensitive', 'sensitive')",0.19235091,0.37007388,-0.3850056,-0.2194429,0.1655627
8,0.6244735,0.44209033,"('unaffectionate', 'affectionate')",0.7508566,0.68525213,0.687665,0.5636712,-0.1239938
9,0.64370465,0.48708528,"('unaffectionate', 'caring')",1.3819209,1.4324251,1.0128129,0.9597552,-0.0530577
10,-1.794872,-1.7337064,"('unsympathetic', 'sympathetic')",-0.48024696,-0.30229238,-1.1375595,-1.0179994,0.1195601
11,0.065021664,0.17048037,"('unhelpful', 'helpful')",1.9465765,2.0586681,1.0057991,1.1145742,0.1087751
12,-0.21162544,-0.21736309,"('unsupportive', 'supportive')",-2.1103733,-2.0133328,-1.1609993,-1.115348,0.0456513
13,-0.8462752,-0.8286999,"('impolite', 'polite')",-0.5816276,-0.37896124,-0.7139514,-0.6038306,0.1101208
14,-0.3527456,-0.23018831,"('antisocial', 'social')",-0.40575993,-0.32302785,-0.3792528,-0.2766081,0.1026447
15,1.0304044,0.9564715,"('boring', 'funny')",-0.0038676187,-0.015668228,0.5132684,0.4704016,-0.0428668
16,-0.09999352,-0.15070799,"('unpopular', 'popular')",0.463281,0.39225003,0.1816437,0.120771,-0.0608727
17,-0.13552205,-0.11293538,"('nasty', 'nice')",-0.43169612,-0.41940102,-0.2836091,-0.2661682,0.0174409
18,-0.8000512,-0.8426144,"('disagreeable', 'welcoming')",-0.6688662,-0.73030293,-0.7344587,-0.7864587,-0.052
19,-0.8347173,-0.92338866,"('inhospitable', 'hospitable')",-0.3405934,-0.42073378,-0.5876553,-0.6720612,-0.0844059
20,-0.54102254,-0.49781612,"('rough', 'thoughtful')",0.8877094,0.8610366,0.1733434,0.1816102,0.0082668
21,-0.6018455,-0.5369755,"('immoral', 'moral')",-0.7761441,-0.5151614,-0.6889948,-0.5260684,0.1629264
22,-1.0106391,-0.99387866,"('untrustworthy', 'trustworthy')",-1.2613709,-1.0861075,-1.1360049,-1.039993,0.0960119
23,-0.44865736,-0.42050794,"('insincere', 'sincere')",6.646104,6.8454366,3.0987232,3.2124643,0.1137411
24,-0.5044135,-0.4934007,"('dishonest', 'honest')",0.9158365,1.037308,0.2057115,0.2719536,0.0662421
25,0.3427277,0.1791693,"('egoistic', 'altruistic')",0.9718127,0.82226175,0.6572702,0.5007155,-0.1565547
26,0.38988268,0.17834069,"('hardhearted', 'benevolent')",1.2532623,1.0747545,0.8215725,0.6265476,-0.1950249
27,-0.24238193,-0.23091441,"('hardhearted', 'softhearted')",1.2069993,1.1629889,0.4823087,0.4660372,-0.0162715
28,0.3456912,0.292523,"('disloyal', 'loyal')",1.242771,1.2176772,0.7942311,0.7551001,-0.039131
29,-0.123690486,-0.116603315,"('unfair', 'fair')",-0.12943874,-0.30340248,-0.1265646,-0.2100029,-0.0834383
30,-0.39651132,-0.257223,"('intolerant', 'tolerant')",0.77374506,0.8358762,0.1886169,0.2893266,0.1007097
31,-0.5222973,-0.70826405,"('evil', 'good')",-0.908748,-1.1481286,-0.7155226,-0.9281963,-0.2126737
32,-0.52809054,-0.6440107,"('unkind', 'kind')",0.7553433,0.7086683,0.1136264,0.0323288,-0.0812976
33,0.40159997,0.2869308,"('wrong', 'right')",-0.52408636,-0.4880683,-0.0612432,-0.1005688,-0.0393256
34,-0.6901682,-0.6106859,"('mean', 'honorable')",5.9843383,6.1523204,2.647085,2.7708173,0.1237323
35,0.4470443,0.30551594,"('corrupt', 'incorrupt')",-0.3319757,-0.4979151,0.0575343,-0.0961996,-0.1537339
36,0.026366934,-0.23886958,"('hostile', 'amicable')",0.053040266,-0.14463644,0.0397036,-0.191753,-0.2314566
37,-0.4857706,-0.48891097,"('fake', 'genuine')",0.015738301,0.12087439,-0.2350162,-0.1840183,0.0509979
38,-0.6624097,-0.6331305,"('untruthful', 'truthful')",0.26022676,0.37417334,-0.2010915,-0.1294786,0.0716129
39,0.5893896,0.62376684,"('exploitative', 'cooperative')",0.013707675,0.0718581,0.3015487,0.3478125,0.0462638
40,-0.343488,-0.33958724,"('stingy', 'generous')",-2.0479703,-2.1809204,-1.1957291,-1.2602538,-0.0645247
41,-0.16352588,-0.20262356,"('unforgiving', 'forgiving')",0.0044138143,-0.064043105,-0.079556,-0.1333333,-0.0537773
42,-1.2017317,-1.1070213,"('unreliable', 'reliable')",-3.621442,-3.5210488,-2.4115868,-2.3140349,0.0975519
43,-1.1486423,-1.0397328,"('irresponsible', 'responsible')",0.48964837,0.57587755,-0.329497,-0.2319276,0.0975694
44,-0.7551449,-0.6683261,"('prejudiced', 'unprejudiced')",-1.4490007,-1.4703828,-1.1020728,-1.0693544,0.0327184
45,-0.8266295,-0.7318122,"('incompetent', 'competent')",-0.04081655,-0.007164427,-0.433723,-0.3694883,0.0642347
46,-0.97152764,-0.8982446,"('uncompetitive', 'competitive')",-0.95329463,-0.8283255,-0.9624112,-0.8632851,0.0991261
47,-0.6673287,-0.56781524,"('stupid', 'smart')",5.8332314,6.1820416,2.5829513,2.8071132,0.2241619
48,0.5182177,0.49272808,"('unintelligent', 'intelligent')",1.0303336,1.0911553,0.7742757,0.7919417,0.017666
49,0.40633014,0.4770929,"('unable', 'able')",-0.17093366,0.020714,0.1176982,0.2489035,0.1312053
50,-0.042878173,-0.026260642,"('clumsy', 'skillful')",0.03590776,0.07657236,-0.0034852,0.0251559,0.0286411
51,-0.80801755,-0.8208341,"('uneducated', 'educated')",0.4842657,0.48200732,-0.1618759,-0.1694134,-0.0075375
52,0.36722186,0.16375884,"('irrational', 'rational')",0.10766493,0.045085408,0.2374434,0.1044221,-0.1330213
53,0.2243543,0.07811123,"('uncreative', 'creative')",0.63383406,0.5112642,0.4290942,0.2946877,-0.1344065
54,0.43682888,0.30819157,"('incapable', 'capable')",0.8874047,0.95495266,0.6621168,0.6315721,-0.0305447
55,-0.11466075,0.070903234,"('incompetent', 'clever')",0.15735704,0.2932633,0.0213481,0.1820833,0.1607352
56,0.108639285,0.14228275,"('impractical', 'practical')",-0.41837436,-0.21136443,-0.1548675,-0.0345408,0.1203267
