,corps_male,corps_female,tuple,average_male,average_female,female-male
0,0.2768789,0.18856584,"('unsociable', 'sociable')",0.2768789,0.1885658,-0.0883131
1,0.6223207,0.80257577,"('unfriendly', 'friendly')",0.6223207,0.8025758,0.1802551
2,0.12534346,0.35486048,"('unlikable', 'likable')",0.1253435,0.3548605,0.229517
3,0.70817095,0.858179,"('repellent', 'pleasant')",0.708171,0.858179,0.150008
4,-7.777886,-7.6494017,"('disliked', 'liked')",-7.7778859,-7.6494017,0.1284842
5,-0.9790931,-0.8491821,"('distant', 'outgoing')",-0.9790931,-0.8491821,0.129911
6,-0.6083047,-0.52834153,"('distant', 'open')",-0.6083047,-0.5283415,0.0799632
7,1.5424873,1.5679703,"('insensitive', 'sensitive')",1.5424873,1.5679703,0.025483
8,1.0797752,1.0121518,"('unaffectionate', 'affectionate')",1.0797752,1.0121518,-0.0676234
9,1.6205935,1.5803078,"('unaffectionate', 'caring')",1.6205935,1.5803078,-0.0402857
10,1.9102259,1.7590061,"('unsympathetic', 'sympathetic')",1.9102259,1.7590061,-0.1512198
11,2.3952622,2.3180134,"('unhelpful', 'helpful')",2.3952622,2.3180134,-0.0772488
12,-1.1556216,-1.1137958,"('unsupportive', 'supportive')",-1.1556216,-1.1137958,0.0418258
13,0.16859105,0.17498222,"('impolite', 'polite')",0.1685911,0.1749822,0.0063911
14,0.29619575,0.34501663,"('antisocial', 'social')",0.2961957,0.3450166,0.0488209
15,-0.04337002,0.0126278065,"('boring', 'funny')",-0.04337,0.0126278,0.0559978
16,-0.8896704,-0.7155463,"('unpopular', 'popular')",-0.8896704,-0.7155463,0.1741241
17,0.07714849,0.07203471,"('nasty', 'nice')",0.0771485,0.0720347,-0.0051138
18,-0.90062624,-0.69049716,"('disagreeable', 'welcoming')",-0.9006262,-0.6904972,0.210129
19,-0.55749667,-0.5524047,"('inhospitable', 'hospitable')",-0.5574967,-0.5524047,0.005092
20,0.5391158,0.4925428,"('rough', 'thoughtful')",0.5391158,0.4925428,-0.046573
21,0.35012984,0.47283113,"('immoral', 'moral')",0.3501298,0.4728311,0.1227013
22,0.14385478,0.20715517,"('untrustworthy', 'trustworthy')",0.1438548,0.2071552,0.0633004
23,6.5007315,6.508667,"('insincere', 'sincere')",6.5007315,6.508667,0.0079355
24,1.6484737,1.6691331,"('dishonest', 'honest')",1.6484737,1.6691331,0.0206594
25,0.08997142,0.18919557,"('egoistic', 'altruistic')",0.0899714,0.1891956,0.0992242
26,0.853264,0.6137408,"('hardhearted', 'benevolent')",0.853264,0.6137408,-0.2395232
27,1.5983691,1.4813027,"('hardhearted', 'softhearted')",1.5983691,1.4813027,-0.1170664
28,1.4447862,1.2584488,"('disloyal', 'loyal')",1.4447862,1.2584488,-0.1863374
29,-0.10640185,-0.26708645,"('unfair', 'fair')",-0.1064019,-0.2670864,-0.1606845
30,1.2044822,1.2904619,"('intolerant', 'tolerant')",1.2044822,1.2904619,0.0859797
31,-1.6824772,-1.5495456,"('evil', 'good')",-1.6824772,-1.5495456,0.1329316
32,1.4324018,1.291057,"('unkind', 'kind')",1.4324018,1.291057,-0.1413448
33,-0.78250194,-0.8085887,"('wrong', 'right')",-0.7825019,-0.8085887,-0.0260868
34,4.441322,4.6179957,"('mean', 'honorable')",4.4413218,4.6179957,0.1766739
35,-1.2091117,-1.460388,"('corrupt', 'incorrupt')",-1.2091117,-1.4603879,-0.2512762
36,-1.1124067,-1.1855125,"('hostile', 'amicable')",-1.1124067,-1.1855125,-0.0731058
37,0.6987595,0.7151566,"('fake', 'genuine')",0.6987595,0.7151566,0.0163971
38,-0.2251837,-0.18537419,"('untruthful', 'truthful')",-0.2251837,-0.1853742,0.0398095
39,0.060567457,0.031895697,"('exploitative', 'cooperative')",0.0605675,0.0318957,-0.0286718
40,-1.5873843,-1.5151957,"('stingy', 'generous')",-1.5873843,-1.5151957,0.0721886
41,0.3112821,0.19238035,"('unforgiving', 'forgiving')",0.3112821,0.1923804,-0.1189017
42,-1.6523747,-1.6105899,"('unreliable', 'reliable')",-1.6523747,-1.6105899,0.0417848
43,1.7682488,1.7876946,"('irresponsible', 'responsible')",1.7682488,1.7876946,0.0194458
44,-1.2672691,-1.23267,"('prejudiced', 'unprejudiced')",-1.2672691,-1.2326699,0.0345992
45,0.612774,0.43836418,"('incompetent', 'competent')",0.612774,0.4383642,-0.1744098
46,-0.2298511,-0.2994907,"('uncompetitive', 'competitive')",-0.2298511,-0.2994907,-0.0696396
47,5.687081,5.75796,"('stupid', 'smart')",5.6870809,5.7579598,0.0708789
48,0.8701958,0.8632228,"('unintelligent', 'intelligent')",0.8701958,0.8632228,-0.006973
49,-0.37061572,-0.19571605,"('unable', 'able')",-0.3706157,-0.1957161,0.1748996
50,-0.23801541,-0.26027295,"('clumsy', 'skillful')",-0.2380154,-0.2602729,-0.0222575
51,0.55297494,0.5405415,"('uneducated', 'educated')",0.5529749,0.5405415,-0.0124334
52,-0.61494154,-0.71384084,"('irrational', 'rational')",-0.6149415,-0.7138408,-0.0988993
53,0.27337775,0.3227725,"('uncreative', 'creative')",0.2733777,0.3227725,0.0493948
54,0.9791922,1.0403986,"('incapable', 'capable')",0.9791922,1.0403986,0.0612064
55,0.9120526,0.99294716,"('incompetent', 'clever')",0.9120526,0.9929472,0.0808946
56,0.8466009,0.81275284,"('impractical', 'practical')",0.8466009,0.8127528,-0.0338481
57,-2.2793076,-2.3024354,"('unimaginative', 'imaginative')",-2.2793076,-2.3024354,-0.0231278
58,0.19241542,0.116547614,"('undiscriminating', 'discriminating')",0.1924154,0.1165476,-0.0758678
59,-0.11343648,-0.036769424,"('foolish', 'wise')",-0.1134365,-0.0367694,0.0766671
60,0.6845677,0.8369317,"('inefficient', 'efficient')",0.6845677,0.8369317,0.152364
61,0.8369318,0.5622489,"('illogical', 'logical')",0.8369318,0.5622489,-0.2746829
62,1.2362908,1.3265766,"('incompetent', 'brilliant')",1.2362908,1.3265766,0.0902858
63,0.7680827,0.8121787,"('unperceptive', 'insightful')",0.7680827,0.8121787,0.044096
64,-6.159672,-5.922779,"('shy', 'confident')",-6.1596718,-5.9227791,0.2368927
