,willis_male,willis_female,tuple,towers_male,towers_female,watson_male,watson_female,pub_male,pub_female,ltd_male,ltd_female,co_male,co_female,average_male,average_female,female-male
0,0.24538475,-0.054502416,"('unsociable', 'sociable')",0.6148855,0.5608699,0.7097187,0.44146854,1.8668227,1.7561709,-0.4644814,-0.529783,-0.13086481,-0.25663036,0.4735776,0.3195989,-0.1539787
1,-0.46352586,-0.4792694,"('unfriendly', 'friendly')",-0.47643936,-0.43224782,0.5482444,0.45275155,1.5355225,1.4079679,0.8793772,0.7772021,2.1749685,2.049948,0.6996912,0.6293921,-0.0702991
2,0.35427755,0.53500366,"('unlikable', 'likable')",0.5266428,0.7060005,0.60117346,0.7328653,0.4927099,0.6281353,0.8746171,0.957067,0.23515144,0.38461506,0.5140954,0.6572812,0.1431858
3,-0.03120457,0.008910958,"('repellent', 'pleasant')",-0.73340327,-0.5985656,-0.05179522,0.0115387095,-0.86206466,-0.72059387,-0.22324416,-0.16664156,0.45131037,0.49228832,-0.2417336,-0.1621772,0.0795564
4,0.2972094,0.24767195,"('disliked', 'liked')",0.60006285,0.5681132,0.06436311,0.08512478,1.5980651,1.5343285,2.0292919,1.9415511,-6.3907914,-6.4184217,-0.3002999,-0.340272,-0.0399721
5,-0.62985957,-0.4766951,"('distant', 'outgoing')",-0.3286352,-0.28260413,-0.120306715,0.0018649474,0.58154184,0.5243319,0.6083313,0.54815006,-0.06920254,0.02868646,0.0069782,0.057289,0.0503108
6,-1.5104685,-1.2682451,"('distant', 'open')",-0.534755,-0.42468634,0.18009266,0.3628864,0.9568397,0.9051594,0.45084274,0.3717785,0.36116087,0.45353544,-0.0160479,0.0667381,0.082786
7,1.0798078,1.0599215,"('insensitive', 'sensitive')",-0.6097205,-0.4105363,0.7290584,0.69975877,0.1278103,0.28915164,-1.0338664,-0.8683472,-0.37559074,-0.2857488,-0.0137502,0.0806999,0.0944501
8,-0.42852736,-0.40953484,"('unaffectionate', 'affectionate')",-0.5487754,-0.5636189,-0.038086865,0.060132004,0.20639688,0.13367102,-0.20352799,-0.27027076,0.8061521,0.78475964,-0.0343948,-0.0441436,-0.0097488
9,0.33937976,0.40925774,"('unaffectionate', 'caring')",-0.15413885,-0.07202285,0.9771826,1.0560461,0.7085937,0.71419483,-0.028773967,-0.016855355,1.3976498,1.4701895,0.5399822,0.5934683,0.0534861
10,0.771968,0.638206,"('unsympathetic', 'sympathetic')",-0.19298038,-0.08155325,0.44701868,0.3377617,-0.74617004,-0.6196986,-1.2821789,-1.1419244,-0.8324743,-0.70832896,-0.3058028,-0.2625896,0.0432132
11,0.8209214,0.8342582,"('unhelpful', 'helpful')",0.13311653,0.24138132,1.0908933,1.097318,-0.13195035,0.04316965,-0.4476803,-0.22636016,1.5500414,1.7266171,0.502557,0.6193973,0.1168403
12,1.3712626,1.4321201,"('unsupportive', 'supportive')",0.8092497,1.049247,1.4249256,1.5839957,0.9912158,1.1880065,0.08883496,0.21622944,-2.3381853,-2.1759958,0.3912172,0.5489338,0.1577166
13,0.5099485,0.30250263,"('impolite', 'polite')",0.24306291,0.18479133,1.1801833,1.0288295,0.32464677,0.3781025,-0.78864753,-0.7414324,-0.45600063,-0.4396624,0.1688655,0.1188552,-0.0500103
14,1.4622236,1.2969018,"('antisocial', 'social')",0.8504863,0.8982611,0.011945099,-0.035407767,0.7663431,0.8152198,0.4307592,0.5144895,-0.65408564,-0.6505937,0.4779452,0.4731451,-0.0048001
15,-0.31410372,-0.35742277,"('boring', 'funny')",0.0142579675,-0.09190604,0.25727278,0.23319407,0.9400829,0.88264465,-0.20248993,-0.18015966,-0.10179147,-0.06998037,0.0988714,0.069395,-0.0294764
16,-0.42918897,-0.4823947,"('unpopular', 'popular')",-0.12852275,-0.13751602,-0.38231343,-0.41908792,0.7597551,0.67902255,0.9744978,0.8928608,1.2570913,1.2265373,0.3418865,0.293237,-0.0486495
17,-0.41694745,-0.45838964,"('nasty', 'nice')",-0.8381197,-0.7718058,0.08187052,0.12183589,-0.4087179,-0.39017966,0.2231485,0.18008158,-0.48320422,-0.4327649,-0.306995,-0.2918704,0.0151246
