,delta_male,delta_female,tuple,air_male,air_female,lines_male,lines_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2465029,-0.39337265,"('unsociable', 'sociable')",-1.9365257,-2.212894,-0.16192503,-0.25729758,-0.444489,-0.61093783,-0.6973607,-0.8686255,-0.1712648
1,1.5371519,1.5192933,"('unfriendly', 'friendly')",0.942805,0.9343282,1.228723,1.1604397,2.2340875,2.0991762,1.4856918,1.4283093,-0.0573825
2,1.2354792,1.273142,"('unlikable', 'likable')",0.70553386,0.8178066,0.7494321,0.75402623,0.64466614,0.7096571,0.8337778,0.8886579,0.0548801
3,-0.6833116,-0.6397055,"('repellent', 'pleasant')",-1.0520573,-1.0524683,-0.10600333,-0.044280812,0.38879436,0.45800868,-0.3631445,-0.3196115,0.043533
4,0.30624786,0.35311612,"('disliked', 'liked')",1.2550759,1.2174001,0.6985368,0.6194682,-6.027142,-6.0640903,-0.9418204,-0.9685265,-0.0267061
5,1.2538381,1.207051,"('distant', 'outgoing')",1.5551026,1.7040615,-0.11155101,-0.12894553,-0.042138405,-0.034652743,0.6638128,0.6868786,0.0230658
6,1.2639861,1.2646616,"('distant', 'open')",1.7982934,1.9028746,-0.52950937,-0.5723315,0.6474733,0.6210041,0.7950609,0.8040522,0.0089913
7,-0.11368395,-0.083617665,"('insensitive', 'sensitive')",-0.6513342,-0.6636857,-0.56641686,-0.46220088,0.97946197,0.98823005,-0.0879932,-0.0553185,0.0326747
8,1.2748374,1.2401191,"('unaffectionate', 'affectionate')",0.68946266,0.71924496,-0.20740426,-0.19700304,0.8549931,0.77397084,0.6529722,0.634083,-0.0188892
9,1.8772808,1.887548,"('unaffectionate', 'caring')",0.6026276,0.627321,0.29248542,0.36031348,1.2259961,1.2112446,0.9995975,1.0216067,0.0220092
10,-1.0568228,-1.0839045,"('unsympathetic', 'sympathetic')",-2.5772712,-2.7527463,-1.4001422,-1.3094174,-0.48350203,-0.51199055,-1.3794345,-1.4145147,-0.0350802
11,-1.0346354,-1.0361747,"('unhelpful', 'helpful')",-1.2931939,-1.2455639,-0.92198837,-0.84044415,1.5216444,1.6212484,-0.4320434,-0.3752336,0.0568098
12,1.4018131,1.3868219,"('unsupportive', 'supportive')",-0.4921662,-0.43471792,0.23197755,0.3065556,-1.8267485,-1.8401659,-0.171281,-0.1453766,0.0259044
13,-1.6945931,-1.8881454,"('impolite', 'polite')",-1.3898339,-1.6206441,-0.24738903,-0.35697484,-0.18945372,-0.29158992,-0.8803174,-1.0393386,-0.1590212
14,-0.010202959,-0.02110739,"('antisocial', 'social')",-1.5194393,-1.572133,0.1363326,0.15841153,-0.49548033,-0.475576,-0.4721975,-0.4776012,-0.0054037
15,0.19713047,0.07392054,"('boring', 'funny')",0.4320146,0.30027443,-0.45433837,-0.55479205,0.7405574,0.7695085,0.228841,0.1472279,-0.0816131
16,-0.6525674,-0.6259562,"('unpopular', 'popular')",0.50394976,0.5531883,-0.17947407,-0.1769901,0.488516,0.54390645,0.0401061,0.0735371,0.033431
17,0.43889678,0.44417816,"('nasty', 'nice')",1.0388628,1.0909965,0.7690403,0.79044473,-0.29707372,-0.16234557,0.4874316,0.5408184,0.0533868
18,0.6862909,0.7312787,"('disagreeable', 'welcoming')",0.9216457,1.0416988,0.06541638,-0.0076275617,-0.2938538,-0.29768014,0.3448748,0.3669175,0.0220427
19,0.0068224985,-0.049442846,"('inhospitable', 'hospitable')",0.8940661,0.8573322,-0.65254277,-0.7368566,0.39018393,0.36796018,0.1596324,0.1097483,-0.0498841
20,-0.28480813,-0.3392926,"('rough', 'thoughtful')",-0.9054852,-0.90216434,-0.700472,-0.664809,1.1760294,1.1486387,-0.178684,-0.1894068,-0.0107228
21,-0.89219666,-0.9590771,"('immoral', 'moral')",-1.2555703,-1.4782851,-0.55649596,-0.4945607,-0.699652,-0.67012846,-0.8509787,-0.9005128,-0.0495341
