,precision_male,precision_female,tuple,castparts_male,castparts_female,corp_male,corp_female,average_male,average_female,female-male
0,1.8714433,2.0880938,"('unsociable', 'sociable')",0.21040668,0.30134994,-0.05263354,-0.10521236,0.6764055,0.7614104,0.0850049
1,-0.84581816,-1.0570092,"('unfriendly', 'friendly')",-0.05038838,-0.17425607,1.4797846,1.2791235,0.194526,0.0159527,-0.1785733
2,0.13702296,0.16520353,"('unlikable', 'likable')",0.14502546,0.3215551,0.5916519,0.62126225,0.2912334,0.3693403,0.0781069
3,0.11823857,0.34514773,"('repellent', 'pleasant')",-0.5101184,-0.3060168,0.781897,0.8212315,0.1300057,0.2867875,0.1567818
4,-0.74922174,-0.9084297,"('disliked', 'liked')",-0.33796486,-0.3386045,-7.353632,-7.6273108,-2.8136063,-2.9581149,-0.1445086
5,-2.40301,-2.6569831,"('distant', 'outgoing')",-0.1899007,-0.19717988,-0.27168235,-0.303766,-0.9548643,-1.052643,-0.0977787
6,-2.6788948,-2.9639966,"('distant', 'open')",-0.62562525,-0.65981215,-0.08835845,-0.14350048,-1.1309595,-1.2557698,-0.1248103
7,1.005136,1.1393468,"('insensitive', 'sensitive')",-0.15737154,-0.03550156,0.102721,0.13196501,0.3168285,0.4119368,0.0951083
8,-1.5605276,-1.8351214,"('unaffectionate', 'affectionate')",-0.9931578,-1.148813,0.8998641,0.8090337,-0.5512738,-0.7249669,-0.1736931
9,-0.12860186,-0.32577157,"('unaffectionate', 'caring')",-0.23523109,-0.34161544,1.3688436,1.3770351,0.3350035,0.2365494,-0.0984541
10,1.8501966,2.0761786,"('unsympathetic', 'sympathetic')",-0.5103408,-0.35585004,-0.36958173,-0.1938347,0.3234247,0.5088313,0.1854066
11,0.99391013,1.1589524,"('unhelpful', 'helpful')",0.07971292,0.22311898,1.7208717,1.9984192,0.9314982,1.1268302,0.195332
12,1.4368548,1.5837414,"('unsupportive', 'supportive')",0.20986187,0.35072982,-2.086931,-2.1313567,-0.1467381,-0.0656285,0.0811096
13,1.6075084,1.7053212,"('impolite', 'polite')",0.3404145,0.4287931,-0.6041318,-0.45527354,0.4479304,0.5596136,0.1116832
14,1.8693434,2.1044545,"('antisocial', 'social')",0.5778776,0.76545125,-0.43916145,-0.42785737,0.6693532,0.8140161,0.1446629
15,-0.71705693,-0.8829236,"('boring', 'funny')",0.30299366,0.22212459,-0.25803936,-0.31204498,-0.2240342,-0.3242813,-0.1002471
16,-1.3257622,-1.4975835,"('unpopular', 'popular')",-0.77844846,-0.74249,0.53212357,0.50801426,-0.524029,-0.5773531,-0.0533241
17,-0.5642581,-0.59732616,"('nasty', 'nice')",-0.24458642,-0.14412302,-0.7714716,-0.7865872,-0.526772,-0.5093455,0.0174265
18,-0.9229881,-1.0082672,"('disagreeable', 'welcoming')",-1.0353346,-0.9018322,-0.5182711,-0.60662615,-0.8255313,-0.8389085,-0.0133772
19,-0.75075984,-0.87510365,"('inhospitable', 'hospitable')",-1.2122345,-1.2274688,-0.33656207,-0.31706184,-0.7665188,-0.8065448,-0.040026
20,1.5344131,1.6265719,"('rough', 'thoughtful')",-0.40449196,-0.31301028,0.9256203,0.9144717,0.6851805,0.7426778,0.0574973
21,1.5891832,1.8544647,"('immoral', 'moral')",0.13703474,0.35322458,-0.7959522,-0.59033626,0.3100886,0.5391177,0.2290291
22,0.46748978,0.6004031,"('untrustworthy', 'trustworthy')",-0.2997673,-0.19717817,-1.1695546,-1.1676378,-0.333944,-0.2548043,0.0791397
23,1.9904988,2.1336806,"('insincere', 'sincere')",0.7625031,0.9131309,5.8472457,6.1316595,2.8667491,3.0594902,0.1927411
24,0.86871815,0.84061635,"('dishonest', 'honest')",0.4435823,0.5173909,0.54558897,0.6524593,0.6192965,0.6701555,0.050859
25,-0.30777574,-0.40022364,"('egoistic', 'altruistic')",0.33005333,0.3657036,1.0350395,0.930529,0.352439,0.2986697,-0.0537693
26,-0.17488286,-0.34755403,"('hardhearted', 'benevolent')",0.7293103,0.50814545,1.4948562,1.2267638,0.6830945,0.4624518,-0.2206427
27,-0.51916856,-0.52019906,"('hardhearted', 'softhearted')",-0.5390125,-0.42753777,1.496552,1.3229964,0.1461236,0.1250865,-0.0210371
28,1.0778068,1.0320741,"('disloyal', 'loyal')",-0.35968065,-0.40996814,1.0781398,1.1162726,0.5987553,0.5794595,-0.0192958
29,-0.19896087,-0.2207822,"('unfair', 'fair')",-1.1854724,-1.2604831,-0.28609478,-0.46020716,-0.5568427,-0.6471575,-0.0903148
30,1.2091687,1.3406863,"('intolerant', 'tolerant')",0.097224526,0.25541762,0.5830876,0.638933,0.6298269,0.7450123,0.1151854
31,-2.5556266,-2.8650029,"('evil', 'good')",-0.7937407,-0.8513507,-0.71710265,-0.9428019,-1.35549,-1.5530518,-0.1975618
32,0.44519922,0.4904331,"('unkind', 'kind')",0.8389448,0.8372091,0.8224075,0.74746406,0.7021839,0.691702,-0.0104819
33,0.87037575,0.58087724,"('wrong', 'right')",0.54438245,0.45228684,-0.5568955,-0.71033275,0.2859542,0.1076104,-0.1783438
34,0.14521226,0.19448757,"('mean', 'honorable')",0.073795184,0.30953968,5.756213,6.1607947,1.9917402,2.2216074,0.2298672
