,vegetable_male,vegetable_female,tuple,average_male,average_female,female-male
0,0.11426187,0.106606916,"('unsociable', 'sociable')",0.1142619,0.1066069,-0.007655
1,0.9226308,0.7396263,"('unfriendly', 'friendly')",0.9226308,0.7396263,-0.1830045
2,0.10672851,0.28622442,"('unlikable', 'likable')",0.1067285,0.2862244,0.1794959
3,0.8734332,0.99546987,"('repellent', 'pleasant')",0.8734332,0.9954699,0.1220367
4,-7.14999,-7.351555,"('disliked', 'liked')",-7.1499901,-7.3515549,-0.2015648
5,-0.7348935,-0.77785766,"('distant', 'outgoing')",-0.7348935,-0.7778577,-0.0429642
6,-0.11285687,-0.26808882,"('distant', 'open')",-0.1128569,-0.2680888,-0.1552319
7,0.93763983,0.99598813,"('insensitive', 'sensitive')",0.9376398,0.9959881,0.0583483
8,0.7319659,0.5282916,"('unaffectionate', 'affectionate')",0.7319659,0.5282916,-0.2036743
9,1.1728251,1.1453786,"('unaffectionate', 'caring')",1.1728251,1.1453786,-0.0274465
10,1.1342026,1.2404004,"('unsympathetic', 'sympathetic')",1.1342026,1.2404004,0.1061978
11,1.4520564,1.5417981,"('unhelpful', 'helpful')",1.4520564,1.5417981,0.0897417
12,-1.7060977,-1.7003913,"('unsupportive', 'supportive')",-1.7060977,-1.7003913,0.0057064
13,0.09408143,0.23367605,"('impolite', 'polite')",0.0940814,0.233676,0.1395946
14,0.04043031,0.09547583,"('antisocial', 'social')",0.0404303,0.0954758,0.0550455
15,0.11986827,-0.0049415883,"('boring', 'funny')",0.1198683,-0.0049416,-0.1248099
16,-0.35626596,-0.41864425,"('unpopular', 'popular')",-0.356266,-0.4186442,-0.0623782
17,-0.05982574,-0.059984438,"('nasty', 'nice')",-0.0598257,-0.0599844,-0.0001587
18,-0.46585453,-0.4755961,"('disagreeable', 'welcoming')",-0.4658545,-0.4755961,-0.0097416
19,-0.88403416,-0.97796494,"('inhospitable', 'hospitable')",-0.8840342,-0.9779649,-0.0939307
20,1.041245,0.954775,"('rough', 'thoughtful')",1.041245,0.954775,-0.08647
21,0.07275307,0.34735096,"('immoral', 'moral')",0.0727531,0.347351,0.2745979
22,-0.27885187,-0.14596035,"('untrustworthy', 'trustworthy')",-0.2788519,-0.1459603,0.1328916
23,5.773581,5.854171,"('insincere', 'sincere')",5.773581,5.8541708,0.0805898
24,1.4122964,1.4090455,"('dishonest', 'honest')",1.4122964,1.4090455,-0.0032509
25,0.548049,0.43253744,"('egoistic', 'altruistic')",0.548049,0.4325374,-0.1155116
26,0.6612301,0.4552133,"('hardhearted', 'benevolent')",0.6612301,0.4552133,-0.2060168
27,1.7095523,1.4450469,"('hardhearted', 'softhearted')",1.7095523,1.4450469,-0.2645054
28,1.0006136,0.94160205,"('disloyal', 'loyal')",1.0006136,0.9416021,-0.0590115
29,-0.54303557,-0.6455875,"('unfair', 'fair')",-0.5430356,-0.6455875,-0.1025519
30,0.8127927,0.90513647,"('intolerant', 'tolerant')",0.8127927,0.9051365,0.0923438
31,-1.2940269,-1.5077075,"('evil', 'good')",-1.2940269,-1.5077075,-0.2136806
32,1.179371,1.0756083,"('unkind', 'kind')",1.179371,1.0756083,-0.1037627
33,-0.5863784,-0.58843374,"('wrong', 'right')",-0.5863784,-0.5884337,-0.0020553
34,4.1473546,4.2892733,"('mean', 'honorable')",4.1473546,4.2892733,0.1419187
35,-1.0311494,-1.3861204,"('corrupt', 'incorrupt')",-1.0311494,-1.3861204,-0.354971
36,-0.7532591,-0.9812575,"('hostile', 'amicable')",-0.7532591,-0.9812575,-0.2279984
37,0.92127156,0.8758333,"('fake', 'genuine')",0.9212716,0.8758333,-0.0454383
38,-0.4382534,-0.3934121,"('untruthful', 'truthful')",-0.4382534,-0.3934121,0.0448413
39,0.20984438,0.28769687,"('exploitative', 'cooperative')",0.2098444,0.2876969,0.0778525
40,-1.4147675,-1.5798712,"('stingy', 'generous')",-1.4147675,-1.5798712,-0.1651037
41,0.19667035,0.22225747,"('unforgiving', 'forgiving')",0.1966704,0.2222575,0.0255871
42,-1.9137677,-1.8445243,"('unreliable', 'reliable')",-1.9137677,-1.8445243,0.0692434
43,0.9350189,1.1154046,"('irresponsible', 'responsible')",0.9350189,1.1154046,0.1803857
44,-0.75232583,-0.70088303,"('prejudiced', 'unprejudiced')",-0.7523258,-0.700883,0.0514428
45,0.3416419,0.2935077,"('incompetent', 'competent')",0.3416419,0.2935077,-0.0481342
46,-0.3151579,-0.12777656,"('uncompetitive', 'competitive')",-0.3151579,-0.1277766,0.1873813
47,4.793126,5.0138407,"('stupid', 'smart')",4.7931261,5.0138407,0.2207146
48,0.4039429,0.41025344,"('unintelligent', 'intelligent')",0.4039429,0.4102534,0.0063105
