,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,female-male
0,1.0389633,0.941875,"('unsociable', 'sociable')",0.036220215,-0.016709685,1.0902866,1.0047837,0.124231234,-0.043052875,0.5724254,0.471724,-0.1007014
1,1.5384806,1.5080819,"('unfriendly', 'friendly')",0.15411986,0.053702984,1.1344703,1.0039927,1.5931957,1.4201869,1.1050665,0.9964911,-0.1085754
2,1.3798624,1.4442277,"('unlikable', 'likable')",1.5973258,1.6460605,1.266327,1.3440932,1.0849366,1.231126,1.3321129,1.4163768,0.0842639
3,-0.65256083,-0.55038285,"('repellent', 'pleasant')",-0.5124715,-0.38806617,-1.155022,-1.0175347,0.29169536,0.38150924,-0.5070898,-0.3936186,0.1134712
4,0.67261195,0.682994,"('disliked', 'liked')",0.90163916,0.83957714,2.069082,2.1347735,-6.287915,-6.178465,-0.6611455,-0.6302801,0.0308654
5,1.0435534,1.1087487,"('distant', 'outgoing')",0.93797517,1.0755525,1.6669322,1.6279294,-0.27033135,-0.24692766,0.8445324,0.8913257,0.0467933
6,0.4919894,0.5611159,"('distant', 'open')",0.6249952,0.7828419,0.7381699,0.7122016,-0.329949,-0.35158658,0.3813014,0.4261432,0.0448418
7,0.077765554,0.11724029,"('insensitive', 'sensitive')",0.45645556,0.37294325,-0.13589595,-0.13598298,-0.07512207,-0.031405933,0.0808008,0.0806987,-0.0001021
8,0.73289174,0.7124212,"('unaffectionate', 'affectionate')",-0.8519673,-0.89322364,1.435629,1.2875547,0.459886,0.26909316,0.4441099,0.3439614,-0.1001485
9,1.1878893,1.2006333,"('unaffectionate', 'caring')",-0.5859089,-0.68399227,1.4715726,1.3718958,1.0103152,0.92609227,0.7709671,0.7036573,-0.0673098
10,-0.4956879,-0.44605523,"('unsympathetic', 'sympathetic')",-1.2942268,-1.3521081,-1.3392322,-1.3046024,-0.22361596,-0.24099818,-0.8381907,-0.835941,0.0022497
11,0.40587518,0.4224376,"('unhelpful', 'helpful')",0.45795965,0.48185414,0.96219915,0.981247,2.333091,2.3705537,1.0397813,1.0640231,0.0242418
12,1.0995634,1.248697,"('unsupportive', 'supportive')",0.530206,0.6467303,1.352713,1.4459714,-1.8260748,-1.6928561,0.2891019,0.4121357,0.1230338
13,0.06635728,0.08243346,"('impolite', 'polite')",-0.4496689,-0.4623386,0.08919748,0.06673092,0.15632471,0.14130522,-0.0344474,-0.0429672,-0.0085198
14,1.4257667,1.3966217,"('antisocial', 'social')",0.6811836,0.63094974,1.3832802,1.4187924,0.012194321,-0.017462648,0.8756062,0.8572253,-0.0183809
15,0.07993544,-0.02769205,"('boring', 'funny')",0.41207,0.31274784,0.71438515,0.625466,0.45646667,0.44742033,0.4157143,0.3394855,-0.0762288
16,0.85539263,0.9347722,"('unpopular', 'popular')",0.14906874,0.17492273,1.861954,1.9115092,0.20773317,0.2645704,0.7685372,0.8214436,0.0529064
17,-0.062928215,0.038275756,"('nasty', 'nice')",-0.33370107,-0.27491647,0.7954612,0.9033284,0.017090775,0.039354056,0.1039807,0.1765105,0.0725298
18,-0.74896467,-0.695811,"('disagreeable', 'welcoming')",0.380396,0.5382749,-0.24822457,-0.24697687,-1.152672,-1.1356666,-0.4423663,-0.3850449,0.0573214
19,-0.36033875,-0.37748873,"('inhospitable', 'hospitable')",0.20466551,0.28044158,0.42781967,0.44287223,-0.16173227,-0.1264004,0.0276035,0.0548562,0.0272527
20,-0.42838025,-0.36554226,"('rough', 'thoughtful')",-0.158594,-0.10538022,-0.36466247,-0.26157594,0.19890022,0.21464218,-0.1881841,-0.1294641,0.05872
21,-0.0025718547,0.08438502,"('immoral', 'moral')",-0.3331353,-0.28425583,-1.1174407,-1.0093389,-0.8782412,-0.779526,-0.5828472,-0.4971839,0.0856633
22,-0.2388775,-0.29827446,"('untrustworthy', 'trustworthy')",1.1202105,1.1485676,-0.6938266,-0.6600223,-0.32352453,-0.30926266,-0.0340045,-0.029748,0.0042565
23,-0.4157765,-0.39644766,"('insincere', 'sincere')",-0.48437834,-0.4748746,-0.55814165,-0.5425357,5.771626,5.604686,1.0783324,1.047707,-0.0306254
24,0.3189211,0.25701958,"('dishonest', 'honest')",-0.08623707,-0.07351713,-0.922181,-1.0148114,0.8534026,0.7892504,0.0409764,-0.0105146,-0.051491
25,0.482925,0.5004981,"('egoistic', 'altruistic')",-0.29175138,-0.42020854,0.17380838,0.115895055,1.1633623,1.0489812,0.3820861,0.3112915,-0.0707946
26,1.3089952,1.3062696,"('hardhearted', 'benevolent')",1.3341944,1.1687156,1.2427561,1.2153387,1.5457207,1.4679625,1.3579166,1.2895715,-0.0683451
27,-0.8117005,-0.7769775,"('hardhearted', 'softhearted')",-0.58548194,-0.5066048,-0.41314512,-0.46200076,0.34467587,0.22142668,-0.3664129,-0.3810391,-0.0146262
28,0.235494,0.1091137,"('disloyal', 'loyal')",0.1464346,0.0012221057,-0.61103874,-0.7530208,0.81400657,0.6446289,0.1462241,0.000486,-0.1457381
29,0.044585895,0.04196239,"('unfair', 'fair')",1.004784,1.0473557,-0.10717218,-0.0999171,-0.8058739,-0.8979685,0.034081,0.0228581,-0.0112229
30,1.2778676,1.2998561,"('intolerant', 'tolerant')",0.16346678,0.19177985,0.94578075,0.9498181,0.70021206,0.7478178,0.7718318,0.7973179,0.0254861
31,-1.1265473,-1.1022507,"('evil', 'good')",-0.34433374,-0.25705218,-0.2776158,-0.16242167,-0.97554564,-1.0479662,-0.6810106,-0.6424227,0.0385879
32,0.39968163,0.392633,"('unkind', 'kind')",0.6206353,0.49630466,-0.84117645,-0.9040668,1.1252054,0.9846712,0.3260865,0.2423855,-0.083701
33,1.2274021,1.2259041,"('wrong', 'right')",-0.11370519,-0.08254561,1.0706525,1.0581597,-0.7830431,-0.76815724,0.3503266,0.3583402,0.0080136
34,-0.31499147,-0.2183853,"('mean', 'honorable')",-0.04325801,0.10915504,0.24223852,0.36114544,5.183543,5.209255,1.266883,1.3652925,0.0984095
35,-0.5728235,-0.624252,"('corrupt', 'incorrupt')",0.5575647,0.53894603,0.028444035,-0.064059116,-0.5585669,-0.70416063,-0.1363454,-0.2133814,-0.077036
36,-0.21046199,-0.12628345,"('hostile', 'amicable')",-0.24963918,-0.3060348,0.5623234,0.6078652,-0.33463714,-0.50044245,-0.0581037,-0.0812239,-0.0231202
37,-0.6325511,-0.67751896,"('fake', 'genuine')",0.32404128,0.33241177,-0.6605387,-0.6867236,-0.00047577173,-0.06077662,-0.2423811,-0.2731518,-0.0307707
38,0.24691673,0.26577652,"('untruthful', 'truthful')",0.6861534,0.7124341,1.0059979,1.0025347,0.54340506,0.6024786,0.6206183,0.645806,0.0251877
39,0.2713196,0.24747837,"('exploitative', 'cooperative')",0.22369874,0.19312507,0.0055605024,-0.03414052,0.5185836,0.56048024,0.2547906,0.2417358,-0.0130548
40,0.04499898,0.07905753,"('stingy', 'generous')",-0.9941998,-0.9436667,-0.45413083,-0.49648815,-2.8590612,-2.8933077,-1.0655982,-1.0636013,0.0019969
41,-0.12220848,-0.065145865,"('unforgiving', 'forgiving')",-0.5593503,-0.5459403,-0.015348623,0.062577456,0.24928269,0.30022782,-0.1119062,-0.0620702,0.049836
42,1.7324646,1.8090818,"('unreliable', 'reliable')",1.5600909,1.61423,0.80105305,0.89252794,-2.2972445,-2.123232,0.449091,0.548152,0.099061
43,1.3575591,1.3898848,"('irresponsible', 'responsible')",0.40139112,0.5072371,0.63783896,0.6850517,0.89633644,0.94467694,0.8232814,0.8817126,0.0584312
44,0.0499733,0.0655906,"('prejudiced', 'unprejudiced')",0.36429548,0.39757508,-0.39891058,-0.37533423,-0.96071976,-0.94850844,-0.2363404,-0.2151693,0.0211711
45,-0.31432107,-0.23945291,"('incompetent', 'competent')",0.29024136,0.27883345,0.25100255,0.42072463,-0.2711768,-0.2159009,-0.0110635,0.0610511,0.0721146
46,0.13716295,0.19021282,"('uncompetitive', 'competitive')",-0.3829589,-0.3899154,-0.6325084,-0.54132044,-0.55061346,-0.49831283,-0.3572295,-0.309834,0.0473955
47,0.83649033,0.90846896,"('stupid', 'smart')",0.82271564,0.93038166,0.6992396,0.8000349,5.4846478,5.4953246,1.9607733,2.0335526,0.0727793
48,-0.30506694,-0.32486093,"('unintelligent', 'intelligent')",-1.2859924,-1.3862263,-0.44391093,-0.4914479,-0.42836174,-0.4312222,-0.615833,-0.6584393,-0.0426063
49,-1.2614467,-1.1696746,"('unable', 'able')",-0.20668165,-0.07437179,0.02225608,0.17583978,-0.14781052,-0.06579699,-0.3984207,-0.2835009,0.1149198
50,0.73526716,0.74056965,"('clumsy', 'skillful')",1.0692605,1.053733,1.2350402,1.2320691,-0.45801035,-0.40192616,0.6453894,0.6561115,0.0107221
51,-0.922654,-1.0151391,"('uneducated', 'educated')",0.9198886,0.8042438,-0.21031758,-0.2549547,0.3488475,0.27933913,0.0339411,-0.0466277,-0.0805688
52,-0.20916307,-0.33001733,"('irrational', 'rational')",-0.23810542,-0.25755817,0.49282765,0.38667542,-0.4663978,-0.56896377,-0.1052097,-0.192466,-0.0872563
53,0.5150841,0.5490869,"('uncreative', 'creative')",0.2287374,0.2040641,1.48012,1.4434574,0.5563672,0.5271383,0.6950771,0.6809367,-0.0141404
54,0.35252124,0.26309514,"('incapable', 'capable')",0.05673267,-0.010039456,0.6294586,0.50853086,0.80465823,0.75830364,0.4608427,0.3799725,-0.0808702
55,-0.276249,-0.23065118,"('incompetent', 'clever')",-0.268313,-0.22868344,-0.84605104,-0.7545776,0.19277412,0.2694783,-0.2994598,-0.2361085,0.0633513
56,1.6125623,1.6589935,"('impractical', 'practical')",0.28174436,0.2489628,1.5003506,1.5436022,0.27631575,0.3171827,0.9177432,0.9421853,0.0244421
57,0.37605,0.38674918,"('unimaginative', 'imaginative')",-1.1698635,-1.251613,0.8334298,0.86955637,-3.1008682,-2.953641,-0.765313,-0.7372371,0.0280759
58,1.0571837,1.1399088,"('undiscriminating', 'discriminating')",-0.007861655,0.017685793,1.0939252,1.2380586,0.27173713,0.37626672,0.6037461,0.69298,0.0892339
59,0.47317153,0.40835285,"('foolish', 'wise')",1.3716207,1.3738947,0.69713753,0.711776,0.09958537,0.050901335,0.6603788,0.6362312,-0.0241476
60,0.47100112,0.5362621,"('inefficient', 'efficient')",-0.00047820807,0.053683445,-0.41282514,-0.33439264,-0.037453756,0.18323785,0.005061,0.1096977,0.1046367
61,0.3975549,0.42237967,"('illogical', 'logical')",0.3155802,0.28062636,0.35985845,0.34523198,-0.195114,-0.31576023,0.2194699,0.1831194,-0.0363505
62,0.43285286,0.57748,"('incompetent', 'brilliant')",-0.4506888,-0.33153197,0.29531437,0.42654493,0.03693954,0.24982734,0.0786045,0.2305801,0.1519756
