,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,female-male
0,-1.2688335,-1.346813,"('unsociable', 'sociable')",-0.41982293,-0.41463065,-0.347681,-0.48155382,-0.6787791,-0.7476658,-0.0688867
1,0.43971992,0.46304074,"('unfriendly', 'friendly')",1.271856,1.3352041,1.5432644,1.5148588,1.0849468,1.1043679,0.0194211
2,0.8862508,0.98166955,"('unlikable', 'likable')",0.48063973,0.61121017,0.84968513,0.9648941,0.7388585,0.8525913,0.1137328
3,-0.53935623,-0.49590105,"('repellent', 'pleasant')",-0.49162045,-0.37814647,0.58677804,0.6426467,-0.1480662,-0.0771336,0.0709326
4,-0.15441133,-0.15957123,"('disliked', 'liked')",0.5009006,0.45016107,-6.8677864,-6.9197626,-2.1737657,-2.2097243,-0.0359586
5,0.04017798,0.08054955,"('distant', 'outgoing')",0.56477636,0.64314866,-0.80303633,-0.70511407,-0.0660273,0.0061947,0.072222
6,0.14957318,0.22683105,"('distant', 'open')",0.26875854,0.39406237,-0.18593584,-0.09558419,0.0774653,0.1751031,0.0976378
7,0.51191235,0.50501,"('insensitive', 'sensitive')",0.31806728,0.38810688,0.10137424,0.18351094,0.3104513,0.358876,0.0484247
8,0.1629771,0.22926384,"('unaffectionate', 'affectionate')",0.18846665,0.114309154,0.3491882,0.35015583,0.233544,0.2312429,-0.0023011
9,0.82187736,0.8467118,"('unaffectionate', 'caring')",0.37083,0.35558492,0.98786217,1.0216255,0.7268565,0.7413074,0.0144509
10,-0.16648501,-0.12110311,"('unsympathetic', 'sympathetic')",-1.0233965,-0.9434748,-0.4121278,-0.38182065,-0.5340031,-0.4821329,0.0518702
11,-0.19718233,-0.23622271,"('unhelpful', 'helpful')",-0.03261067,0.034921713,1.7246801,1.7307309,0.4982957,0.50981,0.0115143
12,0.47297785,0.5617252,"('unsupportive', 'supportive')",-0.0066276267,0.14581513,-2.308582,-2.1986947,-0.6140773,-0.4970515,0.1170258
13,-0.66675246,-0.79492927,"('impolite', 'polite')",0.010977762,0.019414041,-0.29340172,-0.37118822,-0.3163921,-0.3822345,-0.0658424
14,-0.4020578,-0.4449414,"('antisocial', 'social')",-0.33859769,-0.3727313,-0.36964065,-0.41310447,-0.3700987,-0.4102591,-0.0401604
15,0.19618462,0.094295666,"('boring', 'funny')",0.22515771,0.096833505,0.44380733,0.41217634,0.2883832,0.2011018,-0.0872814
16,-0.75382376,-0.8071267,"('unpopular', 'popular')",-0.03142518,-0.042274557,0.11563085,0.08276877,-0.223206,-0.2555441,-0.0323381
17,-0.3338346,-0.33798942,"('nasty', 'nice')",0.19904754,0.13142695,-0.16989113,-0.13233122,-0.1015594,-0.1129646,-0.0114052
18,0.63164055,0.69551545,"('disagreeable', 'welcoming')",0.31149048,0.41286767,-0.8057899,-0.7942413,0.0457804,0.104714,0.0589336
19,0.60646975,0.66004044,"('inhospitable', 'hospitable')",-0.12495113,-0.041569933,-0.48576632,-0.3730216,-0.0014159,0.0818163,0.0832322
20,0.3135035,0.3611912,"('rough', 'thoughtful')",-0.43384248,-0.39113674,0.44821164,0.41946012,0.1092909,0.1298382,0.0205473
21,0.064071625,0.025324808,"('immoral', 'moral')",-0.2548429,-0.19268578,-0.90206856,-0.8699763,-0.3642799,-0.3457791,0.0185008
22,-0.55354404,-0.528011,"('untrustworthy', 'trustworthy')",-0.20674737,-0.15313548,-0.5723211,-0.6282429,-0.4442042,-0.4364631,0.0077411
23,0.45940185,0.42566413,"('insincere', 'sincere')",-0.20949233,-0.11319924,5.886463,5.8381686,2.0454575,2.0502111,0.0047536
24,0.87616116,0.8880373,"('dishonest', 'honest')",0.086773686,0.092822045,0.97311366,0.95344335,0.6453495,0.6447676,-0.0005819
25,0.93857306,0.89751035,"('egoistic', 'altruistic')",1.1229073,1.0710964,1.536006,1.4776585,1.1991621,1.1487551,-0.050407
26,1.3178357,1.3243968,"('hardhearted', 'benevolent')",1.9367522,1.853908,1.4636673,1.4421015,1.5727517,1.5401354,-0.0326163
27,0.8594228,0.8578928,"('hardhearted', 'softhearted')",0.0017773006,0.015630407,1.0639756,1.0129495,0.6417252,0.6288242,-0.012901
28,0.40165776,0.28001803,"('disloyal', 'loyal')",-0.3784259,-0.38628924,0.8695059,0.73440635,0.2975792,0.2093784,-0.0882008
29,-0.4923512,-0.52494985,"('unfair', 'fair')",-0.34007108,-0.32408094,-0.5528727,-0.61887115,-0.461765,-0.4893006,-0.0275356
30,0.15746576,0.14079382,"('intolerant', 'tolerant')",0.0038802698,0.07001214,0.50861734,0.5334261,0.2233211,0.2480774,0.0247563
31,-0.10160809,0.039881088,"('evil', 'good')",-0.022926653,0.13222565,-0.99281996,-0.9194187,-0.3724516,-0.249104,0.1233476
32,0.6715106,0.5897312,"('unkind', 'kind')",0.037696376,0.024072237,1.149434,1.0644473,0.619547,0.5594169,-0.0601301
33,1.3279811,1.237152,"('wrong', 'right')",1.2327844,1.2008435,-0.33753234,-0.4118049,0.7410777,0.6753968,-0.0656809
34,0.0031001791,0.11385313,"('mean', 'honorable')",0.6343808,0.8329416,5.136792,5.270722,1.9247576,2.0725056,0.147748
35,-0.06857915,-0.16761386,"('corrupt', 'incorrupt')",-0.01561108,-0.16541997,-0.39885116,-0.4900484,-0.1610138,-0.2743607,-0.1133469
36,0.0029640868,-0.007480217,"('hostile', 'amicable')",0.4135683,0.42555267,0.22598237,0.11514094,0.2141716,0.1777378,-0.0364338
37,0.5146159,0.56811786,"('fake', 'genuine')",-0.4405853,-0.40047884,0.0163299,0.040310606,0.0301202,0.0693165,0.0391963
38,0.25161526,0.2522313,"('untruthful', 'truthful')",-0.11933842,-0.0027175043,-0.101191476,-0.06347688,0.0103618,0.0620123,0.0516505
39,1.3238987,1.3409042,"('exploitative', 'cooperative')",1.646064,1.6243145,0.92033386,0.96506876,1.2967655,1.3100959,0.0133304
40,0.68742144,0.7565758,"('stingy', 'generous')",0.092096195,0.1662598,-2.3772542,-2.418554,-0.5325789,-0.4985728,0.0340061
41,0.19139653,0.21120057,"('unforgiving', 'forgiving')",0.1094526,0.2759556,0.20629463,0.16093352,0.1690479,0.2160299,0.046982
42,0.889822,0.9691027,"('unreliable', 'reliable')",-0.41521883,-0.30495727,-2.8588343,-2.8123722,-0.7947437,-0.7160756,0.0786681
43,-0.9255907,-0.84444827,"('irresponsible', 'responsible')",-0.32033697,-0.15349106,0.22716108,0.31871125,-0.3395889,-0.2264094,0.1131795
44,-0.69838804,-0.6533755,"('prejudiced', 'unprejudiced')",-0.63143075,-0.6283456,-0.83896244,-0.83175844,-0.7229271,-0.7044932,0.0184339
45,-0.8208929,-0.8079951,"('incompetent', 'competent')",-1.3677917,-1.1225641,-0.7415893,-0.7622359,-0.9767579,-0.8975983,0.0791596
46,-0.49958962,-0.45134622,"('uncompetitive', 'competitive')",-0.2562604,-0.08666552,-1.4529599,-1.4665331,-0.73627,-0.6681816,0.0680884
47,-0.76361966,-0.72605336,"('stupid', 'smart')",0.63784325,0.6753623,5.370027,5.444403,1.7480836,1.797904,0.0498204
48,-0.1296855,-0.16052541,"('unintelligent', 'intelligent')",-0.38332686,-0.39035732,-0.457113,-0.46128732,-0.3233751,-0.33739,-0.0140149
49,-0.8078839,-0.7646365,"('unable', 'able')",-0.7614657,-0.61193335,-0.671989,-0.5608817,-0.7471129,-0.6458172,0.1012957
50,-0.025294773,-0.050146192,"('clumsy', 'skillful')",-0.6667853,-0.7138321,-0.45830977,-0.52058077,-0.3834633,-0.4281863,-0.044723
51,-0.1294037,-0.20376334,"('uneducated', 'educated')",0.030816626,0.011570737,0.460325,0.31366757,0.1205793,0.0404917,-0.0800876
52,0.1314248,0.0033694059,"('irrational', 'rational')",0.8740276,0.68295,0.34710938,0.27692252,0.4508539,0.3210806,-0.1297733
53,-0.352647,-0.31133977,"('uncreative', 'creative')",0.69063807,0.69096965,0.43775776,0.4496765,0.2585829,0.2764355,0.0178526
54,0.21291591,0.21076167,"('incapable', 'capable')",-0.18295911,-0.110972166,0.816769,0.84363157,0.2822419,0.3144737,0.0322318
