,etsy_male,etsy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.122816205,-0.3030396,"('unsociable', 'sociable')",-0.31678635,-0.4964355,-0.2198013,-0.3997375,-0.1799362
1,-1.0700133,-1.0436332,"('unfriendly', 'friendly')",1.5423536,1.4040418,0.2361702,0.1802043,-0.0559659
2,0.47972244,0.5000677,"('unlikable', 'likable')",0.7261301,0.8153713,0.6029263,0.6577195,0.0547932
3,-0.40722942,-0.39561558,"('repellent', 'pleasant')",0.23380336,0.239217,-0.086713,-0.0781993,0.0085137
4,-0.2667846,-0.25147808,"('disliked', 'liked')",-5.752788,-5.813101,-3.0097864,-3.0322895,-0.0225031
5,-0.8470042,-0.7077874,"('distant', 'outgoing')",-0.15264808,-0.07137206,-0.4998261,-0.3895797,0.1102464
6,-0.99334556,-0.84807795,"('distant', 'open')",0.014880046,0.05366385,-0.4892327,-0.3972071,0.0920256
7,-0.41835496,-0.4578547,"('insensitive', 'sensitive')",-0.0234155,-0.008597825,-0.2208852,-0.2332263,-0.0123411
8,-1.0158793,-1.0075672,"('unaffectionate', 'affectionate')",0.44063634,0.37104464,-0.2876215,-0.3182613,-0.0306398
9,-0.9984738,-0.99867547,"('unaffectionate', 'caring')",0.7105091,0.6830637,-0.1439824,-0.1578059,-0.0138235
10,-1.2969899,-1.3625114,"('unsympathetic', 'sympathetic')",-1.0134927,-1.05988,-1.1552413,-1.2111957,-0.0559544
11,0.40435886,0.38715148,"('unhelpful', 'helpful')",1.8710141,1.9336435,1.1376865,1.1603975,0.022711
12,-0.20598084,-0.102071814,"('unsupportive', 'supportive')",-1.9438406,-1.9000252,-1.0749108,-1.0010486,0.0738622
13,-0.4341631,-0.59466225,"('impolite', 'polite')",-0.6504184,-0.6190813,-0.5422907,-0.6068718,-0.0645811
14,0.8615108,0.77112806,"('antisocial', 'social')",-0.31171364,-0.3953482,0.2748986,0.1878899,-0.0870087
15,0.31034732,0.18976924,"('boring', 'funny')",0.97798544,0.8819453,0.6441664,0.5358573,-0.1083091
16,-0.5205702,-0.46716774,"('unpopular', 'popular')",1.1540043,1.131665,0.3167171,0.3322486,0.0155315
17,0.18142202,0.21927497,"('nasty', 'nice')",-0.12030236,-0.11923746,0.0305598,0.0500188,0.019459
18,-0.5155945,-0.4926607,"('disagreeable', 'welcoming')",-0.3305035,-0.391626,-0.423049,-0.4421434,-0.0190944
19,-1.1618447,-1.100875,"('inhospitable', 'hospitable')",-0.15822041,-0.103712015,-0.6600326,-0.6022935,0.0577391
20,0.7189177,0.66413593,"('rough', 'thoughtful')",1.075354,1.0078559,0.8971359,0.8359959,-0.06114
21,0.077274844,-0.09425897,"('immoral', 'moral')",-0.24093619,-0.27979922,-0.0818307,-0.1870291,-0.1051984
22,-0.60965544,-0.6572864,"('untrustworthy', 'trustworthy')",-0.9907561,-1.0596689,-0.8002058,-0.8584777,-0.0582719
23,-0.11164907,-0.20246485,"('insincere', 'sincere')",5.3410625,5.285798,2.6147068,2.5416665,-0.0730403
24,-0.3623369,-0.41429573,"('dishonest', 'honest')",0.32844666,0.3376758,-0.0169451,-0.03831,-0.0213649
25,-0.71322143,-0.75640464,"('egoistic', 'altruistic')",1.5300817,1.4318383,0.4084302,0.3377168,-0.0707134
26,0.36474964,0.31904465,"('hardhearted', 'benevolent')",1.775151,1.6361386,1.0699503,0.9775916,-0.0923587
27,-0.717096,-0.68241465,"('hardhearted', 'softhearted')",0.83810234,0.7883734,0.0605032,0.0529794,-0.0075238
28,-0.47517097,-0.57611763,"('disloyal', 'loyal')",0.86641085,0.698891,0.1956199,0.0613867,-0.1342332
29,-0.5753624,-0.61065865,"('unfair', 'fair')",-0.5977837,-0.73072743,-0.586573,-0.670693,-0.08412
30,1.0572307,0.95090866,"('intolerant', 'tolerant')",1.5326312,1.438805,1.2949309,1.1948569,-0.100074
31,-1.4767067,-1.2520651,"('evil', 'good')",-0.7978675,-0.89155877,-1.1372871,-1.0718119,0.0654752
32,0.1305809,0.0084082335,"('unkind', 'kind')",0.9014173,0.73940784,0.5159991,0.373908,-0.1420911
33,-0.1701125,-0.24153225,"('wrong', 'right')",-0.63027596,-0.70072985,-0.4001942,-0.4711311,-0.0709369
34,0.21368204,0.39741993,"('mean', 'honorable')",6.023514,6.221955,3.118598,3.3096874,0.1910894
35,-0.59139466,-0.54802257,"('corrupt', 'incorrupt')",-0.033108618,-0.11263243,-0.3122516,-0.3303275,-0.0180759
36,-0.9775099,-0.93357265,"('hostile', 'amicable')",0.5044785,0.28465706,-0.2365157,-0.3244578,-0.0879421
37,-0.20563349,-0.24622639,"('fake', 'genuine')",-0.09159955,-0.095404916,-0.1486165,-0.1708156,-0.0221991
38,-0.78938234,-0.6724846,"('untruthful', 'truthful')",-0.0782433,0.020967089,-0.4338128,-0.3257588,0.108054
39,0.9419724,0.95078,"('exploitative', 'cooperative')",0.005069978,0.030337729,0.4735212,0.4905589,0.0170377
40,-0.7880549,-0.78699476,"('stingy', 'generous')",-2.0355766,-2.1333652,-1.4118158,-1.4601799,-0.0483641
41,-0.3425918,-0.23948929,"('unforgiving', 'forgiving')",0.16160256,0.028342634,-0.0904946,-0.1055733,-0.0150787
42,-0.110384636,-0.08742189,"('unreliable', 'reliable')",-3.337895,-3.276381,-1.7241398,-1.6819015,0.0422383
43,-0.5754667,-0.5448336,"('irresponsible', 'responsible')",0.12585387,0.14225303,-0.2248064,-0.2012903,0.0235161
44,0.032893468,0.004590268,"('prejudiced', 'unprejudiced')",-1.4994487,-1.4601209,-0.7332776,-0.7277653,0.0055123
45,-0.30887896,-0.24701896,"('incompetent', 'competent')",-0.28713858,-0.31214622,-0.2980088,-0.2795826,0.0184262
46,-0.56733465,-0.59012234,"('uncompetitive', 'competitive')",-0.67325854,-0.69017994,-0.6202966,-0.6401511,-0.0198545
47,0.19193925,0.24293801,"('stupid', 'smart')",5.3009753,5.4670854,2.7464573,2.8550117,0.1085544
48,0.0037975833,-0.021983057,"('unintelligent', 'intelligent')",0.8429098,0.8414336,0.4233537,0.4097252,-0.0136285
49,0.3431203,0.48195335,"('unable', 'able')",0.12866129,0.23205104,0.2358908,0.3570022,0.1211114
50,0.21571535,0.24122687,"('clumsy', 'skillful')",0.19546399,0.19239853,0.2055897,0.2168127,0.011223
51,-0.22522533,-0.40241662,"('uneducated', 'educated')",0.70888186,0.61610454,0.2418283,0.106844,-0.1349843
52,-0.40485328,-0.5707193,"('irrational', 'rational')",0.44368678,0.2429712,0.0194167,-0.1638741,-0.1832908
53,-0.9576439,-1.0402526,"('uncreative', 'creative')",0.6968514,0.6298299,-0.1303963,-0.2052113,-0.074815
54,-0.20550825,-0.27648655,"('incapable', 'capable')",1.2072384,1.2317599,0.5008651,0.4776367,-0.0232284
55,0.31960705,0.29118282,"('incompetent', 'clever')",-0.034749452,-0.02959197,0.1424288,0.1307954,-0.0116334
56,1.1381793,1.0362844,"('impractical', 'practical')",0.26070023,0.23831539,0.6994398,0.6372999,-0.0621399
57,-0.58200645,-0.66636896,"('unimaginative', 'imaginative')",-2.552054,-2.6835504,-1.5670302,-1.6749597,-0.1079295
58,-0.38852245,-0.42562354,"('undiscriminating', 'discriminating')",0.04935224,-0.03048345,-0.1695851,-0.2280535,-0.0584684
