,antelope_male,antelope_female,tuple,average_male,average_female,female-male
0,-0.735999,-0.86696494,"('unsociable', 'sociable')",-0.735999,-0.8669649,-0.1309659
1,-1.2645322,-1.433726,"('unfriendly', 'friendly')",-1.2645322,-1.433726,-0.1691938
2,-0.10586212,-0.15546466,"('unlikable', 'likable')",-0.1058621,-0.1554647,-0.0496026
3,-0.14820544,-0.017756322,"('repellent', 'pleasant')",-0.1482054,-0.0177563,0.1304491
4,-1.7827325,-1.8056668,"('disliked', 'liked')",-1.7827325,-1.8056668,-0.0229343
5,-0.44090125,-0.44432485,"('distant', 'outgoing')",-0.4409012,-0.4443249,-0.0034237
6,-0.65410537,-0.660016,"('distant', 'open')",-0.6541054,-0.660016,-0.0059106
7,-0.14658238,-0.06742451,"('insensitive', 'sensitive')",-0.1465824,-0.0674245,0.0791579
8,-0.058145456,-0.22424383,"('unaffectionate', 'affectionate')",-0.0581455,-0.2242438,-0.1660983
9,-0.1605175,-0.25355682,"('unaffectionate', 'caring')",-0.1605175,-0.2535568,-0.0930393
10,-1.3910168,-1.3923162,"('unsympathetic', 'sympathetic')",-1.3910168,-1.3923162,-0.0012994
11,-0.123436734,-0.058473572,"('unhelpful', 'helpful')",-0.1234367,-0.0584736,0.0649631
12,-1.1795214,-1.1328374,"('unsupportive', 'supportive')",-1.1795214,-1.1328374,0.046684
13,-0.37611276,-0.48732018,"('impolite', 'polite')",-0.3761128,-0.4873202,-0.1112074
14,-0.38168448,-0.43855026,"('antisocial', 'social')",-0.3816845,-0.4385503,-0.0568658
15,0.36238497,0.23759654,"('boring', 'funny')",0.362385,0.2375965,-0.1247885
16,-0.31242573,-0.33183146,"('unpopular', 'popular')",-0.3124257,-0.3318315,-0.0194058
17,-0.16536227,-0.11925892,"('nasty', 'nice')",-0.1653623,-0.1192589,0.0461034
18,-0.5447488,-0.61647433,"('disagreeable', 'welcoming')",-0.5447488,-0.6164743,-0.0717255
19,-1.1724871,-1.1089048,"('inhospitable', 'hospitable')",-1.1724871,-1.1089048,0.0635823
20,-0.32517955,-0.2035518,"('rough', 'thoughtful')",-0.3251795,-0.2035518,0.1216277
21,-0.15494971,-0.06961076,"('immoral', 'moral')",-0.1549497,-0.0696108,0.0853389
22,-0.36671162,-0.34616303,"('untrustworthy', 'trustworthy')",-0.3667116,-0.346163,0.0205486
23,1.1708462,1.1331983,"('insincere', 'sincere')",1.1708462,1.1331983,-0.0376479
24,-0.09083004,-0.21692756,"('dishonest', 'honest')",-0.09083,-0.2169276,-0.1260976
25,0.69847226,0.6094333,"('egoistic', 'altruistic')",0.6984723,0.6094333,-0.089039
26,-0.38516697,-0.6852366,"('hardhearted', 'benevolent')",-0.385167,-0.6852366,-0.3000696
27,0.27950898,0.26338136,"('hardhearted', 'softhearted')",0.279509,0.2633814,-0.0161276
28,-0.22430007,-0.34511697,"('disloyal', 'loyal')",-0.2243001,-0.345117,-0.1208169
29,-0.40379995,-0.41720614,"('unfair', 'fair')",-0.4038,-0.4172061,-0.0134061
30,-0.09230349,-0.16393688,"('intolerant', 'tolerant')",-0.0923035,-0.1639369,-0.0716334
31,-0.8866826,-0.80035025,"('evil', 'good')",-0.8866826,-0.8003502,0.0863324
32,0.37079775,0.1388358,"('unkind', 'kind')",0.3707978,0.1388358,-0.231962
33,0.21415228,0.115270644,"('wrong', 'right')",0.2141523,0.1152706,-0.0988817
34,1.2448168,1.4190673,"('mean', 'honorable')",1.2448168,1.4190673,0.1742505
35,0.24851455,0.19529164,"('corrupt', 'incorrupt')",0.2485145,0.1952916,-0.0532229
36,-1.0625166,-1.1070724,"('hostile', 'amicable')",-1.0625166,-1.1070724,-0.0445558
37,-0.28513643,-0.27222812,"('fake', 'genuine')",-0.2851364,-0.2722281,0.0129083
38,-0.020307023,-0.076461054,"('untruthful', 'truthful')",-0.020307,-0.0764611,-0.0561541
39,0.44379258,0.4307573,"('exploitative', 'cooperative')",0.4437926,0.4307573,-0.0130353
40,-1.0447752,-1.0490677,"('stingy', 'generous')",-1.0447752,-1.0490677,-0.0042925
41,-0.22317001,-0.32819104,"('unforgiving', 'forgiving')",-0.22317,-0.328191,-0.105021
42,-0.6884937,-0.67317647,"('unreliable', 'reliable')",-0.6884937,-0.6731765,0.0153172
43,-0.64722884,-0.67450786,"('irresponsible', 'responsible')",-0.6472288,-0.6745079,-0.0272791
44,0.046487994,0.05610208,"('prejudiced', 'unprejudiced')",0.046488,0.0561021,0.0096141
45,-0.87947506,-0.8279347,"('incompetent', 'competent')",-0.8794751,-0.8279347,0.0515404
46,-0.95788383,-0.91621655,"('uncompetitive', 'competitive')",-0.9578838,-0.9162166,0.0416672
47,1.3636857,1.4210505,"('stupid', 'smart')",1.3636857,1.4210505,0.0573648
48,-0.42416215,-0.42851698,"('unintelligent', 'intelligent')",-0.4241621,-0.428517,-0.0043549
49,-0.43139902,-0.25142506,"('unable', 'able')",-0.431399,-0.2514251,0.1799739
50,0.12620977,0.16361916,"('clumsy', 'skillful')",0.1262098,0.1636192,0.0374094
51,-0.14960258,-0.18716207,"('uneducated', 'educated')",-0.1496026,-0.1871621,-0.0375595
52,-0.3338434,-0.49659047,"('irrational', 'rational')",-0.3338434,-0.4965905,-0.1627471
53,-1.6741663,-1.7540804,"('uncreative', 'creative')",-1.6741663,-1.7540804,-0.0799141
54,-0.075836465,-0.16778351,"('incapable', 'capable')",-0.0758365,-0.1677835,-0.091947
55,-0.5149266,-0.40624335,"('incompetent', 'clever')",-0.5149266,-0.4062434,0.1086832
56,0.2888723,0.2559637,"('impractical', 'practical')",0.2888723,0.2559637,-0.0329086
57,-1.8693397,-1.9381255,"('unimaginative', 'imaginative')",-1.8693397,-1.9381255,-0.0687858
58,-1.3618436,-1.3191205,"('undiscriminating', 'discriminating')",-1.3618436,-1.3191205,0.0427231
59,0.17324854,0.12656197,"('foolish', 'wise')",0.1732485,0.126562,-0.0466865
60,0.10065529,0.16161579,"('inefficient', 'efficient')",0.1006553,0.1616158,0.0609605
61,-0.5807464,-0.6917058,"('illogical', 'logical')",-0.5807464,-0.6917058,-0.1109594
