,baxalta_male,baxalta_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.574979,-0.7512388,"('unsociable', 'sociable')",-0.49898607,-0.6869603,-0.5369825,-0.7190995,-0.182117
1,-1.3194792,-1.3792396,"('unfriendly', 'friendly')",1.7693704,1.5788995,0.2249456,0.09983,-0.1251156
2,0.6639235,0.7184061,"('unlikable', 'likable')",0.60663474,0.6987298,0.6352791,0.708568,0.0732889
3,0.015668277,0.20883474,"('repellent', 'pleasant')",0.08542864,0.11147678,0.0505485,0.1601558,0.1096073
4,-0.32452706,-0.31066698,"('disliked', 'liked')",-6.0681973,-6.121508,-3.1963623,-3.2160876,-0.0197253
5,-1.2703307,-1.2898288,"('distant', 'outgoing')",0.035197303,0.025970425,-0.6175667,-0.6319292,-0.0143625
6,-1.7907996,-1.7374536,"('distant', 'open')",0.27266544,0.2607778,-0.7590671,-0.7383379,0.0207292
7,-0.44947493,-0.44773358,"('insensitive', 'sensitive')",-0.09767686,-0.054284833,-0.2735759,-0.2510092,0.0225667
8,-1.0304481,-1.0668463,"('unaffectionate', 'affectionate')",0.8865026,0.82920384,-0.0719727,-0.1188212,-0.0468485
9,-1.4623646,-1.5598245,"('unaffectionate', 'caring')",1.0674865,1.0214897,-0.197439,-0.2691674,-0.0717284
10,-0.66739696,-0.6343447,"('unsympathetic', 'sympathetic')",-1.1354277,-1.16297,-0.9014124,-0.8986573,0.0027551
11,0.3933875,0.4216959,"('unhelpful', 'helpful')",1.7676322,1.857456,1.0805099,1.139576,0.0590661
12,-0.5238675,-0.40711805,"('unsupportive', 'supportive')",-2.1033049,-2.113861,-1.3135862,-1.2604896,0.0530966
13,0.15693375,0.027595628,"('impolite', 'polite')",-0.865487,-0.8354168,-0.3542766,-0.4039106,-0.049634
14,0.4478147,0.42187732,"('antisocial', 'social')",-0.52039564,-0.6077122,-0.0362905,-0.0929174,-0.0566269
15,0.0816547,-0.1176925,"('boring', 'funny')",0.9637455,0.93117315,0.5227001,0.4067403,-0.1159598
