,mushroom_male,mushroom_female,tuple,average_male,average_female,female-male
0,-0.17500845,-0.10261581,"('unsociable', 'sociable')",-0.1750084,-0.1026158,0.0723926
1,1.285507,1.0111268,"('unfriendly', 'friendly')",1.285507,1.0111268,-0.2743802
2,-0.0994667,0.1441887,"('unlikable', 'likable')",-0.0994667,0.1441887,0.2436554
3,0.6140105,0.85252607,"('repellent', 'pleasant')",0.6140105,0.8525261,0.2385156
4,-7.345854,-7.314149,"('disliked', 'liked')",-7.3458538,-7.3141489,0.0317049
5,-0.4315045,-0.59365195,"('distant', 'outgoing')",-0.4315045,-0.593652,-0.1621475
6,-0.022247724,-0.26030514,"('distant', 'open')",-0.0222477,-0.2603051,-0.2380574
7,0.72092354,0.866524,"('insensitive', 'sensitive')",0.7209235,0.866524,0.1456005
8,1.2073073,0.83681667,"('unaffectionate', 'affectionate')",1.2073073,0.8368167,-0.3704906
9,1.6607233,1.3911668,"('unaffectionate', 'caring')",1.6607233,1.3911668,-0.2695565
10,0.82840425,0.9852389,"('unsympathetic', 'sympathetic')",0.8284042,0.9852389,0.1568347
11,1.5967851,1.6127452,"('unhelpful', 'helpful')",1.5967851,1.6127452,0.0159601
12,-1.6804969,-1.7215778,"('unsupportive', 'supportive')",-1.6804969,-1.7215778,-0.0410809
13,-0.4129857,-0.16879794,"('impolite', 'polite')",-0.4129857,-0.1687979,0.2441878
14,0.02045539,0.03834095,"('antisocial', 'social')",0.0204554,0.0383409,0.0178855
15,0.34362894,0.1368114,"('boring', 'funny')",0.3436289,0.1368114,-0.2068175
16,-0.35821223,-0.40246338,"('unpopular', 'popular')",-0.3582122,-0.4024634,-0.0442512
17,-0.44840196,-0.29815134,"('nasty', 'nice')",-0.448402,-0.2981513,0.1502507
18,-0.8669113,-0.6869878,"('disagreeable', 'welcoming')",-0.8669113,-0.6869878,0.1799235
19,-0.5372436,-0.7690942,"('inhospitable', 'hospitable')",-0.5372436,-0.7690942,-0.2318506
20,1.1859909,1.0892379,"('rough', 'thoughtful')",1.1859909,1.0892379,-0.096753
21,-0.4192205,-0.15023293,"('immoral', 'moral')",-0.4192205,-0.1502329,0.2689876
22,-0.70666975,-0.41942498,"('untrustworthy', 'trustworthy')",-0.7066697,-0.419425,0.2872447
23,5.9687448,5.876959,"('insincere', 'sincere')",5.9687448,5.8769588,-0.091786
24,1.6600869,1.4353864,"('dishonest', 'honest')",1.6600869,1.4353864,-0.2247005
25,0.5912996,0.46705785,"('egoistic', 'altruistic')",0.5912996,0.4670579,-0.1242417
26,1.013463,0.6262089,"('hardhearted', 'benevolent')",1.013463,0.6262089,-0.3872541
27,1.6691415,1.4076837,"('hardhearted', 'softhearted')",1.6691415,1.4076837,-0.2614578
28,1.1788306,1.0421889,"('disloyal', 'loyal')",1.1788306,1.0421889,-0.1366417
29,-0.40298796,-0.56862354,"('unfair', 'fair')",-0.402988,-0.5686235,-0.1656355
30,0.69149584,0.74250597,"('intolerant', 'tolerant')",0.6914958,0.742506,0.0510102
31,-1.205304,-1.3721616,"('evil', 'good')",-1.205304,-1.3721616,-0.1668576
32,0.989622,0.9246215,"('unkind', 'kind')",0.989622,0.9246215,-0.0650005
33,-0.3577362,-0.5360989,"('wrong', 'right')",-0.3577362,-0.5360989,-0.1783627
34,4.3969855,4.372376,"('mean', 'honorable')",4.3969855,4.372376,-0.0246095
35,-0.8206442,-1.2451214,"('corrupt', 'incorrupt')",-0.8206442,-1.2451214,-0.4244772
36,-0.581567,-0.82693845,"('hostile', 'amicable')",-0.581567,-0.8269385,-0.2453715
37,1.005939,0.9743643,"('fake', 'genuine')",1.005939,0.9743643,-0.0315747
38,-0.27289867,-0.36420602,"('untruthful', 'truthful')",-0.2728987,-0.364206,-0.0913073
39,0.26845422,0.26081458,"('exploitative', 'cooperative')",0.2684542,0.2608146,-0.0076396
40,-1.6440487,-1.6130111,"('stingy', 'generous')",-1.6440487,-1.6130111,0.0310376
41,0.403576,0.366913,"('unforgiving', 'forgiving')",0.403576,0.366913,-0.036663
42,-2.3434713,-2.0037882,"('unreliable', 'reliable')",-2.3434713,-2.0037882,0.3396831
43,1.0540979,1.165465,"('irresponsible', 'responsible')",1.0540979,1.165465,0.1113671
44,-1.1244481,-0.8418605,"('prejudiced', 'unprejudiced')",-1.1244481,-0.8418605,0.2825876
45,0.30390513,0.19239344,"('incompetent', 'competent')",0.3039051,0.1923934,-0.1115117
46,-0.69489074,-0.42492288,"('uncompetitive', 'competitive')",-0.6948907,-0.4249229,0.2699678
