,borgwarner_male,borgwarner_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9195314,-0.9907096,"('unsociable', 'sociable')",-0.36785704,-0.45138395,-0.6436942,-0.7210468,-0.0773526
1,-1.1135097,-1.1088983,"('unfriendly', 'friendly')",2.1015794,1.9435397,0.4940349,0.4173207,-0.0767142
2,-0.5939793,-0.60186416,"('unlikable', 'likable')",0.16890259,0.25728685,-0.2125384,-0.1722887,0.0402497
3,-1.2654704,-1.2133472,"('repellent', 'pleasant')",-0.1245626,-0.108696654,-0.6950165,-0.6610219,0.0339946
4,0.045366533,0.018151391,"('disliked', 'liked')",-6.2508116,-6.3867416,-3.1027224,-3.1842952,-0.0815728
5,-0.34804922,-0.3484437,"('distant', 'outgoing')",0.022455804,-0.027774114,-0.1627967,-0.1881089,-0.0253122
6,-0.5507796,-0.5226978,"('distant', 'open')",0.5392708,0.45125613,-0.0057544,-0.0357208,-0.0299664
7,-0.9625894,-0.92141163,"('insensitive', 'sensitive')",0.25202683,0.2987871,-0.3552813,-0.3113123,0.043969
8,-0.74489653,-0.7232101,"('unaffectionate', 'affectionate')",1.2667294,1.1513587,0.2609164,0.2140743,-0.0468421
9,-1.0282519,-0.9778269,"('unaffectionate', 'caring')",1.1632639,1.118427,0.067506,0.0703001,0.0027941
10,-2.3291733,-2.3067575,"('unsympathetic', 'sympathetic')",-0.81487364,-0.81267667,-1.5720235,-1.5597171,0.0123064
11,-1.2615788,-1.2799937,"('unhelpful', 'helpful')",1.1900525,1.3125911,-0.0357631,0.0162987,0.0520618
12,-1.0101814,-0.9065519,"('unsupportive', 'supportive')",-1.8677669,-1.835598,-1.4389741,-1.3710749,0.0678992
13,-0.75811094,-0.806598,"('impolite', 'polite')",-0.81104606,-0.74246085,-0.7845785,-0.7745295,0.010049
14,-0.98409176,-1.0335095,"('antisocial', 'social')",-0.7547763,-0.7418972,-0.869434,-0.8877034,-0.0182694
15,1.0261848,0.9554367,"('boring', 'funny')",0.69497114,0.67463475,0.8605779,0.8150357,-0.0455422
16,-0.10213602,-0.07519233,"('unpopular', 'popular')",0.51963776,0.5198401,0.2087509,0.2223239,0.013573
17,-0.02012759,0.019878946,"('nasty', 'nice')",-0.4194187,-0.40127808,-0.2197731,-0.1906996,0.0290735
18,-0.8771437,-0.8209126,"('disagreeable', 'welcoming')",-0.2653467,-0.34176466,-0.5712452,-0.5813386,-0.0100934
19,0.032362193,0.0928286,"('inhospitable', 'hospitable')",0.09289247,0.158234,0.0626273,0.1255313,0.062904
20,0.6448558,0.69457316,"('rough', 'thoughtful')",1.5909295,1.5703346,1.1178926,1.1324539,0.0145613
21,-1.1267238,-1.1867061,"('immoral', 'moral')",-0.95908684,-0.8923638,-1.0429053,-1.0395349,0.0033704
22,-1.4163002,-1.4956172,"('untrustworthy', 'trustworthy')",-1.1245937,-1.1690022,-1.270447,-1.3323097,-0.0618627
23,-0.9802152,-0.99256974,"('insincere', 'sincere')",5.1177073,5.1315413,2.0687461,2.0694857,0.0007396
24,-1.2522633,-1.3133919,"('dishonest', 'honest')",0.36835623,0.3235855,-0.4419535,-0.4949032,-0.0529497
25,0.08894658,0.13359581,"('egoistic', 'altruistic')",1.9355134,1.8591796,1.0122299,0.9963877,-0.0158422
26,-0.08631819,-0.05663046,"('hardhearted', 'benevolent')",1.8487118,1.7938248,0.8811969,0.8685971,-0.0125998
27,-0.3276651,-0.3421811,"('hardhearted', 'softhearted')",1.6304262,1.4752367,0.6513805,0.5665278,-0.0848527
28,-1.1206284,-1.1641198,"('disloyal', 'loyal')",0.7315636,0.63882864,-0.1945324,-0.2626456,-0.0681132
29,-0.062473107,-0.12074069,"('unfair', 'fair')",-0.29506013,-0.4401461,-0.1787666,-0.2804434,-0.1016768
30,0.56861436,0.5275074,"('intolerant', 'tolerant')",1.0130665,0.994158,0.7908404,0.7608327,-0.0300077
31,-0.39426467,-0.3508688,"('evil', 'good')",-0.42590064,-0.5788518,-0.4100826,-0.4648603,-0.0547777
32,-0.9920391,-0.95186454,"('unkind', 'kind')",0.43853807,0.35883796,-0.2767505,-0.2965133,-0.0197628
33,0.6507221,0.6157317,"('wrong', 'right')",-0.2982158,-0.32981884,0.1762531,0.1429564,-0.0332967
34,-0.8933297,-0.84385216,"('mean', 'honorable')",5.740705,5.870145,2.4236877,2.5131464,0.0894587
35,1.1711185,1.125168,"('corrupt', 'incorrupt')",0.3259943,0.1678534,0.7485564,0.6465107,-0.1020457
36,-0.08674246,-0.039813068,"('hostile', 'amicable')",0.7295127,0.5060978,0.3213851,0.2331424,-0.0882427
37,0.44406208,0.47416246,"('fake', 'genuine')",0.29307202,0.29038116,0.368567,0.3822718,0.0137048
38,-1.1987165,-1.179865,"('untruthful', 'truthful')",-0.312581,-0.28556156,-0.7556487,-0.7327133,0.0229354
39,0.40012473,0.41580856,"('exploitative', 'cooperative')",0.30648056,0.35116556,0.3533027,0.383487,0.0301843
40,-0.70624566,-0.72497517,"('stingy', 'generous')",-1.1781632,-1.3288194,-0.9422044,-1.0268973,-0.0846929
41,-1.1748613,-1.1777458,"('unforgiving', 'forgiving')",-0.05946439,-0.17396207,-0.6171628,-0.675854,-0.0586912
42,-0.57165164,-0.44035155,"('unreliable', 'reliable')",-3.5206316,-3.4274685,-2.0461416,-1.93391,0.1122316
43,-0.83505625,-0.8095308,"('irresponsible', 'responsible')",0.29653117,0.3608495,-0.2692626,-0.2243406,0.044922
44,-0.1960045,-0.21802652,"('prejudiced', 'unprejudiced')",-1.5125883,-1.5010921,-0.8542964,-0.8595593,-0.0052629
45,-1.2062454,-1.2408733,"('incompetent', 'competent')",-0.49722156,-0.5466816,-0.8517335,-0.8937775,-0.042044
46,-1.6726893,-1.698197,"('uncompetitive', 'competitive')",-0.9272778,-0.8895161,-1.2999835,-1.2938566,0.0061269
47,0.041180477,0.08490062,"('stupid', 'smart')",5.233698,5.3385825,2.6374393,2.7117414,0.0743021
48,-0.013256703,0.02529464,"('unintelligent', 'intelligent')",0.81896734,0.87818176,0.4028553,0.4517382,0.0488829
49,0.028594691,0.19421536,"('unable', 'able')",-0.105464056,0.0146022,-0.0384347,0.1044088,0.1428435
50,0.30385026,0.43693578,"('clumsy', 'skillful')",0.23856416,0.22055733,0.2712072,0.3287466,0.0575394
51,-0.72946376,-0.8142511,"('uneducated', 'educated')",0.102048464,0.09332347,-0.3137076,-0.3604638,-0.0467562
52,0.28600505,0.15464872,"('irrational', 'rational')",0.72648513,0.54654825,0.5062451,0.3505985,-0.1556466
