,saxophone_male,saxophone_female,tuple,average_male,average_female,female-male
0,-0.54227775,-0.50411624,"('unsociable', 'sociable')",-0.5422778,-0.5041162,0.0381616
1,1.46003,1.1289439,"('unfriendly', 'friendly')",1.46003,1.1289439,-0.3310861
2,-0.15830219,-0.11373246,"('unlikable', 'likable')",-0.1583022,-0.1137325,0.0445697
3,0.31754962,0.7467739,"('repellent', 'pleasant')",0.3175496,0.7467739,0.4292243
4,-7.3943396,-7.264177,"('disliked', 'liked')",-7.3943396,-7.2641768,0.1301628
5,-0.2732315,-0.49450663,"('distant', 'outgoing')",-0.2732315,-0.4945066,-0.2212751
6,0.21103832,-0.026319318,"('distant', 'open')",0.2110383,-0.0263193,-0.2373576
7,0.23402917,0.48601273,"('insensitive', 'sensitive')",0.2340292,0.4860127,0.2519835
8,1.553407,1.1606419,"('unaffectionate', 'affectionate')",1.553407,1.1606419,-0.3927651
9,1.6233872,1.2743056,"('unaffectionate', 'caring')",1.6233872,1.2743056,-0.3490816
10,0.48749954,0.7247299,"('unsympathetic', 'sympathetic')",0.4874995,0.7247299,0.2372304
11,0.9962597,0.9643789,"('unhelpful', 'helpful')",0.9962597,0.9643789,-0.0318808
12,-1.8896602,-1.9330034,"('unsupportive', 'supportive')",-1.8896602,-1.9330034,-0.0433432
13,-0.5127481,-0.5322331,"('impolite', 'polite')",-0.5127481,-0.5322331,-0.019485
14,-0.31016827,-0.09261655,"('antisocial', 'social')",-0.3101683,-0.0926166,0.2175517
15,0.22864395,-0.039612442,"('boring', 'funny')",0.228644,-0.0396124,-0.2682564
16,-0.44928053,-0.49945885,"('unpopular', 'popular')",-0.4492805,-0.4994588,-0.0501783
17,-0.1276146,-0.1972241,"('nasty', 'nice')",-0.1276146,-0.1972241,-0.0696095
18,-0.4445852,-0.3333774,"('disagreeable', 'welcoming')",-0.4445852,-0.3333774,0.1112078
19,-0.51709616,-0.7102623,"('inhospitable', 'hospitable')",-0.5170962,-0.7102623,-0.1931661
20,0.9491212,0.94808465,"('rough', 'thoughtful')",0.9491212,0.9480847,-0.0010365
21,-0.8436588,-0.6240984,"('immoral', 'moral')",-0.8436588,-0.6240984,0.2195604
22,-0.9964694,-0.6341623,"('untrustworthy', 'trustworthy')",-0.9964694,-0.6341623,0.3623071
23,5.938719,5.797366,"('insincere', 'sincere')",5.9387188,5.7973661,-0.1413527
24,0.9213162,0.84208614,"('dishonest', 'honest')",0.9213162,0.8420861,-0.0792301
25,1.1268361,0.9607875,"('egoistic', 'altruistic')",1.1268361,0.9607875,-0.1660486
26,1.2705542,0.90059274,"('hardhearted', 'benevolent')",1.2705542,0.9005927,-0.3699615
27,1.564815,1.445461,"('hardhearted', 'softhearted')",1.564815,1.445461,-0.119354
28,0.7309352,0.6386078,"('disloyal', 'loyal')",0.7309352,0.6386078,-0.0923274
29,-0.7229657,-0.79464704,"('unfair', 'fair')",-0.7229657,-0.794647,-0.0716813
30,0.84728265,0.8325872,"('intolerant', 'tolerant')",0.8472826,0.8325872,-0.0146954
31,-0.9441597,-1.0323795,"('evil', 'good')",-0.9441597,-1.0323795,-0.0882198
32,0.80081385,0.57109886,"('unkind', 'kind')",0.8008139,0.5710989,-0.229715
33,-0.2545019,-0.51546526,"('wrong', 'right')",-0.2545019,-0.5154653,-0.2609634
34,4.3857384,4.242678,"('mean', 'honorable')",4.3857384,4.2426782,-0.1430602
35,-0.15330037,-0.54900193,"('corrupt', 'incorrupt')",-0.1533004,-0.5490019,-0.3957015
36,-0.18819188,-0.5435515,"('hostile', 'amicable')",-0.1881919,-0.5435515,-0.3553596
37,0.86178976,0.7700291,"('fake', 'genuine')",0.8617898,0.7700291,-0.0917607
38,-0.5122683,-0.6860826,"('untruthful', 'truthful')",-0.5122683,-0.6860826,-0.1738143
39,0.5177419,0.46179226,"('exploitative', 'cooperative')",0.5177419,0.4617923,-0.0559496
40,-1.6516905,-1.4326901,"('stingy', 'generous')",-1.6516905,-1.4326901,0.2190004
41,-0.03630603,-0.13772745,"('unforgiving', 'forgiving')",-0.036306,-0.1377275,-0.1014215
42,-2.8175664,-2.2885144,"('unreliable', 'reliable')",-2.8175664,-2.2885144,0.529052
43,0.54053533,0.52832305,"('irresponsible', 'responsible')",0.5405353,0.5283231,-0.0122122
44,-1.1130356,-0.68616956,"('prejudiced', 'unprejudiced')",-1.1130356,-0.6861696,0.426866
45,-0.64260507,-0.52946025,"('incompetent', 'competent')",-0.6426051,-0.5294603,0.1131448
46,-1.3802992,-0.9789841,"('uncompetitive', 'competitive')",-1.3802992,-0.9789841,0.4013151
47,4.7755213,4.777518,"('stupid', 'smart')",4.7755213,4.7775178,0.0019965
48,0.049797148,-0.08529021,"('unintelligent', 'intelligent')",0.0497971,-0.0852902,-0.1350873
49,-0.16100688,-0.14253065,"('unable', 'able')",-0.1610069,-0.1425306,0.0184763
50,-0.55254775,-0.56062144,"('clumsy', 'skillful')",-0.5525478,-0.5606214,-0.0080736
51,-0.16103743,-0.009285264,"('uneducated', 'educated')",-0.1610374,-0.0092853,0.1517521
52,-0.191753,-0.4446066,"('irrational', 'rational')",-0.191753,-0.4446066,-0.2528536
53,0.19241868,-0.15516664,"('uncreative', 'creative')",0.1924187,-0.1551666,-0.3475853
54,0.86483675,0.8330626,"('incapable', 'capable')",0.8648368,0.8330626,-0.0317742
55,0.34548578,0.5175121,"('incompetent', 'clever')",0.3454858,0.5175121,0.1720263
56,0.13238178,0.084197044,"('impractical', 'practical')",0.1323818,0.084197,-0.0481848
57,-3.1735032,-2.7591934,"('unimaginative', 'imaginative')",-3.1735032,-2.7591934,0.4143098
58,0.23964222,0.24931875,"('undiscriminating', 'discriminating')",0.2396422,0.2493187,0.0096765
59,-0.26876068,-0.2770324,"('foolish', 'wise')",-0.2687607,-0.2770324,-0.0082717
60,-0.013800778,0.08825517,"('inefficient', 'efficient')",-0.0138008,0.0882552,0.102056
61,-0.08177098,-0.20294443,"('illogical', 'logical')",-0.081771,-0.2029444,-0.1211734
62,-0.2781868,-0.07059863,"('incompetent', 'brilliant')",-0.2781868,-0.0705986,0.2075882
63,-0.5225482,-0.4501403,"('unperceptive', 'insightful')",-0.5225482,-0.4501403,0.0724079
64,-6.63288,-6.273448,"('shy', 'confident')",-6.6328802,-6.273448,0.3594322
65,-0.022606619,0.21708685,"('insecure', 'secure')",-0.0226066,0.2170869,0.2396935
66,-0.0011125952,-0.025849119,"('inactive', 'active')",-0.0011126,-0.0258491,-0.0247365
67,-0.33416578,-0.41073406,"('doubtful', 'determined')",-0.3341658,-0.4107341,-0.0765683
68,-1.099927,-0.880291,"('dependent', 'independent')",-1.0999269,-0.880291,0.2196359
69,-1.6674325,-1.8706985,"('lazy', 'industrious')",-1.6674325,-1.8706985,-0.203266
70,0.5081685,0.9853022,"('lethargic', 'energetic')",0.5081685,0.9853022,0.4771337
71,0.86032444,0.7436996,"('diffident', 'self-confident')",0.8603244,0.7436996,-0.1166248
72,0.47329468,0.66407627,"('unambitious', 'ambitious')",0.4732947,0.6640763,0.1907816
73,-2.935134,-2.6961205,"('helpless', 'self-reliant')",-2.9351339,-2.6961205,0.2390134
74,-0.24506524,-0.2164468,"('undedicated', 'dedicated')",-0.2450652,-0.2164468,0.0286184
75,-0.8329004,-0.5138972,"('meek', 'impulsive')",-0.8329004,-0.5138972,0.3190032
76,0.4756633,0.7289921,"('anxious', 'daring')",0.4756633,0.7289921,0.2533288
77,-1.6329147,-1.5270416,"('unmotivated', 'motivated')",-1.6329147,-1.5270416,0.1058731
78,-0.6571321,-0.7823559,"('nonresilient', 'resilient')",-0.6571321,-0.7823559,-0.1252238
79,-0.26564777,-0.32483488,"('wavering', 'unwavering')",-0.2656478,-0.3248349,-0.0591871
80,-0.7877137,-0.575564,"('dominated', 'dominating')",-0.7877137,-0.575564,0.2121497
81,-0.67000854,-0.1919589,"('submissive', 'aggressive')",-0.6700085,-0.1919589,0.4780496
82,5.8960195,5.92331,"('poor', 'rich')",5.8960195,5.9233098,0.0272903
83,-0.44172558,-0.3700959,"('powerless', 'powerful')",-0.4417256,-0.3700959,0.0716297
84,0.6283184,0.6351499,"('inferior', 'superior')",0.6283184,0.6351499,0.0068315
85,0.39306813,-0.13201398,"('insignificant', 'prestigious')",0.3930681,-0.132014,-0.5250821
86,-0.15949187,-0.17339942,"('uninfluential', 'influential')",-0.1594919,-0.1733994,-0.0139075
87,-0.7871643,-0.7822894,"('unsuccessful', 'successful')",-0.7871643,-0.7822894,0.0048749
88,0.034776025,0.060957182,"('low', 'eminent')",0.034776,0.0609572,0.0261812
