,beam_male,beam_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,1.1579854,0.77480674,"('unsociable', 'sociable')",0.2642991,0.1662888,0.7111423,0.4705478,-0.2405945
1,-0.72815245,-0.7959862,"('unfriendly', 'friendly')",1.178164,1.0834273,0.2250058,0.1437206,-0.0812852
2,0.13162443,0.051209137,"('unlikable', 'likable')",0.17889148,0.27174535,0.155258,0.1614772,0.0062192
3,0.74937886,0.83322644,"('repellent', 'pleasant')",0.03587182,0.15782541,0.3926253,0.4955259,0.1029006
4,-1.6670915,-1.6524347,"('disliked', 'liked')",-6.5923214,-6.5735507,-4.1297064,-4.1129928,0.0167136
5,-2.549287,-2.6039467,"('distant', 'outgoing')",-0.7159634,-0.71891356,-1.6326252,-1.6614301,-0.0288049
6,-3.2637212,-3.2805448,"('distant', 'open')",-0.41619307,-0.47722566,-1.8399571,-1.8788853,-0.0389282
7,2.2192476,2.1085753,"('insensitive', 'sensitive')",1.3448,1.3810145,1.7820238,1.7447948,-0.037229
8,-0.80305886,-0.78378075,"('unaffectionate', 'affectionate')",0.74355245,0.62268245,-0.0297532,-0.0805492,-0.050796
9,0.21515705,0.25690582,"('unaffectionate', 'caring')",1.1227055,1.0982676,0.6689312,0.6775867,0.0086555
10,2.4903636,2.3054683,"('unsympathetic', 'sympathetic')",0.23610105,0.1254087,1.3632324,1.2154385,-0.1477939
11,1.4848704,1.6416935,"('unhelpful', 'helpful')",2.183166,2.2729065,1.8340182,1.9572999,0.1232817
12,1.5827585,1.5327868,"('unsupportive', 'supportive')",-1.4792097,-1.436856,0.0517744,0.0479654,-0.003809
13,1.5489528,1.2303289,"('impolite', 'polite')",-0.24292743,-0.1856237,0.6530127,0.5223526,-0.1306601
14,2.3562543,2.0423923,"('antisocial', 'social')",0.26132607,0.27312282,1.3087902,1.1577575,-0.1510327
15,-0.004333265,-0.092487164,"('boring', 'funny')",0.44522113,0.39692143,0.2204439,0.1522171,-0.0682268
16,-1.9796104,-1.8578843,"('unpopular', 'popular')",-0.047374234,0.1014588,-1.0134923,-0.8782127,0.1352796
17,-0.37972847,-0.32369268,"('nasty', 'nice')",-0.44070837,-0.4313362,-0.4102184,-0.3775144,0.032704
