,sibling_male,sibling_female,tuple,average_male,average_female,female-male
0,0.9790995,0.8105461,"('unsociable', 'sociable')",0.9790995,0.8105461,-0.1685534
1,1.2090662,1.1632746,"('unfriendly', 'friendly')",1.2090662,1.1632746,-0.0457916
2,-0.04954626,0.044810556,"('unlikable', 'likable')",-0.0495463,0.0448106,0.0943569
3,0.94028443,1.1032834,"('repellent', 'pleasant')",0.9402844,1.1032834,0.162999
4,-7.177153,-7.227914,"('disliked', 'liked')",-7.1771531,-7.2279139,-0.0507608
5,-0.89168346,-0.7730951,"('distant', 'outgoing')",-0.8916835,-0.7730951,0.1185884
6,-0.90557635,-0.8125654,"('distant', 'open')",-0.9055763,-0.8125654,0.0930109
7,1.720963,1.8294603,"('insensitive', 'sensitive')",1.720963,1.8294603,0.1084973
8,0.5809019,0.53187686,"('unaffectionate', 'affectionate')",0.5809019,0.5318769,-0.049025
9,1.2423899,1.3732321,"('unaffectionate', 'caring')",1.2423899,1.3732321,0.1308422
10,1.4462334,1.4218986,"('unsympathetic', 'sympathetic')",1.4462334,1.4218986,-0.0243348
11,2.2763207,2.4502277,"('unhelpful', 'helpful')",2.2763207,2.4502277,0.173907
12,-0.9845908,-0.90843576,"('unsupportive', 'supportive')",-0.9845908,-0.9084358,0.076155
13,0.80809057,0.72151834,"('impolite', 'polite')",0.8080906,0.7215183,-0.0865723
14,0.6441261,0.424693,"('antisocial', 'social')",0.6441261,0.424693,-0.2194331
15,0.23103204,0.17405075,"('boring', 'funny')",0.231032,0.1740507,-0.0569813
16,-0.9538651,-0.868018,"('unpopular', 'popular')",-0.9538651,-0.868018,0.0858471
17,-0.7509475,-0.73366916,"('nasty', 'nice')",-0.7509475,-0.7336692,0.0172783
18,-0.17958042,-0.25031573,"('disagreeable', 'welcoming')",-0.1795804,-0.2503157,-0.0707353
19,-1.053065,-0.8317897,"('inhospitable', 'hospitable')",-1.0530649,-0.8317897,0.2212752
20,0.9597405,0.7237228,"('rough', 'thoughtful')",0.9597405,0.7237228,-0.2360177
21,0.36967975,0.4055727,"('immoral', 'moral')",0.3696797,0.4055727,0.035893
22,0.23352988,0.33347616,"('untrustworthy', 'trustworthy')",0.2335299,0.3334762,0.0999463
23,6.9537234,7.1128325,"('insincere', 'sincere')",6.9537234,7.1128325,0.1591091
24,1.576859,1.6404452,"('dishonest', 'honest')",1.576859,1.6404452,0.0635862
25,0.4975345,0.4079977,"('egoistic', 'altruistic')",0.4975345,0.4079977,-0.0895368
26,0.61364573,0.13152982,"('hardhearted', 'benevolent')",0.6136457,0.1315298,-0.4821159
27,1.6250647,1.4724187,"('hardhearted', 'softhearted')",1.6250647,1.4724187,-0.152646
28,1.091481,1.0241733,"('disloyal', 'loyal')",1.091481,1.0241733,-0.0673077
29,-0.8772384,-1.0516698,"('unfair', 'fair')",-0.8772384,-1.0516698,-0.1744314
30,1.3242296,1.3712344,"('intolerant', 'tolerant')",1.3242296,1.3712344,0.0470048
31,-1.9757438,-2.083975,"('evil', 'good')",-1.9757438,-2.0839751,-0.1082313
32,1.4885719,1.3080444,"('unkind', 'kind')",1.4885719,1.3080444,-0.1805275
33,-0.6469101,-0.60501015,"('wrong', 'right')",-0.6469101,-0.6050102,0.0418999
34,4.399514,4.8117313,"('mean', 'honorable')",4.3995142,4.8117313,0.4122171
35,-2.0048172,-1.995724,"('corrupt', 'incorrupt')",-2.0048172,-1.995724,0.0090932
36,-1.4738512,-1.4322612,"('hostile', 'amicable')",-1.4738512,-1.4322612,0.04159
37,1.2339939,1.2086962,"('fake', 'genuine')",1.2339939,1.2086962,-0.0252977
38,0.25058573,0.37791103,"('untruthful', 'truthful')",0.2505857,0.377911,0.1273253
39,0.82914037,0.8168649,"('exploitative', 'cooperative')",0.8291404,0.8168649,-0.0122755
40,-1.2092494,-1.3918473,"('stingy', 'generous')",-1.2092494,-1.3918473,-0.1825979
41,0.5508632,0.3058563,"('unforgiving', 'forgiving')",0.5508632,0.3058563,-0.2450069
42,-2.6298008,-2.6249595,"('unreliable', 'reliable')",-2.6298008,-2.6249595,0.0048413
43,1.6723983,1.6518754,"('irresponsible', 'responsible')",1.6723983,1.6518754,-0.0205229
44,-1.2713441,-1.4246911,"('prejudiced', 'unprejudiced')",-1.2713441,-1.4246911,-0.153347
45,0.84316164,0.85178924,"('incompetent', 'competent')",0.8431616,0.8517892,0.0086276
46,0.35990366,0.32389957,"('uncompetitive', 'competitive')",0.3599037,0.3238996,-0.0360041
47,4.6753883,4.8150244,"('stupid', 'smart')",4.6753883,4.8150244,0.1396361
48,0.99897546,0.86163956,"('unintelligent', 'intelligent')",0.9989755,0.8616396,-0.1373359
49,0.23152018,0.44108602,"('unable', 'able')",0.2315202,0.441086,0.2095658
50,-0.37098327,-0.18020193,"('clumsy', 'skillful')",-0.3709833,-0.1802019,0.1907814
51,1.4946465,1.4633262,"('uneducated', 'educated')",1.4946465,1.4633262,-0.0313203
52,-1.2179157,-1.1931283,"('irrational', 'rational')",-1.2179157,-1.1931283,0.0247874
53,-0.061847977,-0.053914502,"('uncreative', 'creative')",-0.061848,-0.0539145,0.0079335
54,0.76845616,1.0525389,"('incapable', 'capable')",0.7684562,1.0525389,0.2840827
