,ulta_male,ulta_female,tuple,beauty_male,beauty_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0305938,-1.1076583,"('unsociable', 'sociable')",1.4584239,1.2245486,0.08654392,-0.046573944,0.171458,0.0234388,-0.1480192
1,-1.7040694,-1.5816189,"('unfriendly', 'friendly')",0.1954703,0.36474422,1.2016253,0.9484562,-0.1023246,-0.0894728,0.0128518
2,0.8756467,0.8076476,"('unlikable', 'likable')",1.3853366,1.289591,0.68656164,0.68268716,0.982515,0.9266419,-0.0558731
3,-0.21164632,-0.01755032,"('repellent', 'pleasant')",0.1749631,0.42685515,0.38239235,0.46776938,0.1152364,0.2923581,0.1771217
4,0.07824437,0.11778415,"('disliked', 'liked')",-0.04091758,0.1335499,-5.5496917,-5.342096,-1.837455,-1.6969206,0.1405344
5,-0.9214902,-0.885388,"('distant', 'outgoing')",-0.14449546,0.08906282,-0.08866311,-0.10216384,-0.3848829,-0.2994964,0.0853865
6,-0.8672243,-0.73897797,"('distant', 'open')",-1.108222,-0.87006646,-0.22854298,-0.29584137,-0.7346631,-0.6349619,0.0997012
7,-0.5468271,-0.44176513,"('insensitive', 'sensitive')",0.53146255,0.5852182,0.5501253,0.4819424,0.1782536,0.2084651,0.0302115
8,-1.6184491,-1.6564859,"('unaffectionate', 'affectionate')",0.15747689,0.08917639,0.2538327,0.029439367,-0.4023798,-0.5126234,-0.1102436
9,-1.8010982,-1.750217,"('unaffectionate', 'caring')",0.97705865,1.007071,0.6602568,0.5109961,-0.0545943,-0.0773833,-0.022789
10,-1.2346611,-1.1453934,"('unsympathetic', 'sympathetic')",0.67464846,0.6754492,-0.06573023,-0.14954177,-0.208581,-0.2064953,0.0020857
11,-0.8873256,-0.9732694,"('unhelpful', 'helpful')",0.4499883,0.15207349,2.2593856,2.2140038,0.6073494,0.4642693,-0.1430801
12,-0.86435056,-0.77002174,"('unsupportive', 'supportive')",1.7654631,1.7728055,-0.9815428,-0.9632185,-0.0268101,0.0131884,0.0399985
13,-0.36936677,-0.491185,"('impolite', 'polite')",1.4006389,1.1032794,0.1881508,0.12057816,0.4064743,0.2442242,-0.1622501
14,-0.18915069,-0.15023756,"('antisocial', 'social')",1.7428701,1.6098521,-0.12187434,-0.06464351,0.4772817,0.4649903,-0.0122914
15,0.31093633,0.18128711,"('boring', 'funny')",0.79797393,0.5683364,0.43242377,0.3531525,0.5137781,0.367592,-0.1461861
16,-0.36722863,-0.40824795,"('unpopular', 'popular')",0.45322534,0.559519,0.8832953,0.9624142,0.3230973,0.3712284,0.0481311
17,-0.05738836,0.0041225217,"('nasty', 'nice')",1.0011553,1.1484778,-0.110972226,-0.051826604,0.2775982,0.3669246,0.0893264
18,0.16232194,0.25981098,"('disagreeable', 'welcoming')",-0.14553489,-0.15843551,-0.0009607589,-0.11861861,0.0052754,-0.0057477,-0.0110231
19,-1.2632623,-1.3114268,"('inhospitable', 'hospitable')",-0.80986375,-0.65992874,0.16829549,0.17617556,-0.6349435,-0.5983933,0.0365502
20,-0.31151962,-0.18043219,"('rough', 'thoughtful')",-0.08725665,-0.12572068,0.73840225,0.6317487,0.1132087,0.1085319,-0.0046768
21,-0.08901723,-0.09662399,"('immoral', 'moral')",1.3855871,1.3978028,-0.22336264,-0.15484443,0.3577357,0.3821115,0.0243758
22,-0.15174124,-0.09176059,"('untrustworthy', 'trustworthy')",0.01160538,-0.15000586,-0.8364857,-0.91633135,-0.3255405,-0.3860326,-0.0604921
23,-1.2294697,-1.1258407,"('insincere', 'sincere')",1.1453902,1.1010253,5.5559564,5.3165107,1.823959,1.7638985,-0.0600605
24,-0.098782554,-0.088159025,"('dishonest', 'honest')",0.52899444,0.4600654,0.93046963,0.782349,0.4535605,0.3847518,-0.0688087
25,-0.38809523,-0.32973439,"('egoistic', 'altruistic')",-0.47109407,-0.47087336,0.8775019,0.8054834,0.0061042,0.0016252,-0.004479
26,0.0006888211,0.054917526,"('hardhearted', 'benevolent')",0.6876462,0.7286061,1.2482371,1.0300726,0.6455241,0.6045321,-0.040992
27,0.12875515,0.20919482,"('hardhearted', 'softhearted')",-0.011481903,-0.22324075,1.2585601,1.0732754,0.4586111,0.3530765,-0.1055346
28,-1.3440799,-1.3018309,"('disloyal', 'loyal')",-0.082633756,-0.08215348,0.601929,0.4787545,-0.2749282,-0.3017433,-0.0268151
29,-0.20850906,-0.21326223,"('unfair', 'fair')",-0.39319733,-0.46952778,-0.6353344,-0.7647231,-0.4123469,-0.4825044,-0.0701575
30,0.33508828,0.34789765,"('intolerant', 'tolerant')",2.0671065,1.8735722,1.8253053,1.7130322,1.4091667,1.3115007,-0.097666
31,-1.4600801,-1.2654378,"('evil', 'good')",-2.2802293,-2.0137682,-1.5229884,-1.55214,-1.7544327,-1.6104487,0.143984
32,0.31386158,0.22532043,"('unkind', 'kind')",1.8444597,1.6819931,1.1500678,0.9131942,1.1027963,0.9401693,-0.162627
33,-0.5036552,-0.50948876,"('wrong', 'right')",0.3537651,0.3847646,-0.58063984,-0.59808224,-0.24351,-0.2409355,0.0025745
34,-0.0008758791,0.060871705,"('mean', 'honorable')",0.3938958,0.38485166,5.8399515,5.794293,2.0776571,2.0800055,0.0023484
35,0.81251776,0.80222595,"('corrupt', 'incorrupt')",-2.1182144,-2.0403273,-0.7873777,-0.8656375,-0.6976914,-0.7012463,-0.0035549
36,-0.5999158,-0.45690677,"('hostile', 'amicable')",-2.2860782,-1.9146861,-0.8567062,-0.9248678,-1.2475667,-1.0988202,0.1487465
37,0.5490563,0.5868032,"('fake', 'genuine')",-0.34311542,-0.37992984,0.01701703,-0.029368827,0.0743193,0.0591682,-0.0151511
38,-1.0613679,-1.0531645,"('untruthful', 'truthful')",0.78296894,0.88354886,0.62003213,0.72051877,0.1138777,0.1836344,0.0697567
39,0.56457055,0.5808398,"('exploitative', 'cooperative')",-0.23601435,-0.5533944,-0.09804131,-0.19514917,0.0768383,-0.0559012,-0.1327395
40,0.065231144,0.27602568,"('stingy', 'generous')",-0.4521321,-0.3260024,-1.8606992,-1.9041032,-0.7492,-0.65136,0.09784
41,-0.49103057,-0.39296937,"('unforgiving', 'forgiving')",-0.21431863,-0.3295589,-0.012059974,-0.0659602,-0.2391364,-0.2628295,-0.0236931
42,1.0414186,1.069582,"('unreliable', 'reliable')",0.9801088,0.96750075,-2.383108,-2.246778,-0.1205269,-0.0698984,0.0506285
43,-0.92653656,-0.92408675,"('irresponsible', 'responsible')",1.6438006,1.4523597,0.90545726,0.75595385,0.5409071,0.4280756,-0.1128315
44,1.5008407,1.330546,"('prejudiced', 'unprejudiced')",-0.5595128,-0.6808496,-1.5039898,-1.5683242,-0.187554,-0.3062093,-0.1186553
