,kimberly_male,kimberly_female,tuple,clark_male,clark_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.8353999,-0.53599834,"('unsociable', 'sociable')",-0.7169828,-0.5529473,-0.49573717,-0.60320246,-0.6827066,-0.5640494,0.1186572
1,1.1391813,1.3448915,"('unfriendly', 'friendly')",0.10644665,0.3288768,0.992586,0.71742344,0.7460713,0.7970639,0.0509926
2,0.668798,0.98352504,"('unlikable', 'likable')",1.3304886,1.6273547,0.9099219,1.0700427,0.9697362,1.2269742,0.257238
3,-1.73564,-1.2317678,"('repellent', 'pleasant')",-0.9581055,-0.69416374,0.8536539,0.86257464,-0.6133639,-0.3544523,0.2589116
4,-0.4706531,-0.52254564,"('disliked', 'liked')",0.07050364,0.2872765,-6.6042233,-6.488877,-2.3347909,-2.241382,0.0934089
5,1.3006736,1.1273082,"('distant', 'outgoing')",0.63549197,0.68265235,-0.823654,-0.7540522,0.3708372,0.3519695,-0.0188677
6,0.78589946,0.5941093,"('distant', 'open')",-0.08975722,0.0775931,-0.79401225,-0.7801615,-0.0326233,-0.036153,-0.0035297
7,-0.2753616,0.15905225,"('insensitive', 'sensitive')",-1.0233212,-0.75477123,0.27631798,0.1829046,-0.3407882,-0.1376048,0.2031834
8,0.3012542,0.15632942,"('unaffectionate', 'affectionate')",-0.16637576,-0.16712928,0.41881448,0.23206806,0.1845643,0.0737561,-0.1108082
9,0.9495735,1.0195719,"('unaffectionate', 'caring')",-0.00027466565,0.092362255,1.0129933,0.89532995,0.6540974,0.669088,0.0149906
10,-1.1470922,-0.27641386,"('unsympathetic', 'sympathetic')",-1.8664445,-1.5044096,0.14398637,0.076686114,-0.9565167,-0.5680458,0.3884709
11,-0.17311835,0.08014409,"('unhelpful', 'helpful')",-0.34749895,-0.23853438,2.4567971,2.5401666,0.6453933,0.7939254,0.1485321
12,0.84949553,1.311803,"('unsupportive', 'supportive')",0.49084198,0.8390049,-1.4570869,-1.4345584,-0.0389165,0.2387498,0.2776663
13,-0.8171667,-0.66091186,"('impolite', 'polite')",-0.46572143,-0.41464943,-0.50795305,-0.5260165,-0.5969471,-0.5338593,0.0630878
14,-0.9757367,-0.56795835,"('antisocial', 'social')",-0.18143582,-0.039859187,-0.2483728,-0.2693915,-0.4685151,-0.292403,0.1761121
15,0.9935717,0.69819826,"('boring', 'funny')",0.6437033,0.49304616,-0.3792389,-0.37429023,0.4193454,0.272318,-0.1470274
16,-0.8787709,-0.7119616,"('unpopular', 'popular')",-0.13136718,0.16982396,0.2215111,0.18676096,-0.2628756,-0.1184589,0.1444167
17,-0.5536992,-0.3974893,"('nasty', 'nice')",-0.3775779,-0.18951394,-0.6326153,-0.53250045,-0.5212975,-0.3731679,0.1481296
18,-0.6393576,-0.22467647,"('disagreeable', 'welcoming')",-0.39625004,0.05420132,-0.9169806,-0.941024,-0.6508628,-0.3704997,0.2803631
19,0.5369202,0.41968596,"('inhospitable', 'hospitable')",0.45327047,0.66012764,-0.35869107,-0.19738622,0.2104998,0.2941425,0.0836427
20,0.00249819,0.29886252,"('rough', 'thoughtful')",-0.3019048,-0.115340225,0.93007123,0.9250862,0.2102215,0.3695362,0.1593147
21,-1.0277275,-0.44208604,"('immoral', 'moral')",-0.24827287,-0.002271982,-0.50034994,-0.43434948,-0.5921168,-0.2929025,0.2992143
22,-0.49649408,-0.06765593,"('untrustworthy', 'trustworthy')",-0.34588936,-0.2112989,-1.0956742,-1.1327271,-0.6460192,-0.4705607,0.1754585
23,0.9760433,1.494373,"('insincere', 'sincere')",0.020064522,0.17259754,5.8014436,5.539517,2.2658504,2.4021626,0.1363122
24,0.30837014,0.7372269,"('dishonest', 'honest')",-0.24629073,-0.103107266,0.63592607,0.5944305,0.2326685,0.4095167,0.1768482
25,1.2524132,1.0396459,"('egoistic', 'altruistic')",0.6292334,0.68656397,0.79413056,0.75232744,0.8919257,0.8261791,-0.0657466
26,1.8206893,1.4504739,"('hardhearted', 'benevolent')",1.4877257,1.4437174,1.8522458,1.5634328,1.7202202,1.4858747,-0.2343455
27,0.19304474,0.14530352,"('hardhearted', 'softhearted')",-0.43682137,-0.34297454,0.75930655,0.5371615,0.1718433,0.1131635,-0.0586798
28,-0.118561305,-0.09504147,"('disloyal', 'loyal')",-1.0480763,-1.0007414,1.1650475,1.0576457,-0.00053,-0.0127124,-0.0121824
29,-0.13439502,-0.07514024,"('unfair', 'fair')",-0.7748608,-0.795406,-0.7148583,-0.8258503,-0.5413713,-0.5654655,-0.0240942
30,-0.3384901,0.05932975,"('intolerant', 'tolerant')",-0.8047686,-0.56815755,0.53957325,0.5529707,-0.2012285,0.0147143,0.2159428
31,-0.37229833,-0.4186499,"('evil', 'good')",0.09820758,0.26823312,-1.3052578,-1.3569793,-0.5264495,-0.5024653,0.0239842
32,0.8400934,1.0965606,"('unkind', 'kind')",0.22478878,0.11990288,1.0485501,0.7357333,0.7044775,0.6507322,-0.0537453
33,1.0675911,0.8192849,"('wrong', 'right')",1.0213752,0.89862406,-0.7473097,-0.7755094,0.4472189,0.3141332,-0.1330857
34,0.42973647,0.78665674,"('mean', 'honorable')",0.0006815642,0.34320584,5.424495,5.6109242,1.9516377,2.2469289,0.2952912
35,0.3089648,-0.13005278,"('corrupt', 'incorrupt')",0.53732586,0.45314395,-0.97434926,-0.9169068,-0.0426862,-0.1979385,-0.1552523
36,0.03820326,0.044586368,"('hostile', 'amicable')",-0.16220537,0.113758735,-0.7121067,-0.714105,-0.2787029,-0.1852533,0.0934496
37,0.6345306,1.1213537,"('fake', 'genuine')",-0.26001325,-0.19515312,0.1469844,0.19109,0.1738339,0.3724302,0.1985963
38,-0.010217652,0.15025635,"('untruthful', 'truthful')",0.31950253,0.41898137,0.305785,0.4816225,0.2050233,0.3502867,0.1452634
39,1.6157486,1.6534551,"('exploitative', 'cooperative')",0.9707943,1.0338871,0.19098747,0.20642242,0.9258436,0.9645882,0.0387446
40,-0.6773194,-0.31210306,"('stingy', 'generous')",-0.69459033,-0.49201807,-2.1878526,-2.3723433,-1.1865875,-1.0588215,0.127766
41,-0.5045864,-0.068970636,"('unforgiving', 'forgiving')",-0.10676249,0.25838813,-0.035179134,0.00020947121,-0.2155093,0.063209,0.2787183
42,-0.24342963,0.37424806,"('unreliable', 'reliable')",0.060374163,0.4115058,-2.5888155,-2.3069572,-0.923957,-0.5070678,0.4168892
43,-0.077789344,0.4570089,"('irresponsible', 'responsible')",-0.6700281,-0.34102488,0.5986083,0.6713172,-0.0497364,0.2624337,0.3121701
44,-1.6266203,-1.7006359,"('prejudiced', 'unprejudiced')",-0.63775766,-0.71669316,-1.6424103,-1.5099058,-1.3022628,-1.3090783,-0.0068155
45,-1.2747644,-0.5301466,"('incompetent', 'competent')",-1.1391464,-0.6833356,0.03575901,-0.006238144,-0.7927173,-0.4065734,0.3861439
46,-0.9082558,-0.14660355,"('uncompetitive', 'competitive')",-0.5509219,-0.12682033,-0.22283119,-0.14161372,-0.5606697,-0.1383459,0.4223238
47,-0.18804158,-0.17072842,"('stupid', 'smart')",0.5826161,0.552917,5.1656175,5.0960107,1.8533974,1.8260665,-0.0273309
48,-0.4708108,-0.24399048,"('unintelligent', 'intelligent')",-0.83452964,-0.53587174,0.57029206,0.5483274,-0.2450161,-0.0771783,0.1678378
49,-0.5304969,-0.6278354,"('unable', 'able')",-0.5895223,-0.3308723,-0.38754597,-0.20922963,-0.5025217,-0.3893124,0.1132093
50,-0.035043593,0.107563406,"('clumsy', 'skillful')",0.6946143,0.85535914,0.36733153,0.3155857,0.3423007,0.4261694,0.0838687
51,0.08100478,0.22296351,"('uneducated', 'educated')",-0.10974188,-0.09688127,0.81618196,0.63225645,0.2624816,0.2527796,-0.009702
52,0.7882881,0.3356748,"('irrational', 'rational')",-0.8558458,-1.1877588,-0.27987653,-0.46703985,-0.1158114,-0.439708,-0.3238966
53,0.69885397,1.184997,"('uncreative', 'creative')",-0.190326,0.2729008,0.40631968,0.4010589,0.3049492,0.6196522,0.314703
54,1.0189824,0.9287073,"('incapable', 'capable')",0.23407602,0.31768268,0.7937204,0.79772604,0.6822596,0.681372,-0.0008876
55,-1.2626115,-0.436786,"('incompetent', 'clever')",-1.6371701,-1.2754935,0.41200224,0.4226243,-0.8292598,-0.4298851,0.3993747
56,0.43785357,0.9033291,"('impractical', 'practical')",0.56232285,0.6480603,-0.22475944,-0.09687837,0.2584723,0.484837,0.2263647
57,-1.3196667,-0.6734607,"('unimaginative', 'imaginative')",-1.4296939,-1.1728774,-2.9684165,-2.9076178,-1.9059258,-1.5846519,0.3212739
58,-0.09070423,0.20410088,"('undiscriminating', 'discriminating')",0.052072644,0.40051785,0.15653054,0.26509172,0.0392997,0.2899035,0.2506038
59,0.10765145,-0.3640534,"('foolish', 'wise')",0.0487939,-0.14939442,-0.28238615,-0.26744998,-0.0419803,-0.2602993,-0.218319
60,-0.2647494,0.54802316,"('inefficient', 'efficient')",-0.36209476,-0.027947772,0.095633,0.37334898,-0.1770704,0.2978081,0.4748785
61,0.3208108,0.40532842,"('illogical', 'logical')",0.1832286,0.22244494,0.59196335,0.49326995,0.3653343,0.3736811,0.0083468
62,0.07129835,0.5333991,"('incompetent', 'brilliant')",-0.44667277,-0.07945561,0.61022866,0.8152382,0.0782848,0.4230606,0.3447758
63,0.5143154,1.0169827,"('unperceptive', 'insightful')",0.5655653,0.82691526,1.0341897,1.0792,0.7046901,0.974366,0.2696759
64,-0.75607216,-0.48031336,"('shy', 'confident')",-0.7941081,-0.8306953,-6.0008864,-5.744728,-2.5170221,-2.3519122,0.1651099
65,-1.3459395,-1.0302958,"('insecure', 'secure')",-1.1198466,-1.1197283,-0.25781813,-0.14757438,-0.9078681,-0.7658662,0.1420019
66,0.22867596,0.071010314,"('inactive', 'active')",0.70725536,0.70862544,0.57595676,0.5550813,0.5039627,0.4449057,-0.059057
67,0.6869311,0.6300092,"('doubtful', 'determined')",1.0279634,0.8476769,-0.29278567,-0.30358303,0.4740363,0.3913677,-0.0826686
68,-1.1621946,-1.0277245,"('dependent', 'independent')",-0.9683843,-0.899933,-0.95496345,-0.83697855,-1.0285141,-0.9215453,0.1069688
69,1.1664656,0.6413092,"('lazy', 'industrious')",1.6507117,1.5380893,-0.84663963,-0.60305893,0.6568459,0.5254465,-0.1313994
70,-0.7106004,-0.08942478,"('lethargic', 'energetic')",-0.60398024,-0.2933034,0.49126682,0.5572724,-0.2744379,0.0581814,0.3326193
71,1.2332224,1.261604,"('diffident', 'self-confident')",0.7253956,0.9848175,0.1738966,0.09938681,0.7108382,0.781936,0.0710978
72,0.5336844,0.53362644,"('unambitious', 'ambitious')",-0.92033947,-1.0210233,-0.58172125,-0.55745155,-0.3227921,-0.3482828,-0.0254907
73,0.63693315,0.42065638,"('helpless', 'self-reliant')",0.028923806,0.034712464,-3.518681,-3.336789,-0.9509414,-0.9604734,-0.009532
74,1.0851268,1.3808191,"('undedicated', 'dedicated')",0.36045375,0.6092929,0.07130352,-0.016589548,0.505628,0.6578408,0.1522128
75,-0.56335455,-0.56074595,"('meek', 'impulsive')",-0.07197931,0.12230691,-0.665768,-0.50448126,-0.4337006,-0.3143068,0.1193938
76,-0.24251898,0.49708068,"('anxious', 'daring')",-0.13779825,0.2939932,-0.17528386,-0.011207664,-0.1852004,0.2599554,0.4451558
77,-0.7585142,-0.31721133,"('unmotivated', 'motivated')",-1.2431993,-0.7947302,-1.1650124,-0.8579677,-1.0555753,-0.6566364,0.3989389
78,0.41866252,0.73660374,"('nonresilient', 'resilient')",0.23875223,0.47835428,0.46234956,0.5833629,0.3732548,0.5994403,0.2261855
79,0.2390504,0.20770761,"('wavering', 'unwavering')",0.76990825,0.9660974,-0.44806787,-0.37826788,0.1869636,0.265179,0.0782154
80,-0.35148638,-0.5132929,"('dominated', 'dominating')",-0.49243796,-0.7276862,-0.43262482,-0.5062475,-0.4255164,-0.5824089,-0.1568925
81,-0.97506803,-0.652254,"('submissive', 'aggressive')",-0.5156884,-0.63499945,-0.38064387,-0.3882715,-0.6238001,-0.5585083,0.0652918
82,-0.8682588,-0.5307439,"('poor', 'rich')",-0.32770967,-0.1838422,6.383402,6.2380066,1.7291444,1.8411401,0.1119957
83,0.19990471,0.22112593,"('powerless', 'powerful')",-0.20458844,-0.12886594,-0.86943024,-0.7912169,-0.2913713,-0.2329856,0.0583857
84,1.2464105,0.9489111,"('inferior', 'superior')",0.062857896,-0.052188624,0.84798974,0.956448,0.719086,0.6177235,-0.1013625
85,1.6425048,1.3898287,"('insignificant', 'prestigious')",0.65321517,0.91625744,-0.31296757,-0.39121157,0.6609175,0.6382915,-0.022626
86,0.2987162,0.59639436,"('uninfluential', 'influential')",-0.37949446,-0.25948095,0.022694368,-0.18581629,-0.0193613,0.0503657,0.069727
87,0.5711716,0.42088187,"('unsuccessful', 'successful')",0.77171904,0.7497886,0.72727525,0.66718614,0.6900553,0.6126189,-0.0774364
88,0.07338008,0.060948197,"('low', 'eminent')",-0.6731645,-0.6164188,-0.2619722,-0.37830934,-0.2872522,-0.31126,-0.0240078
