,q_male,q_female,tuple,e_male,e_female,p_male,p_female,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,0.3963752,0.11808798,"('unsociable', 'sociable')",-0.45080104,-0.59082824,0.5808808,0.44861323,0.5677695,0.45413157,-0.18999475,-0.24718612,0.1808459,0.0365637,-0.1442822
1,-1.4672751,-1.5833949,"('unfriendly', 'friendly')",-2.3074305,-2.4288282,-1.1656421,-1.336815,-0.16820748,-0.34231934,1.2443949,1.0340302,-0.7728321,-0.9314655,-0.1586334
2,1.4700935,1.5328653,"('unlikable', 'likable')",1.5733516,1.6440026,1.1530141,1.1376958,1.2034906,1.1582733,0.706109,0.79163706,1.2212118,1.2528948,0.031683
3,1.3526288,1.3850311,"('repellent', 'pleasant')",0.7642909,0.8052795,0.84003156,0.9082968,1.3794907,1.5556794,0.1371713,0.28604177,0.8947227,0.9880657,0.093343
4,0.20103876,0.16532834,"('disliked', 'liked')",0.37229377,0.35355684,0.73924464,0.6861033,-0.38122413,-0.4949838,-5.308699,-5.411838,-0.8754692,-0.9403666,-0.0648974
5,-1.3742415,-1.3910764,"('distant', 'outgoing')",-0.45321098,-0.49344292,-0.32404956,-0.39879724,-0.026469834,-0.026924022,-0.04458605,-0.1703941,-0.4445116,-0.496127,-0.0516154
6,-1.0605582,-1.0774391,"('distant', 'open')",-0.18206605,-0.19961959,-0.23335628,-0.30183393,-0.94459814,-0.9653459,0.1303212,0.007516384,-0.4580515,-0.5073444,-0.0492929
7,0.50780153,0.44490418,"('insensitive', 'sensitive')",-0.44694194,-0.5384777,0.07630279,0.012458947,1.0835984,1.1336417,1.1738055,1.2074611,0.4789133,0.4519977,-0.0269156
8,-1.5324403,-1.6204247,"('unaffectionate', 'affectionate')",-2.1240814,-2.149563,-1.5997432,-1.6642137,-1.026541,-1.0916735,0.20766775,0.062244516,-1.2150277,-1.292726,-0.0776983
9,-0.23155479,-0.3167059,"('unaffectionate', 'caring')",-1.4872797,-1.5444328,-0.34593606,-0.38837177,0.6503691,0.60044074,0.92503893,0.86648154,-0.0978725,-0.1565176,-0.0586451
10,0.6420821,0.4697352,"('unsympathetic', 'sympathetic')",-0.103591874,-0.15117124,-0.23619848,-0.26899153,0.17028359,0.19153175,0.36611462,0.40012988,0.167738,0.1282468,-0.0394912
11,0.66990703,0.6239013,"('unhelpful', 'helpful')",-0.65242517,-0.6702214,0.88935465,0.93090004,1.33454,1.3763176,2.3028076,2.3089638,0.9088367,0.9139723,0.0051356
12,0.9180385,0.8629188,"('unsupportive', 'supportive')",-0.094800256,-0.11538996,0.9674198,1.0157293,1.0343128,1.0936201,-1.2787699,-1.2353214,0.3092402,0.3243114,0.0150712
13,0.90471065,0.8788907,"('impolite', 'polite')",0.74727136,0.7263878,1.4033585,1.4155235,0.768421,0.807891,0.33439058,0.35843402,0.8316304,0.8374254,0.005795
14,1.5168816,1.4139991,"('antisocial', 'social')",1.3608419,1.2872908,1.3877614,1.4364811,1.1017019,1.0847279,0.018504359,0.006984247,1.0771381,1.0458966,-0.0312415
15,0.58916456,0.5954836,"('boring', 'funny')",0.20328683,0.16076364,0.5610916,0.53999984,-0.2717619,-0.34797746,0.8134166,0.70474166,0.3790395,0.3306022,-0.0484373
16,-0.13148415,-0.098894164,"('unpopular', 'popular')",0.31263942,0.42369133,0.20286849,0.23787153,-0.04404888,0.0023527145,0.41813695,0.41724706,0.1516224,0.1964537,0.0448313
17,0.6935294,0.6868139,"('nasty', 'nice')",0.36658975,0.41803434,0.64307785,0.7269236,0.012220718,0.13438983,-0.25015664,-0.22101611,0.2930522,0.3490291,0.0559769
18,-1.5405161,-1.5331483,"('disagreeable', 'welcoming')",-1.0475286,-0.9841668,-0.68582106,-0.7109195,-1.2071655,-1.2000716,-0.6707234,-0.6616263,-1.030351,-1.0179866,0.0123644
