,teleflex_male,teleflex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.7889267,-1.8392688,"('unsociable', 'sociable')",-0.19609635,-0.33960554,-0.9925115,-1.0894371,-0.0969256
1,-1.6524969,-1.8517982,"('unfriendly', 'friendly')",1.3294241,1.0899079,-0.1615364,-0.3809451,-0.2194087
2,0.54480195,0.5309288,"('unlikable', 'likable')",0.76049757,0.8323899,0.6526498,0.6816593,0.0290095
3,-0.6344592,-0.55254894,"('repellent', 'pleasant')",0.036521424,0.124170475,-0.2989689,-0.2141892,0.0847797
4,0.1647451,0.08590642,"('disliked', 'liked')",-5.4013944,-5.420195,-2.6183245,-2.6671443,-0.0488198
5,-0.34465557,-0.41491562,"('distant', 'outgoing')",-0.41946247,-0.47944844,-0.382059,-0.447182,-0.065123
6,-0.5347451,-0.6693223,"('distant', 'open')",-0.04757429,-0.15847354,-0.2911597,-0.4138979,-0.1227382
7,-1.002954,-0.9420065,"('insensitive', 'sensitive')",0.49949804,0.5205161,-0.251728,-0.2107452,0.0409828
8,-1.2980598,-1.4203813,"('unaffectionate', 'affectionate')",0.45229068,0.2945778,-0.4228846,-0.5629017,-0.1400171
9,-1.6464615,-1.7580686,"('unaffectionate', 'caring')",0.7277462,0.6168965,-0.4593576,-0.570586,-0.1112284
10,-2.0166242,-2.0005534,"('unsympathetic', 'sympathetic')",-0.2899801,-0.31129193,-1.1533022,-1.1559227,-0.0026205
11,-1.2432781,-1.156622,"('unhelpful', 'helpful')",1.4541131,1.4830612,0.1054175,0.1632196,0.0578021
12,-1.6962981,-1.637772,"('unsupportive', 'supportive')",-1.6942444,-1.6557103,-1.6952713,-1.6467412,0.0485301
13,-0.72291243,-0.6745682,"('impolite', 'polite')",-0.27901202,-0.23085546,-0.5009623,-0.4527118,0.0482505
14,0.102785304,0.1739316,"('antisocial', 'social')",-0.04532838,-0.0513947,0.0287285,0.0612684,0.0325399
15,0.7257749,0.6535596,"('boring', 'funny')",0.83191025,0.7915361,0.7788426,0.7225479,-0.0562947
16,-0.010664098,-0.03520554,"('unpopular', 'popular')",0.4655856,0.5057148,0.2274607,0.2352546,0.0077939
17,-0.1910939,-0.14789179,"('nasty', 'nice')",-0.5672713,-0.5413034,-0.3791826,-0.3445976,0.034585
18,-0.2886721,-0.32742423,"('disagreeable', 'welcoming')",-0.27719522,-0.32952595,-0.2829337,-0.3284751,-0.0455414
19,-0.7509805,-0.8332446,"('inhospitable', 'hospitable')",-0.32290763,-0.34155768,-0.536944,-0.5874012,-0.0504572
20,-0.3180406,-0.27399918,"('rough', 'thoughtful')",1.0678698,1.0313251,0.3749146,0.3786629,0.0037483
21,-0.34655115,-0.3419422,"('immoral', 'moral')",-0.40953058,-0.3647911,-0.3780409,-0.3533666,0.0246743
22,-0.6921419,-0.69811416,"('untrustworthy', 'trustworthy')",-0.8562487,-0.93850476,-0.7741953,-0.8183094,-0.0441141
23,-1.69979,-1.7102984,"('insincere', 'sincere')",4.7133694,4.585022,1.5067897,1.4373617,-0.069428
24,-0.86082274,-0.8684694,"('dishonest', 'honest')",0.7250065,0.6577381,-0.0679081,-0.1053657,-0.0374576
25,0.60416853,0.4910944,"('egoistic', 'altruistic')",1.4468093,1.3741577,1.0254889,0.932626,-0.0928629
26,-0.30688003,-0.39515638,"('hardhearted', 'benevolent')",1.8300436,1.6920581,0.7615818,0.6484509,-0.1131309
27,-0.9780123,-0.91368866,"('hardhearted', 'softhearted')",1.0744594,1.0227296,0.0482236,0.0545205,0.0062969
28,-0.8298339,-0.95266104,"('disloyal', 'loyal')",0.5433605,0.37200737,-0.1432367,-0.2903268,-0.1470901
29,-0.3505296,-0.38904944,"('unfair', 'fair')",-0.8118987,-0.97894657,-0.5812142,-0.683998,-0.1027838
30,-0.42586046,-0.39721027,"('intolerant', 'tolerant')",1.767872,1.6972821,0.6710057,0.6500359,-0.0209698
31,-0.24982688,-0.32858497,"('evil', 'good')",-1.0093658,-1.2174264,-0.6295964,-0.7730057,-0.1434093
32,-0.16532037,-0.14536501,"('unkind', 'kind')",0.8573088,0.75787455,0.3459942,0.3062548,-0.0397394
33,0.16047882,0.040524535,"('wrong', 'right')",-0.41397017,-0.47823083,-0.1267457,-0.2188531,-0.0921074
34,-0.5358583,-0.452145,"('mean', 'honorable')",5.25947,5.343286,2.3618059,2.4455705,0.0837646
35,1.5063581,1.3502985,"('corrupt', 'incorrupt')",-0.056890704,-0.24477214,0.7247337,0.5527632,-0.1719705
36,0.004241906,-0.2424753,"('hostile', 'amicable')",0.015716575,-0.23256634,0.0099792,-0.2375208,-0.2475
37,-0.40655723,-0.3280574,"('fake', 'genuine')",0.20856482,0.25679353,-0.0989962,-0.0356319,0.0633643
38,-1.0183735,-1.0795069,"('untruthful', 'truthful')",-0.24993485,-0.23335326,-0.6341542,-0.6564301,-0.0222759
39,0.68864757,0.7010254,"('exploitative', 'cooperative')",0.21556216,0.17779298,0.4521049,0.4394092,-0.0126957
40,0.1647028,0.1581415,"('stingy', 'generous')",-1.0968351,-1.1696434,-0.4660662,-0.505751,-0.0396848
41,-0.6549998,-0.70635295,"('unforgiving', 'forgiving')",0.22200394,0.11215521,-0.2164979,-0.2970989,-0.080601
42,0.2577317,0.39147872,"('unreliable', 'reliable')",-2.6190531,-2.4275558,-1.1806607,-1.0180385,0.1626222
43,-1.5764575,-1.4826094,"('irresponsible', 'responsible')",0.40771425,0.45096895,-0.5843716,-0.5158202,0.0685514
